Bait	PreyGene	#Rep	AvgP	BFDR
LMNA	S100A6	3	0.0446	0.7318
MAPRE3	S100A6	3	0.0247	0.7645
ACTB	birA	3	0.002	0.8491
CTNNA1	birA	3	0.0107	0.8119
LMNA	birA	3	0.0004	0.8609
MAPRE3	birA	3	0.0001	0.865
ACTB	ENO1	3	0.0255	0.7624
CTNNA1	ENO1	3	0.0078	0.8237
KRT8	ENO1	3	0.0241	0.7658
LMNA	ENO1	3	0.0144	0.796
MAPRE3	ENO1	3	0.0055	0.833
ACTB	PYGL	3	0.0733	0.6999
KRT8	PYGL	3	0.2311	0.5612
LMNA	PYGL	3	0.051	0.7236
ACTB	GPI	3	0.0116	0.8077
KRT8	GPI	3	0.0312	0.751
ACTB	NPM1	3	0.1118	0.6648
CTNNA1	NPM1	3	0.0181	0.7814
KRT8	NPM1	3	0.1446	0.6362
LMNA	NPM1	3	0.1117	0.6649
MAPRE3	NPM1	3	0.069	0.7045
ACTB	TPM3	3	0.0694	0.7041
CTNNA1	TPM3	3	0.0148	0.7943
KRT8	TPM3	3	0.0129	0.8025
LMNA	TPM3	3	0.0044	0.8379
MAPRE3	TPM3	3	0.0069	0.8272
KRT8	LPL	3	0.0036	0.8414
CTNNA1	H2BC11	3	0.0139	0.7977
LMNA	H2BC11	3	0.3783	0.2892
MAPRE3	H2BC11	3	0.0293	0.7541
ACTB	LDHB	3	0.0224	0.7694
CTNNA1	LDHB	3	0.0135	0.7997
KRT8	LDHB	3	0.0529	0.7214
LMNA	LDHB	3	0.0232	0.7677
MAPRE3	LDHB	3	0.0042	0.8388
ACTB	GPX1	3	0.0129	0.8025
CTNNA1	GPX1	3	0.0094	0.8174
KRT8	GPX1	3	0.08	0.6936
LMNA	GPX1	3	0.0131	0.8017
MAPRE3	GPX1	3	0.0005	0.8597
ACTB	P4HB	3	0.0748	0.6986
CTNNA1	P4HB	3	0.0123	0.805
KRT8	P4HB	3	0.0136	0.7993
LMNA	P4HB	3	0.0606	0.7134
MAPRE3	P4HB	3	0.0028	0.8451
CTNNA1	H1-0	3	0.3333	0.3843
ACTB	CTSD	3	0.0018	0.8502
KRT8	CTSD	3	0	0.8672
ACTB	ANXA2	3	0.1063	0.6692
CTNNA1	ANXA2	3	0.0185	0.7803
KRT8	ANXA2	3	0.1791	0.6071
LMNA	ANXA2	3	0.0171	0.7851
MAPRE3	ANXA2	3	0.0259	0.7613
ACTB	CAPN1	3	0.1543	0.6275
KRT8	CAPN1	3	0.346	0.3568
LMNA	CAPN1	3	0.0339	0.747
MAPRE3	CAPN1	3	0.0037	0.8409
ACTB	TUBB	3	0.1054	0.6704
CTNNA1	TUBB	3	0.0169	0.7858
KRT8	TUBB	3	0.2419	0.5521
LMNA	TUBB	3	0.0646	0.7092
MAPRE3	TUBB	3	0.0357	0.7441
ACTB	PRSS1	3	0.0115	0.8082
CTNNA1	PRSS1	3	0.0158	0.7903
KRT8	PRSS1	3	0.0075	0.8248
LMNA	PRSS1	3	0.0146	0.795
MAPRE3	PRSS1	3	0.0061	0.8305
ACTB	PFN1	3	0.0318	0.7497
CTNNA1	PFN1	3	0.0092	0.8184
KRT8	PFN1	3	0.0107	0.8119
LMNA	PFN1	3	0.045	0.7314
MAPRE3	PFN1	3	0.0008	0.8571
ACTB	EPRS1	3	0.2628	0.5308
CTNNA1	EPRS1	3	0.0766	0.6966
KRT8	EPRS1	3	0.2533	0.5403
LMNA	EPRS1	3	0.1495	0.6323
MAPRE3	EPRS1	3	0.1578	0.6247
ACTB	HSP90AA1	3	0.1265	0.6529
CTNNA1	HSP90AA1	3	0.0104	0.8132
KRT8	HSP90AA1	3	0.0795	0.694
LMNA	HSP90AA1	3	0.0511	0.7234
MAPRE3	HSP90AA1	3	0.0151	0.7933
ACTB	HNRNPC	3	0.1232	0.6554
CTNNA1	HNRNPC	3	0.0436	0.7332
KRT8	HNRNPC	3	0.064	0.7097
LMNA	HNRNPC	3	0.156	0.6258
MAPRE3	HNRNPC	3	0.0712	0.7025
KRT8	LAMB1	3	0.0226	0.769
ACTB	YES1	3	0.3333	0.3843
KRT8	YES1	3	0.3333	0.3843
ACTB	TPM2	3	0.0024	0.847
KRT8	TPM2	3	0.008	0.8229
ACTB	FH	3	0.0109	0.8112
CTNNA1	FH	3	0.0042	0.8388
LMNA	FH	3	0.0165	0.7874
ACTB	THBS1	3	0.0602	0.7137
KRT8	THBS1	3	0.7996	0.0238
LMNA	THBS1	3	0.2693	0.5231
MAPRE3	THBS1	3	0.0553	0.7189
ACTB	SP1	3	0.0089	0.8194
CTNNA1	SP1	3	0.0055	0.833
ACTB	ANXA6	3	0.128	0.6517
CTNNA1	ANXA6	3	0.0357	0.7441
KRT8	ANXA6	3	0.2217	0.5705
LMNA	ANXA6	3	0.0355	0.7445
ACTB	SLC3A2	3	0.2059	0.584
CTNNA1	SLC3A2	3	0.1038	0.6719
KRT8	SLC3A2	3	0.2561	0.537
LMNA	SLC3A2	3	0.1232	0.6554
MAPRE3	SLC3A2	3	0.0584	0.7157
ACTB	PFKM	3	0.3296	0.4549
CTNNA1	PFKM	3	0.1196	0.6581
KRT8	PFKM	3	0.3731	0.3014
LMNA	PFKM	3	0.3195	0.4659
MAPRE3	PFKM	3	0.2413	0.5526
ACTB	HSP90AB1	3	0.144	0.6368
CTNNA1	HSP90AB1	3	0.0241	0.7658
KRT8	HSP90AB1	3	0.2153	0.5762
LMNA	HSP90AB1	3	0.1342	0.6454
MAPRE3	HSP90AB1	3	0.0522	0.722
ACTB	SRPRA	3	0.0179	0.7823
CTNNA1	SRPRA	3	0.0001	0.865
KRT8	SRPRA	3	0.007	0.8268
LMNA	SRPRA	3	0.0035	0.8419
MAPRE3	SRPRA	3	0.0024	0.847
ACTB	ASNS	3	0.0306	0.7521
KRT8	ASNS	3	0.0506	0.7242
LMNA	ASNS	3	0.0001	0.865
MAPRE3	ASNS	3	0.0014	0.8526
ACTB	CTSG	3	0.3333	0.3843
ACTB	PDHA1	3	0.0112	0.8098
CTNNA1	PDHA1	3	0.0191	0.7785
KRT8	PDHA1	3	0.156	0.6258
LMNA	PDHA1	3	0.0017	0.8509
ACTB	MET	3	0.002	0.8491
KRT8	MET	3	0.2055	0.5846
MAPRE3	MET	3	0.0043	0.8384
ACTB	SNRNP70	3	0.0102	0.814
CTNNA1	SNRNP70	3	0.0089	0.8194
KRT8	SNRNP70	3	0.0148	0.7943
LMNA	SNRNP70	3	0.0068	0.8277
MAPRE3	SNRNP70	3	0.0004	0.8609
ACTB	NFIC	3	0.0254	0.7627
KRT8	NFIC	3	0.0359	0.7438
LMNA	NFIC	3	0.2828	0.507
ACTB	VIM	3	0.2084	0.5821
CTNNA1	VIM	3	0.1063	0.6692
KRT8	VIM	3	0.4434	0.2175
LMNA	VIM	3	0.0966	0.6785
MAPRE3	VIM	3	0.1561	0.6257
ACTB	RPS17	3	0.0363	0.743
CTNNA1	RPS17	3	0.0207	0.7735
KRT8	RPS17	3	0.0425	0.7344
LMNA	RPS17	3	0.0412	0.7361
MAPRE3	RPS17	3	0.0065	0.8289
ACTB	KRT19	3	0.3512	0.346
KRT8	KRT19	3	1	0
ACTB	KRT7	3	0.1315	0.6482
CTNNA1	KRT7	3	0.0614	0.7127
KRT8	KRT7	3	0.9255	0.0065
LMNA	KRT7	3	0.0784	0.6951
MAPRE3	KRT7	3	0.0837	0.6897
ACTB	GNAI3	3	0.1118	0.6648
CTNNA1	GNAI3	3	0.0267	0.7596
KRT8	GNAI3	3	0.1243	0.6544
LMNA	GNAI3	3	0.1205	0.6575
MAPRE3	GNAI3	3	0.0106	0.8123
ACTB	ANXA5	3	0.071	0.7027
CTNNA1	ANXA5	3	0.0029	0.8445
KRT8	ANXA5	3	0.0179	0.7823
LMNA	ANXA5	3	0.15	0.6317
MAPRE3	ANXA5	3	0.005	0.8352
ACTB	KRT16	3	0.1544	0.6274
CTNNA1	KRT16	3	0.0682	0.7055
KRT8	KRT16	3	0.1432	0.6378
LMNA	KRT16	3	0.1028	0.6729
MAPRE3	KRT16	3	0.0936	0.6809
ACTB	RPSA	3	0.0553	0.7189
CTNNA1	RPSA	3	0.0138	0.7982
KRT8	RPSA	3	0.0573	0.7168
LMNA	RPSA	3	0.007	0.8268
MAPRE3	RPSA	3	0.0108	0.8115
ACTB	FGF2	3	0.0273	0.7584
CTNNA1	FGF2	3	0.018	0.7818
KRT8	FGF2	3	0.0058	0.8318
LMNA	FGF2	3	0.0193	0.7779
MAPRE3	FGF2	3	0.0077	0.824
CTNNA1	ACAA1	3	0.3333	0.3843
LMNA	ACAA1	3	0.3333	0.3843
ACTB	GSTP1	3	0.0074	0.8253
CTNNA1	GSTP1	3	0.0081	0.8226
KRT8	GSTP1	3	0.0051	0.8347
LMNA	GSTP1	3	0.0068	0.8277
MAPRE3	GSTP1	3	0.0024	0.847
ACTB	SNRPC	3	0.1057	0.67
CTNNA1	SNRPC	3	0.0282	0.7564
KRT8	SNRPC	3	0.0822	0.6916
LMNA	SNRPC	3	0.1165	0.6607
MAPRE3	SNRPC	3	0.0431	0.7337
ACTB	LGALS1	3	0.0074	0.8253
CTNNA1	LGALS1	3	0.0154	0.7921
KRT8	LGALS1	3	0.0051	0.8347
LMNA	LGALS1	3	0.0095	0.817
MAPRE3	LGALS1	3	0.0022	0.8481
LMNA	HMGB1	3	0.6667	0.0712
ACTB	CNP	3	0.0566	0.7177
KRT8	CNP	3	0.1064	0.6692
LMNA	CNP	3	0.073	0.7002
KRT8	DLD	3	1	0
ACTB	HNRNPA1	3	0.1275	0.6522
CTNNA1	HNRNPA1	3	0.0196	0.7768
KRT8	HNRNPA1	3	0.1014	0.6742
LMNA	HNRNPA1	3	0.2725	0.5196
MAPRE3	HNRNPA1	3	0.1433	0.6376
ACTB	SNRPA1	3	0.0587	0.7155
CTNNA1	SNRPA1	3	0.0067	0.8281
LMNA	SNRPA1	3	0.0637	0.7101
ACTB	PARP1	3	0.1471	0.6341
CTNNA1	PARP1	3	0.108	0.6676
KRT8	PARP1	3	0.1614	0.6219
LMNA	PARP1	3	0.256	0.5372
MAPRE3	PARP1	3	0.0977	0.6772
ACTB	POLA1	3	0.2336	0.5592
CTNNA1	POLA1	3	0.0193	0.7779
KRT8	POLA1	3	0.2813	0.5087
LMNA	POLA1	3	0.3256	0.4604
MAPRE3	POLA1	3	0.1721	0.6133
ACTB	ALDOC	3	0.0114	0.8088
CTNNA1	ALDOC	3	0.0015	0.852
KRT8	ALDOC	3	0.0167	0.7866
ACTB	H2AZ1	3	0.0197	0.7764
LMNA	H2AZ1	3	0.0144	0.796
CTNNA1	UQCRFS1P1	3	0.0066	0.8285
KRT8	UQCRFS1P1	3	0.002	0.8491
LMNA	UQCRFS1P1	3	0.0197	0.7764
CTNNA1	MYZAP	3	0.3333	0.3843
KRT8	MYZAP	3	0.3333	0.3843
ACTB	POLR2M	3	0.2575	0.5357
CTNNA1	POLR2M	3	0.1318	0.6478
KRT8	POLR2M	3	0.3724	0.3036
LMNA	POLR2M	3	0.0398	0.7378
MAPRE3	POLR2M	3	0.2125	0.5782
ACTB	IGLC6	3	0.3333	0.3843
ACTB	UBB	3	0.2177	0.5744
CTNNA1	UBB	3	0.0458	0.7303
KRT8	UBB	3	0.2282	0.564
LMNA	UBB	3	0.1647	0.6194
MAPRE3	UBB	3	0.1006	0.675
KRT8	RGPD1	3	0.208	0.5824
ACTB	HSPA1A	3	0.1377	0.6426
CTNNA1	HSPA1A	3	0.017	0.7854
KRT8	HSPA1A	3	0.2497	0.5447
LMNA	HSPA1A	3	0.0797	0.6939
MAPRE3	HSPA1A	3	0.0261	0.7608
ACTB	U2AF1L5	3	0.0009	0.856
CTNNA1	U2AF1L5	3	0.0074	0.8253
LMNA	U2AF1L5	3	0.1186	0.6592
ACTB	CBSL	3	0.0001	0.865
CTNNA1	CBSL	3	0.0102	0.814
KRT8	CBSL	3	0.0005	0.8597
LMNA	CBSL	3	0.017	0.7854
ACTB	CALM1	3	0.0172	0.7846
KRT8	CALM1	3	0.0645	0.7093
LMNA	CALM1	3	0.0048	0.8361
MAPRE3	CALM1	3	0.0002	0.8634
KRT8	GLI2	3	0.3333	0.3843
KRT8	RO60	3	0.0678	0.706
LMNA	MYBL2	3	0.4293	0.2294
MAPRE3	MYBL2	3	0.0023	0.8475
LMNA	AR	3	0.03	0.7528
ACTB	HLA-C	3	0.0081	0.8226
CTNNA1	HLA-C	3	0.0171	0.7851
KRT8	HLA-C	3	0.0114	0.8088
LMNA	HLA-C	3	0.0184	0.7806
MAPRE3	HLA-C	3	0.0018	0.8502
ACTB	ARAF	3	0.2154	0.5761
CTNNA1	ARAF	3	0.0972	0.6778
KRT8	ARAF	3	0.2662	0.5264
LMNA	ARAF	3	0.0101	0.8144
MAPRE3	ARAF	3	0.122	0.6565
ACTB	H1-4	3	0.0487	0.7267
CTNNA1	H1-4	3	0.0164	0.7877
KRT8	H1-4	3	0.0438	0.7327
LMNA	H1-4	3	0.0554	0.7188
MAPRE3	H1-4	3	0.0206	0.7737
KRT8	PTPRF	3	0.6667	0.0712
ACTB	TXN	3	0.0178	0.7826
CTNNA1	TXN	3	0.0132	0.8011
KRT8	TXN	3	0.0209	0.773
LMNA	TXN	3	0.0206	0.7737
MAPRE3	TXN	3	0.0096	0.8166
ACTB	MGST1	3	0.026	0.7612
KRT8	MGST1	3	0.0246	0.7648
LMNA	MGST1	3	0.0705	0.7032
MAPRE3	MGST1	3	0.0059	0.8315
ACTB	PRKAR1A	3	0.0034	0.8424
LMNA	PRKAR1A	3	0.1816	0.6052
MAPRE3	PRKAR1A	3	0.0004	0.8609
ACTB	HSPD1	3	0.0496	0.7256
CTNNA1	HSPD1	3	0.016	0.7893
KRT8	HSPD1	3	0.0374	0.7413
LMNA	HSPD1	3	0.0514	0.7227
MAPRE3	HSPD1	3	0.0113	0.8094
ACTB	CLU	3	0.3201	0.465
CTNNA1	CLU	3	0.0021	0.8485
ACTB	HSPA5	3	0.1352	0.6447
CTNNA1	HSPA5	3	0.0266	0.7598
KRT8	HSPA5	3	0.1592	0.6239
LMNA	HSPA5	3	0.0886	0.6851
MAPRE3	HSPA5	3	0.0631	0.7107
ACTB	MAP2	3	0.1291	0.6511
CTNNA1	MAP2	3	0.0105	0.8127
KRT8	MAP2	3	0.1038	0.6719
MAPRE3	MAP2	3	0.4786	0.1935
ACTB	HSPA8	3	0.107	0.6684
CTNNA1	HSPA8	3	0.0169	0.7858
KRT8	HSPA8	3	0.2647	0.5287
LMNA	HSPA8	3	0.1332	0.6462
MAPRE3	HSPA8	3	0.0238	0.7664
ACTB	SLC2A1	3	0.2171	0.5748
CTNNA1	SLC2A1	3	0.0733	0.6999
KRT8	SLC2A1	3	0.4151	0.2458
LMNA	SLC2A1	3	0.2196	0.5724
MAPRE3	SLC2A1	3	0.1306	0.6492
ACTB	EPB41	3	0.0115	0.8082
CTNNA1	EPB41	3	0	0.8672
KRT8	EPB41	3	0.0023	0.8475
ACTB	PDHB	3	0.6691	0.068
CTNNA1	PDHB	3	0.6625	0.1251
KRT8	PDHB	3	0.6439	0.1342
LMNA	PDHB	3	0.3444	0.36
MAPRE3	PDHB	3	0.0023	0.8475
KRT8	DBT	3	0.6667	0.0712
ACTB	BCR	3	0.0138	0.7982
KRT8	BCR	3	0.0176	0.7832
MAPRE3	BCR	3	0.0009	0.856
CTNNA1	TOP1	3	0.0048	0.8361
KRT8	TOP1	3	0.0115	0.8082
LMNA	TOP1	3	0.1195	0.6581
ACTB	TOP2A	3	0.2233	0.5688
CTNNA1	TOP2A	3	0.0722	0.7014
KRT8	TOP2A	3	0.2588	0.5346
LMNA	TOP2A	3	0.2832	0.5065
MAPRE3	TOP2A	3	0.1939	0.5942
ACTB	G6PD	3	0.1379	0.6424
CTNNA1	G6PD	3	0.0154	0.7921
KRT8	G6PD	3	0.1204	0.6576
LMNA	G6PD	3	0.0195	0.7772
MAPRE3	G6PD	3	0.0213	0.7717
ACTB	PC	3	0.0067	0.8281
CTNNA1	PC	3	0.0135	0.7997
KRT8	PC	3	0.0095	0.817
LMNA	PC	3	0.0141	0.7971
MAPRE3	PC	3	0.0058	0.8318
ACTB	MTHFD1	3	0.0756	0.6979
CTNNA1	MTHFD1	3	0.0183	0.7807
KRT8	MTHFD1	3	0.0455	0.7307
LMNA	MTHFD1	3	0.0223	0.7697
MAPRE3	MTHFD1	3	0.0182	0.7811
ACTB	EPX	3	0.3333	0.3843
ACTB	IGF2R	3	0.0103	0.8135
CTNNA1	IGF2R	3	0.0001	0.865
KRT8	IGF2R	3	0.0064	0.8295
LMNA	IGF2R	3	0.3384	0.3741
ACTB	PRPS2	3	0.048	0.7276
CTNNA1	PRPS2	3	0.0071	0.8264
KRT8	PRPS2	3	0.1323	0.6473
LMNA	PRPS2	3	0.0803	0.6934
MAPRE3	PRPS2	3	0.0328	0.7484
ACTB	PABPC1	3	0.2296	0.5625
CTNNA1	PABPC1	3	0.1067	0.6688
KRT8	PABPC1	3	0.2501	0.5442
LMNA	PABPC1	3	0.0709	0.7028
MAPRE3	PABPC1	3	0.2125	0.5782
KRT8	KRT3	3	0.0001	0.865
LMNA	KRT3	3	0.0001	0.865
KRT8	NEFH	3	1	0
ACTB	HARS1	3	0.2401	0.5537
KRT8	HARS1	3	0.0916	0.6824
MAPRE3	HARS1	3	0.0029	0.8445
ACTB	SLC25A4	3	0.1457	0.6357
KRT8	SLC25A4	3	0.534	0.1679
LMNA	SLC25A4	3	0.1668	0.6178
ACTB	SLC25A6	3	0.3759	0.2949
CTNNA1	SLC25A6	3	0.0217	0.7708
KRT8	SLC25A6	3	0.6599	0.1268
LMNA	SLC25A6	3	0.8954	0.0093
MAPRE3	SLC25A6	3	0.1648	0.6194
ACTB	IMPDH2	3	0.1154	0.662
KRT8	IMPDH2	3	0.5491	0.161
ACTB	TPR	3	0.1637	0.6204
CTNNA1	TPR	3	0.0648	0.709
KRT8	TPR	3	0.1306	0.6492
LMNA	TPR	3	0.2912	0.4982
MAPRE3	TPR	3	0.1264	0.6531
ACTB	PIP	3	0.3333	0.3843
MAPRE3	PIP	3	0.3333	0.3843
KRT8	CKB	3	0.3333	0.3843
ACTB	ANXA3	3	0.0728	0.7005
CTNNA1	ANXA3	3	0.0118	0.8069
KRT8	ANXA3	3	0.0076	0.8244
LMNA	ANXA3	3	0.01	0.8148
MAPRE3	ANXA3	3	0.0018	0.8502
ACTB	ACTN1	3	0.4723	0.1965
CTNNA1	ACTN1	3	0.0826	0.6909
KRT8	ACTN1	3	0.1932	0.595
LMNA	ACTN1	3	0.0547	0.7195
MAPRE3	ACTN1	3	0.087	0.6866
KRT8	PEPD	3	0.0193	0.7779
ACTB	XRCC6	3	0.212	0.5784
CTNNA1	XRCC6	3	0.0707	0.703
KRT8	XRCC6	3	0.2201	0.572
LMNA	XRCC6	3	0.2856	0.5041
MAPRE3	XRCC6	3	0.1228	0.6559
ACTB	XRCC5	3	0.1037	0.672
CTNNA1	XRCC5	3	0.0102	0.814
KRT8	XRCC5	3	0.1077	0.6678
LMNA	XRCC5	3	0.2291	0.563
MAPRE3	XRCC5	3	0.0406	0.7368
KRT8	UNG	3	0.0018	0.8502
LMNA	UNG	3	0.943	0.0048
LMNA	NR2C1	3	0.0001	0.865
ACTB	RNH1	3	0.0154	0.7921
CTNNA1	RNH1	3	0.0094	0.8174
KRT8	RNH1	3	0.0089	0.8194
ACTB	EEF2	3	0.0421	0.7348
CTNNA1	EEF2	3	0.0125	0.8041
KRT8	EEF2	3	0.048	0.7276
LMNA	EEF2	3	0.0254	0.7627
MAPRE3	EEF2	3	0.0146	0.795
ACTB	KRT10	3	0.1806	0.6059
CTNNA1	KRT10	3	0.0756	0.6979
KRT8	KRT10	3	0.0484	0.7269
LMNA	KRT10	3	0.1061	0.6696
MAPRE3	KRT10	3	0.0565	0.7178
ACTB	KRT13	3	0.9061	0.0077
KRT8	KRT13	3	1	0
ACTB	KRT5	3	0.1658	0.6188
CTNNA1	KRT5	3	0.1045	0.6714
KRT8	KRT5	3	0.0408	0.7366
LMNA	KRT5	3	0.1491	0.6325
MAPRE3	KRT5	3	0.0742	0.6991
CTNNA1	PDIA4	3	0.0048	0.8361
MAPRE3	PDIA4	3	0.0062	0.8302
LMNA	ZNF35	3	0.2596	0.534
ACTB	TPT1	3	0.0134	0.8003
CTNNA1	TPT1	3	0.0187	0.7798
KRT8	TPT1	3	0.0258	0.7616
LMNA	TPT1	3	0.0598	0.7141
MAPRE3	TPT1	3	0.0025	0.8466
ACTB	LCP1	3	0.3333	0.3843
ACTB	PLS3	3	0.17	0.6155
CTNNA1	PLS3	3	0.0525	0.7218
KRT8	PLS3	3	0.1436	0.6372
LMNA	PLS3	3	0.0313	0.7508
MAPRE3	PLS3	3	0.0212	0.7721
ACTB	APEH	3	0.0075	0.8248
KRT8	APEH	3	0.0499	0.7253
KRT8	ETFA	3	0.6667	0.0712
ACTB	PRKAR2A	3	0.2117	0.5789
CTNNA1	PRKAR2A	3	0.0441	0.732
KRT8	PRKAR2A	3	0.0317	0.7499
LMNA	PRKAR2A	3	0.0771	0.6963
MAPRE3	PRKAR2A	3	0.0841	0.6893
ACTB	ANXA8	3	0.202	0.5876
KRT8	ANXA8	3	0.1409	0.6396
ACTB	GTF2F2	3	0.0009	0.856
KRT8	GTF2F2	3	0.0004	0.8609
LMNA	GTF2F2	3	0.0758	0.6976
MAPRE3	GTF2F2	3	0.0021	0.8485
ACTB	MIF	3	0.0168	0.7862
CTNNA1	MIF	3	0.0111	0.8104
KRT8	MIF	3	0.0311	0.7511
LMNA	MIF	3	0.0193	0.7779
MAPRE3	MIF	3	0.004	0.8397
ACTB	FDPS	3	0.0094	0.8174
CTNNA1	FDPS	3	0.0038	0.8404
KRT8	FDPS	3	0.084	0.6894
ACTB	TRIM27	3	0.0049	0.8357
KRT8	TRIM27	3	0.9955	0.0002
LMNA	TRIM27	3	0.0612	0.7128
ACTB	AKR1A1	3	0.0024	0.847
KRT8	AKR1A1	3	0.0079	0.8232
ACTB	PKM	3	0.0228	0.7685
CTNNA1	PKM	3	0.0138	0.7982
KRT8	PKM	3	0.0292	0.7544
LMNA	PKM	3	0.0193	0.7779
MAPRE3	PKM	3	0.0077	0.824
ACTB	ACYP2	3	0.0287	0.7554
CTNNA1	ACYP2	3	0.0291	0.7547
KRT8	ACYP2	3	0.008	0.8229
LMNA	ACYP2	3	0.0929	0.6813
MAPRE3	ACYP2	3	0.0302	0.7526
ACTB	HSP90B1	3	0.0485	0.7268
CTNNA1	HSP90B1	3	0.0185	0.7803
KRT8	HSP90B1	3	0.0221	0.77
LMNA	HSP90B1	3	0.0108	0.8115
MAPRE3	HSP90B1	3	0.0022	0.8481
ACTB	CCNB1	3	0.2568	0.5366
CTNNA1	CCNB1	3	0.0909	0.6831
KRT8	CCNB1	3	0.2665	0.5258
LMNA	CCNB1	3	0.0876	0.6859
MAPRE3	CCNB1	3	0.3946	0.2661
ACTB	SNRPB	3	0.0003	0.8621
KRT8	SNRPB	3	0.0004	0.8609
LMNA	SNRPB	3	0.0038	0.8404
MAPRE3	SNRPB	3	0.0005	0.8597
KRT8	IDE	3	0.3333	0.3843
LMNA	IDE	3	0.3333	0.3843
ACTB	HNRNPL	3	0.0146	0.795
CTNNA1	HNRNPL	3	0.0072	0.8261
KRT8	HNRNPL	3	0.0142	0.7968
LMNA	HNRNPL	3	0.0232	0.7677
MAPRE3	HNRNPL	3	0.0047	0.8366
ACTB	DARS1	3	0.0106	0.8123
CTNNA1	DARS1	3	0.0017	0.8509
ACTB	JUP	3	0.1389	0.6415
CTNNA1	JUP	3	0.2632	0.5302
KRT8	JUP	3	0.0674	0.7063
LMNA	JUP	3	0.06	0.7139
MAPRE3	JUP	3	0.0349	0.7454
LMNA	ETS2	3	0.9975	0.0001
ACTB	BRAF	3	0.004	0.8397
KRT8	BRAF	3	0.0565	0.7178
ACTB	GSPT1	3	0.2639	0.5297
CTNNA1	GSPT1	3	0.1158	0.6615
KRT8	GSPT1	3	0.2719	0.5199
LMNA	GSPT1	3	0.0504	0.7246
MAPRE3	GSPT1	3	0.1974	0.5913
ACTB	PGAM2	3	0.0644	0.7094
ACTB	EZR	3	0.3094	0.4783
CTNNA1	EZR	3	0.1515	0.6303
KRT8	EZR	3	0.3069	0.4803
LMNA	EZR	3	0.1303	0.6498
MAPRE3	EZR	3	0.2039	0.586
LMNA	ATF2	3	0.0702	0.7034
ACTB	FOSL1	3	0.0004	0.8609
LMNA	FOSL1	3	0.0399	0.7376
ACTB	FOSL2	3	0.0009	0.856
CTNNA1	FOSL2	3	0.0005	0.8597
LMNA	FOSL2	3	0.034	0.747
MAPRE3	FOSL2	3	0.0019	0.8497
ACTB	NME1	3	0.0135	0.7997
CTNNA1	NME1	3	0.011	0.8109
KRT8	NME1	3	0.0126	0.8036
LMNA	NME1	3	0.0188	0.7795
MAPRE3	NME1	3	0.0045	0.8375
ACTB	IGLL1	3	0.3333	0.3843
LMNA	HIVEP1	3	0.0164	0.7877
MAPRE3	HIVEP1	3	0.0002	0.8634
ACTB	RPS2	3	0.23	0.5619
CTNNA1	RPS2	3	0.0298	0.7532
KRT8	RPS2	3	0.2916	0.4976
LMNA	RPS2	3	0.1515	0.6303
MAPRE3	RPS2	3	0.0939	0.6806
LMNA	TCF3	3	0.3333	0.3843
ACTB	DSP	3	0.0806	0.6931
CTNNA1	DSP	3	0.0294	0.7539
KRT8	DSP	3	0.1708	0.6149
LMNA	DSP	3	0.0679	0.7059
MAPRE3	DSP	3	0.0187	0.7798
ACTB	CD44	3	0.0223	0.7697
CTNNA1	CD44	3	0.003	0.8442
KRT8	CD44	3	0.0011	0.8545
ACTB	ITGB4	3	0.019	0.7787
KRT8	ITGB4	3	0.0152	0.7929
ACTB	CBR1	3	0.0562	0.718
CTNNA1	CBR1	3	0.0126	0.8036
KRT8	CBR1	3	0.0114	0.8088
LMNA	CBR1	3	0.0117	0.8074
LMNA	CREB1	3	0.3333	0.3843
ACTB	NCK1	3	0.0346	0.7458
KRT8	NCK1	3	0.0797	0.6939
LMNA	NCK1	3	0.0008	0.8571
MAPRE3	NCK1	3	0.0036	0.8414
ACTB	H1-5	3	0.009	0.819
CTNNA1	H1-5	3	0.0103	0.8135
KRT8	H1-5	3	0.0062	0.8302
LMNA	H1-5	3	0.0373	0.7417
MAPRE3	H1-5	3	0.0107	0.8119
ACTB	H1-3	3	0.0103	0.8135
CTNNA1	H1-3	3	0.0166	0.787
KRT8	H1-3	3	0.0186	0.7799
LMNA	H1-3	3	0.1066	0.6689
MAPRE3	H1-3	3	0.0189	0.7791
ACTB	H1-2	3	0.0076	0.8244
CTNNA1	H1-2	3	0.0152	0.7929
KRT8	H1-2	3	0.0075	0.8248
LMNA	H1-2	3	0.046	0.7302
MAPRE3	H1-2	3	0.0123	0.805
KRT8	MGMT	3	0.3333	0.3843
LMNA	MGMT	3	0.6667	0.0712
ACTB	FER	3	0.1299	0.6501
KRT8	FER	3	0.2624	0.5314
ACTB	ATP2A2	3	0.1081	0.6676
CTNNA1	ATP2A2	3	0.036	0.7434
KRT8	ATP2A2	3	0.3813	0.285
LMNA	ATP2A2	3	0.1126	0.664
MAPRE3	ATP2A2	3	0.0418	0.7354
ACTB	STMN1	3	0.3767	0.2919
CTNNA1	STMN1	3	0.001	0.8552
KRT8	STMN1	3	0.3515	0.3449
LMNA	STMN1	3	0.0465	0.7295
MAPRE3	STMN1	3	0.0221	0.77
LMNA	ZNF24	3	0.9897	0.0008
LMNA	ZNF3	3	0.3333	0.3843
LMNA	ZNF8	3	0.4162	0.2431
KRT8	TMEM11	3	0.3333	0.3843
LMNA	TMEM11	3	0.3333	0.3843
KRT8	PRKCA	3	0.0509	0.7237
