Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
IGKV3-7	0	0	34208.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGLV3-9	0	0	26135.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-28	0	0	62817.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-49	0	0	75489.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-20	0	0	171973.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV5-51	0	0	13159.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC26	0	0	0	0	0	0	0	0	24467.715	0	0	0	0	19413.043	0	0	0	0	0	0	0	0	0	0
UBA6	68969.625	51991.594	150006.89	48016.574	85927.46	42555.617	216178.86	155349.23	107245.72	70254.37	117756.37	96927.79	100318.71	72837.44	174576.7	49104.273	62895.516	20066.166	33502.496	0	24732.773	54448.477	47604.05	67622.43
ESYT2	0	13343.41	59522.95	0	0	0	193451.02	176478.47	154805.98	0	0	0	272704.84	307165.44	342528.12	0	30932.389	27386.184	0	0	0	0	0	0
UHRF1BP1L	685347.1	552411.2	915577.44	17899.643	36992.39	32044.494	1382706.8	1259402	1610749.1	0	0	0	974711.4	1149554.2	1593814.1	51066.594	50634.062	34367.07	176607.67	151772.4	162270.84	0	0	0
SHTN1	1515942.6	1524315.1	1766956.9	213289.25	203382.94	236788.4	2562872.2	1265729.4	1362227.1	0	0	0	1158569.4	1039462.06	1441205	139922.23	203175.08	61944.508	872491.44	763543.2	672943.6	14097.109	0	84144.92
FAM168B	15951.584	13249.498	19780.867	16069.857	18634.482	0	0	24357	59711.688	15336.658	12981.983	16350.983	21076.875	22180.414	21193.506	0	0	14070.294	7944.0576	11219.204	0	0	11577.219	14205.656
MEX3A	79642.33	0	20560.77	0	0	0	0	118946.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILVBL	0	0	0	0	0	0	16477.695	12259.715	25606.902	0	0	0	0	16748.947	24114.875	0	0	0	0	0	0	0	0	0
PLEKHG3	753627.9	690525.94	774191.2	3801.81	0	0	247170.36	303582.06	199545.72	0	0	0	232386.66	282131.5	252825.83	0	0	0	0	0	0	0	0	0
SH3PXD2B	787614.4	661199.94	876197.9	12861.085	26235.121	30053.633	611231.25	536059.25	325327.84	0	4311.5146	0	214802.88	301835.34	295635.16	52873.73	62662.574	32937.523	306556.1	324326.56	247833.25	8535.734	15460.725	0
PIPSL	0	11302.424	14092.476	0	0	0	58564.758	44184.562	59608.13	0	9479.822	8947.965	16930.129	44382.465	24423.693	0	0	0	0	0	0	0	0	0
ZNF320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12425.622	17920.684	9584.581	0	0	0	0	0	0
NBAS	13156.155	0	25011.008	0	0	0	113159.33	30537.617	70754.95	0	0	0	12019.37	69751.45	19065.898	0	12297.725	0	0	0	0	0	0	0
CCDC66	0	0	0	0	0	0	38888.59	0	0	0	0	0	30496.457	0	0	0	0	0	25966.047	24640.637	0	0	0	0
VWA8	364708.22	0	0	0	0	0	719287.3	783790.94	0	0	0	0	0	13301.115	0	0	0	0	0	0	0	0	839.46594	0
SBNO1	219002.84	46507.223	388320	0	10601.384	0	2091874	1780870.5	2077158.4	0	0	0	0	26552.742	52977.15	1909604.2	2947666.8	1778038	63163.137	27765.998	19331.238	15031.44	13503.575	0
GTPBP10	0	0	0	0	0	0	0	0	0	0	0	0	17098.865	32847.92	66340.2	0	0	0	0	0	0	0	0	0
POTEF	90294.73	168831.66	215094.7	0	0	0	0	0	0	0	0	0	0	0	0	40485.133	0	0	0	0	0	0	22431.383	0
PEDS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14301.01	0	0	0	0	0	0	0
CNOT1	906820.4	649819.7	1740380	0	9446.467	9297.983	1106747.8	2286214.2	1960779.6	0	0	0	847232.9	1180415	1477487.5	0	0	0	131210.48	179733.83	142199.72	0	0	0
BDP1	0	0	0	0	0	0	8098.378	20109.727	19821.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT87P	0	0	0	0	0	0	0	0	15533.98	0	0	1170346.4	10174.969	0	14203.396	0	0	0	0	0	0	6426.501	0	0
FAM83G	58801.562	0	0	0	0	0	0	0	0	0	0	0	94671.04	88522.234	74061.54	0	0	0	22942.6	60574.92	27239.363	0	0	0
PGP	0	0	0	0	0	0	0	0	0	6773.12	9756.191	6634.0747	0	0	0	0	0	0	0	0	0	0	0	0
C5orf51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDTL	120135	73152.83	103168.984	18379.332	20830.365	27271.674	126993.375	113811.89	160472.38	0	0	0	126877.9	132512.75	162773.17	81787.75	130797.89	67846.555	39337.83	34624.367	39668.766	0	0	0
TUBAL3	68019.01	42586.47	44338.906	36789.66	37811.977	36586.855	80570.3	75998.91	70146	25870.424	29474.559	31186.969	85817.555	78959.8	129294.44	37572.902	38268.03	43351.055	56768.08	35658.1	48471.54	35306.023	25281.098	24792.605
SMCHD1	44784.15	14536.098	62991.97	0	0	0	697411.6	702994.3	668313.8	0	0	0	0	20955.535	53172.188	293764.28	500277.9	277991.6	90433.67	123943.516	114846.195	0	0	0
ARHGAP42	243749.03	101235.17	198339.17	0	0	0	318650.7	295900.84	195808.38	0	0	0	0	17889.71	21063.975	0	0	0	0	0	0	0	0	0
CCDC85C	0	0	0	0	0	0	0	0	4330.1304	0	0	0	0	31746.51	31657.004	0	0	0	0	0	0	0	0	0
SAC3D1	0	0	0	0	0	0	0	0	0	5171.1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZSWIM8	0	0	0	0	0	0	0	0	0	0	0	0	9199.337	24715.91	20380.406	0	0	0	0	0	0	0	0	0
ARHGAP32	0	9650.464	23023.498	0	12351.237	0	20453.266	14837.522	0	0	0	0	33743.96	43638.727	25873.717	0	0	0	0	0	0	0	0	0
POM121C	74007.27	33429.73	112646.88	0	2834.5315	0	490427	467767.22	582345.44	0	0	0	5483.282	98402.12	83106.38	1483974.8	2476054.8	1305133	5143.5176	3635.8406	0	0	0	0
DDX11L8	11405.256	0	0	0	0	0	9141.049	44732.465	0	0	0	0	0	0	0	44050.953	80510.21	52129.06	0	0	0	0	0	0
PHF20L1	0	0	0	0	0	0	15965.872	7565.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP15	0	15501.296	0	9467.33	0	0	114757.83	105615.125	75790.69	0	0	0	0	0	0	44262.406	68939.86	43584.668	0	0	0	7555.678	0	0
AHRR	28566.965	0	84784.74	0	0	0	110007.48	0	213967.23	0	0	0	0	16666.35	0	13898.918	0	0	0	0	0	0	0	0
MYO9A	36658.32	24135.703	47166.53	0	5194.6255	0	41611.31	35407.945	70900.34	0	0	0	8041.6943	25373.838	36452.887	0	0	0	0	0	0	0	0	0
GPR89A	0	0	16669.346	0	0	0	41276.406	78817.445	100501.98	0	0	0	24695.045	33743.48	70240.375	234304.69	168983.77	251269.9	14823.309	0	0	0	0	0
IGLL5	0	0	87123.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13406.946	0	0	0	0	0	0	0	0
NACA	276163.16	75504.3	245274.31	6647.704	17011.805	20055.36	323337.1	290671.03	457707.56	0	0	84667.81	181342.81	215882.75	333644.28	50582.332	21525.523	0	63218.086	31951.824	41648.637	0	0	0
AGPS	147607.36	9230.949	22105.357	0	0	0	135210.27	165994.62	154071.72	0	15895.402	12046.448	25395.336	124663.15	0	44749.098	55584.72	12088.779	0	0	5445.8354	19656.184	11679.688	13633.223
UBXN8	0	0	0	0	0	0	9388.347	0	5591.0103	0	0	0	0	0	0	0	0	10227.1875	0	0	0	0	0	0
KIF2A	0	0	0	0	0	0	0	14261.341	0	0	0	0	0	0	0	0	0	9345.709	19996.865	15057.233	0	0	0	0
DDX39A	391760.8	339078.88	420965.62	148379.31	162326.06	142925.08	493027.34	561500.1	641170	133655.55	99576.28	145954.77	1153910.6	1310923.9	1423907.8	1006705.56	1522665.1	748190.56	263387.44	255281.1	201833	124560.92	129055.555	140234.03
PDLIM1	1636859.1	1575846.9	1848873.9	31840.84	24235.871	36411.332	779810.5	650328.9	869842.3	0	0	0	436664.53	653101	720799.25	0	43045.6	0	70032.766	34641.277	47786.547	0	0	6083.597
ACOT7	102436.95	24522.459	85837.67	12465.722	39237.727	0	133849.27	135333.28	102467.42	0	9182.533	7588.378	173930.39	207052.22	315338.66	312181.8	445938.4	281512.88	0	21416.96	28122.434	0	0	0
MYO1C	644474.5	497600.03	570967	106474.49	62748.633	5275.521	435673.53	472365.12	565287.56	0	29752.256	0	503652.1	384766.97	335629.88	226358.69	303495.97	130266.08	132704.08	171076.53	0	7885.12	0	0
SNAP23	130465.21	139051.72	141600.17	99256.14	104213.84	68150.64	224308.92	195133.42	205574.95	0	45069.258	24660.145	62971.434	91794.734	51947.945	11168.557	0	0	0	17840.465	0	11364.773	37724.215	17456.994
AIP	73078.32	39092.33	87207.2	17612.316	20116.492	12171.193	85788.555	56435.547	93869.914	15883.68	22013.484	0	77873.664	113163.08	161813	62004.066	121587.516	35488.836	0	18196.027	0	13557.74	0	15828.659
GTPBP1	147616.03	15723.966	94880.83	0	0	0	70080.2	37181.492	79349.766	0	0	0	0	0	39603.176	0	0	0	8628.148	8759.262	7743.213	0	0	0
AP4M1	24045.26	0	11575.498	0	0	0	46079.098	27786.918	92577.266	0	0	0	28822.273	90792.06	133799.73	0	0	0	0	0	0	0	0	0
SMAP	93858.24	81326.37	133632.6	28448.9	26401.074	21309.377	413265.28	397106.88	463134.06	17611.533	20765.975	18307.838	79534.22	89798.92	119086.53	546286	859282.5	506218.9	77281.305	61173.45	52828.027	24887.535	22490.305	24160.295
AP3B1	510607.38	445155.1	579270.56	95755.39	89543.71	61386.23	896068.94	834599.8	926985.8	0	0	0	401809.2	416511.38	459038.56	13042.844	0	0	234763.28	275018.38	244373.27	0	0	0
APBB1	390068.4	311773.3	403103.44	71940.43	72048.96	69703.15	544129.06	472778.06	646010.94	0	0	0	409161.9	423008.66	595229.5	497611.28	761529	408304.75	194264.19	172335.47	141750.23	0	0	0
NDUFS8	0	0	0	0	0	0	0	3669.155	7494.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD11	12720.948	6840.4614	17182.467	0	0	0	13898.243	16376.639	29194.348	0	0	0	0	0	16931.383	0	0	0	0	0	0	0	0	0
PSMD12	22448.672	35053.703	41482.984	10596.911	25208.295	6783.8765	0	61224.805	115927.055	7958.7266	34969.695	0	24058.502	0	71511.59	0	22513.564	0	12232.947	0	9262.388	4047.795	0	9692.881
PSMD9	0	0	74455.234	34075.277	14545.618	14635.235	37010.695	46657.03	41274.766	33044.273	45647.492	44271.906	0	57534.25	0	22839.297	0	0	0	0	0	16903.926	18762.342	34691.4
CBX4	0	0	0	0	0	0	31621.635	47310.156	75450.08	0	0	0	0	0	0	30619.834	0	11410.169	40518.758	38018.098	36076.344	0	0	0
PGRMC1	63448.836	56052.79	115214.53	0	0	0	21461.117	118386.88	189836.34	0	0	0	73421.7	53404.63	43399.426	66925.81	49320.445	35077.465	0	0	18833.281	0	0	0
SUPT5H	7490.704	0	0	0	0	0	158430.33	232404.27	129242.58	0	0	0	0	12345.596	12969.113	571520.7	305486.56	134099.72	0	0	0	0	0	0
TAF4	5928.3457	0	0	0	0	0	167166.97	145381.5	136562.03	0	0	0	0	0	0	66158.41	49109.516	17516.8	0	0	0	0	0	0
DFFA	20962.213	25250.29	25255.152	9875.622	0	0	48054.188	26778.693	78076.1	0	0	0	20626.822	25310.4	29541.844	22187.232	69276.766	42748.086	0	0	0	0	0	0
CLIC1	49661.26	60254.906	62077.383	41937.773	45796.734	27368.219	103210.43	107426.7	60966.4	33296.184	42945.203	72457.44	88921.43	86969.15	77504.22	102003.09	131882.19	85246.86	24257.67	18486.873	20558.324	39044.25	40179.055	32802.805
EIF3F	399428.66	365928.47	477941.56	92626.72	148125.7	130810.27	557062.6	559166.9	557451.1	52121.84	77326.97	90934.125	606639.06	637320.25	627482.9	223097.48	298943.06	166166.16	205517.72	182270.9	133394.72	67637.9	64772.33	87830.25
SLC28A1	0	0	0	0	0	0	87871.81	64208.387	45885.72	0	0	0	0	53459.926	0	0	0	0	0	0	40342.492	0	0	0
SLC33A1	9304.088	12195.271	0	0	0	0	0	39036.523	0	0	0	0	0	0	0	106331.66	155938.12	77251.516	0	0	0	0	0	0
WASL	1019585.6	1012696.56	1257730.6	17270.832	19348.457	22193.107	297562.22	266090.72	340163	0	0	0	116093.87	142090.12	187637.83	0	30635.8	21094.967	56600.555	58385.375	64632.742	0	0	0
PDE2A	185089.72	203927.28	195539.6	3341.745	9245.249	17356.297	240479	225097.88	293850.25	0	0	0	329745.88	300014.53	421990.88	0	0	3007.5273	70014.75	61662.766	48769.305	0	0	0
IPO5	178653.6	196035.84	279378.97	20228.508	0	0	291515.75	333934.53	551640.06	0	0	0	248053.95	383892.66	417021.38	102738.31	249453.72	107331.914	46561.473	44814.46	52328.133	5052.0347	0	3651.6226
POLRMT	0	0	0	0	0	0	0	2282.1965	3649.2495	0	0	0	0	6513.998	8640.406	0	0	0	0	0	0	0	0	0
EEF2K	85253.02	47318.67	88987.04	0	0	0	137756.17	57660.973	122625.125	0	0	0	29189.441	76560.81	96912.55	0	0	0	13714.6875	0	0	0	0	0
SAP18	0	0	5003.5137	0	0	0	0	0	28310.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGF2BP3	144209.94	115702.375	142440.11	20010.605	12576.508	17677.652	259659.2	184813.9	296605.12	5304.638	0	0	161691.69	161949.67	230183.44	38046.477	62685.797	0	35657.06	22388.55	12767.212	0	0	0
DNM1L	439147.3	371468.94	566813.3	0	5472.122	5261.7266	840767.56	751243.7	992262.5	0	0	0	289134.72	385919.66	564357.4	18243.621	6896.3154	10734.938	45372.086	14569.078	19540.455	3013.019	0	0
PIK3C2A	1268242.2	771460.25	1436941.1	47823.4	17796.314	88801.375	1573879.6	1388232.5	1380890.5	0	0	0	1889458.5	1549147.8	2079811	0	44391.95	10991.215	386726.75	284547.6	250904.83	0	0	0
PLK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9996.772	0	0	0	0	0	0	0	0	0
TRAF5	0	6666.5605	0	5963.583	0	0	195473.22	37108.1	90617.266	0	0	0	68832.734	49692.836	89802.8	0	0	0	0	0	0	0	0	0
PLOD2	35471.332	0	62636.867	23436.088	20091.262	0	0	56905.117	125631.49	25414.852	44669.92	35670.953	8618.422	16881.014	0	0	72018.67	27489.531	21279.043	22658.518	0	0	23733.594	35583.848
EXOC5	29265.459	0	12508.699	0	0	0	57193.805	65708.98	72687.984	0	0	0	0	85043.664	0	0	0	0	0	0	0	0	0	0
ELL2	0	0	0	0	0	0	8450.897	16545.008	14840.765	0	0	0	0	0	0	17033.3	0	13234.838	0	0	0	0	0	0
NDUFA4	38379.168	30775.105	39894.25	0	0	0	0	51138.26	36628.516	0	15462.424	0	29686.15	0	16887.281	42783.52	41448.473	29766.498	27996.094	20089.178	0	14120.243	14177.759	12634.008
PSMD14	19922.123	0	0	0	0	0	15919.918	17752.807	0	0	0	0	42115.477	40536.53	35184.125	0	12213.796	0	0	0	0	0	0	0
BIN1	37180.117	15464.868	20068.229	0	0	0	116353.78	119118.59	158706.81	0	0	0	38097.04	19839.709	78994.4	0	0	0	0	0	7370.7427	0	0	0
KPNA3	216400.17	229178.38	269713.06	0	23479.889	22382.98	357368.72	313252.28	429437.84	0	0	17016.049	205794.3	206168.56	328137.62	263237.06	361309.88	187369.1	74973.266	71974.625	57097.766	0	0	0
PES1	24779.035	8768.684	31136.395	0	0	0	158648.5	160070.08	200938.05	0	0	0	0	0	0	70545.695	171833.92	40324.887	0	0	0	0	0	0
SDCBP	0	0	0	0	0	0	0	25253.83	0	0	0	0	34988.09	0	0	0	0	13190.859	0	0	0	0	0	0
PITPNM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8518.732	0	0	0	0	0	0	0	0	0
MPHOSPH10	0	0	0	0	0	0	76868.86	78847.54	114977	0	0	0	0	0	9632.692	9669.807	0	0	0	0	0	0	0	0
NOP56	22414.812	0	0	12799.115	12403.27	10517.48	63745.383	34586.32	79872.82	10113.133	18116.61	0	74539.82	0	0	50556.797	69130.17	45328.22	0	14476.517	13831.342	11340.599	14430.526	12883.144
DDX3X	2614808	2411333.2	2686729	587321	645098.9	535116	2846868	2786712.2	3187990	211467.56	307384.75	248067.17	3227828.8	3382717.2	4279938	835645.2	1014382.7	728726.8	1505738.1	1398473	1298565.2	276364.47	283252.97	292618.44
KPNA4	0	0	0	0	0	0	0	16639.402	5957.915	0	0	0	0	0	0	61984.88	93374.56	54471.164	0	0	0	0	0	0
NFIB	0	0	0	0	0	0	0	19908.047	0	0	0	0	0	0	0	185043.62	245733.81	165881.19	0	0	0	0	0	0
E2F3	0	0	0	0	0	0	8452.66	9629.5625	13824.1875	0	0	0	0	0	6841.534	0	6033.4775	0	0	0	0	0	0	0
PPP6C	0	0	32642.354	0	0	0	27277.988	27693.09	47908.15	0	0	0	0	25161.531	46313.562	26916.865	74925.83	11989.565	0	0	0	0	0	0
PIK3C2B	47067.61	0	102111.7	0	0	0	137922.92	147272	162917.36	1132.4241	0	0	18357.328	129902.82	27559.977	0	0	0	0	0	0	0	0	0
ACACB	1368333	299609.34	1581300	727244.25	1026814.8	894410.7	1246518.9	1442008.6	983226.75	1171573.1	1757552.1	1158395.5	894408.4	1299335.2	1682762.2	716605.4	1660985	885660.1	636354	865553.06	504813.28	1117475.8	912070.56	1238285.5
SCD	0	0	29476.46	0	0	0	54024.14	49141.895	54499.777	0	0	0	0	22069.477	23629.69	182809.64	184083.58	136361.25	0	0	0	0	0	0
ARID1A	0	0	42526.484	0	0	0	474533.75	533093.4	552701.2	0	0	0	12506.055	0	0	51898.117	215958.08	73620	0	0	0	0	0	0
BHLHE40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20216.14	31727.145	0	0	0	0	0	0	0
NCKAP5	0	0	9505.284	0	0	0	0	24172.062	0	0	0	0	18730.389	15499.305	14441.186	0	0	0	68500.86	76548.516	33005.25	0	0	0
NEMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17688.184	0	0	0	0	0	0	0
TXNDC9	103206.766	33077.96	100967.016	0	0	0	29940.477	32514.744	19603.63	0	0	0	20113.002	23286.21	0	26620.754	37556.176	0	0	0	14597.2	0	0	0
DPYSL4	0	38097.8	36046.086	0	0	0	70333.875	46625.79	59537.07	0	0	0	139017.62	29939.086	64618.42	0	0	0	0	0	0	0	0	0
UBFD1	30465.559	22854.137	39914.87	17451.129	36632.61	10994.076	9913.344	32109.719	36952.023	27547.969	85213.75	34855.2	28649.623	0	0	24149.824	27742.688	20741.992	0	0	20128.102	31493.633	22822.197	22962.695
CIT	13098.494	0	0	0	0	0	73113.234	27391.008	183265.39	0	0	0	135199.47	15935.153	248377.69	0	0	0	18619.285	0	0	0	0	0
CTDSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTY	0	0	0	0	0	14452.475	0	0	20122.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC42EP2	0	14959.71	20377.201	0	0	0	0	26682.96	33465.67	0	0	0	17814.896	0	32615.854	0	0	0	15049.566	0	7859.664	0	0	0
AP3D1	405909.6	288593.78	467446.8	15850.221	32485.375	14330.576	680263.9	633468.5	763429.7	0	0	0	293309.28	525274.44	547688.8	500467.16	396476.8	359779.2	172667.8	228799.06	168682.28	0	0	0
CCS	0	0	0	0	0	0	0	0	0	16691.354	21379.883	0	0	0	0	0	49808.06	0	0	0	0	0	0	0
ZNF195	0	0	0	0	0	0	20000.498	0	0	0	0	0	0	0	0	84569.67	107977.14	77310.305	0	0	0	0	0	0
ABLIM1	1860941.8	1753045	1959375.8	37965.918	42275.246	27406.887	678923.4	1112252.8	1619819	0	0	0	469457.5	755191.9	723008.2	0	0	0	64128.258	48559.07	49549.703	0	0	0
DVL1	56498.53	49501.1	54300.28	0	0	0	117149.72	88546.375	131441.92	0	0	0	71685.02	143671.33	295241.16	0	0	0	22924.996	30567.686	0	0	0	0
DVL2	1479170.1	1388265	1357185.6	258543.75	337125.12	341013.1	1672705.5	1591512.8	1639425.6	0	0	0	1762677.5	1830696.8	2330218.8	381411.28	349154.9	381486.4	666219.3	859357.25	745829.9	0	0	15534.57
CHD1	12568.586	0	20048.541	0	0	0	410476.38	445593.2	443502	0	0	0	0	15961.877	12706.907	383354.53	720194.9	314633.88	0	0	0	0	0	0
CHD2	0	0	0	0	0	0	6308.117	0	26035.164	0	0	0	0	0	0	0	9624.945	0	0	0	0	0	0	0
GOSR2	0	0	0	0	0	0	0	0	0	0	0	16499.424	0	0	0	4536.3896	20201.094	0	0	0	0	0	0	0
EI24	6236.876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20348.756	0	0	0	0	0	0	0
KMT2D	0	0	0	0	0	0	109769.086	137512.3	103101.75	0	0	0	50226.54	3448.845	0	52464.58	29792.508	0	0	0	0	0	0	0
RGPD8	0	0	0	0	0	0	46561.754	0	33801.344	0	0	0	0	91955.3	0	0	0	0	0	0	0	0	0	0
RIOK3	1521460.9	1335018	9431.123	0	1617591.8	1496662.8	9624.34	63403.69	1954059	1954054.2	0	4193045.5	1621008.2	12226.767	55238.688	0	2056593.9	0	1283676.2	0	1051660.8	1859281.9	0	0
IMPA2	0	0	33101.094	0	0	0	61732.406	55171.47	59046.773	0	0	0	55555.004	58175.164	0	0	3041.569	0	0	0	0	0	10783.259	0
CDIPT	15408.788	0	5903.5303	0	0	0	17449.902	22734.105	24625.725	0	0	0	98908.25	98844.45	131371.05	36080.656	40766.32	10191.716	13556.196	13640.318	13099.75	0	0	0
PDCD5	44068.77	33505.67	49895.414	0	0	0	92993.19	51481.65	67723.3	0	0	0	43786.957	41010.64	82600.1	47041.848	0	49552.797	0	0	0	0	0	0
SLC9A3R1	44379.434	34037.117	45870.203	20291.64	0	17304.477	34529.51	39820.445	54668.844	9776.823	15287.939	12445.863	0	0	0	21983.629	32499.666	22079.85	0	0	0	10460.531	0	11959.6875
CHEK1	0	0	0	0	0	0	65742.16	89503.66	0	0	0	0	79687.89	0	29250.812	17374.188	38399.82	23949.309	0	0	0	0	0	0
TCERG1	0	13354.092	13342.443	0	0	0	610713.94	509324.3	509113.78	0	0	0	0	111577.87	0	171295.36	305123.94	154947.36	13775.556	0	0	0	0	0
NDC80	149802.03	25228.146	188958.7	0	0	0	101396.67	73829.66	116260.625	0	0	0	268459.4	219238.34	378089.7	0	0	0	50589.316	53646.758	23178.283	0	0	0
TNPO2	240011.78	0	276330.16	0	0	0	303128.78	255948.66	299384.66	0	0	0	851555.25	1036840.9	1503803.9	0	0	0	0	0	0	0	0	0
UNC13B	0	0	0	2363369	2357266.5	2166620.5	41446.246	1838623.1	25262.994	2749109	3201723	2514511.8	2104121.5	34877.938	30726.771	2494146	0	0	1883468.8	0	1934141	2721409.2	0	0
POLR3A	0	0	0	0	0	0	17805.688	27990.535	10385.7705	0	0	0	9070.238	15995.89	19059.152	0	0	0	0	0	0	0	0	0
PSMA7	17457.186	0	0	0	0	0	0	0	24839.955	0	0	0	21982.705	0	0	0	0	0	13263.973	0	0	0	15701.846	0
SCAMP3	14231.672	13082.007	13574.699	0	0	0	0	0	17175.191	0	0	0	0	0	27800.598	0	0	0	0	0	0	0	0	0
MGST3	32612.848	32699.312	28112.154	0	0	0	0	46208.76	43401.99	0	14712.16	15629.947	24934.248	11151.992	36372.582	35728.734	34288.566	42800.89	0	0	0	0	9015.812	24564.414
TAX1BP3	0	0	58904.145	8679.418	0	0	63024.875	71564.46	119699.48	0	0	7150.29	0	19989.865	0	0	0	0	9151.447	0	0	0	0	0
GIPC1	0	0	0	0	0	0	12541.853	0	14165.961	0	0	0	0	0	9176.43	0	0	0	0	0	0	0	0	0
IKBKB	0	0	0	0	0	0	0	0	0	2233.4336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAT1	195908.55	78766.94	301635.1	46516.293	49575.695	17485.445	454708.84	418414.34	656726.44	11637.162	27620.977	13356.256	170117.98	177723.98	264524.75	459645.8	682920.56	441056.2	110301.516	88247.73	87238.9	26664.229	22930.822	16216.822
MYL12B	170333.1	162219.67	244486.1	86351.52	80358.625	33478.47	171688.56	191432.75	318561.2	78581.95	109308.01	69428.16	183269.7	180366.31	305789.03	115312.17	150318.12	92092.695	93974.36	76439.44	98759.39	62008.688	97414.875	80504.29
AURKA	8777.867	0	8381.763	0	0	0	23958.28	25167.805	18589.719	0	0	0	0	11982.892	0	0	0	0	45638.746	44910.26	57181.12	0	0	0
RAB29	0	0	0	0	0	0	0	5349.3457	0	0	0	0	0	0	0	43456.273	32869.137	32515.621	0	0	0	0	0	0
VPS26C	25387.799	0	0	0	0	0	33164.96	25931.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R12A	2265632.2	1896415.5	2508485.5	102644.33	114088.84	143010.48	1744297.8	1417276.6	1697815.8	0	0	0	505823.28	742652.4	863395.3	0	58637.41	10184.0625	641060.8	584472.9	497756.4	0	6911.3154	0
GAK	478384.75	165527.12	301127.03	1602.8795	12882.743	0	314511.94	379979.62	425119.6	0	0	0	368126.06	405574.6	449149.28	20809.312	19290.656	33815.453	132882.17	67404.58	98777.49	0	0	0
HNRNPDL	71958.31	71464.79	127377.89	104801.57	80051.44	29783.514	104843.33	187978.22	252535.22	71574.01	95693.99	96662.836	100301.625	379845.5	183909.47	185633.56	361541.1	138250.4	69742.33	52725.973	75600.44	96765.66	98759.6	90006.33
XPO1	172782.98	222634.1	278014.78	19455.973	13768.172	16527.166	232756.84	360905.75	531396	8629.356	11964.014	26013.785	266319.5	308351.66	484968.25	157134.67	358522.22	88421.234	81860.125	57895.75	54756.59	10368.199	16561.867	18788.13
BTAF1	0	0	0	0	0	0	2076245.2	260963.92	2207713.8	0	0	0	0	100013.78	0	508206.97	759156.8	309739.66	0	0	0	0	0	0
ARHGEF10	53509.664	31527.176	122425.31	0	0	7389.907	189631.06	158873.14	323721.84	0	0	0	87503.42	122692.63	231768.56	0	0	0	3354.4775	0	0	0	0	0
ZNF609	14678.99	0	90973.58	0	0	0	574443	605305.1	628909.25	0	0	0	0	0	0	473228.53	759008.06	441849.53	0	11578.041	0	0	0	0
PDZD2	34301.176	8102.0083	26709.12	0	0	0	0	0	0	9638.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPTBN2	331772.3	263924.38	552059.2	0	0	4083.8022	139135.72	224114.84	239727.62	0	0	0	47944.555	40226.1	84633.4	0	7759.8755	0	0	0	0	0	0	0
SEC16A	1369455.1	1222070.8	1967128.8	56103.535	105366.14	66366.81	3304728.8	3038236.2	3710423	0	9850.318	0	3771989.5	3759921.5	5260037.5	103693.86	258392.12	153509.3	550035.8	573065.4	567131.2	25276.035	15088	22211.371
PLXNB2	3673.3965	0	0	0	0	0	15630.23	9574.864	26556.27	0	0	0	0	0	9136.897	0	0	0	0	0	0	0	0	0
