Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
TXNRD1	0	0	14381.144	0	0	0	26924.223	30511.07	27104.998	0	0	0	0	0	13468.235	0	0	10610.631	0	0	0	0	0	0
TPD52L1	75994.5	58689.23	90585.95	0	3022.1204	0	131481.5	69025.51	64803.484	0	0	0	56803	68272.69	82916.734	11715.6875	45594.137	13513.325	13959.947	14825.41	10583.275	0	0	0
IMMT	14959.024	0	0	11679.236	0	0	0	39143.875	33124.344	0	0	9616.047	0	0	0	0	0	8779.668	0	0	0	0	0	0
ZNF827	0	0	0	0	0	0	123269.39	163524.53	95036.78	0	0	0	0	0	0	156454.28	160137.7	90532.36	0	0	0	0	0	0
GEN1	15204.66	0	0	20995.578	0	0	34219.633	57756.625	0	0	0	0	0	0	0	0	0	0	0	14351.625	0	0	0	0
CPEB4	0	0	0	0	0	0	0	0	0	0	0	0	0	8873.876	8697.633	0	0	0	0	0	0	0	0	0
KNOP1	38372.258	0	96448.664	0	0	0	542071.8	486418.9	568484.5	0	0	0	125379.5	57427.883	0	243168.58	501588.28	146118.86	73005.44	91754.43	57138.54	0	0	0
HNRNPUL2	148843.31	9192.117	41602.535	42499.76	13797.049	153833.72	276583.88	290462.84	437754.06	51039.047	251457.14	218575.27	76371.086	210621.58	60774.637	17806.96	265121.28	32317.688	140444.92	5949.2583	157673.94	66156.97	195648.48	19486.162
CSPP1	0	0	0	0	0	0	0	0	0	0	0	0	38599.625	95734.09	166550.9	0	0	0	0	0	0	0	0	0
INF2	431105.84	383048.56	506365.22	0	0	3087.4204	275284.56	355547.2	435820.78	0	0	0	56437.758	86147.63	122558.77	0	13026.466	0	0	4496.3057	0	0	0	0
PDS5A	15960.115	38276.29	6258.134	0	0	0	371136.75	296589.2	495958.53	0	0	0	0	0	19428.326	249947.28	385157.4	250697.9	0	0	0	0	0	0
KIAA0753	0	0	0	0	0	0	9029.548	7758.503	11102.348	0	0	0	55885.367	64493.43	83697.484	0	0	0	0	7869.0566	0	0	0	0
RFX7	0	0	6664.09	0	0	0	198037.45	125416.414	196815.56	0	0	0	0	0	0	51968.414	29234.797	44033.273	0	0	0	0	0	0
QSER1	167743.78	17781.234	219297.73	0	0	0	1956822	1596884.2	1325165.6	0	0	0	232999.52	65366.24	78379.67	863246	1519954.9	714494.94	14981.018	25265.703	10112.115	0	0	0
CLEC16A	60266.07	31125.887	39237.242	0	0	0	76011.945	58608.742	84461.125	0	0	0	78795.766	69804.96	133464.36	0	0	0	14780.2705	8931.935	16173.57	0	0	0
KIAA1109	0	0	0	0	0	0	28900.05	68611.484	62425.523	0	0	0	0	0	3246.7368	0	0	0	0	0	0	0	0	0
KIF7	12443.584	3195.3857	182355.16	0	0	0	204725.4	108878.25	414463.78	0	0	0	1831101.5	1665846.9	245384.42	0	0	0	0	35891.2	131398.72	0	0	0
ARHGAP31	11956.258	67723.23	48299.605	0	0	0	220771.33	106756.42	128838.39	0	0	0	116971.984	72321.42	77435.33	0	0	0	0	0	0	0	0	0
AAK1	1375249.1	1116443.1	1681193.1	70851.8	76138.19	800548.56	1749277.6	1625092.6	943504.7	0	0	0	514581.25	530820.4	838884.06	0	1215633	0	115451.89	113466.23	168009.2	0	0	0
KIZ	9821.593	0	0	0	0	0	18767.39	0	23233.39	0	0	0	22597.799	24787.99	36367.492	0	0	0	0	0	0	0	0	0
WASHC4	40544.562	12463.556	41621.363	0	0	0	731444.1	30628.357	45099.727	0	0	0	59288.75	118092.81	845495.25	0	0	0	0	0	0	0	0	0
SHROOM1	0	0	0	0	8822.905	0	105272.48	72342.98	121091.53	0	0	0	16033.1875	0	10477.106	0	0	0	0	0	0	0	0	0
ERCC6L	887498.44	790152.4	1050399.5	36437.77	43782.914	39510.16	1354304.5	1095399.5	1370991.8	0	0	0	881690	1567701.5	1389302.6	15607.729	0	0	291677.97	247434.44	206334.73	0	0	0
TSR1	35389.2	0	28669.469	0	0	0	345378.97	296424.28	247022.36	0	0	0	18879.5	0	0	223304.5	372640.12	135011.06	0	0	0	0	0	0
RALGAPA2	0	0	0	0	0	0	76988.164	0	0	0	0	0	0	0	17097.938	0	28657.959	0	0	0	0	0	0	0
IAH1	0	0	0	0	0	0	12706.929	0	12270.334	6439.237	10140.9375	9250.74	0	0	0	10816.246	15776.771	0	0	0	0	0	7886.783	17578.889
QRICH1	779698.75	14325.566	44309.977	0	0	0	1155756.8	1363204.1	343898.72	3122.9453	0	0	12830.282	2926166.8	20383.96	313298.62	303598.4	162628.4	13285.608	7577.6836	13089.165	0	0	0
SMU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7248.0938	0	0	0	0	0	0	0	0	0
ATG2A	30464.475	20466.123	91270.56	0	17093.107	0	132192.28	116926.234	137404.5	0	22644.344	19902.11	129218.914	128833.31	224663.12	0	0	0	0	11818.395	11371.449	0	0	23584.838
CWF19L2	0	0	0	0	0	0	51910.266	61490.984	28547.555	0	0	0	0	0	0	86769.266	293173	100741.44	0	0	0	0	0	0
CTU2	567310.8	77684.195	150695.6	0	0	0	143261.72	180939.6	84123.12	0	12479.795	0	94955.5	170590.12	104233.09	0	0	13941.07	24358.867	44143	33095.164	0	0	0
LRRFIP1	363754.8	422770.38	645402.1	70728.53	62901.207	46403.76	533156	454157.38	722753.2	12485.925	15933.717	10919.739	197231.06	196274.36	204511.9	0	27537.064	0	94828.766	93627.375	101738.125	0	5376.6753	0
POLR1F	0	0	0	0	0	0	9229.982	8964.902	0	0	0	0	0	0	12800.876	0	0	0	0	0	0	0	0	0
EDRF1	99251.14	27217.281	249260.7	0	0	0	392516.6	350381.22	378447.47	0	0	0	28187.234	164132.95	281809.1	0	0	0	0	8742.538	36136.555	0	0	0
FAM161A	0	0	0	0	0	0	0	0	9341.006	0	0	0	0	0	0	0	0	0	49533.86	58635.312	32691.426	0	0	0
MAP7D1	78367.22	21438.363	101943.81	0	0	0	1260362.1	149544.03	95730.99	0	0	0	57196.3	117542.65	96341.14	71165.53	15303.168	0	476591.22	428756.12	311347.62	0	0	0
CHD9	0	0	0	0	0	0	141302.33	7823.8643	29801.658	0	0	0	0	0	0	36337.17	15470.175	15290.793	0	0	0	0	481.6175	0
LSM12	43260.453	35332.19	37320.367	21111.656	20969.066	16462.184	46266.633	62920.258	70402.88	15826.459	22171.691	68761.14	71630.62	39761.344	77947.87	27555.727	40149.906	23021.912	22458.11	22480.559	22005.586	25946.203	27110.518	20238.094
GON4L	0	0	0	0	0	0	107068.64	47593.68	23030	0	0	0	0	0	0	26393.234	34835.63	20866.508	0	0	0	0	0	0
CCDC88A	834147.25	669878.6	1251678.9	100678.97	160557.06	149248.75	1553677.8	1349062.9	1736588.4	0	0	0	1271170.4	1424113.8	1844547.2	22373.176	0	0	596695.4	603076	435613.12	0	0	3963.1099
RABL6	104976.95	61459.816	152988.95	10209.6045	0	16200.7	205216.16	168845	107029.03	0	66216.555	0	82012.81	90673.22	66440.08	0	33224.16	0	39938.586	12482.623	26540.871	0	0	29464.121
VMA21	0	0	0	0	0	0	8149.9033	0	0	0	0	0	0	0	0	78967.25	104166.36	28384.385	0	0	0	0	0	0
TIMM50	9566.841	10243.9	21528.188	0	5128.1924	0	22429.223	17957.426	57103	0	4726.7896	0	26209.695	86037.11	49313.805	6678.617	9377.743	0	0	0	0	0	0	3891.6375
PARP14	293454.9	30786.824	39619.477	0	20690.666	0	377731.47	206034.03	231206.86	0	0	0	105486.54	130037.98	26903.691	0	0	0	12225.306	0	0	0	0	0
GLYR1	22873.768	0	0	0	0	0	155402.27	169333.38	199235.69	0	0	0	0	0	0	106223.945	159827.78	74815	0	0	0	0	0	0
CCDC14	0	0	0	0	0	0	11209.48	13875.695	19778.305	0	0	0	234858.27	269146.56	336950.25	0	0	0	0	0	0	0	0	0
ZBED5	0	0	3642.0984	0	0	0	32210.914	40881.38	14683.834	0	0	0	0	0	0	88998.25	167255.03	70007.52	0	0	0	0	0	0
C5orf22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12452.514	0	0	0	0	0	0	0	0	0
C2CD3	19832.938	12246.134	59342.156	0	0	973.90753	141394.08	92133.41	72342.805	0	0	0	279619.28	277687.7	266810.47	0	0	0	25549.297	37102.832	35929.87	0	0	0
RIC1	0	0	0	0	0	0	0	0	16088.43	0	0	0	0	0	16931.691	0	0	0	0	0	0	0	0	0
LARP7	0	0	0	0	0	0	18679.5	42355.83	122086.11	0	0	0	0	0	0	16600.398	52943.27	57633.496	0	0	0	0	0	0
NADK2	18858.64	0	0	57438.484	16333.672	13719.863	0	37221.457	30691.207	50437.062	75295.28	47516.832	26472.98	75689.11	89293.72	16983.502	49224.934	13613.529	12349.45	12605.05	13758.148	47999.39	45887.094	63513.04
CCDC152	0	0	0	0	0	0	25114.055	0	0	0	0	0	0	0	0	0	105875.18	0	0	0	0	0	0	0
TBC1D10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16810.287	0	0	0	0	0	0	0	0	0
TPRN	91699.016	46403.027	88811.19	0	0	0	10023.029	0	6493.0137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	0	9764.053	0	0	0	0	21484.266	0	26959.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASDH	0	0	36516.04	0	0	0	61991.61	53170.977	0	0	0	0	32484.633	0	0	0	96914.45	6956.249	0	0	0	0	0	0
ARID4B	137493.56	0	135660.81	0	0	0	175089.02	277303.88	344607.2	0	0	0	0	0	0	131593.97	192188.75	71834.03	0	38764.16	0	0	0	0
GRIPAP1	359948.2	334014.8	564424.06	0	0	0	1057317	880407.2	981304.9	0	0	0	469838.66	476805.6	663392.3	0	0	0	27936.1	34084.406	13271.752	0	0	0
CBWD6	0	0	0	0	0	0	0	6253.6445	44983.367	0	0	0	0	0	12129.4375	0	0	0	0	0	0	0	0	0
FLYWCH1	0	0	0	0	0	0	67775.01	60727.223	95267.17	16408.69	18054.908	0	19087.475	0	0	101896.71	291535.75	0	0	0	0	10524.771	8897.322	6416.955
FAM98B	14357.546	0	13177.016	0	0	0	41367.555	27053.316	35861.742	0	0	0	17680.334	18438.408	0	26870.256	26979.178	18658.021	0	0	0	0	0	0
EPC2	0	0	0	0	0	0	26665.926	0	0	0	0	0	0	0	0	11958.061	0	0	0	0	0	0	0	0
ARHGAP29	389063.12	242388.58	599387.1	68447.74	85661.7	61203.242	476838.03	525935.5	568613.7	0	0	0	425210.56	573541.7	737054.9	0	17723.777	0	139561.56	163525.23	122205.39	0	0	0
PDCD4	12236.438	23661.475	99799.945	0	0	0	203953.27	228620.86	220359.03	0	13782.884	0	8386.744	48884.586	78524.03	258903.94	417404.56	234972.53	16412.287	0	0	0	0	0
FNDC3B	0	0	0	0	0	0	39661.156	28866.867	118459.43	0	16571.99	0	0	66069.3	0	0	50751.086	0	0	0	0	0	0	0
GPAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP55	118148.95	136787.08	123964.3	7213.3076	0	5293.365	160349.23	130965.195	163640.33	0	0	0	183836.61	196974.62	237397.31	0	0	0	62092.91	111005.69	82000.14	0	0	0
NCBP3	0	0	0	0	0	0	189315.9	166185.53	122094.13	0	0	0	0	0	0	187472.78	287140.06	235323.34	0	8061.674	0	0	0	0
IFI44L	25375.602	0	6223.135	0	5636.372	0	33490.543	0	24409.494	0	0	0	10320.426	13028.715	23841.43	0	0	0	0	0	0	0	0	0
HSD17B12	0	0	0	0	0	0	0	0	0	0	0	0	23518.102	25319.219	20259.625	0	17653.047	0	12812.26	0	0	0	0	0
GLE1	132242.64	174625.94	227062.6	0	0	0	84019.89	215287.33	156199.75	0	0	0	49926.777	34172.734	119600.7	0	0	0	11492.416	0	0	0	0	0
AGK	0	0	0	0	0	0	7306.091	0	17750.22	0	0	0	11635.01	26304.3	15677.061	0	13849.963	0	0	0	0	0	0	0
PYCR3	0	0	0	0	0	0	41241.004	0	0	0	0	0	31738.85	32107	42270.17	0	0	0	0	0	0	0	0	0
CDCA8	0	0	30163.564	0	0	0	27432.18	167989.97	167936.38	0	0	0	0	0	16931.557	183113.73	183433.69	99918.945	79932.31	104879.19	149867.61	0	0	0
SOWAHC	94066.82	275115	146437.36	0	0	0	109263.555	80784.9	160178.31	0	0	0	0	48027.273	43408.76	0	0	0	0	27196.566	0	0	0	0
ASPRV1	0	0	33111.086	0	0	0	0	0	0	0	0	31475.822	0	0	0	0	0	0	0	0	0	0	0	0
COBLL1	735654.8	637928.75	869831.3	0	0	0	345503.3	303677.84	320468.94	0	0	0	13571.383	44267.383	64680.19	0	0	0	0	0	0	0	0	0
WDR81	18021.316	12204.759	82750.62	0	0	0	47207.914	114650.47	117094.69	0	0	0	209500.33	184070.2	381995.3	0	0	0	0	0	0	0	0	0
SGO2	6801.969	0	103627.05	0	56705.35	0	195432.83	424119.84	280125.06	0	0	0	7186.188	0	19828.975	376487.62	498784.03	209544.97	70893.84	90618.47	112385.83	0	0	0
ACTBL2	906515.4	1117452.1	975962.6	23225.926	17393.04	17114.936	0	30984.465	16609.344	14422.543	9146.331	0	19547.418	0	0	25301.303	0	0	0	0	0	19344.91	0	0
CCDC93	32266.42	65033.15	27607.436	0	0	0	0	0	48775.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11472.268	62569.793	0	0	0	0	0	0	0
PAN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29834.72	0	0	0	0	0	0	0	0	0
TMEM97	0	0	0	0	0	0	15118.636	70315.26	71249.9	0	0	0	58608.473	22554.088	0	29642.703	35463.77	0	0	0	0	0	0	0
ODF2	6791.7305	0	0	0	0	0	73886.98	19715.695	399185.22	0	0	0	13744.664	51804	46771.227	0	0	0	26361.953	0	28619.469	0	0	0
C19orf54	0	0	12520.8545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF326	0	0	9421.214	0	0	0	13038.559	21003.621	29359.531	0	0	0	0	0	0	0	21760.543	11101.049	0	0	0	0	0	0
FLG2	136882.06	0	126099.72	0	36198.562	0	0	59961.484	0	8010.3584	23607.994	0	5144.9253	33392.586	0	19934.43	168284.5	13970.711	8854.4	0	0	49291.105	415111.6	5625.6963
DNAJC21	264229.44	230951.4	296358.6	50409.008	75120.38	52455.8	379405.5	334245.16	371913.75	0	0	0	191443.62	223681.97	281084.03	38951.883	52523.53	22572.434	156291.88	149823.83	133337.08	9296.325	8939.139	10930.225
ESCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6788.196	0	0	0	0	0	0	0
HERC4	0	0	0	0	0	0	0	0	11026.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21126.521	69565.48	22440.324	0	0	0	0	0	0
BCORL1	0	0	0	0	0	0	26617.082	33607.344	0	0	0	0	0	0	0	30088.086	39090.246	0	0	0	0	0	0	0
ARMCX4	0	0	0	0	0	0	8732.8	0	11211.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP6R3	704365.2	560816.3	802813.8	176128.02	202652.8	173774.75	1206081.8	1109486.1	1370035.8	0	0	0	1071883.5	962857.75	1316769.9	211915.56	295086.53	164918.12	218536.44	110619.25	241758.4	21827.21	16531.896	18462.844
RABL3	0	0	98541.44	0	40947.08	0	139424.33	143024.94	90407.42	0	0	0	0	847146.94	0	85508.44	250918.25	150903.6	0	0	0	0	0	0
SH3D19	370342.44	179763.77	240710.8	0	0	14190.072	318767.5	290673.8	397630.28	0	0	0	81398.16	80799.19	80651.375	0	0	0	31181.955	30082.254	40791.023	0	0	0
ZNF311	0	0	0	0	0	139631.08	0	0	0	0	0	77844.19	0	0	0	0	0	0	0	29339.25	0	0	0	0
MIA3	0	0	11287.996	0	0	0	0	7875.003	8274.741	0	0	0	0	40148.63	45379.055	0	0	0	0	0	0	0	0	0
PITRM1	152958.08	0	0	0	0	0	0	9601.771	147306.34	0	0	0	0	0	0	0	19678.049	0	0	0	0	0	48857.53	9871.863
WDR44	37444.918	136600.31	162899.67	0	0	0	217168.84	227208.05	357982.2	0	0	0	116471.08	41389.387	101457.89	0	0	0	39337.953	14861.605	42550.94	0	0	0
DOCK11	99714.22	0	27744.902	0	0	0	190708.66	138438.14	21374.547	0	0	0	0	99281.04	37831.14	0	0	0	0	7814.124	0	0	0	0
PRRC2B	329123.56	142255.23	591049.3	0	25872.367	0	1426871	1335928.6	1620687.2	0	0	0	627306.75	819079.6	1045968.4	199281.27	410010.2	191122.52	837032.1	568251	512126.12	0	0	0
RRP12	31209.174	0	18280.385	0	0	0	94403.01	83631.36	66173.63	0	0	0	0	0	0	0	20913.629	0	0	0	0	0	0	0
TOR1AIP1	48886.902	8810.742	23484.139	0	0	0	213653.89	104804.49	44484.734	0	0	0	8930.894	16634.205	10728.212	6053137	8792979	5066317	31270.129	0	0	0	0	0
CEP78	0	0	46151.42	0	0	0	27994.9	26649.508	63384.445	0	0	0	33509.68	55388.547	78991.336	0	0	0	0	0	0	0	0	0
AARS2	6312.9883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCID2	9487.528	0	0	0	0	0	35792.22	13125.054	66677.03	0	0	0	0	49422.867	80328.445	21397.982	54716.39	0	0	0	0	0	0	0
SAMD9	18273.332	17052.924	24323.498	0	0	0	31521.02	27765.55	25631.729	0	0	0	20338.633	18272.88	0	0	0	0	0	0	0	0	0	0
SPECC1	645219.2	496796.3	745899.1	27075.875	0	15450.194	392596.16	299518.8	397609.4	0	0	0	114816.766	178837.9	1491685.5	0	0	0	359822.88	349500.6	268738.38	0	0	0
PPP4R3B	9171.311	0	0	0	0	0	280333.88	231874.9	229127.28	0	0	0	0	0	0	213833.52	289264.94	195969.02	0	0	0	0	0	0
WIPI1	0	9709.205	0	0	0	0	13261.766	16561.227	19077.488	0	0	0	0	0	0	0	9234.049	0	4663.087	0	0	0	0	0
SAMD4B	0	0	9368.105	0	0	0	12255.332	12512.951	0	0	0	0	0	14881.709	22516.268	0	0	0	0	0	0	0	0	0
DNTTIP2	23501.324	22353.43	35889.74	0	0	0	750008.56	667213.1	819819.06	0	0	0	0	0	16968.455	364078.38	611086.06	379674.75	83215.6	77725.555	84295.64	0	0	0
RABGAP1L	42550.48	34692.613	95401.21	0	0	0	85106.03	72529.836	99554.3	0	0	0	0	31632.219	38805.53	5232.322	0	0	0	0	10130.447	0	0	0
RBM48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22130.844	0	0	0	0	0	0	0
TMEM201	0	0	0	0	0	0	0	13820.207	22597.186	0	0	0	0	0	0	452782.66	780880.8	342141.78	0	0	0	0	0	0
SNAP47	0	0	9709.545	0	0	0	31387.766	35250.906	0	0	0	0	10745.069	48416.98	52991.594	0	0	0	0	0	0	0	0	0
NUP188	111427.05	119663.84	292636.94	5373.869	0	0	335267.8	308466.88	305108.16	0	0	0	1510721.1	1488614.8	2198932	136694.94	311972.7	102780.02	18431.184	7068.082	6368.919	0	0	0
HP1BP3	112442.32	65284.67	171794.44	26501.012	11060.205	23593.203	766373.56	726753.1	870434.06	0	0	0	61849.316	32255.695	95595.56	1124208.1	1792368.4	887992.2	37483.07	54436.176	37361.363	8197.386	0	9378.996
ZMYM1	0	0	10275.267	30477.62	0	0	207955.31	245284.23	336706.62	0	0	0	0	25842.494	51982.332	160144.38	216484.45	92506.29	3145.2556	0	2759.4927	0	0	0
CEP170	2686968.5	1341640.8	1920850.9	315990.8	351960.4	294479.5	4089068	2589063.5	4314666.5	7342.978	0	0	1.00E+07	1.06E+07	3476056.5	75488.16	258042.52	75572.09	4417895.5	4682681.5	3511220.8	6440.4087	0	7682.568
PPP1R15B	219979.55	204989.33	215942.53	24657.936	26683.408	39715.89	320405.3	270689.34	343593.2	0	0	0	197095.17	168768.36	357729.94	8596.595	44215.39	8838.722	44743.82	54629.56	26112.955	0	0	0
ODR4	0	0	11187.722	0	0	0	0	0	0	0	0	0	0	0	0	15885.156	0	0	0	0	0	0	0	0
SNAPC4	0	0	0	0	0	0	4496.0938	0	0	0	0	0	0	0	0	0	6927.4854	0	0	0	0	0	0	0
NOL9	49054.027	24501.86	50799.86	0	0	0	255918.7	249201.4	317623.53	0	0	0	46937.984	82270.3	83503.04	46954.098	146518.44	56731.75	7266.052	15250.581	0	0	0	0
NHSL1	51923.023	19946.69	78713.7	11745.639	13675.204	0	16273.639	79484.99	114880.47	0	0	0	0	0	15046.27	40020.227	0	0	0	0	0	0	0	0
C6orf141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20575.723	0	0	0	0	0	0	0	0	0
FREM2	0	0	0	0	0	0	101119.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP85L	0	0	0	0	0	0	0	0	0	0	0	0	24039.87	11116.603	39932.016	0	0	0	0	0	0	0	0	0
SZT2	0	0	0	0	0	0	0	6538.325	9427.673	0	0	0	0	6960.64	8318.986	0	0	0	0	0	0	0	0	0
CC2D1B	0	0	9052.206	0	0	31433.775	0	0	20824.818	0	0	0	0	0	0	0	41223.74	0	0	0	4633.1113	0	0	0
FNBP1L	175848.1	186894.97	279087.3	0	0	0	347178.8	227246.06	334637.7	0	0	0	178227.78	286694.4	344731.34	0	0	0	71767.984	45693.863	28384.625	0	0	0
FAM83B	0	0	0	0	0	0	0	0	0	0	0	0	31915.164	35487.633	115826.06	0	0	0	0	0	0	0	0	0
FKBP15	473370.28	442005.88	584786.06	4615.82	0	0	823397.25	640523.25	760545	0	0	0	336803.78	453434.56	429966.44	0	0	0	23473.098	67118.34	60765.926	0	0	0
ODAD2	0	0	0	0	0	0	0	0	0	0	0	0	21461.031	24293.092	20037.85	0	0	0	0	0	0	0	0	0
GPATCH4	218428.53	176726.08	245488.95	14232.653	37084.066	15538.166	1174528.4	1028897.94	1323459.6	0	0	0	89425.7	149467.02	42670.523	668594.94	1320890.2	575564.5	435721.56	416841.1	414813.38	28971.559	40180.45	13323.547
LRIF1	0	0	0	0	0	0	211695.23	487862.8	272225.75	0	0	0	0	0	0	66172.21	142955.05	48192.098	27166.428	27599.25	21761.629	0	238477.16	12678.783
UBR4	4191134.8	4214745	501849.53	0	6083.6553	6535.2305	5158731.5	891226.25	897811.4	0	0	0	5105952.5	1118121.1	2275888.5	127829.95	233703.38	209161.53	83620.87	80071.75	85542.7	0	0	0
STXBP5	13719.887	0	32423.672	0	0	0	48424.695	57941.746	32251.633	0	0	0	21118.432	21822.787	58243.16	13622.956	0	15241.386	0	0	0	0	0	0
KIAA1217	756199.06	520876.4	926505.1	1538853.1	1904137	1394495.9	949707.9	856599.3	777796.4	0	0	0	1030432	1161725.9	1743106.4	11351.721	0	0	1846508.1	1945564.4	1608633.9	0	0	0
ARHGAP21	368200.3	230317.94	435568.6	414778.12	530263.5	428182.28	280507.28	227152.06	235050.6	0	0	0	259666.58	265786.78	350764.88	0	0	0	66842.6	82324.91	65350.023	0	0	26379.945
BEND3	93591.625	31232.484	241116.38	0	0	0	929352.6	1083118.4	1138079.6	0	0	0	57219.414	234340.38	113783.984	1141960.8	1499040.6	711072.06	15370.424	22268.988	22849.805	0	0	0
CAMSAP1	552173.25	421978.7	788538.75	31630.508	38290.02	48569.223	1077486.4	761584.4	804176.2	0	0	0	730672.56	833802.9	1143510.4	0	0	0	1516416.9	1513439	1342131.5	0	0	0
UBAP2	688006.06	511470.38	670611.56	192374.17	198377.06	146947.73	1379294.6	1242566.2	1693795.9	24751.951	78046.58	29838.398	716041.8	758844.75	993415.2	83922.516	172633.5	58924.914	514628.72	466342.88	434335.75	57576.164	55803.773	70295.484
C9orf64	0	0	0	0	0	0	9668.004	0	0	0	0	0	0	0	0	16963.16	17706.666	0	0	0	0	0	0	0
KPRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7873.1323	0
KIF24	0	0	66804.24	0	0	0	78521.02	0	40172.1	0	0	0	10625.329	57639.625	74882.33	0	0	0	75222.85	71116.016	41026.773	0	0	0
TSTD2	328167.9	264543.94	306100.97	48642.85	69398.92	53272.96	317313.34	270218.56	319290.66	0	0	0	237117.23	252084.22	319321.56	18808.479	28223.09	27615.512	219940.27	162839.28	132449.94	0	0	11206.662
FAM102B	0	0	0	0	0	0	0	17269.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HENMT1	0	0	11620.908	0	0	0	32708.264	12092.068	19074.463	0	0	0	15458.545	15707.043	18442.867	0	0	0	0	0	7534.76	0	0	0
RBM26	0	0	29124.762	0	0	0	186805.25	112073.195	84586.23	0	0	0	23069.031	24824.512	38213.414	54987.844	116264.75	118822.65	24793.291	0	0	0	0	0
ATAD3B	0	0	0	10965.649	0	0	0	11618.359	0	11368.731	10844.623	8118.568	0	0	14997.99	0	15965.469	0	0	0	0	6983.8115	0	6630.811
WLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22426.883	53528.29	33271.965	0	0	0	0	0	0
CCDC18	264664.53	172862.66	348147.25	0	0	4712.207	583513.9	462996.5	504746.72	0	0	0	743341.94	748341	1000361.6	11066.766	0	0	74534.86	49000.453	29435.305	0	0	0
INTS11	0	0	0	0	0	0	240249.31	93957.32	294784.9	0	0	0	0	17802.7	0	132944.28	191654.72	78969.14	0	0	0	0	0	0
DCAF8	9882.047	0	16066.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUT4	0	0	0	0	0	0	217431.44	172566.2	0	0	0	0	0	0	157696.25	0	0	0	0	0	0	0	0	0
CEP162	9830.607	0	9907.471	0	0	0	94114.98	45851.76	128912.84	0	0	0	19541.928	86066.66	0	0	0	0	155902.75	98258.1	35023.992	0	0	0
RC3H1	17876.506	0	16178.471	0	0	0	39907.863	7126.38	37989.633	0	0	0	0	40979.938	117089.97	0	0	0	0	0	0	0	0	0
SH3PXD2A	12589.44	0	13380.172	0	0	0	10993.025	0	0	0	0	0	0	0	0	0	0	0	35739.05	14460.949	23127.14	0	0	0
H3-2	765601.25	654644.6	846168.4	199090.77	191876.14	178773.53	611382.44	489924.88	1175411.6	170035.08	618270.56	179579.6	818705.56	757129.6	978991.06	656264.3	864614.3	203229.6	404416.38	364522.75	297719.4	145592.31	335219.44	161438.77
IFFO2	0	0	0	0	0	0	0	0	0	0	0	0	85242.55	131953.81	131696.03	0	0	0	0	0	0	0	0	0
NT5DC1	0	0	8504.212	8434.738	0	0	0	37934.312	22291.898	23483.004	8650.714	0	0	8917.722	0	0	0	0	0	0	0	6583.8267	0	9960.718
AHDC1	11125.406	0	0	0	0	0	459333.06	399254.94	442948.4	0	0	0	8195.207	0	13534.582	427974.12	890623.9	324262	0	0	0	0	0	0
VPS13D	10481.464	0	35270	0	0	0	58769.953	12939.463	222175.22	0	0	81700.74	86671.164	43298.844	209999.69	0	48030.383	0	0	0	0	0	23746.064	0
PRR14L	0	0	0	0	0	0	94855.43	77733.734	58127.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN9	0	0	0	0	0	0	25704.688	9923.35	26716.074	0	0	0	0	0	0	35866.54	76828.38	7290.6494	0	0	0	0	0	0
CROCC	0	0	0	0	0	0	0	0	0	0	0	0	2876.1187	0	25563.754	0	0	0	0	0	0	0	0	0
