Bait	PreyGene	#Rep	AvgP	BFDR
ACTB	ABCA4	3	0.3333	0.4096
KRT8	ABCA4	3	0.3333	0.4096
KRT8	ABCA5	3	0.0001	0.8514
MAPRE3	ABCA5	3	0.0039	0.8165
ACTB	ABCA7	3	0.3165	0.5518
KRT8	ABCA7	3	0.0407	0.7249
MAPRE3	ABCA7	3	0.0579	0.7082
KRT8	ABCA9	3	0.0043	0.8145
ACTB	ABCB10	3	0.3333	0.4096
KRT8	ABCB10	3	1.0000	0.0000
MAPRE3	ABCB11	3	0.0000	0.8553
MAPRE3	ABCB5	3	0.0621	0.7047
KRT8	ABCB6	3	0.6667	0.0721
ACTB	ABCB7	3	0.0413	0.7243
CTNNA1	ABCB7	3	0.0364	0.7306
KRT8	ABCB7	3	0.7053	0.0484
LMNA	ABCB7	3	0.8945	0.0087
MAPRE3	ABCB7	3	0.0074	0.8000
ACTB	ABCB8	3	0.3333	0.4096
ACTB	ABCC1	3	0.0286	0.7416
CTNNA1	ABCC1	3	0.0012	0.8352
KRT8	ABCC1	3	0.1294	0.6528
LMNA	ABCC1	3	0.0174	0.7647
MAPRE3	ABCC1	3	0.0020	0.8282
ACTB	ABCC2	3	0.3333	0.4096
KRT8	ABCC3	3	0.0000	0.8553
LMNA	ABCC3	3	0.0000	0.8553
KRT8	ABCC4	3	0.3127	0.5540
LMNA	ABCC5	3	0.3333	0.4096
ACTB	ABCD1	3	0.2675	0.5759
CTNNA1	ABCD1	3	0.0680	0.6990
KRT8	ABCD1	3	0.3672	0.3291
LMNA	ABCD1	3	0.2197	0.5992
MAPRE3	ABCD1	3	0.1030	0.6712
KRT8	ABCD2	3	0.3333	0.4096
ACTB	ABCD3	3	0.2166	0.6010
CTNNA1	ABCD3	3	0.0880	0.6830
KRT8	ABCD3	3	0.4188	0.2580
LMNA	ABCD3	3	0.2389	0.5909
MAPRE3	ABCD3	3	0.1547	0.6362
ACTB	ABCE1	3	0.2959	0.5627
CTNNA1	ABCE1	3	0.1414	0.6444
KRT8	ABCE1	3	0.2573	0.5807
LMNA	ABCE1	3	0.0022	0.8268
MAPRE3	ABCE1	3	0.1906	0.6147
ACTB	ABCF1	3	0.3351	0.4040
CTNNA1	ABCF1	3	0.1521	0.6380
KRT8	ABCF1	3	0.3084	0.5559
LMNA	ABCF1	3	0.2309	0.5942
MAPRE3	ABCF1	3	0.2572	0.5807
ACTB	ABCF2	3	0.3275	0.5467
CTNNA1	ABCF2	3	0.1252	0.6552
KRT8	ABCF2	3	0.3718	0.3219
LMNA	ABCF2	3	0.1837	0.6189
MAPRE3	ABCF2	3	0.2521	0.5836
ACTB	ABCF3	3	0.0129	0.7782
CTNNA1	ABCF3	3	0.0002	0.8487
KRT8	ABCF3	3	0.0251	0.7482
LMNA	ABCF3	3	0.0004	0.8448
MAPRE3	ABCF3	3	0.0017	0.8305
ACTB	ABHD12	3	0.0590	0.7071
CTNNA1	ABHD12	3	0.0024	0.8252
KRT8	ABHD12	3	0.0387	0.7272
LMNA	ABHD12	3	0.2393	0.5905
MAPRE3	ABHD12	3	0.0078	0.7983
ACTB	ABHD14B	3	0.0033	0.8195
KRT8	ABHD14B	3	0.0039	0.8165
LMNA	ABHD14B	3	0.0006	0.8417
KRT8	ABHD16A	3	0.3333	0.4096
LMNA	ABHD16A	3	0.3333	0.4096
KRT8	ABHD18	3	0.3333	0.4096
ACTB	ABHD3	3	0.3333	0.4096
KRT8	ABHD3	3	0.3333	0.4096
ACTB	ABI1	3	0.4170	0.2606
CTNNA1	ABI1	3	0.2745	0.5728
KRT8	ABI1	3	0.3999	0.2818
LMNA	ABI1	3	0.1637	0.6310
MAPRE3	ABI1	3	0.2900	0.5658
ACTB	ABI2	3	0.4725	0.2205
CTNNA1	ABI2	3	0.0010	0.8371
KRT8	ABI2	3	0.6770	0.0602
KRT8	ABI3BP	3	0.3333	0.4096
ACTB	ABL1	3	0.6295	0.1734
KRT8	ABL1	3	0.0103	0.7884
LMNA	ABL1	3	0.0008	0.8393
MAPRE3	ABL1	3	0.0024	0.8252
ACTB	ABL2	3	0.3452	0.3733
CTNNA1	ABL2	3	0.0001	0.8514
KRT8	ABL2	3	0.0374	0.7291
LMNA	ABL2	3	0.0006	0.8417
MAPRE3	ABL2	3	0.0061	0.8057
ACTB	ABLIM1	3	0.4486	0.2371
CTNNA1	ABLIM1	3	0.1034	0.6709
KRT8	ABLIM1	3	0.2186	0.5998
LMNA	ABLIM1	3	0.0826	0.6880
MAPRE3	ABLIM1	3	0.1240	0.6561
ACTB	ABLIM3	3	0.9971	0.0001
CTNNA1	ABLIM3	3	0.0121	0.7811
KRT8	ABLIM3	3	0.5918	0.1815
LMNA	ABLIM3	3	0.0002	0.8487
MAPRE3	ABLIM3	3	0.0041	0.8156
ACTB	ABR	3	0.0029	0.8218
CTNNA1	ABR	3	0.0000	0.8553
KRT8	ABR	3	0.0024	0.8252
LMNA	ABR	3	0.0004	0.8448
MAPRE3	ABR	3	0.0001	0.8514
KRT8	ABRA	3	0.3333	0.4096
LMNA	ABRAXAS1	3	0.0040	0.8161
ACTB	ABRAXAS2	3	0.0067	0.8030
KRT8	ABRAXAS2	3	0.0219	0.7543
MAPRE3	ABRAXAS2	3	0.0003	0.8465
ACTB	ABTB2	3	0.0032	0.8201
KRT8	ABTB2	3	0.0117	0.7830
MAPRE3	ABTB2	3	0.0001	0.8514
ACTB	ACAA1	3	0.0008	0.8393
CTNNA1	ACAA1	3	0.0001	0.8514
KRT8	ACAA1	3	0.0021	0.8274
LMNA	ACAA1	3	0.0001	0.8514
ACTB	ACAA2	3	0.1776	0.6226
LMNA	ACAA2	3	0.0306	0.7386
ACTB	ACACA	3	0.0049	0.8116
CTNNA1	ACACA	3	0.0124	0.7799
KRT8	ACACA	3	0.0084	0.7959
LMNA	ACACA	3	0.0161	0.7684
MAPRE3	ACACA	3	0.0039	0.8165
ACTB	ACACB	3	0.0111	0.7854
CTNNA1	ACACB	3	0.2996	0.5605
KRT8	ACACB	3	0.0355	0.7317
LMNA	ACACB	3	0.6635	0.1638
MAPRE3	ACACB	3	0.3777	0.3117
ACTB	ACAD9	3	0.0120	0.7815
KRT8	ACAD9	3	0.7278	0.0404
LMNA	ACAD9	3	0.0034	0.8190
MAPRE3	ACAD9	3	0.0026	0.8238
CTNNA1	ACADM	3	0.1511	0.6386
KRT8	ACADM	3	0.6651	0.1630
LMNA	ACADM	3	0.2472	0.5860
ACTB	ACADVL	3	0.0683	0.6988
CTNNA1	ACADVL	3	0.0097	0.7904
KRT8	ACADVL	3	0.0978	0.6753
LMNA	ACADVL	3	0.0397	0.7257
MAPRE3	ACADVL	3	0.0094	0.7917
ACTB	ACAP2	3	0.0016	0.8315
KRT8	ACAP2	3	0.0956	0.6772
ACTB	ACAP3	3	0.3333	0.4096
ACTB	ACAT1	3	0.0393	0.7263
CTNNA1	ACAT1	3	0.0225	0.7530
KRT8	ACAT1	3	0.3574	0.3494
LMNA	ACAT1	3	0.0117	0.7830
MAPRE3	ACAT1	3	0.0037	0.8175
ACTB	ACAT2	3	0.0899	0.6819
CTNNA1	ACAT2	3	0.2942	0.5636
KRT8	ACAT2	3	0.0131	0.7774
LMNA	ACAT2	3	0.0004	0.8448
ACTB	ACBD3	3	0.0081	0.7973
CTNNA1	ACBD3	3	0.0106	0.7871
KRT8	ACBD3	3	0.0138	0.7750
LMNA	ACBD3	3	0.0108	0.7866
MAPRE3	ACBD3	3	0.0007	0.8404
ACTB	ACBD6	3	0.2912	0.5649
CTNNA1	ACBD6	3	0.0383	0.7278
KRT8	ACBD6	3	0.2623	0.5782
LMNA	ACBD6	3	0.1550	0.6361
MAPRE3	ACBD6	3	0.0930	0.6793
ACTB	ACIN1	3	0.1947	0.6124
CTNNA1	ACIN1	3	0.0331	0.7349
KRT8	ACIN1	3	0.0970	0.6759
LMNA	ACIN1	3	0.2824	0.5692
MAPRE3	ACIN1	3	0.1327	0.6502
KRT8	ACKR3	3	0.3333	0.4096
LMNA	ACKR3	3	0.3333	0.4096
ACTB	ACLY	3	0.1412	0.6445
CTNNA1	ACLY	3	0.0179	0.7634
KRT8	ACLY	3	0.1970	0.6111
LMNA	ACLY	3	0.0748	0.6934
MAPRE3	ACLY	3	0.0417	0.7240
LMNA	ACMSD	3	0.3333	0.4096
ACTB	ACO1	3	0.3110	0.5547
CTNNA1	ACO1	3	0.0028	0.8224
KRT8	ACO1	3	0.3845	0.3022
LMNA	ACO1	3	0.0113	0.7846
MAPRE3	ACO1	3	0.0219	0.7543
ACTB	ACO2	3	0.1134	0.6642
CTNNA1	ACO2	3	0.0048	0.8121
KRT8	ACO2	3	0.1288	0.6530
LMNA	ACO2	3	0.0882	0.6829
ACTB	ACOT1	3	0.1882	0.6162
CTNNA1	ACOT1	3	0.0261	0.7463
KRT8	ACOT1	3	0.6369	0.1727
LMNA	ACOT1	3	0.1598	0.6333
MAPRE3	ACOT1	3	0.0910	0.6808
KRT8	ACOT12	3	0.3333	0.4096
ACTB	ACOT2	3	0.3333	0.4096
KRT8	ACOT2	3	0.6667	0.0721
ACTB	ACOT7	3	0.1038	0.6706
CTNNA1	ACOT7	3	0.0281	0.7426
KRT8	ACOT7	3	0.3968	0.2839
LMNA	ACOT7	3	0.6543	0.1672
MAPRE3	ACOT7	3	0.0338	0.7339
ACTB	ACOT8	3	0.0002	0.8487
KRT8	ACOT8	3	0.0151	0.7711
LMNA	ACOT8	3	0.0009	0.8382
ACTB	ACOT9	3	0.1171	0.6614
CTNNA1	ACOT9	3	0.0208	0.7566
KRT8	ACOT9	3	0.3062	0.5571
LMNA	ACOT9	3	0.2210	0.5987
MAPRE3	ACOT9	3	0.0377	0.7286
KRT8	ACOX1	3	0.3333	0.4096
LMNA	ACOX1	3	0.3333	0.4096
KRT8	ACOX3	3	0.6667	0.0721
ACTB	ACP1	3	0.0151	0.7711
CTNNA1	ACP1	3	0.0069	0.8021
KRT8	ACP1	3	0.0374	0.7291
LMNA	ACP1	3	0.0178	0.7637
MAPRE3	ACP1	3	0.0045	0.8137
CTNNA1	ACP4	3	0.3333	0.4096
KRT8	ACSF3	3	0.3333	0.4096
MAPRE3	ACSF3	3	0.3333	0.4096
LMNA	ACSL1	3	0.0024	0.8252
MAPRE3	ACSL1	3	0.0016	0.8315
ACTB	ACSL3	3	0.0907	0.6812
CTNNA1	ACSL3	3	0.0125	0.7796
KRT8	ACSL3	3	0.0994	0.6741
LMNA	ACSL3	3	0.0942	0.6782
MAPRE3	ACSL3	3	0.0450	0.7204
ACTB	ACSL4	3	0.1045	0.6700
CTNNA1	ACSL4	3	0.0204	0.7574
KRT8	ACSL4	3	0.2207	0.5988
LMNA	ACSL4	3	0.1148	0.6632
MAPRE3	ACSL4	3	0.0201	0.7580
ACTB	ACTB;ACTG1	3	1.0000	0.0000
CTNNA1	ACTB;ACTG1	3	0.0212	0.7559
KRT8	ACTB;ACTG1	3	0.0225	0.7530
LMNA	ACTB;ACTG1	3	0.0188	0.7610
MAPRE3	ACTB;ACTG1	3	0.0131	0.7774
ACTB	ACTBL2	3	0.6179	0.1760
CTNNA1	ACTBL2	3	0.0587	0.7076
KRT8	ACTBL2	3	0.0725	0.6955
LMNA	ACTBL2	3	0.0588	0.7074
MAPRE3	ACTBL2	3	0.0271	0.7443
ACTB	ACTC1	3	0.8451	0.0171
CTNNA1	ACTC1	3	0.0899	0.6819
KRT8	ACTC1	3	0.1194	0.6594
LMNA	ACTC1	3	0.0891	0.6825
MAPRE3	ACTC1	3	0.0664	0.7004
ACTB	ACTL6A	3	0.0042	0.8151
KRT8	ACTL6A	3	0.0083	0.7964
LMNA	ACTL6A	3	0.0005	0.8431
MAPRE3	ACTL6A	3	0.0001	0.8514
KRT8	ACTL6B	3	0.3333	0.4096
ACTB	ACTMAP	3	0.3412	0.3842
KRT8	ACTMAP	3	0.0048	0.8121
LMNA	ACTMAP	3	0.0005	0.8431
ACTB	ACTN1	3	1.0000	0.0000
CTNNA1	ACTN1	3	0.0030	0.8212
KRT8	ACTN1	3	0.0213	0.7557
LMNA	ACTN1	3	0.0052	0.8103
MAPRE3	ACTN1	3	0.0049	0.8116
ACTB	ACTN4	3	0.5436	0.1960
CTNNA1	ACTN4	3	0.0891	0.6825
KRT8	ACTN4	3	0.2101	0.6045
LMNA	ACTN4	3	0.1072	0.6686
MAPRE3	ACTN4	3	0.1047	0.6699
ACTB	ACTR10	3	0.0028	0.8224
ACTB	ACTR2	3	0.0674	0.6996
CTNNA1	ACTR2	3	0.0117	0.7830
KRT8	ACTR2	3	0.0773	0.6916
LMNA	ACTR2	3	0.2049	0.6071
MAPRE3	ACTR2	3	0.0239	0.7505
ACTB	ACTR3	3	0.0740	0.6941
CTNNA1	ACTR3	3	0.0140	0.7745
KRT8	ACTR3	3	0.1104	0.6664
LMNA	ACTR3	3	0.0121	0.7811
MAPRE3	ACTR3	3	0.0043	0.8145
ACTB	ACTR5	3	0.0052	0.8103
KRT8	ACTR5	3	0.3398	0.3881
LMNA	ACTR5	3	0.0137	0.7754
LMNA	ACTR8	3	0.0181	0.7628
ACTB	ACVR2A	3	0.3333	0.4096
MAPRE3	ACVR2A	3	0.3333	0.4096
ACTB	ACY1	3	0.0017	0.8305
KRT8	ACY1	3	0.0049	0.8116
ACTB	ACYP2	3	0.0178	0.7637
CTNNA1	ACYP2	3	0.0146	0.7726
KRT8	ACYP2	3	0.0244	0.7493
LMNA	ACYP2	3	0.0304	0.7389
MAPRE3	ACYP2	3	0.0061	0.8057
ACTB	ADA	3	0.0220	0.7542
CTNNA1	ADA	3	0.0329	0.7353
KRT8	ADA	3	0.0247	0.7487
LMNA	ADA	3	0.0167	0.7666
MAPRE3	ADA	3	0.0191	0.7603
ACTB	ADA2	3	0.3186	0.5509
KRT8	ADAL	3	0.3333	0.4096
LMNA	ADAM12	3	0.3333	0.4096
LMNA	ADAM17	3	1.0000	0.0000
LMNA	ADAM28	3	0.3333	0.4096
LMNA	ADAM9	3	0.3333	0.4096
LMNA	ADAMTS13	3	0.3333	0.4096
LMNA	ADAMTS17	3	0.3333	0.4096
MAPRE3	ADAMTSL3	3	0.3333	0.4096
ACTB	ADAR	3	0.0747	0.6935
CTNNA1	ADAR	3	0.0177	0.7640
KRT8	ADAR	3	0.1368	0.6473
LMNA	ADAR	3	0.1352	0.6483
MAPRE3	ADAR	3	0.0791	0.6907
KRT8	ADARB2	3	0.3333	0.4096
LMNA	ADAT1	3	0.3333	0.4096
ACTB	ADCK5	3	0.3333	0.4096
CTNNA1	ADCY10	3	0.6667	0.0721
KRT8	ADCY10	3	0.3333	0.4096
MAPRE3	ADCY10	3	0.3333	0.4096
KRT8	ADCY4	3	0.3333	0.4096
LMNA	ADCY5;ADCY6	3	0.3333	0.4096
MAPRE3	ADCY5;ADCY6	3	0.3333	0.4096
MAPRE3	ADCY8	3	0.3333	0.4096
ACTB	ADCY9	3	0.1188	0.6598
KRT8	ADCY9	3	0.0056	0.8082
ACTB	ADD1	3	0.9566	0.0025
CTNNA1	ADD1	3	0.0024	0.8252
KRT8	ADD1	3	0.0117	0.7830
LMNA	ADD1	3	0.0070	0.8017
MAPRE3	ADD1	3	0.0039	0.8165
MAPRE3	ADD2	3	0.3333	0.4096
ACTB	ADD3	3	0.3957	0.2863
CTNNA1	ADD3	3	0.0361	0.7310
KRT8	ADD3	3	0.1488	0.6399
LMNA	ADD3	3	0.0603	0.7062
MAPRE3	ADD3	3	0.0477	0.7176
ACTB	ADGRA3	3	0.3333	0.4096
CTNNA1	ADGRE1	3	0.3333	0.4096
CTNNA1	ADGRE2	3	0.3333	0.4096
ACTB	ADGRE5	3	0.3333	0.4096
KRT8	ADGRE5	3	0.3333	0.4096
LMNA	ADGRE5	3	0.3333	0.4096
MAPRE3	ADGRE5	3	0.3333	0.4096
LMNA	ADGRF5	3	0.3333	0.4096
ACTB	ADGRG1	3	0.3324	0.5437
MAPRE3	ADGRG4	3	0.3333	0.4096
ACTB	ADGRL2	3	0.0373	0.7293
KRT8	ADGRL2	3	0.0026	0.8238
LMNA	ADGRV1	3	0.3333	0.4096
ACTB	ADH7	3	0.3333	0.4096
LMNA	ADH7	3	0.3333	0.4096
ACTB	ADI1	3	0.0199	0.7585
CTNNA1	ADI1	3	0.0181	0.7628
KRT8	ADI1	3	0.0468	0.7185
LMNA	ADI1	3	0.0496	0.7157
MAPRE3	ADI1	3	0.0051	0.8108
KRT8	ADIPOR1	3	0.3333	0.4096
ACTB	ADISSP	3	0.0051	0.8108
CTNNA1	ADISSP	3	0.0002	0.8487
KRT8	ADISSP	3	0.0065	0.8039
LMNA	ADISSP	3	0.0022	0.8268
MAPRE3	ADISSP	3	0.0000	0.8553
LMNA	ADK	3	0.3333	0.4096
MAPRE3	ADK	3	0.3333	0.4096
ACTB	ADNP	3	0.1379	0.6465
CTNNA1	ADNP	3	0.0160	0.7686
KRT8	ADNP	3	0.1412	0.6445
LMNA	ADNP	3	0.2556	0.5815
MAPRE3	ADNP	3	0.1309	0.6517
LMNA	ADNP2	3	0.0020	0.8282
MAPRE3	ADNP2	3	0.0000	0.8553
KRT8	ADO	3	0.3333	0.4096
ACTB	ADPGK	3	0.0388	0.7270
KRT8	ADPGK	3	0.0544	0.7113
LMNA	ADPGK	3	0.0193	0.7598
MAPRE3	ADPGK	3	0.0029	0.8218
LMNA	ADPRS	3	0.0037	0.8175
ACTB	ADRM1	3	0.0512	0.7143
CTNNA1	ADRM1	3	0.0022	0.8268
KRT8	ADRM1	3	0.0641	0.7025
LMNA	ADRM1	3	0.0182	0.7626
MAPRE3	ADRM1	3	0.0020	0.8282
ACTB	ADSL	3	0.1971	0.6111
CTNNA1	ADSL	3	0.0204	0.7574
KRT8	ADSL	3	0.1577	0.6347
LMNA	ADSL	3	0.0600	0.7064
MAPRE3	ADSL	3	0.0390	0.7268
ACTB	ADSS2	3	0.0991	0.6742
CTNNA1	ADSS2	3	0.0296	0.7400
KRT8	ADSS2	3	0.0429	0.7229
LMNA	ADSS2	3	0.0359	0.7313
MAPRE3	ADSS2	3	0.0089	0.7939
ACTB	AFAP1	3	1.0000	0.0000
CTNNA1	AFAP1	3	0.0026	0.8238
KRT8	AFAP1	3	0.0128	0.7786
LMNA	AFAP1	3	0.0030	0.8212
MAPRE3	AFAP1	3	0.0056	0.8082
ACTB	AFAP1L1	3	0.8478	0.0162
KRT8	AFAP1L1	3	0.2081	0.6052
ACTB	AFAP1L2	3	0.0040	0.8161
CTNNA1	AFAP1L2	3	0.3016	0.5594
ACTB	AFDN	3	0.2798	0.5705
CTNNA1	AFDN	3	0.1932	0.6131
KRT8	AFDN	3	0.1618	0.6323
LMNA	AFDN	3	0.0220	0.7542
MAPRE3	AFDN	3	0.0553	0.7106
KRT8	AFF1	3	0.0001	0.8514
LMNA	AFF1	3	0.0262	0.7461
MAPRE3	AFF1	3	0.0005	0.8431
ACTB	AFF4	3	0.0000	0.8553
KRT8	AFF4	3	0.0000	0.8553
LMNA	AFF4	3	0.0037	0.8175
MAPRE3	AFF4	3	0.0003	0.8465
ACTB	AFG2A	3	0.0099	0.7897
CTNNA1	AFG2A	3	0.0004	0.8448
KRT8	AFG2A	3	0.0153	0.7706
LMNA	AFG2A	3	0.0008	0.8393
MAPRE3	AFG2A	3	0.0012	0.8352
ACTB	AFG2B	3	0.0088	0.7944
CTNNA1	AFG2B	3	0.0001	0.8514
KRT8	AFG2B	3	0.0618	0.7050
LMNA	AFG2B	3	0.0000	0.8553
MAPRE3	AFG2B	3	0.0016	0.8315
ACTB	AFG3L2	3	0.0508	0.7146
CTNNA1	AFG3L2	3	0.0258	0.7468
KRT8	AFG3L2	3	0.2945	0.5635
LMNA	AFG3L2	3	0.2060	0.6063
ACTB	AFM	3	0.3333	0.4096
ACTB	AFTPH	3	0.0110	0.7857
CTNNA1	AFTPH	3	0.0003	0.8465
KRT8	AFTPH	3	0.3405	0.3860
MAPRE3	AFTPH	3	0.0033	0.8195
ACTB	AGAP1	3	0.0037	0.8175
CTNNA1	AGAP1	3	0.0003	0.8465
KRT8	AGAP1	3	0.3474	0.3671
MAPRE3	AGAP1	3	0.0029	0.8218
ACTB	AGAP3	3	0.3277	0.5466
CTNNA1	AGAP3	3	0.0230	0.7521
KRT8	AGAP3	3	0.3315	0.5445
LMNA	AGAP3	3	0.2159	0.6014
MAPRE3	AGAP3	3	0.1961	0.6116
ACTB	AGFG1	3	0.3339	0.4079
CTNNA1	AGFG1	3	0.1517	0.6382
KRT8	AGFG1	3	0.3385	0.3928
LMNA	AGFG1	3	0.2534	0.5826
MAPRE3	AGFG1	3	0.2111	0.6040
ACTB	AGFG2	3	0.0025	0.8246
KRT8	AGFG2	3	0.1783	0.6221
LMNA	AGFG2	3	0.0014	0.8335
MAPRE3	AGFG2	3	0.0004	0.8448
LMNA	AGGF1	3	0.8798	0.0110
ACTB	AGK	3	0.0254	0.7476
CTNNA1	AGK	3	0.0004	0.8448
KRT8	AGK	3	0.0101	0.7890
LMNA	AGK	3	0.0205	0.7572
MAPRE3	AGK	3	0.0021	0.8274
ACTB	AGL	3	0.3333	0.4096
KRT8	AGL	3	0.0258	0.7468
LMNA	AGL	3	0.0004	0.8448
MAPRE3	AGL	3	0.0025	0.8246
ACTB	AGMAT	3	0.3333	0.4096
CTNNA1	AGMAT	3	0.3333	0.4096
ACTB	AGO1	3	0.0326	0.7357
KRT8	AGO1	3	0.0275	0.7437
ACTB	AGO2	3	0.0130	0.7779
CTNNA1	AGO2	3	0.0021	0.8274
KRT8	AGO2	3	0.4597	0.2294
LMNA	AGO2	3	0.0018	0.8297
MAPRE3	AGO2	3	0.0092	0.7925
ACTB	AGO3	3	0.0267	0.7449
CTNNA1	AGO3	3	0.0021	0.8274
KRT8	AGO3	3	0.1103	0.6665
MAPRE3	AGO3	3	0.0051	0.8108
KRT8	AGPAT1	3	0.3333	0.4096
LMNA	AGPAT1	3	0.3333	0.4096
ACTB	AGPAT2	3	0.3333	0.4096
ACTB	AGPAT5	3	0.3333	0.4096
ACTB	AGPS	3	0.1623	0.6320
CTNNA1	AGPS	3	0.0262	0.7461
KRT8	AGPS	3	0.2822	0.5693
LMNA	AGPS	3	0.0863	0.6845
MAPRE3	AGPS	3	0.0200	0.7582
ACTB	AGR2;AGR3	3	0.3333	0.4096
CTNNA1	AGRN	3	0.0021	0.8274
KRT8	AGRN	3	0.0375	0.7289
LMNA	AGRN	3	0.3333	0.4096
ACTB	AGTPBP1	3	0.0020	0.8282
KRT8	AGTPBP1	3	0.0261	0.7463
MAPRE3	AGTPBP1	3	0.0013	0.8344
ACTB	AHCTF1	3	0.0917	0.6802
CTNNA1	AHCTF1	3	0.0588	0.7074
KRT8	AHCTF1	3	0.1145	0.6634
LMNA	AHCTF1	3	0.6818	0.0567
MAPRE3	AHCTF1	3	0.0827	0.6878
ACTB	AHCY	3	0.1670	0.6288
CTNNA1	AHCY	3	0.0116	0.7833
KRT8	AHCY	3	0.1966	0.6113
LMNA	AHCY	3	0.0566	0.7095
MAPRE3	AHCY	3	0.0263	0.7458
ACTB	AHCYL1	3	0.2578	0.5804
CTNNA1	AHCYL1	3	0.0903	0.6817
KRT8	AHCYL1	3	0.2545	0.5822
LMNA	AHCYL1	3	0.1234	0.6566
MAPRE3	AHCYL1	3	0.1386	0.6461
ACTB	AHDC1	3	0.0001	0.8514
CTNNA1	AHDC1	3	0.0000	0.8553
KRT8	AHDC1	3	0.0001	0.8514
LMNA	AHDC1	3	0.0071	0.8013
MAPRE3	AHDC1	3	0.0000	0.8553
ACTB	AHI1	3	0.0101	0.7890
CTNNA1	AHI1	3	0.0001	0.8514
KRT8	AHI1	3	0.0542	0.7115
MAPRE3	AHI1	3	0.0007	0.8404
ACTB	AHNAK	3	0.3899	0.2944
CTNNA1	AHNAK	3	0.3210	0.5499
KRT8	AHNAK	3	0.3767	0.3132
LMNA	AHNAK	3	0.1166	0.6618
MAPRE3	AHNAK	3	0.3385	0.3928
ACTB	AHNAK2	3	0.3662	0.3316
CTNNA1	AHNAK2	3	0.2204	0.5989
KRT8	AHNAK2	3	0.3604	0.3431
LMNA	AHNAK2	3	0.1501	0.6393
MAPRE3	AHNAK2	3	0.3119	0.5543
ACTB	AHR	3	0.0042	0.8151
KRT8	AHR	3	0.0475	0.7178
LMNA	AHR	3	0.0041	0.8156
MAPRE3	AHR	3	0.0001	0.8514
LMNA	AHRR	3	0.3658	0.3324
ACTB	AHSA1	3	0.2158	0.6016
CTNNA1	AHSA1	3	0.0230	0.7521
KRT8	AHSA1	3	0.3165	0.5518
LMNA	AHSA1	3	0.1772	0.6229
MAPRE3	AHSA1	3	0.0520	0.7132
ACTB	AHSG	3	0.3241	0.5486
CTNNA1	AHSG	3	0.0435	0.7223
KRT8	AHSG	3	0.2024	0.6083
LMNA	AHSG	3	0.1062	0.6690
MAPRE3	AHSG	3	0.1245	0.6558
LMNA	AIDA	3	0.3333	0.4096
MAPRE3	AIFM1	3	0.0049	0.8116
ACTB	AIMP1	3	0.0024	0.8252
KRT8	AIMP1	3	0.0340	0.7337
MAPRE3	AIMP1	3	0.0000	0.8553
ACTB	AIMP2	3	0.2907	0.5654
CTNNA1	AIMP2	3	0.0547	0.7111
KRT8	AIMP2	3	0.2970	0.5621
LMNA	AIMP2	3	0.1366	0.6475
MAPRE3	AIMP2	3	0.1276	0.6536
ACTB	AIP	3	0.1902	0.6150
CTNNA1	AIP	3	0.0196	0.7592
