Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
IGLV3-9;IGLV3-21	0	0	133.9659729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2-28;IGKV2D-29;IGKV2D-30;IGKV2-40;IGKV2D-26;IGKV2-29;IGKV2D-40;IGKV2D-28;IGKV2-30	0	0	367.9473267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-15	0	0	408.3348389	0	0	0	0	0	0	0	0	0	0	15.07232094	0	0	0	0	0	0	0	0	0	0
IGKV3D-11;IGKV3-11	0	0	346.8728333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-49	0	0	328.5253296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-74;IGHV3-66;IGHV3-23;IGHV3-53;IGHV3-30;IGHV3-33;IGHV3-30-3;IGHV3-30-5	0	0	118.3021088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV3D-20	0	0	963.2366943	0	0	0	0	0	0	0	0	0	0	0	0	25.14335442	26.72220802	0	0	0	0	0	0	0
IGHV5-51	0	0	69.35564423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBDY	10.59366608	6.026323318	10.67137527	2.521077156	7.34747076	0	14.3116312	13.09983826	17.17660141	4.520900726	0	0	12.2777462	8.301900864	17.21758652	0	19.22286987	1.720348835	3.008811712	5.370630741	0	2.375957489	0	0
BRD3OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208.607254	0	62.73845673	0	0	0	0	0	0
C13orf42	10.56115532	144.5372772	48.86415863	13.17311382	101.818428	226.6201019	122.7869949	36.04014206	54.81461334	216.7090759	0	212.2815552	187.5881042	27.97961998	243.1230774	204.9989777	109.7520142	202.7673035	15.74113655	158.3024597	162.116394	111.2783356	176.0821838	25.16377449
IFT56	8.825071335	0	9.104486465	0	2.794532776	0	7.628997803	12.54762077	22.81852722	0	0	0	18.73274231	20.21033287	40.06535721	4.070886135	6.249603748	0	0	0	3.097393036	0	0	0
UBA6	153.5319366	121.658638	238.8470612	55.70811844	49.29104614	47.28680038	240.6208496	259.2694702	359.1012268	51.82505417	82.88408661	43.31161118	169.7786865	206.2202148	336.0620422	79.02792358	131.7388306	42.20705795	96.41318512	81.32470703	101.1774445	29.05982208	63.3711319	42.03873444
ESYT2	73.07003021	53.17185211	85.22132874	12.18037796	17.72167206	14.49198151	139.9433136	144.8478699	207.5666809	7.292009354	6.122167587	5.906111717	196.9570618	196.4913635	198.9059753	49.38489914	87.28182983	39.00521088	32.5382843	34.40943909	24.51318741	7.241411209	10.03003311	10.78364658
BLTP3B	165.7435303	169.8289185	266.4339294	20.45565987	28.1941967	24.59832954	263.0173035	299.7625122	341.4167175	0	0	0	259.1664429	250.2389679	398.1447449	28.63029289	39.77627182	20.91267395	59.17197418	59.08857346	72.48023987	6.351014614	5.156538963	7.434496403
IGLC7;IGLC6;IGLC2;IGLC3	0	0	1809.829102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55853653	0	0	0	0	0
SHTN1	915.1705933	837.6904907	1176.334473	73.44752502	117.5450668	98.18977356	743.2907104	755.5986938	841.546875	0	6.961893559	0	553.7105713	527.1410522	810.1802368	106.4417267	145.7315826	57.9605217	331.5170898	397.3131409	302.683136	15.73049641	12.79855537	21.00194359
TMEM223	29.41769409	31.89628601	20.21537209	15.49096394	18.8346405	4.437594891	34.37109375	22.6301384	0	17.40311623	16.89112282	10.53944206	69.0742569	72.00898743	0	48.66165924	89.32623291	33.19262695	20.30846977	0	13.33949566	0	17.51027107	13.88528824
FAM168B	32.62045288	27.66584778	64.63135529	32.24808502	53.50776672	22.09791756	6.418065071	75.03701019	136.8671722	57.23914337	34.78676987	42.23506165	117.1515121	59.900177	133.3036957	59.66921234	75.26420593	25.85214043	0	0	575.9663086	24.23738861	22.19138336	33.61023331
MEX3A	20.53150749	16.2334404	29.50359726	4.454917908	8.09579277	0	47.13333511	43.92577362	46.26256561	0	0	7.188693047	32.0774498	44.43676376	57.6040802	13.79862309	19.61445236	12.54815769	12.73098087	6.3224473	5.598402023	0	0	0
ILVBL	20.59429169	11.9979105	9.381890297	0	0	0	20.35286903	27.03775787	43.34183502	0	0	0	21.84343338	33.44078445	46.85958481	7.882192612	14.81426907	4.878315449	2.404625893	3.358692169	5.534844398	0	0	0
PLEKHG3	296.3554077	243.4502869	406.2365417	18.24170685	11.50486565	9.906903267	95.53150177	105.6229858	88.74902344	0	0	0	126.1881027	99.38567352	156.9990845	15.43201637	16.35249519	4.133697033	13.59197998	18.6386528	10.40279579	0	0	0
SH3PXD2B	821.5863037	662.4772949	867.1442871	44.5919838	85.17712402	72.03437042	589.2506714	464.9108887	437.2063599	0	13.57500267	0	502.0638428	437.8813782	596.7946167	100.9904556	186.7294769	53.77468109	520.3703003	522.93396	468.9257507	13.33119774	12.55348015	14.00828743
ZNF320	0	3.18081665	7.620668411	0	0	0	15.68972683	37.76588821	62.57067108	0	0	0	7.076061249	0	7.347358704	16.38620377	23.63420105	13.42692375	0	0	5.707795143	0	0	0
NBAS	43.28734207	47.93284988	75.6015625	4.564034462	5.485613823	5.107365608	83.44273376	110.2684937	142.0358887	0	0	0	54.12748718	74.15544891	82.19473267	15.74440384	28.01966476	14.67270374	13.39998055	14.03304863	15.09501171	0	0	4.676261425
HMX2	0	11.65672493	69.94744873	0	8.06498909	0	56.10005188	77.358284	80.32719421	0	8.621853828	0	0	29.90843773	55.16212463	0	0	9.081459045	5.591596127	0	0	0	0	0
CCDC66	18.06600571	14.8751936	36.73574448	0	0	0	29.98288155	41.07021713	55.78655624	0	0	0	31.06928253	30.6792984	51.06378937	4.01091671	0	0	32.62171936	29.03164482	25.89234924	0	0	0
DENND3	59.55725861	40.94710922	80.66509247	4.271991253	0	11.77448559	57.57048416	48.9516983	52.31247711	0	0	0	46.01194382	53.02424622	58.26568222	7.797060013	22.77031136	13.67551422	18.23141479	17.13374329	5.234292507	0	0	0
TMEM131L	22.13680649	16.89986801	30.66366577	0	1.945265293	0	39.91585159	49.21820831	97.67737579	0	0	0	44.49050903	32.98673248	38.81024933	27.98634529	61.76041031	25.60358429	9.28719902	11.34133339	8.187566757	0	0	0
VWA8	18.50071907	739.272522	639.3631592	2.025267839	7.172795773	0	213.4593353	309.9790955	137.3515625	0	0	6.3045578	209.1712036	149.9124146	256.8624878	15.59667873	18.39035416	7.708621979	1.045460224	6.096343994	17.22221184	7.991300583	3.751256466	4.598919868
SBNO1	80.46686554	72.95953369	125.496048	10.44221878	18.07975769	16.66816521	673.8221436	661.7017822	748.2069092	0	0	0	60.34616852	65.0282135	87.15970612	636.9888916	1048.331055	536.4574585	43.14026642	40.79667664	34.37147522	11.99406338	12.72201824	14.29620457
GTPBP10	8.458953857	8.868217468	13.16778851	0	0	0	14.43840408	25.87216568	61.00453949	0	9.80068779	0	60.2387619	62.93406677	97.62779999	3.825573444	28.58695984	13.13077354	2.014511108	6.418037415	10.19652176	0	4.832625866	3.757301331
WDR91	36.09002686	30.11444855	76.67630768	4.625872612	5.782928467	13.62188435	44.10278702	62.83834457	120.7042389	8.128246307	7.252532959	5.322618008	47.0918045	64.72406769	86.8236084	9.503703117	20.87976456	9.254951477	11.39246082	11.88199043	11.3588562	2.734318733	7.456623554	7.972159386
PEDS1	90.81065369	34.89574814	93.43937683	0	0	0	97.59024811	59.6969986	124.317482	0	0	0	37.7812767	0	64.21665192	60.53361893	77.46876526	32.26881409	0	0	0	0	0	0
CNOT1	436.8588562	401.961853	577.7993164	40.41778564	41.85652924	30.90032387	449.5875244	714.0953369	785.229248	0	5.199800014	5.579525471	566.7141113	535.4812012	636.0020142	39.83074188	87.98754883	42.23410797	123.6117554	137.897644	136.1369476	7.59788847	8.155408859	7.688705444
BDP1	3.602696419	0	6.404024601	0	0	0	101.601181	107.0831451	105.4437485	0	0	0	61.08530045	163.0885468	1.961507797	39.28553009	59.99006271	39.58691025	7.684829235	0	1.554385185	0	0	0
RNF222	768.4358521	1212.770142	1055.461548	0	99.72209167	194.9964142	5031.089355	1641.065796	1458.745605	0	0	0	1560.86853	1095.490601	1388.977417	520.9699707	1974.637085	432.2416077	706.6900635	0	793.258606	0	0	0
FAM83G	18.71760559	25.48647118	40.97270966	0	6.386344433	0	31.28560638	35.51010895	39.15899277	0	0	6.614479065	85.35476685	97.36540222	140.2167816	14.69486713	10.12253189	4.652647495	35.80111694	26.65865898	28.5200634	0	0	0
PGP	4.690290928	14.7425108	4.812751293	4.057775497	2.686799526	0	3.739752769	5.960264683	19.49884415	0	3.9158988	0	5.876787186	10.61449528	13.0996418	7.565001488	4.372101784	0	7.630161285	0	9.217681885	3.886090755	4.158855438	4.440772057
RIMOC1	11.46236515	13.90788269	25.04991913	0	2.642631054	4.889334679	17.76183128	29.68826294	57.8834343	0	1.013858795	0	16.90024185	24.83423233	26.19643402	9.785346985	15.22373104	15.65294838	4.641812325	4.181697845	4.013484478	0	0	0
ZNF316	0	0	0	0	0	0	28.80334854	16.5835743	7.567893028	0	0	0	0	0	0	7.896876335	14.83201122	5.894418716	1.492198467	0	0	0	0	0
TUBAL3	155.9311371	69.73818207	152.4219666	18.63091278	23.34772873	39.0090332	158.5194244	134.9359589	253.010376	9.07068634	13.34498787	11.96514797	164.8004456	157.6622772	281.8295288	87.77110291	99.15092468	85.80357361	23.75616837	29.94954681	18.70441437	7.016894817	14.16155243	15.22934151
FBLL1	1841.864258	672.1824341	1413.227295	773.1756592	482.7058105	168.9256134	2092.537842	1389.406494	1519.47876	0	614.9627686	0	1611.498413	1399.349487	1824.335815	830.8210449	1752.607544	781.1595459	457.7571716	358.7181396	459.5310364	0	469.0378723	0
SMCHD1	37.24063492	39.20145798	68.25060272	5.301986694	7.850187302	10.85028076	229.4925537	168.8334045	232.3457031	0	4.148208618	0	53.34710693	45.68822861	53.97047424	76.81598663	127.5339661	81.45570374	31.33490181	56.21295166	35.18077087	4.697632313	5.380637169	4.695438385
ARHGAP42	247.8824463	210.4614258	311.2284546	8.677734375	7.479334831	9.903536797	76.60254669	94.35507965	129.9431152	0	0	0	81.87809753	84.0260849	125.0358353	13.96913719	15.88745785	10.76917839	18.4435482	16.96513939	25.53090286	0	0	0
CCDC85C	120.7505264	74.52857208	145.3530731	17.06178284	22.12811089	37.38453674	104.3826752	92.45529175	128.3274384	0	0	0	101.6810989	110.6941605	169.741333	16.13186264	15.69139481	7.640554428	29.78455162	32.17573929	27.11372375	0	0	0
SAC3D1	0	3.734627008	4.678775787	0	31.57343292	0	26.31568909	36.77595901	28.16192245	5.512597084	13.58138084	13.79860115	10.15235329	23.52910995	39.3075943	17.73697281	26.3898716	16.11931419	14.02919006	0	15.65000439	17.73252869	31.22725677	12.11558914
RGPD3	1796.499268	1592.599854	2590.883545	274.1952209	336.6883545	345.5751648	3832.864014	4319.276855	4788.412598	30.4238987	38.17063522	36.58129883	3387.303467	3421.889648	4122.697266	510.8366089	872.6282959	477.1467896	588.5759277	616.4454346	668.8257446	55.25646591	98.6008606	105.9343414
ZSWIM8	32.27815628	35.03308487	56.23899841	8.307296753	1.989082932	0	58.30389404	52.85606003	87.19966888	0	0	0	79.84514618	81.93428802	118.5789566	10.49938774	25.11763382	13.87454033	17.98463249	14.94674206	9.389075279	0	0	0
ARHGAP32	69.0668869	71.38922119	100.8955765	32.25600815	62.11111832	40.62985229	87.14090729	94.12667084	134.4912415	0	0	0	135.338974	117.0771408	241.7033691	0	124.951355	0	20.05513	38.93737793	31.73638535	0	0	0
POM121C	36.97698975	28.77505684	49.76742172	0	4.210733891	0	210.2001801	212.661499	279.3219604	0	0	0	46.82833099	36.1554451	72.9132843	566.8482056	682.5508423	456.0586853	6.847129822	11.1084795	6.084611416	0	7.207559109	6.102501869
WASHC1;WASH3P;WASH2P	65.90219116	54.28510666	106.6139832	0	0	0	21.50748444	29.36194229	56.59728241	0	0	0	40.10002899	43.13085175	55.07830429	0	0	0	0	0	0	0	0	0
A2ML1	0	0	75.40050507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.43843842	0	0	0	0	0
DDX11L8	40.53399277	43.30129242	38.32946396	0	0	0	85.97001648	92.6889801	89.13668823	0	0	0	55.072052	28.19321442	25.07279015	116.2790833	186.9753113	85.12181854	19.26551628	24.22191238	18.52464294	0	0	2.740761757
CYSRT1	4.591417789	8.830295563	12.41237068	0	0	0	6.555845261	4.943137646	12.46447182	0	0	0	1.539613724	3.185898781	8.954116821	0	0	0	0	0	0	0	0	0
PHF20L1	0	0	93.43751526	15.76430511	0	0	76.29136658	94.20478058	122.8736954	0	0	0	41.95314407	37.12853241	0	39.3056488	71.91181183	21.23695946	12.71817112	0	11.19402504	0	0	0
SNRPGP15;SNRPG	135.1763611	111.2135391	136.9600983	22.4141655	25.62963104	26.0514698	712.8103027	574.4591064	534.4205322	9.243597031	22.71787262	7.571628571	78.84822083	85.00570679	75.43656921	180.818924	256.3306885	168.2276764	47.02652359	11.62546253	37.41117477	31.17111015	21.91889381	23.78992081
AHRR	0	0	0	0	0	0	89.04940796	142.3231964	165.7468109	0	0	0	71.01203918	49.57780457	0	74.13712311	137.9261475	64.49965668	0	0	20.79018593	0	0	0
MYO9A	62.43889236	42.59810257	86.73514557	1.478295326	4.149841785	8.845870018	68.02391815	63.96791458	114.7310715	0	0	0	52.91282654	38.35442734	108.2148514	7.687313557	10.36469555	6.551162243	14.57923222	13.05579662	12.19172001	0	0	0
IQCJ-SCHIP1;SCHIP1	8.348136902	12.51137447	18.98417854	0	0	0	18.84667587	18.50577545	28.9106369	0	0	0	12.29412842	13.59018803	25.10145378	0	0	0	0	0	0	0	0	0
GPR89A;GPR89B	42.47922897	24.2246685	36.80545425	3.139404774	0	16.53936768	61.99741745	77.67330933	82.62468719	0	0	0	59.6659317	52.44635773	89.99707031	189.8841553	327.7938843	172.1902161	16.27706909	15.63850212	20.52958298	0	0	0
BSTAR	51.76834488	35.97618866	68.66126251	57.93755722	45.39185333	50.22143936	54.25767517	97.868927	122.3291473	46.26143646	63.3449173	44.46238708	59.73510361	40.3954277	84.48612976	52.8300705	72.438591	40.3643074	34.9406395	28.55023003	40.22529602	32.39058304	37.87606049	63.81969833
MINI	1722.65686	1971.852905	2567.958984	287.2649841	332.2209473	338.5883484	3422.975098	3310.407715	3472.146484	327.5665283	312.9119263	344.8961487	2628.536377	2880.313721	3449.386963	1192.528442	1887.954834	1518.681519	1143.159302	1360.317383	1318.505127	186.1207123	161.2217865	164.144989
AIRID	78.69136047	117.8611069	135.8867188	23.74956512	24.15619469	25.24132156	170.6900635	237.3698578	417.2133484	0	0	0	71.45323944	63.19943619	43.7599678	134.3429718	178.6816711	67.03560638	36.29833221	44.43627548	61.98962402	0	0	12.67035103
BASU	99.58662415	70.800354	86.16349792	67.07106018	54.62802124	36.4684906	166.463623	118.3560028	183.8580017	53.45933533	67.22993469	59.16616821	82.85025024	128.5932159	182.1996155	52.89337158	105.0993652	54.24201965	50.03610229	48.90489197	47.18132019	46.55509949	45.68795395	33.97560883
egfp	0	0	0	3.237480164	4.954964638	8.162851334	1819.803955	1321.817627	1352.233276	25.53826141	32.21489334	32.50314713	148.6379852	0	0	21.70576859	6.441052914	4.774860382	4.887804508	3.126682043	10.55433273	18.62426376	10.284688	13.80895996
LYZ	1389.046265	947.0396118	1446.535156	1405.86084	1631.67041	1127.425171	1616.628662	1775.415161	1683.550781	954.5238037	1707.366333	2308.090332	1089.384766	810.1309204	1332.021118	1066.411499	1633.237915	769.045105	848.7426147	843.6212158	962.1776123	1299.825439	1428.36499	1504.26001
TRYP	4374.566406	4328.089844	5832.581543	6526.673828	7920.451172	6131.644531	4594.165039	5025.449707	4968.433105	5924.622559	7360.041992	6277.658203	5612.866699	4263.633301	5117.980469	4762.345215	6707.377441	4995.91748	4334.373535	5118.664551	5118.507813	7177.536621	5815.377441	5791.556152
C4	92.83488464	67.38738251	118.1029739	30.76659775	75.16767883	22.12375259	92.42930603	184.8374023	308.9938965	79.243927	105.7303009	78.98963165	157.9504852	116.867981	206.2124939	64.88328552	151.3014221	46.89316559	47.16837311	34.66764069	52.21713638	55.42234039	45.31187057	95.47816467
HBA	53.35154724	40.53967667	73.46807861	10.08632946	11.41308498	27.07534409	58.2859726	66.12110138	91.08016968	0	4.637105942	3.823018551	41.90464401	44.49642944	29.72603607	25.01896477	22.01490784	9.565080643	44.80357742	41.20397949	20.92650414	4.508051872	2.968096733	4.338259697
HBBF	14.43657589	10.48214054	13.47370529	11.10853577	6.681375027	11.29833984	16.65200615	22.78047562	16.97001648	5.426388741	5.860787392	1.720258713	13.31370831	9.924469948	5.427753448	11.65524387	19.10504913	8.795908928	10.82466984	13.60999298	5.941709042	2.633825302	0	5.004789352
K8C1	75.17925262	294.0452881	0	0	0	32.96834183	0	103.0847015	0	0	0	2785.90625	0	470.3623962	50.26636124	13.4722805	0	6.576645851	0	0	0	9.377779007	0	10.6277523
Krt10	120.2831268	3.143834114	543.3147583	16.07680893	47.85800171	39.19325256	37.08578491	136.6733093	0	0	21.95985222	0	12.97735405	133.1506958	155.7255096	32.40977859	121.4065704	22.21524429	0	5.96929884	31.52690506	0	360.8657227	5.296002388
K2M1	0	0	0	0	0	0	0	0	0	0	0	50.54720688	0	0	0	0	0	0	0	0	0	0	0	0
PFN1	0	0	23.16168404	0	0	0	0	18.56844711	0	0	0	39.61880112	13.69310188	0	0	0	0	0	0	0	0	0	0	0
CSN1S1	26.92689133	7.598058701	28.44746208	8.224126816	8.820302963	2.197154045	54.88913727	19.70293617	35.04262161	4.80576086	4.786929131	9.173867226	9.145526886	9.526846886	27.32607269	7.189758778	13.83966637	40.61292267	10.65032482	7.928623676	1.808170319	0	7.885710716	6.953290939
FGA	0	0	11.36090469	18.07616806	0	0	0	31.63536835	67.37715149	0	38.15720367	23.38901711	0	0	73.65281677	0	0	0	0	0	6.475850582	0	0	0
FGB	0	0	72.95387268	9.706168175	3.089143753	3.064995289	6.324036598	43.00920868	383.6097107	0	80.16858673	27.48747253	7.656061649	0	71.95082855	40.90222549	37.13979721	0	61.90509796	0	0	0	2.000473499	8.03948307
ALB	105.767395	143.1096802	236.5802917	37.57755661	36.18494797	22.59209442	172.3925018	239.2687531	342.0232239	6.098568916	25.29478455	1.246669769	101.5667572	80.8259964	83.40892029	44.52534103	95.99897766	63.64749908	108.8733521	75.94607544	195.5737305	9.234718323	19.69791031	17.31729889
Krt18	230.5842438	189.6482697	218.4352722	13.59774399	12.61603451	1.011963367	172.993927	183.320343	179.8973999	0	12.02939892	14.62917423	2685.631348	3944.819336	4612.158203	30.75717926	19.80609322	5.776882648	6.893331051	30.12028503	18.30688667	0	0	0
FN1	29.25135231	21.4163475	99.65969086	10.19186687	7.332096577	3.803914309	56.31427002	62.63097763	45.96875763	0	26.84965706	11.47898102	45.80613327	23.51535797	29.46571922	8.017151833	9.857200623	6.322835922	8.792069435	3.922151804	0	0	9.407190323	3.863793612
AHSG	239.3894958	457.3562927	921.017395	132.5345306	142.9138336	88.18857574	319.5514832	731.6345215	808.3834839	45.55404282	81.36054993	65.18992615	452.2195435	297.8346558	385.154541	195.9473572	327.9916687	78.48779297	161.2648773	150.0602417	270.6885681	60.61358643	104.349411	32.15568924
FGG	0	0	14.63692856	6.1769557	0	0	21.91954994	5.069259167	0	0	13.76765442	16.00457954	0	0	0	0	3.571187496	0	0	2.35325098	0	0	0	0
K2M2	0	0	0	0	0	0	12.47447205	0	13.14114666	0	0	76.31834412	0	0	0	0	21.36676025	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.112183571	0
APOA1	17.08473969	19.85690308	52.3277359	0	141.5260315	34.26345825	73.15451813	61.76272583	60.27533722	38.57461548	62.05536652	37.4615593	74.05931854	41.81125641	272.2321777	115.0883484	31.37805557	80.06713867	30.86838531	27.65517616	38.94357681	17.47922897	35.88040161	2.861132145
STREPT	10195.02148	14161.44629	4756.873047	9281.192383	9840.605469	12667.92383	8938.151367	7358.500977	6731.881836	10489.98145	11550.85547	10468.79688	18888.44336	8814.063477	5427.649414	9120.642578	6881.861816	8690.387695	7733.345215	14034.94531	8395.654297	11795.7959	12277.13379	12519.86328
K2M3	0	0	89.82843781	0	0	0	0	0	0	0	0	4057.445801	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA1	33.73485565	19.34318542	61.93917847	15.14571476	13.36268806	20.94049454	29.08562088	82.87103271	86.57843781	0	10.04483604	9.787038803	41.11229324	20.68994522	31.70238304	24.84007454	32.00202179	15.66105175	23.93880463	16.30342484	23.09669876	6.933998585	14.92849159	9.496213913
ACTB;ACTB;ACTG1	29048.23242	23983.79883	27820.04492	1408.059692	1187.511475	525.503418	1200.984375	1847.482056	2653.80127	812.7982788	1133.325806	1025.276611	1580.874146	1130.689697	1536.316895	1173.802734	1363.769409	692.2266846	516.0768433	464.3149719	668.9049072	970.3731689	915.0773926	973.5293579
YWHAZ	287.6190186	222.5556946	330.9480591	182.2107544	212.3023987	114.0464478	123.6827621	318.6485596	365.6611633	84.11413574	197.3307953	209.1115723	309.1273804	294.4448547	238.641571	215.4719238	309.8020325	144.3479919	138.7660828	135.0251617	176.3551178	153.7930756	157.9866486	184.0529175
EEF1A1	75.03768921	55.86792374	85.26206207	59.56489563	134.6471405	119.8896408	66.9190979	84.01992035	158.5314026	117.2109985	77.12568665	202.3353882	85.36213684	109.8044586	131.1654968	60.02283478	68.67606354	69.90332794	68.55836487	107.0144348	80.7816925	107.300972	444.1730347	46.70832062
TUBA4A	2106.518799	1197.988892	1247.612061	424.4455261	459.229187	422.1745911	2303.171143	1402.554199	1778.786621	309.0685425	505.0744629	656.6257324	1673.817749	1767.605591	1159.126709	981.7141724	1445.004395	849.2139893	846.5571899	732.4205933	785.8959961	333.5662842	344.9899902	423.9823914
TUBB5;TUBB	3659.852783	1640.238892	2597.716797	588.4060059	780.4559326	502.2314453	3669.834717	2615.142578	3086.25293	283.5395508	783.491272	698.0223389	2512.535889	3208.889404	3471.137939	1437.454102	2121.359863	828.1194458	978.0474243	1034.355103	914.197876	328.6038513	426.2542419	571.7853394
CAP1	227.1765747	203.0343933	505.9783936	14.51063919	9.398180008	6.39927578	36.47228241	64.68733978	116.685051	1.562203169	6.270977974	5.436531544	37.58390808	57.41009903	65.67169189	10.06028175	12.29001236	5.589559555	10.23957634	3.706372499	8.082659721	3.22110939	4.061695099	7.976510048
HPX	0	0	0	0	20.89368439	32.86239243	0	0	84.73642731	16.38646317	38.23510361	32.46603394	0	74.85568237	0	79.81256104	0	0	0	0	0	16.65244865	30.19792557	21.84111023
VTN	70.28691864	77.15398407	143.8399353	15.7112751	13.78157234	14.26404953	66.14552307	169.1216888	229.6799011	0	7.432729721	7.233149529	52.53082657	48.5651207	74.32493591	23.31613541	39.07006836	35.71369171	46.20040894	24.0160408	30.14871597	0	26.08367729	7.537314415
LDHB	270.1654358	314.703064	371.6738281	168.7450714	200.7549286	131.4714966	406.9657593	416.8820801	470.0593262	129.3873444	261.6287842	193.1496582	217.4768066	197.2006836	234.7638397	258.6914978	381.1937866	204.0797577	181.1549377	146.4243164	200.3844452	135.1650696	169.1662598	219.2647552
Krt72	209.0235291	10.39888763	127.3889694	33.28356934	100.5954285	20.24324799	49.60482407	47.43941879	34.64984512	0	37.85578537	8.332679749	177.1089172	88.51006317	205.8212585	102.7991028	157.3930664	34.59393311	29.80244255	12.72568798	22.84451294	35.84141541	398.4906921	13.81770325
A2M	75.82766724	67.81593323	117.6179657	28.30451584	27.14966774	23.19661522	93.7770462	131.7370148	384.1377258	10.91424847	42.00418854	39.68963242	102.4928665	95.61560822	118.6042099	40.78042603	95.8183136	34.87043381	25.21725845	32.52591705	28.99929047	14.89561558	23.20370102	28.18758583
ENO1	151.5192871	115.0852737	204.1934204	95.51811218	70.06861877	63.11442184	209.5528717	165.0585327	268.0965271	63.33097458	64.22944641	96.35207367	113.5523987	137.1722412	365.0345764	73.85338593	132.4716797	64.22290039	91.42307281	63.8704071	103.4750061	60.56805038	96.0459137	51.56705475
ZNF587B;ZNF552	0	0	0	5.392447472	0	0	58.1965332	67.17814636	72.88489532	0	0	0	0	0	0	25.71343994	51.26587677	14.85756969	0	0	6.83596611	0	2.265267372	0
NACA	99.01742554	64.6344986	137.6394348	7.904820442	12.44404411	9.73388195	152.2745514	135.0874634	204.9038086	3.986714125	5.33669281	40.64685059	100.4556198	97.17601013	184.7750244	21.918993	34.41509247	22.34757233	15.91419506	17.28202248	19.36864281	4.21882391	4.534208298	7.20027113
AGPS	42.42270279	34.12714386	74.06591797	14.23169804	13.42115498	10.25557137	83.6751709	84.03499603	128.5886383	6.089991093	16.99338913	12.78631401	87.23799133	76.68225861	123.2460785	28.68568611	47.53442383	18.7334156	8.341091156	17.41892052	13.24483681	9.067430496	13.13960171	13.322505
UBXN8	6.659255981	0	11.71829987	0	0	0	26.61190033	12.68952847	42.49296188	0	0	0	8.673989296	29.76015854	6.681774616	53.5525589	115.3411331	34.33454514	0	0	0	0	1.295915604	0
KIF2A	71.66199493	57.36685944	125.3974457	18.30963898	21.465271	15.92802048	115.7230377	149.9269714	299.5510559	8.832197189	6.11220789	5.453155041	118.8311996	127.057312	183.4361877	59.46115875	112.8390579	47.59185791	85.70730591	85.14794159	123.1692123	6.512517929	11.03934383	9.216928482
DDX39A	152.0990295	150.2317352	222.6548462	46.75610352	54.32938004	67.00730133	209.5059509	320.9426575	453.3550415	42.89891052	53.57107544	56.36514664	455.0252991	536.5646973	607.9885254	248.5920563	511.2437744	236.4075623	58.61327744	84.83187866	57.04216003	23.3780098	34.89071274	39.44023895
PDLIM1	1658.466797	1681.790039	1788.041504	87.7518158	86.91175079	91.80742645	945.1569824	845.1045532	1061.334229	6.296236515	28.36422729	17.29922676	845.2719727	783.6960449	1028.710571	109.2861176	175.414505	88.18215942	166.3820038	146.4394836	170.2496185	54.27967834	30.08029747	44.99060059
ACOT7	174.7022858	155.2926331	166.1322632	52.71424103	59.36829758	42.43201828	189.1188354	200.4359589	209.9904785	40.81575012	84.29763031	76.34590149	345.0774536	326.4039307	382.3714294	465.0005798	395.2195129	401.4879761	76.72190094	60.82128525	60.71173477	30.56895065	47.32030487	56.49749756
MYO1C	417.2706604	355.6071777	520.6484985	29.78172302	40.18977356	40.40129089	260.7920532	322.2751465	516.5744629	11.37543297	22.70375252	21.27236938	345.0933838	351.2432861	315.0687256	124.6567841	169.8792267	74.05735016	70.78962708	69.57936859	38.31784821	11.10190296	11.98827267	13.16059113
MYO1F	122.0754623	78.14691162	160.7108307	13.23464203	15.85002804	14.96189308	133.7605286	100.441925	90.34439087	0	0	0	98.68811035	77.62908936	159.7158051	42.35197067	43.41934586	16.82852173	28.2668972	46.6380806	23.96735954	2.197114944	3.426676035	5.832010746
SNAP23	128.3348236	119.5404816	239.5276794	48.69605637	67.67857361	54.61632919	202.5192108	263.1702576	327.0895691	17.00948715	16.65548706	17.26971245	141.9037323	120.5565643	208.3296509	45.24372864	50.13047028	26.77827072	41.91405106	30.19294739	36.98724747	10.96312237	18.82394409	22.46043968
