Bait,Prey,mean_diff,mean_diff_FDR_shuffle,mean_diff_FDR_pairs,FDR
ACTB,SPMIP7,-17.88977777777778,1.0,1.0,1.0
ACTB,SPATA20,-17.88977777777778,1.0,1.0,1.0
ACTB,CASP2,-17.88977777777778,1.0,1.0,1.0
ACTB,CASP9,-17.88977777777778,1.0,1.0,1.0
ACTB,SPHK2,-17.88977777777778,1.0,1.0,1.0
ACTB,SPHK1,-17.88977777777778,1.0,1.0,1.0
ACTB,CASQ2,-17.88977777777778,1.0,1.0,1.0
ACTB,APBB3,-17.88977777777778,1.0,1.0,1.0
ACTB,APBA1;APBA2,-17.88977777777778,1.0,1.0,1.0
ACTB,ITGAX,-17.88977777777778,1.0,1.0,1.0
ACTB,ITGAV,-17.88977777777778,1.0,1.0,1.0
ACTB,ITGAM,-17.88977777777778,1.0,1.0,1.0
ACTB,SPATA6L,-17.88977777777778,1.0,1.0,1.0
ACTB,SPATA24,-17.88977777777778,1.0,1.0,1.0
ACTB,CLCA4,-17.88977777777778,1.0,1.0,1.0
ACTB,INPP5D,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC8E,-17.88977777777778,1.0,1.0,1.0
ACTB,POU1F1,-17.88977777777778,1.0,1.0,1.0
ACTB,LAMC2,-17.88977777777778,1.0,1.0,1.0
ACTB,DHX58,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS7,-17.88977777777778,1.0,1.0,1.0
ACTB,GUF1,-17.88977777777778,1.0,1.0,1.0
ACTB,MSANTD2,-17.88977777777778,1.0,1.0,1.0
ACTB,PPARD,-17.88977777777778,1.0,1.0,1.0
ACTB,HHIPL1,-17.88977777777778,1.0,1.0,1.0
ACTB,POU6F2,-17.88977777777778,1.0,1.0,1.0
ACTB,MSH5,-17.88977777777778,1.0,1.0,1.0
ACTB,LSM10,-17.88977777777778,1.0,1.0,1.0
ACTB,ENTPD8,-17.88977777777778,1.0,1.0,1.0
ACTB,POTED,-17.88977777777778,1.0,1.0,1.0
ACTB,DKKL1,-17.88977777777778,1.0,1.0,1.0
ACTB,DLAT,-17.88977777777778,1.0,1.0,1.0
ACTB,GCNT7,-17.88977777777778,1.0,1.0,1.0
ACTB,DLG2,-17.88977777777778,1.0,1.0,1.0
ACTB,POMT2,-17.88977777777778,1.0,1.0,1.0
ACTB,LGR5,-17.88977777777778,1.0,1.0,1.0
ACTB,FEM1A,-17.88977777777778,1.0,1.0,1.0
ACTB,DLG4,-17.88977777777778,1.0,1.0,1.0
ACTB,GFOD1,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS36,-17.88977777777778,1.0,1.0,1.0
ACTB,DLST,-17.88977777777778,1.0,1.0,1.0
ACTB,DHRS7,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS14,-17.88977777777778,1.0,1.0,1.0
ACTB,PPP1R37,-17.88977777777778,1.0,1.0,1.0
ACTB,NEO1,-17.88977777777778,1.0,1.0,1.0
ACTB,GGNBP1,-17.88977777777778,1.0,1.0,1.0
ACTB,DHODH,-17.88977777777778,1.0,1.0,1.0
ACTB,DHRS1,-17.88977777777778,1.0,1.0,1.0
ACTB,FBXW5,-17.88977777777778,1.0,1.0,1.0
ACTB,DHRS13,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS22,-17.88977777777778,1.0,1.0,1.0
ACTB,DHRS7B,-17.88977777777778,1.0,1.0,1.0
ACTB,LAMB2,-17.88977777777778,1.0,1.0,1.0
ACTB,LRP6,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS24,-17.88977777777778,1.0,1.0,1.0
ACTB,FCAR,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS25,-17.88977777777778,1.0,1.0,1.0
ACTB,PALM3,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS34,-17.88977777777778,1.0,1.0,1.0
ACTB,ENY2,-17.88977777777778,1.0,1.0,1.0
ACTB,LSM7,-17.88977777777778,1.0,1.0,1.0
ACTB,PPM1A,-17.88977777777778,1.0,1.0,1.0
ACTB,GCAT,-17.88977777777778,1.0,1.0,1.0
ACTB,PAQR3,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPS11,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAH12,-17.88977777777778,1.0,1.0,1.0
ACTB,FGF1,-17.88977777777778,1.0,1.0,1.0
ACTB,POLI,-17.88977777777778,1.0,1.0,1.0
ACTB,POLE2,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC9,-17.88977777777778,1.0,1.0,1.0
ACTB,EML3,-17.88977777777778,1.0,1.0,1.0
ACTB,EML1,-17.88977777777778,1.0,1.0,1.0
ACTB,GALNT8,-17.88977777777778,1.0,1.0,1.0
ACTB,POGLUT3,-17.88977777777778,1.0,1.0,1.0
ACTB,MTRF1,-17.88977777777778,1.0,1.0,1.0
ACTB,PAX7,-17.88977777777778,1.0,1.0,1.0
ACTB,POLM,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAH7,-17.88977777777778,1.0,1.0,1.0
ACTB,POC5,-17.88977777777778,1.0,1.0,1.0
ACTB,FGFR1OP2,-17.88977777777778,1.0,1.0,1.0
ACTB,NDUFS3,-17.88977777777778,1.0,1.0,1.0
ACTB,GALNT2,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJA3,-17.88977777777778,1.0,1.0,1.0
ACTB,GALNT14;GALNT16,-17.88977777777778,1.0,1.0,1.0
ACTB,PNMA5,-17.88977777777778,1.0,1.0,1.0
ACTB,PNLIPRP1,-17.88977777777778,1.0,1.0,1.0
ACTB,FFAR2,-17.88977777777778,1.0,1.0,1.0
ACTB,MTMR7,-17.88977777777778,1.0,1.0,1.0
ACTB,ENPP6,-17.88977777777778,1.0,1.0,1.0
ACTB,MTG2,-17.88977777777778,1.0,1.0,1.0
ACTB,ENPP2,-17.88977777777778,1.0,1.0,1.0
ACTB,DLX2;DLX5,-17.88977777777778,1.0,1.0,1.0
ACTB,GATB,-17.88977777777778,1.0,1.0,1.0
ACTB,MTERF2,-17.88977777777778,1.0,1.0,1.0
ACTB,LAMTOR4,-17.88977777777778,1.0,1.0,1.0
ACTB,FER1L4,-17.88977777777778,1.0,1.0,1.0
ACTB,PARP10,-17.88977777777778,1.0,1.0,1.0
ACTB,POLR2G,-17.88977777777778,1.0,1.0,1.0
ACTB,ENO2,-17.88977777777778,1.0,1.0,1.0
ACTB,DMTN,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRCC1,-17.88977777777778,1.0,1.0,1.0
ACTB,GAS6,-17.88977777777778,1.0,1.0,1.0
ACTB,FERMT3,-17.88977777777778,1.0,1.0,1.0
ACTB,MTHFS,-17.88977777777778,1.0,1.0,1.0
ACTB,LAMTOR5,-17.88977777777778,1.0,1.0,1.0
ACTB,NECTIN1,-17.88977777777778,1.0,1.0,1.0
ACTB,MTHFSD,-17.88977777777778,1.0,1.0,1.0
ACTB,GAS2L1,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRIQ3,-17.88977777777778,1.0,1.0,1.0
ACTB,DMWD,-17.88977777777778,1.0,1.0,1.0
ACTB,EPHA6,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL9,-17.88977777777778,1.0,1.0,1.0
ACTB,MMAA,-17.88977777777778,1.0,1.0,1.0
ACTB,DDX3Y,-17.88977777777778,1.0,1.0,1.0
ACTB,MON1A,-17.88977777777778,1.0,1.0,1.0
ACTB,NFE2,-17.88977777777778,1.0,1.0,1.0
ACTB,PROS1,-17.88977777777778,1.0,1.0,1.0
ACTB,OSR2,-17.88977777777778,1.0,1.0,1.0
ACTB,OTOG,-17.88977777777778,1.0,1.0,1.0
ACTB,PROC,-17.88977777777778,1.0,1.0,1.0
ACTB,MORC1,-17.88977777777778,1.0,1.0,1.0
ACTB,PRO1716,-17.88977777777778,1.0,1.0,1.0
ACTB,OTOP3,-17.88977777777778,1.0,1.0,1.0
ACTB,MORF4L1,-17.88977777777778,1.0,1.0,1.0
ACTB,GMCL1,-17.88977777777778,1.0,1.0,1.0
ACTB,DDX4,-17.88977777777778,1.0,1.0,1.0
ACTB,MOSPD1,-17.88977777777778,1.0,1.0,1.0
ACTB,LUC7L,-17.88977777777778,1.0,1.0,1.0
ACTB,Krt79,-17.88977777777778,1.0,1.0,1.0
ACTB,FBXO3,-17.88977777777778,1.0,1.0,1.0
ACTB,ERVV-1,-17.88977777777778,1.0,1.0,1.0
ACTB,LIMK1,-17.88977777777778,1.0,1.0,1.0
ACTB,L3MBTL1,-17.88977777777778,1.0,1.0,1.0
ACTB,GTPBP8,-17.88977777777778,1.0,1.0,1.0
ACTB,PRPF38A,-17.88977777777778,1.0,1.0,1.0
ACTB,PRPH2,-17.88977777777778,1.0,1.0,1.0
ACTB,MPP2,-17.88977777777778,1.0,1.0,1.0
ACTB,KRTCAP2,-17.88977777777778,1.0,1.0,1.0
ACTB,DCHS2,-17.88977777777778,1.0,1.0,1.0
ACTB,MMP14,-17.88977777777778,1.0,1.0,1.0
ACTB,FBXL21P,-17.88977777777778,1.0,1.0,1.0
ACTB,PRTG,-17.88977777777778,1.0,1.0,1.0
ACTB,NHEJ1,-17.88977777777778,1.0,1.0,1.0
ACTB,MMP16,-17.88977777777778,1.0,1.0,1.0
ACTB,FBXL3,-17.88977777777778,1.0,1.0,1.0
ACTB,PRSS1,-17.88977777777778,1.0,1.0,1.0
ACTB,LRFN4,-17.88977777777778,1.0,1.0,1.0
ACTB,DCUN1D4,-17.88977777777778,1.0,1.0,1.0
ACTB,OSGEPL1,-17.88977777777778,1.0,1.0,1.0
ACTB,MMRN2,-17.88977777777778,1.0,1.0,1.0
ACTB,GMNN,-17.88977777777778,1.0,1.0,1.0
ACTB,ESCO1,-17.88977777777778,1.0,1.0,1.0
ACTB,MN1,-17.88977777777778,1.0,1.0,1.0
ACTB,FBXO28,-17.88977777777778,1.0,1.0,1.0
ACTB,DDN,-17.88977777777778,1.0,1.0,1.0
ACTB,MOB3B,-17.88977777777778,1.0,1.0,1.0
ACTB,DDRGK1,-17.88977777777778,1.0,1.0,1.0
ACTB,PRPS1,-17.88977777777778,1.0,1.0,1.0
ACTB,PRKCE,-17.88977777777778,1.0,1.0,1.0
ACTB,OVCA2,-17.88977777777778,1.0,1.0,1.0
ACTB,NETO2,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL44,-17.88977777777778,1.0,1.0,1.0
ACTB,GIMAP8,-17.88977777777778,1.0,1.0,1.0
ACTB,DEPP1,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL30,-17.88977777777778,1.0,1.0,1.0
ACTB,DERL2,-17.88977777777778,1.0,1.0,1.0
ACTB,NEURL1,-17.88977777777778,1.0,1.0,1.0
ACTB,PPP4R4,-17.88977777777778,1.0,1.0,1.0
ACTB,ERBB3,-17.88977777777778,1.0,1.0,1.0
ACTB,EQTN,-17.88977777777778,1.0,1.0,1.0
ACTB,NEU1,-17.88977777777778,1.0,1.0,1.0
ACTB,GID8,-17.88977777777778,1.0,1.0,1.0
ACTB,PRAME,-17.88977777777778,1.0,1.0,1.0
ACTB,EPHX1,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL46,-17.88977777777778,1.0,1.0,1.0
ACTB,DGKE,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL48,-17.88977777777778,1.0,1.0,1.0
ACTB,GGT7,-17.88977777777778,1.0,1.0,1.0
ACTB,PPP2R5E,-17.88977777777778,1.0,1.0,1.0
ACTB,DGKG,-17.88977777777778,1.0,1.0,1.0
ACTB,EPHB2,-17.88977777777778,1.0,1.0,1.0
ACTB,LAD1,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL24,-17.88977777777778,1.0,1.0,1.0
ACTB,ERCC1,-17.88977777777778,1.0,1.0,1.0
ACTB,DDX53,-17.88977777777778,1.0,1.0,1.0
ACTB,P3H4,-17.88977777777778,1.0,1.0,1.0
ACTB,GLDN,-17.88977777777778,1.0,1.0,1.0
ACTB,PRKAB2,-17.88977777777778,1.0,1.0,1.0
ACTB,PRIMPOL,-17.88977777777778,1.0,1.0,1.0
ACTB,ERGIC2,-17.88977777777778,1.0,1.0,1.0
ACTB,MRNIP,-17.88977777777778,1.0,1.0,1.0
ACTB,GJA8,-17.88977777777778,1.0,1.0,1.0
ACTB,L5,-17.88977777777778,1.0,1.0,1.0
ACTB,LRP10,-17.88977777777778,1.0,1.0,1.0
ACTB,P3H3,-17.88977777777778,1.0,1.0,1.0
ACTB,DEFB131B,-17.88977777777778,1.0,1.0,1.0
ACTB,DENND5A,-17.88977777777778,1.0,1.0,1.0
ACTB,NEXMIF,-17.88977777777778,1.0,1.0,1.0
ACTB,DENND11,-17.88977777777778,1.0,1.0,1.0
ACTB,DENND1A,-17.88977777777778,1.0,1.0,1.0
ACTB,ERCC6L2,-17.88977777777778,1.0,1.0,1.0
ACTB,PRDM4,-17.88977777777778,1.0,1.0,1.0
ACTB,PABPN1L,-17.88977777777778,1.0,1.0,1.0
ACTB,PACC1,-17.88977777777778,1.0,1.0,1.0
ACTB,PRAMEF13,-17.88977777777778,1.0,1.0,1.0
ACTB,MRPL20,-17.88977777777778,1.0,1.0,1.0
ACTB,MTUS2,-17.88977777777778,1.0,1.0,1.0
ACTB,PNKP,-17.88977777777778,1.0,1.0,1.0
ACTB,FGFR3,-17.88977777777778,1.0,1.0,1.0
ACTB,FREM2,-17.88977777777778,1.0,1.0,1.0
ACTB,DTYMK,-17.88977777777778,1.0,1.0,1.0
ACTB,PHTF2,-17.88977777777778,1.0,1.0,1.0
ACTB,MYZAP,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC53,-17.88977777777778,1.0,1.0,1.0
ACTB,PHLPP1,-17.88977777777778,1.0,1.0,1.0
ACTB,ELF4,-17.88977777777778,1.0,1.0,1.0
ACTB,LENG9,-17.88977777777778,1.0,1.0,1.0
ACTB,DUSP4,-17.88977777777778,1.0,1.0,1.0
ACTB,DUXA,-17.88977777777778,1.0,1.0,1.0
ACTB,FRA10AC1,-17.88977777777778,1.0,1.0,1.0
ACTB,ELK4,-17.88977777777778,1.0,1.0,1.0
ACTB,FPGT,-17.88977777777778,1.0,1.0,1.0
ACTB,PHF19,-17.88977777777778,1.0,1.0,1.0
ACTB,PHF10,-17.88977777777778,1.0,1.0,1.0
ACTB,NAALAD2,-17.88977777777778,1.0,1.0,1.0
ACTB,NAB2,-17.88977777777778,1.0,1.0,1.0
ACTB,FOXN1,-17.88977777777778,1.0,1.0,1.0
ACTB,NCSTN,-17.88977777777778,1.0,1.0,1.0
ACTB,PHB2,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC4B,-17.88977777777778,1.0,1.0,1.0
ACTB,ELK1,-17.88977777777778,1.0,1.0,1.0
ACTB,MYSM1,-17.88977777777778,1.0,1.0,1.0
ACTB,PDCL2,-17.88977777777778,1.0,1.0,1.0
ACTB,MYO7B,-17.88977777777778,1.0,1.0,1.0
ACTB,MYO1H,-17.88977777777778,1.0,1.0,1.0
ACTB,FIBCD1,-17.88977777777778,1.0,1.0,1.0
ACTB,NDNF,-17.88977777777778,1.0,1.0,1.0
ACTB,LCA5,-17.88977777777778,1.0,1.0,1.0
ACTB,MYO3A,-17.88977777777778,1.0,1.0,1.0
ACTB,FRMD8;FRMD8P1,-17.88977777777778,1.0,1.0,1.0
ACTB,DTNA;DTNB,-17.88977777777778,1.0,1.0,1.0
ACTB,PCNA,-17.88977777777778,1.0,1.0,1.0
ACTB,PCOLCE,-17.88977777777778,1.0,1.0,1.0
ACTB,PIGH,-17.88977777777778,1.0,1.0,1.0
ACTB,MYRF,-17.88977777777778,1.0,1.0,1.0
ACTB,PCSK4,-17.88977777777778,1.0,1.0,1.0
ACTB,FRK,-17.88977777777778,1.0,1.0,1.0
ACTB,PICK1,-17.88977777777778,1.0,1.0,1.0
ACTB,DTX2,-17.88977777777778,1.0,1.0,1.0
ACTB,LCK,-17.88977777777778,1.0,1.0,1.0
ACTB,MYOCD,-17.88977777777778,1.0,1.0,1.0
ACTB,PIAS3,-17.88977777777778,1.0,1.0,1.0
ACTB,MYOM3,-17.88977777777778,1.0,1.0,1.0
ACTB,FREM3,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC17,-17.88977777777778,1.0,1.0,1.0
ACTB,DZIP1L,-17.88977777777778,1.0,1.0,1.0
ACTB,GAL3ST4,-17.88977777777778,1.0,1.0,1.0
ACTB,NCALD,-17.88977777777778,1.0,1.0,1.0
ACTB,NAXD,-17.88977777777778,1.0,1.0,1.0
ACTB,PDE6C,-17.88977777777778,1.0,1.0,1.0
ACTB,NBDY,-17.88977777777778,1.0,1.0,1.0
ACTB,PENK,-17.88977777777778,1.0,1.0,1.0
ACTB,FMOD,-17.88977777777778,1.0,1.0,1.0
ACTB,LEFTY1;LEFTY2,-17.88977777777778,1.0,1.0,1.0
ACTB,NBPF10;NBPF20;NBPF8;NBPF9,-17.88977777777778,1.0,1.0,1.0
ACTB,FMO3,-17.88977777777778,1.0,1.0,1.0
ACTB,PDZK1;PDZK1P1,-17.88977777777778,1.0,1.0,1.0
ACTB,H2BK1,-17.88977777777778,1.0,1.0,1.0
ACTB,PEX3,-17.88977777777778,1.0,1.0,1.0
ACTB,EFCAB7,-17.88977777777778,1.0,1.0,1.0
ACTB,EFCC1,-17.88977777777778,1.0,1.0,1.0
ACTB,PDK1,-17.88977777777778,1.0,1.0,1.0
ACTB,PDK2,-17.88977777777778,1.0,1.0,1.0
ACTB,EFHB,-17.88977777777778,1.0,1.0,1.0
ACTB,EFNB2,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC37A,-17.88977777777778,1.0,1.0,1.0
ACTB,FLCN,-17.88977777777778,1.0,1.0,1.0
ACTB,EFS,-17.88977777777778,1.0,1.0,1.0
ACTB,FOSB,-17.88977777777778,1.0,1.0,1.0
ACTB,EDEM1,-17.88977777777778,1.0,1.0,1.0
ACTB,PGR,-17.88977777777778,1.0,1.0,1.0
ACTB,PGGHG,-17.88977777777778,1.0,1.0,1.0
ACTB,PGM5,-17.88977777777778,1.0,1.0,1.0
ACTB,NCKAP1L,-17.88977777777778,1.0,1.0,1.0
ACTB,NANS,-17.88977777777778,1.0,1.0,1.0
ACTB,PGM2L1,-17.88977777777778,1.0,1.0,1.0
ACTB,PGM2,-17.88977777777778,1.0,1.0,1.0
ACTB,PGM1,-17.88977777777778,1.0,1.0,1.0
ACTB,PGK2,-17.88977777777778,1.0,1.0,1.0
ACTB,HECW1,-17.88977777777778,1.0,1.0,1.0
ACTB,FOXJ2,-17.88977777777778,1.0,1.0,1.0
ACTB,PGBD1,-17.88977777777778,1.0,1.0,1.0
ACTB,NARS2,-17.88977777777778,1.0,1.0,1.0
ACTB,FOXD4L1,-17.88977777777778,1.0,1.0,1.0
ACTB,PGAP4,-17.88977777777778,1.0,1.0,1.0
ACTB,PGAP3,-17.88977777777778,1.0,1.0,1.0
ACTB,PDE1C,-17.88977777777778,1.0,1.0,1.0
ACTB,E2F7,-17.88977777777778,1.0,1.0,1.0
ACTB,FOXD2,-17.88977777777778,1.0,1.0,1.0
ACTB,E2F8,-17.88977777777778,1.0,1.0,1.0
ACTB,EBF2,-17.88977777777778,1.0,1.0,1.0
ACTB,LCORL,-17.88977777777778,1.0,1.0,1.0
ACTB,FHIP2B,-17.88977777777778,1.0,1.0,1.0
ACTB,PIK3R1,-17.88977777777778,1.0,1.0,1.0
ACTB,HELT,-17.88977777777778,1.0,1.0,1.0
ACTB,PLEKHF1,-17.88977777777778,1.0,1.0,1.0
ACTB,PLEKHM3,-17.88977777777778,1.0,1.0,1.0
ACTB,GABRR2,-17.88977777777778,1.0,1.0,1.0
ACTB,MVB12B,-17.88977777777778,1.0,1.0,1.0
ACTB,PLEKHH2,-17.88977777777778,1.0,1.0,1.0
ACTB,PLEKHG4B,-17.88977777777778,1.0,1.0,1.0
ACTB,LGALS4,-17.88977777777778,1.0,1.0,1.0
ACTB,EMC8,-17.88977777777778,1.0,1.0,1.0
ACTB,GABRR1,-17.88977777777778,1.0,1.0,1.0
ACTB,GABPB1,-17.88977777777778,1.0,1.0,1.0
ACTB,DNPH1,-17.88977777777778,1.0,1.0,1.0
ACTB,DNASE1L1,-17.88977777777778,1.0,1.0,1.0
ACTB,PLEKHA7,-17.88977777777778,1.0,1.0,1.0
ACTB,MXRA7,-17.88977777777778,1.0,1.0,1.0
ACTB,NDUFAF2,-17.88977777777778,1.0,1.0,1.0
ACTB,MYADM,-17.88977777777778,1.0,1.0,1.0
ACTB,DOK3,-17.88977777777778,1.0,1.0,1.0
ACTB,PCDHA7,-17.88977777777778,1.0,1.0,1.0
ACTB,PLCB4,-17.88977777777778,1.0,1.0,1.0
ACTB,DOK6,-17.88977777777778,1.0,1.0,1.0
ACTB,NDUFAB1,-17.88977777777778,1.0,1.0,1.0
ACTB,DNHD1,-17.88977777777778,1.0,1.0,1.0
ACTB,PLK3,-17.88977777777778,1.0,1.0,1.0
ACTB,PIK3R6,-17.88977777777778,1.0,1.0,1.0
ACTB,MUC3B,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJB12,-17.88977777777778,1.0,1.0,1.0
ACTB,FGR,-17.88977777777778,1.0,1.0,1.0
ACTB,PMS2P11,-17.88977777777778,1.0,1.0,1.0
ACTB,PMPCA,-17.88977777777778,1.0,1.0,1.0
ACTB,MUC2,-17.88977777777778,1.0,1.0,1.0
ACTB,MUC20,-17.88977777777778,1.0,1.0,1.0
ACTB,EMILIN3,-17.88977777777778,1.0,1.0,1.0
ACTB,PLXND1,-17.88977777777778,1.0,1.0,1.0
ACTB,NDUFB4,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJC1,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJC5G,-17.88977777777778,1.0,1.0,1.0
ACTB,PCARE,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJC16,-17.88977777777778,1.0,1.0,1.0
ACTB,PLVAP,-17.88977777777778,1.0,1.0,1.0
ACTB,GAL3ST3,-17.88977777777778,1.0,1.0,1.0
ACTB,FHAD1,-17.88977777777778,1.0,1.0,1.0
ACTB,DNAJC18,-17.88977777777778,1.0,1.0,1.0
ACTB,MUC6,-17.88977777777778,1.0,1.0,1.0
ACTB,PLS1,-17.88977777777778,1.0,1.0,1.0
ACTB,MUL1,-17.88977777777778,1.0,1.0,1.0
ACTB,MYB,-17.88977777777778,1.0,1.0,1.0
ACTB,PLCB2,-17.88977777777778,1.0,1.0,1.0
ACTB,PLCB1,-17.88977777777778,1.0,1.0,1.0
ACTB,PISD,-17.88977777777778,1.0,1.0,1.0
ACTB,PIWIL2,-17.88977777777778,1.0,1.0,1.0
ACTB,FHIP1B,-17.88977777777778,1.0,1.0,1.0
ACTB,FURIN,-17.88977777777778,1.0,1.0,1.0
ACTB,FUOM,-17.88977777777778,1.0,1.0,1.0
ACTB,FUNDC2,-17.88977777777778,1.0,1.0,1.0
ACTB,PCED1B,-17.88977777777778,1.0,1.0,1.0
ACTB,DPYSL4,-17.88977777777778,1.0,1.0,1.0
ACTB,PITPNC1,-17.88977777777778,1.0,1.0,1.0
ACTB,H1-7,-17.88977777777778,1.0,1.0,1.0
ACTB,FSTL5,-17.88977777777778,1.0,1.0,1.0
ACTB,MYBL1,-17.88977777777778,1.0,1.0,1.0
ACTB,PIPOX,-17.88977777777778,1.0,1.0,1.0
ACTB,PIP4K2A,-17.88977777777778,1.0,1.0,1.0
ACTB,HEPH,-17.88977777777778,1.0,1.0,1.0
ACTB,PIN4,-17.88977777777778,1.0,1.0,1.0
ACTB,FSHR,-17.88977777777778,1.0,1.0,1.0
ACTB,PIM2,-17.88977777777778,1.0,1.0,1.0
ACTB,FRMPD2,-17.88977777777778,1.0,1.0,1.0
ACTB,MYO1G,-17.88977777777778,1.0,1.0,1.0
ACTB,NDUFA12,-17.88977777777778,1.0,1.0,1.0
ACTB,MYH4,-17.88977777777778,1.0,1.0,1.0
ACTB,PIWIL3,-17.88977777777778,1.0,1.0,1.0
ACTB,FXYD1,-17.88977777777778,1.0,1.0,1.0
ACTB,MYH16,-17.88977777777778,1.0,1.0,1.0
ACTB,HEXA,-17.88977777777778,1.0,1.0,1.0
ACTB,PLA2G6,-17.88977777777778,1.0,1.0,1.0
ACTB,PLA2G4D,-17.88977777777778,1.0,1.0,1.0
ACTB,PCDHB18P,-17.88977777777778,1.0,1.0,1.0
ACTB,DOP1B,-17.88977777777778,1.0,1.0,1.0
ACTB,PLA2G15,-17.88977777777778,1.0,1.0,1.0
ACTB,PCDHGA10;PCDHGA9,-17.88977777777778,1.0,1.0,1.0
ACTB,FHDC1,-17.88977777777778,1.0,1.0,1.0
ACTB,MYCBPAP,-17.88977777777778,1.0,1.0,1.0
ACTB,PCDHGA2,-17.88977777777778,1.0,1.0,1.0
ACTB,DPM1,-17.88977777777778,1.0,1.0,1.0
ACTB,LRRC74B,-17.88977777777778,1.0,1.0,1.0
ACTB,FZR1,-17.88977777777778,1.0,1.0,1.0
ACTB,PKMYT1,-17.88977777777778,1.0,1.0,1.0
ACTB,FZD6,-17.88977777777778,1.0,1.0,1.0
ACTB,FZD3,-17.88977777777778,1.0,1.0,1.0
ACTB,FYN,-17.88977777777778,1.0,1.0,1.0
ACTB,PKDCC,-17.88977777777778,1.0,1.0,1.0
ACTB,PKD1L3,-17.88977777777778,1.0,1.0,1.0
ACTB,MMGT1,-17.88977777777778,1.0,1.0,1.0
ACTB,DELE1,-17.88977777777778,1.0,1.0,1.0
ACTB,OSBP2,-17.88977777777778,1.0,1.0,1.0
ACTB,MCAT,-17.88977777777778,1.0,1.0,1.0
ACTB,NR0B1,-17.88977777777778,1.0,1.0,1.0
ACTB,RAD1,-17.88977777777778,1.0,1.0,1.0
ACTB,GPR87,-17.88977777777778,1.0,1.0,1.0
ACTB,GPR180,-17.88977777777778,1.0,1.0,1.0
ACTB,LMF1,-17.88977777777778,1.0,1.0,1.0
ACTB,NPTN,-17.88977777777778,1.0,1.0,1.0
ACTB,MBP,-17.88977777777778,1.0,1.0,1.0
ACTB,LONRF3,-17.88977777777778,1.0,1.0,1.0
ACTB,MAG,-17.88977777777778,1.0,1.0,1.0
ACTB,RABEP2,-17.88977777777778,1.0,1.0,1.0
ACTB,PXDC1,-17.88977777777778,1.0,1.0,1.0
ACTB,GPR174,-17.88977777777778,1.0,1.0,1.0
ACTB,F8,-17.88977777777778,1.0,1.0,1.0
ACTB,MAFG,-17.88977777777778,1.0,1.0,1.0
ACTB,LOXHD1,-17.88977777777778,1.0,1.0,1.0
ACTB,MAF1,-17.88977777777778,1.0,1.0,1.0
ACTB,GPR158,-17.88977777777778,1.0,1.0,1.0
ACTB,RAB3IP,-17.88977777777778,1.0,1.0,1.0
ACTB,GPR143,-17.88977777777778,1.0,1.0,1.0
ACTB,NUS1,-17.88977777777778,1.0,1.0,1.0
ACTB,NUP37,-17.88977777777778,1.0,1.0,1.0
ACTB,FAHD2A,-17.88977777777778,1.0,1.0,1.0
ACTB,MBLAC1,-17.88977777777778,1.0,1.0,1.0
ACTB,CSN1S2,-17.88977777777778,1.0,1.0,1.0
ACTB,HCRTR2,-17.88977777777778,1.0,1.0,1.0
ACTB,CRTC2,-17.88977777777778,1.0,1.0,1.0
ACTB,FAM169A,-17.88977777777778,1.0,1.0,1.0
ACTB,INPP5J,-17.88977777777778,1.0,1.0,1.0
ACTB,FAM168A,-17.88977777777778,1.0,1.0,1.0
ACTB,CRYBG2,-17.88977777777778,1.0,1.0,1.0
ACTB,KRT24,-17.88977777777778,1.0,1.0,1.0
ACTB,KRT26,-17.88977777777778,1.0,1.0,1.0
ACTB,RALA,-17.88977777777778,1.0,1.0,1.0
ACTB,CSF1R,-17.88977777777778,1.0,1.0,1.0
