Bait,Prey,mean_diff,mean_diff_FDR_shuffle,mean_diff_FDR_pairs,FDR
MAPRE3,OSBPL7,-217.5611111111111,1.0,1.0,1.0
MAPRE3,RAB28,-217.67333333333332,1.0,1.0,1.0
MAPRE3,CDS2,-217.67777777777775,1.0,1.0,1.0
MAPRE3,VPS41,-217.7832222222222,1.0,1.0,1.0
MAPRE3,TUBD1,-217.89444444444445,1.0,1.0,1.0
MAPRE3,ZMYM5,-218.67444444444445,1.0,1.0,1.0
MAPRE3,PLEKHM1,-219.00777777777776,1.0,1.0,1.0
MAPRE3,HAGHL,-219.00777777777776,1.0,1.0,1.0
MAPRE3,ERH,-219.5622222222222,1.0,1.0,1.0
MAPRE3,QNG1,-219.78666666666663,1.0,1.0,1.0
MAPRE3,BRD3,-220.56444444444443,1.0,1.0,1.0
MAPRE3,PEX13,-220.89555555555555,1.0,1.0,1.0
MAPRE3,TSEN54,-221.78777777777776,1.0,1.0,1.0
MAPRE3,ARFGEF3,-222.34,1.0,1.0,1.0
MAPRE3,MTSS1,-222.56333333333333,1.0,1.0,1.0
MAPRE3,PYROXD1,-223.33888888888887,1.0,1.0,1.0
MAPRE3,SERPINA3,-223.34,1.0,1.0,1.0
MAPRE3,SRPK2,-224.34,1.0,1.0,1.0
MAPRE3,GMPPA,-224.34333333333333,1.0,1.0,1.0
MAPRE3,ARMC6,-225.34444444444443,1.0,1.0,1.0
MAPRE3,DOLPP1,-225.45222222222225,1.0,1.0,1.0
MAPRE3,AZGP1,-226.67555555555555,1.0,1.0,1.0
MAPRE3,PIGO,-226.89555555555555,1.0,1.0,1.0
MAPRE3,CCNL2,-227.56666666666663,1.0,1.0,1.0
MAPRE3,MTARC1,-229.7888888888889,1.0,1.0,1.0
MAPRE3,AP4S1,-231.78444444444443,1.0,1.0,1.0
MAPRE3,TFDP3,-231.8961111111111,1.0,1.0,1.0
MAPRE3,DAGLB,-233.34444444444443,1.0,1.0,1.0
MAPRE3,RPP25,-234.11777777777775,1.0,1.0,1.0
MAPRE3,HMGXB3,-234.89777777777775,1.0,1.0,1.0
MAPRE3,FAM53A,-234.8988888888889,1.0,1.0,1.0
MAPRE3,ITPRIPL2,-237.89555555555555,1.0,1.0,1.0
MAPRE3,VCAM1,-239.56444444444443,1.0,1.0,1.0
MAPRE3,CENPV,-239.56555555555556,1.0,1.0,1.0
MAPRE3,BID,-239.6752222222222,1.0,1.0,1.0
MAPRE3,RBFOX1;RBFOX2,-239.89777777777775,1.0,1.0,1.0
MAPRE3,BLK,-241.34444444444443,1.0,1.0,1.0
MAPRE3,NDUFAF7,-242.2288888888889,1.0,1.0,1.0
MAPRE3,DDX28,-242.89666666666668,1.0,1.0,1.0
MAPRE3,SAP30L,-242.9,1.0,1.0,1.0
MAPRE3,RNASEH2B,-244.34111111111113,1.0,1.0,1.0
MAPRE3,LAGE3,-244.34444444444443,1.0,1.0,1.0
MAPRE3,C17orf99,-247.23666666666668,1.0,1.0,1.0
MAPRE3,ANKRD20A12P,-247.78666666666663,1.0,1.0,1.0
MAPRE3,RNF168,-248.23222222222225,1.0,1.0,1.0
MAPRE3,ISYNA1,-249.34666666666664,1.0,1.0,1.0
MAPRE3,HCN3,-249.67555555555555,1.0,1.0,1.0
MAPRE3,MVK,-249.67666666666668,1.0,1.0,1.0
MAPRE3,KXD1,-250.1222222222222,1.0,1.0,1.0
MAPRE3,HIRIP3,-250.78666666666663,1.0,1.0,1.0
MAPRE3,CFLAR,-252.5677777777778,1.0,1.0,1.0
MAPRE3,ANK2,-253.1188888888889,1.0,1.0,1.0
MAPRE3,SLC38A1,-254.0077777777778,1.0,1.0,1.0
MAPRE3,EXTL3,-254.0111111111111,1.0,1.0,1.0
MAPRE3,SNRK,-254.45333333333332,1.0,1.0,1.0
MAPRE3,PARP2,-255.5622222222222,1.0,1.0,1.0
MAPRE3,MUSK,-256.0055555555556,1.0,1.0,1.0
MAPRE3,TYK2,-256.4533333333333,1.0,1.0,1.0
MAPRE3,PSORS1C2,-256.56444444444446,1.0,1.0,1.0
MAPRE3,FKBP7,-256.8966666666667,1.0,1.0,1.0
MAPRE3,ANKS1B,-257.12111111111113,1.0,1.0,1.0
MAPRE3,KDM5D,-258.78555555555556,1.0,1.0,1.0
MAPRE3,TMCO4,-259.23333333333335,1.0,1.0,1.0
MAPRE3,SGMS1,-259.3411111111111,1.0,1.0,1.0
MAPRE3,COA4,-259.5622222222222,1.0,1.0,1.0
MAPRE3,ZMIZ2,-260.5655555555556,1.0,1.0,1.0
MAPRE3,DRGX,-260.9,1.0,1.0,1.0
MAPRE3,ARPP19,-261.56333333333333,1.0,1.0,1.0
MAPRE3,JAG2,-261.7888888888889,1.0,1.0,1.0
MAPRE3,PDRG1,-263.11888888888893,1.0,1.0,1.0
MAPRE3,CDH17,-263.90222222222224,1.0,1.0,1.0
MAPRE3,TSR3,-264.6744444444445,1.0,1.0,1.0
MAPRE3,ZNF597,-264.7877777777778,1.0,1.0,1.0
MAPRE3,RBAK,-264.7911111111111,1.0,1.0,1.0
MAPRE3,MPHOSPH6,-265.00666666666666,1.0,1.0,1.0
MAPRE3,MEAK7,-265.23,1.0,1.0,1.0
MAPRE3,PRRT1,-265.2311111111111,1.0,1.0,1.0
MAPRE3,YJU2B,-265.8966666666667,1.0,1.0,1.0
MAPRE3,KLHDC4,-266.45222222222225,1.0,1.0,1.0
MAPRE3,MEF2A,-267.01,1.0,1.0,1.0
MAPRE3,PARP8,-267.0111111111111,1.0,1.0,1.0
MAPRE3,CCDC28A,-268.56444444444446,1.0,1.0,1.0
MAPRE3,SP1,-269.1215555555556,1.0,1.0,1.0
MAPRE3,PJA2,-269.1222222222222,1.0,1.0,1.0
MAPRE3,FUCA1,-269.56333333333333,1.0,1.0,1.0
MAPRE3,ANGEL1,-270.0111111111111,1.0,1.0,1.0
MAPRE3,SNAPIN,-270.0111111111111,1.0,1.0,1.0
MAPRE3,CDKN2C,-270.22999999999996,1.0,1.0,1.0
MAPRE3,CARS2,-271.4533333333333,1.0,1.0,1.0
MAPRE3,MYO1F,-271.78555555555556,1.0,1.0,1.0
MAPRE3,SPTB,-272.23,1.0,1.0,1.0
MAPRE3,TMEM39A,-274.67555555555555,1.0,1.0,1.0
MAPRE3,FAT3,-274.78444444444443,1.0,1.0,1.0
MAPRE3,ZNHIT3,-274.8966666666667,1.0,1.0,1.0
MAPRE3,MRPL11,-276.1244444444444,1.0,1.0,1.0
MAPRE3,LTBP1,-276.45222222222225,1.0,1.0,1.0
MAPRE3,ALS2,-277.7911111111111,1.0,1.0,1.0
MAPRE3,ZNF83,-278.8955555555556,1.0,1.0,1.0
MAPRE3,MAN2C1,-278.8966666666667,1.0,1.0,1.0
MAPRE3,RNF216,-279.34666666666664,1.0,1.0,1.0
MAPRE3,WDR82,-279.56888888888886,1.0,1.0,1.0
MAPRE3,VANGL1,-281.8988888888889,1.0,1.0,1.0
MAPRE3,IPO13,-282.4566666666667,1.0,1.0,1.0
MAPRE3,HIP1,-283.11888888888893,1.0,1.0,1.0
MAPRE3,MXRA5,-283.56444444444446,1.0,1.0,1.0
MAPRE3,PIGL,-283.79,1.0,1.0,1.0
MAPRE3,PRDM11,-285.34444444444443,1.0,1.0,1.0
MAPRE3,SSU72,-286.12111111111113,1.0,1.0,1.0
MAPRE3,NOVA1,-286.56333333333333,1.0,1.0,1.0
MAPRE3,MGAT5,-286.56888888888886,1.0,1.0,1.0
MAPRE3,XRCC4,-288.0077777777778,1.0,1.0,1.0
MAPRE3,DEPDC1B,-288.0111111111111,1.0,1.0,1.0
MAPRE3,DCAF5,-288.78666666666663,1.0,1.0,1.0
MAPRE3,RMND1,-291.01,1.0,1.0,1.0
MAPRE3,ICMT,-291.45444444444445,1.0,1.0,1.0
MAPRE3,TMA16,-291.6762222222222,1.0,1.0,1.0
MAPRE3,INO80D,-292.6744444444445,1.0,1.0,1.0
MAPRE3,ZNF646,-292.7855555555555,1.0,1.0,1.0
MAPRE3,AK6,-293.89966666666663,1.0,1.0,1.0
MAPRE3,ATG4C,-294.8966666666667,1.0,1.0,1.0
MAPRE3,CFAP99,-294.8966666666667,1.0,1.0,1.0
MAPRE3,RAB12,-295.8976666666666,1.0,1.0,1.0
MAPRE3,NRBP2,-296.11888888888893,1.0,1.0,1.0
MAPRE3,SIN3B,-296.2344444444445,1.0,1.0,1.0
MAPRE3,SPOUT1,-297.0111111111111,1.0,1.0,1.0
MAPRE3,ASB6,-297.56333333333333,1.0,1.0,1.0
MAPRE3,TMEM74B,-297.56444444444446,1.0,1.0,1.0
MAPRE3,GCDH,-297.7922222222222,1.0,1.0,1.0
MAPRE3,NDFIP1,-297.8966666666667,1.0,1.0,1.0
MAPRE3,ST7,-298.00888888888886,1.0,1.0,1.0
MAPRE3,REV3L,-298.45222222222225,1.0,1.0,1.0
MAPRE3,VPS37B,-299.23555555555555,1.0,1.0,1.0
MAPRE3,SF3A2,-301.0142222222222,1.0,1.0,1.0
MAPRE3,GMPR2,-301.4555555555555,1.0,1.0,1.0
MAPRE3,FADS2,-301.78555555555556,1.0,1.0,1.0
MAPRE3,EED,-302.8966666666667,1.0,1.0,1.0
MAPRE3,MRPL13,-303.2322222222222,1.0,1.0,1.0
MAPRE3,ZNF282,-304.11888888888893,1.0,1.0,1.0
MAPRE3,LXN,-304.11888888888893,1.0,1.0,1.0
MAPRE3,ADGRD2,-304.56888888888886,1.0,1.0,1.0
MAPRE3,DGUOK,-305.67866666666663,1.0,1.0,1.0
MAPRE3,ACP5,-305.7911111111111,1.0,1.0,1.0
MAPRE3,LCMT1,-305.8977777777778,1.0,1.0,1.0
MAPRE3,C6orf120,-306.12333333333333,1.0,1.0,1.0
MAPRE3,DNAH2,-306.34666666666664,1.0,1.0,1.0
MAPRE3,MAP3K5,-308.6766666666667,1.0,1.0,1.0
MAPRE3,CIRBP,-308.8966666666667,1.0,1.0,1.0
MAPRE3,ZW10,-310.23333333333335,1.0,1.0,1.0
MAPRE3,FBXO9,-311.0077777777778,1.0,1.0,1.0
MAPRE3,ELK3,-312.34222222222223,1.0,1.0,1.0
MAPRE3,ZNF816,-313.00888888888886,1.0,1.0,1.0
MAPRE3,METAP2,-314.23555555555555,1.0,1.0,1.0
MAPRE3,SH3BP5,-314.4566666666667,1.0,1.0,1.0
MAPRE3,PSMG2,-314.8966666666667,1.0,1.0,1.0
MAPRE3,TFAP2A;TFAP2B,-315.0111111111111,1.0,1.0,1.0
MAPRE3,RGL2,-315.6766666666667,1.0,1.0,1.0
MAPRE3,OLFM2,-315.8966666666667,1.0,1.0,1.0
MAPRE3,ASL,-316.24,1.0,1.0,1.0
MAPRE3,EIF3I,-317.0077777777778,1.0,1.0,1.0
MAPRE3,HEATR6,-318.2338888888888,1.0,1.0,1.0
MAPRE3,SUSD2,-318.67555555555555,1.0,1.0,1.0
MAPRE3,PNPLA8,-319.0077777777778,1.0,1.0,1.0
MAPRE3,TMEM183A;TMEM183BP,-319.12333333333333,1.0,1.0,1.0
MAPRE3,TACSTD2,-319.45444444444445,1.0,1.0,1.0
MAPRE3,ADAM17,-320.1222222222222,1.0,1.0,1.0
MAPRE3,C1orf94,-321.12,1.0,1.0,1.0
MAPRE3,ARHGEF4,-321.34555555555556,1.0,1.0,1.0
MAPRE3,SH2D3C,-322.2344444444445,1.0,1.0,1.0
MAPRE3,MAP3K10,-322.45444444444445,1.0,1.0,1.0
MAPRE3,PPP3R1,-324.4566666666667,1.0,1.0,1.0
MAPRE3,TTC12,-325.00777777777773,1.0,1.0,1.0
MAPRE3,TRPM3,-325.12,1.0,1.0,1.0
MAPRE3,MCU,-326.5677777777778,1.0,1.0,1.0
MAPRE3,LRIG2,-326.5711111111111,1.0,1.0,1.0
MAPRE3,PLEKHG4,-326.9,1.0,1.0,1.0
MAPRE3,ZBTB4,-327.01444444444445,1.0,1.0,1.0
MAPRE3,KIAA2026,-328.12111111111113,1.0,1.0,1.0
MAPRE3,BAK1,-328.5655555555556,1.0,1.0,1.0
MAPRE3,POLL,-328.8966666666667,1.0,1.0,1.0
MAPRE3,SCAND3,-329.34555555555556,1.0,1.0,1.0
MAPRE3,MAP3K12,-329.7888888888889,1.0,1.0,1.0
MAPRE3,FLAD1,-329.78999999999996,1.0,1.0,1.0
MAPRE3,GNL1,-331.4555555555555,1.0,1.0,1.0
MAPRE3,C18orf63,-332.00888888888886,1.0,1.0,1.0
MAPRE3,HDAC3,-332.90222222222224,1.0,1.0,1.0
MAPRE3,MLLT10,-333.56888888888886,1.0,1.0,1.0
MAPRE3,CTRL,-333.5733333333333,1.0,1.0,1.0
MAPRE3,BPESC1,-333.5733333333333,1.0,1.0,1.0
MAPRE3,STK19,-333.90222222222224,1.0,1.0,1.0
MAPRE3,ABCC4,-334.2322222222222,1.0,1.0,1.0
MAPRE3,NOM1,-334.3453333333334,1.0,1.0,1.0
MAPRE3,POR,-334.45444444444445,1.0,1.0,1.0
MAPRE3,SMAD1;SMAD5,-334.8977777777778,1.0,1.0,1.0
MAPRE3,SPIRE1,-337.78666666666663,1.0,1.0,1.0
MAPRE3,DOK5,-338.56333333333333,1.0,1.0,1.0
MAPRE3,C19orf44,-338.5677777777778,1.0,1.0,1.0
MAPRE3,SLC12A8,-338.67777777777775,1.0,1.0,1.0
MAPRE3,RRAS;RRAS2,-340.7922222222222,1.0,1.0,1.0
MAPRE3,DEPDC5,-341.34444444444443,1.0,1.0,1.0
MAPRE3,B4GALT1,-341.6744444444445,1.0,1.0,1.0
MAPRE3,LPGAT1,-341.7896666666667,1.0,1.0,1.0
MAPRE3,TARS3,-346.90666666666664,1.0,1.0,1.0
MAPRE3,NACC2,-347.34333333333336,1.0,1.0,1.0
MAPRE3,TIAM2,-347.9,1.0,1.0,1.0
MAPRE3,GNAI1,-348.0146666666667,1.0,1.0,1.0
MAPRE3,IFNGR1,-348.34444444444443,1.0,1.0,1.0
MAPRE3,PFDN4,-349.12333333333333,1.0,1.0,1.0
MAPRE3,CST11,-350.9,1.0,1.0,1.0
MAPRE3,ELOVL1,-351.5655555555556,1.0,1.0,1.0
MAPRE3,LAMTOR3,-352.0111111111111,1.0,1.0,1.0
MAPRE3,MRPL16,-354.01,1.0,1.0,1.0
MAPRE3,TENT5A,-355.7911111111111,1.0,1.0,1.0
MAPRE3,BCAT2,-356.2311111111111,1.0,1.0,1.0
MAPRE3,KIF5A,-357.5677777777778,1.0,1.0,1.0
MAPRE3,SBNO2,-360.23555555555555,1.0,1.0,1.0
MAPRE3,ALDH1L1,-360.5711111111111,1.0,1.0,1.0
MAPRE3,DCPS,-361.0177777777778,1.0,1.0,1.0
MAPRE3,LMCD1,-361.57,1.0,1.0,1.0
MAPRE3,PSKH1,-362.1222222222222,1.0,1.0,1.0
MAPRE3,PBX2,-362.68111111111114,1.0,1.0,1.0
MAPRE3,COG8,-365.7944444444444,1.0,1.0,1.0
MAPRE3,CERS6,-366.34222222222223,1.0,1.0,1.0
MAPRE3,CCDC57,-367.4544444444445,1.0,1.0,1.0
MAPRE3,SEC23B,-367.56666666666666,1.0,1.0,1.0
MAPRE3,TMED1,-368.1222222222222,1.0,1.0,1.0
MAPRE3,SGPL1,-368.7922222222222,1.0,1.0,1.0
MAPRE3,NMT2,-369.1233333333333,1.0,1.0,1.0
MAPRE3,CES2,-369.56666666666666,1.0,1.0,1.0
MAPRE3,CENPU,-370.4577777777778,1.0,1.0,1.0
MAPRE3,NUDT1,-370.4588888888889,1.0,1.0,1.0
MAPRE3,ART4,-370.78666666666663,1.0,1.0,1.0
MAPRE3,RUNX2,-370.9044444444445,1.0,1.0,1.0
MAPRE3,KRT31,-371.01222222222225,1.0,1.0,1.0
MAPRE3,COPS4,-371.68333333333334,1.0,1.0,1.0
MAPRE3,FAM210B,-373.23777777777775,1.0,1.0,1.0
MAPRE3,INO80B,-373.3488888888889,1.0,1.0,1.0
MAPRE3,ITPRIP,-373.6822222222222,1.0,1.0,1.0
MAPRE3,UQCC1,-373.9,1.0,1.0,1.0
MAPRE3,NIT2,-373.90222222222224,1.0,1.0,1.0
MAPRE3,TBC1D22B,-374.13,1.0,1.0,1.0
MAPRE3,PUSL1,-375.00888888888886,1.0,1.0,1.0
MAPRE3,LAMA3,-375.56444444444446,1.0,1.0,1.0
MAPRE3,MBNL1,-376.01,1.0,1.0,1.0
MAPRE3,SMU1,-376.7877777777778,1.0,1.0,1.0
MAPRE3,SLC4A3,-380.34666666666664,1.0,1.0,1.0
MAPRE3,ADCY1,-380.46,1.0,1.0,1.0
MAPRE3,MAP4K2,-381.5655555555556,1.0,1.0,1.0
MAPRE3,RUBCN,-381.56777777777774,1.0,1.0,1.0
MAPRE3,S1PR1,-382.13222222222225,1.0,1.0,1.0
MAPRE3,STX18,-382.3488888888889,1.0,1.0,1.0
MAPRE3,INTS5,-383.34833333333336,1.0,1.0,1.0
MAPRE3,DOCK8,-383.5711111111111,1.0,1.0,1.0
MAPRE3,NR1D1;NR1D2,-383.67777777777775,1.0,1.0,1.0
MAPRE3,BBS10,-383.90222222222224,1.0,1.0,1.0
MAPRE3,EDEM3,-384.6788888888889,1.0,1.0,1.0
MAPRE3,CNTNAP2,-385.35,1.0,1.0,1.0
MAPRE3,MRPS15,-385.90222222222224,1.0,1.0,1.0
MAPRE3,POLR1D,-386.1222222222222,1.0,1.0,1.0
MAPRE3,CSNK2A1;CSNK2A3,-386.34333333333336,1.0,1.0,1.0
MAPRE3,BCAM,-386.68666666666667,1.0,1.0,1.0
MAPRE3,ENO4,-388.3455555555555,1.0,1.0,1.0
MAPRE3,APAF1,-388.3455555555555,1.0,1.0,1.0
MAPRE3,PPP2R5A,-388.4574444444445,1.0,1.0,1.0
MAPRE3,COQ3,-388.57222222222225,1.0,1.0,1.0
MAPRE3,LIN37,-388.6788888888889,1.0,1.0,1.0
MAPRE3,HSPA2,-390.01222222222225,1.0,1.0,1.0
MAPRE3,NFATC3,-390.1233333333333,1.0,1.0,1.0
MAPRE3,ILVBL,-391.79333333333335,1.0,1.0,1.0
MAPRE3,NFXL1,-391.90777777777777,1.0,1.0,1.0
MAPRE3,CREB3L1,-392.6786666666667,1.0,1.0,1.0
MAPRE3,COQ8B,-393.573,1.0,1.0,1.0
MAPRE3,PLSCR3,-394.3566666666667,1.0,1.0,1.0
MAPRE3,LRRC1,-394.57,1.0,1.0,1.0
MAPRE3,AMACR,-395.01666666666665,1.0,1.0,1.0
MAPRE3,PMVK,-395.23777777777775,1.0,1.0,1.0
MAPRE3,ZBTB7A,-395.3455555555555,1.0,1.0,1.0
MAPRE3,PALM,-395.34666666666664,1.0,1.0,1.0
MAPRE3,TAP2,-395.4544444444445,1.0,1.0,1.0
MAPRE3,ZNF12,-395.9011111111111,1.0,1.0,1.0
MAPRE3,CDKN1B,-395.90333333333336,1.0,1.0,1.0
MAPRE3,TBL1XR1,-396.2366666666667,1.0,1.0,1.0
MAPRE3,ALG2,-398.2311111111111,1.0,1.0,1.0
MAPRE3,FAAP100,-398.8988888888889,1.0,1.0,1.0
MAPRE3,DCTN6,-399.01222222222225,1.0,1.0,1.0
MAPRE3,THOC7,-400.2344444444445,1.0,1.0,1.0
MAPRE3,CCDC166,-400.2366666666667,1.0,1.0,1.0
MAPRE3,RBM7,-400.9044444444445,1.0,1.0,1.0
MAPRE3,AGRN,-401.8988888888889,1.0,1.0,1.0
MAPRE3,SLC25A23,-402.0188888888889,1.0,1.0,1.0
MAPRE3,HIVEP3,-402.34777777777776,1.0,1.0,1.0
MAPRE3,POMT1,-403.7933333333333,1.0,1.0,1.0
MAPRE3,AP1G2,-404.1222222222222,1.0,1.0,1.0
MAPRE3,PDCD2,-404.34666666666664,1.0,1.0,1.0
MAPRE3,RAB6A;RAB6B,-406.01222222222225,1.0,1.0,1.0
MAPRE3,NDUFAF3,-406.12333333333333,1.0,1.0,1.0
MAPRE3,PSMB4,-406.4611111111111,1.0,1.0,1.0
MAPRE3,ADCY9,-406.67777777777775,1.0,1.0,1.0
MAPRE3,SHROOM2,-406.6788888888889,1.0,1.0,1.0
MAPRE3,CENPO,-407.9055555555556,1.0,1.0,1.0
MAPRE3,CXCR4,-408.34666666666664,1.0,1.0,1.0
MAPRE3,PLOD3,-408.4566666666667,1.0,1.0,1.0
MAPRE3,MAGEB4,-409.1244444444444,1.0,1.0,1.0
MAPRE3,MCMDC2,-409.2388888888889,1.0,1.0,1.0
MAPRE3,C19orf47,-409.24,1.0,1.0,1.0
MAPRE3,PIK3CB,-409.34511111111107,1.0,1.0,1.0
MAPRE3,ZBED6,-409.7922222222222,1.0,1.0,1.0
MAPRE3,FOSL1,-412.0111111111112,1.0,1.0,1.0
MAPRE3,TWNK,-413.90222222222224,1.0,1.0,1.0
MAPRE3,NPHP3,-414.90222222222224,1.0,1.0,1.0
MAPRE3,KMT5B,-415.12333333333333,1.0,1.0,1.0
MAPRE3,RIMS2,-415.3444444444444,1.0,1.0,1.0
MAPRE3,MYT1L,-416.90333333333336,1.0,1.0,1.0
MAPRE3,HAL,-417.12333333333333,1.0,1.0,1.0
MAPRE3,TIPARP,-417.12888888888887,1.0,1.0,1.0
MAPRE3,MYO7A,-417.4555555555555,1.0,1.0,1.0
MAPRE3,NTF4,-418.4566666666667,1.0,1.0,1.0
MAPRE3,NPR1,-419.56888888888886,1.0,1.0,1.0
MAPRE3,KANSL2,-420.23333333333335,1.0,1.0,1.0
MAPRE3,CTSC,-422.1255555555556,1.0,1.0,1.0
MAPRE3,RGPD3,-422.68111111111114,1.0,1.0,1.0
MAPRE3,NDUFA13,-423.0111111111111,1.0,1.0,1.0
MAPRE3,CENPL,-423.1222222222222,1.0,1.0,1.0
MAPRE3,TRIM54,-424.9044444444445,1.0,1.0,1.0
MAPRE3,CCDC63,-425.12666666666667,1.0,1.0,1.0
MAPRE3,KCNK6,-425.79,1.0,1.0,1.0
MAPRE3,NCCRP1,-427.12333333333333,1.0,1.0,1.0
MAPRE3,MGMT,-427.4655555555556,1.0,1.0,1.0
MAPRE3,NFS1,-428.90777777777777,1.0,1.0,1.0
MAPRE3,DYTN,-429.57,1.0,1.0,1.0
MAPRE3,ING1,-429.7922222222222,1.0,1.0,1.0
MAPRE3,RFXAP,-429.7922222222222,1.0,1.0,1.0
MAPRE3,LDLRAP1,-431.12333333333333,1.0,1.0,1.0
MAPRE3,EXO1,-431.3455555555555,1.0,1.0,1.0
MAPRE3,NTRK2,-432.3522222222222,1.0,1.0,1.0
MAPRE3,DZIP3,-433.90166666666664,1.0,1.0,1.0
MAPRE3,PTCD1,-434.2355555555555,1.0,1.0,1.0
MAPRE3,CLCN3;CLCN4;CLCN5,-435.0111111111111,1.0,1.0,1.0
MAPRE3,AP2M1,-435.2355555555555,1.0,1.0,1.0
MAPRE3,ARL4C,-435.24,1.0,1.0,1.0
MAPRE3,PRR23D1;PRR23D2,-435.34666666666664,1.0,1.0,1.0
MAPRE3,ZNF337,-437.3455555555555,1.0,1.0,1.0
MAPRE3,SAAL1,-437.34666666666664,1.0,1.0,1.0
MAPRE3,BTF3,-437.5733333333333,1.0,1.0,1.0
MAPRE3,LIAT1,-437.68,1.0,1.0,1.0
MAPRE3,KDM1B,-438.3488888888889,1.0,1.0,1.0
MAPRE3,MED18,-438.7888888888889,1.0,1.0,1.0
MAPRE3,OGFOD1,-442.0144444444445,1.0,1.0,1.0
MAPRE3,TIA1,-442.56666666666666,1.0,1.0,1.0
MAPRE3,LAMB1,-443.1222222222222,1.0,1.0,1.0
MAPRE3,KAT2A,-444.0155555555555,1.0,1.0,1.0
MAPRE3,INPP5K,-447.0188888888889,1.0,1.0,1.0
MAPRE3,GATAD1,-447.35,1.0,1.0,1.0
MAPRE3,ZNF746;ZNF767P;ZNF783,-447.4588888888889,1.0,1.0,1.0
MAPRE3,NDUFAF1,-448.01222222222225,1.0,1.0,1.0
MAPRE3,DECR1,-449.23333333333335,1.0,1.0,1.0
MAPRE3,LAYN,-449.56666666666666,1.0,1.0,1.0
MAPRE3,WDR87,-451.23333333333335,1.0,1.0,1.0
MAPRE3,GIPC2,-451.2337777777778,1.0,1.0,1.0
MAPRE3,KDM6B,-452.7911111111111,1.0,1.0,1.0
MAPRE3,CCDC7,-453.4611111111111,1.0,1.0,1.0
MAPRE3,CMYA5,-453.57444444444445,1.0,1.0,1.0
MAPRE3,GINS3,-453.68888888888887,1.0,1.0,1.0
MAPRE3,MIER3,-454.3488888888889,1.0,1.0,1.0
MAPRE3,GALK1,-454.90222222222224,1.0,1.0,1.0
MAPRE3,MBLAC2,-456.01666666666665,1.0,1.0,1.0
MAPRE3,GCFC2,-456.1266666666667,1.0,1.0,1.0
MAPRE3,PHLDA2,-459.3455555555555,1.0,1.0,1.0
MAPRE3,MON1B,-460.68777777777774,1.0,1.0,1.0
MAPRE3,FILIP1,-461.0255555555555,1.0,1.0,1.0
MAPRE3,RASSF5,-462.46111111111105,1.0,1.0,1.0
MAPRE3,PSTK,-462.9055555555555,1.0,1.0,1.0
MAPRE3,TFPT,-462.90666666666664,1.0,1.0,1.0
MAPRE3,NLN,-463.0188888888889,1.0,1.0,1.0
MAPRE3,DBT,-464.13,1.0,1.0,1.0
MAPRE3,YEATS4,-464.57444444444445,1.0,1.0,1.0
MAPRE3,MAP2K1,-464.80111111111114,1.0,1.0,1.0
MAPRE3,SMOX,-464.90777777777777,1.0,1.0,1.0
MAPRE3,CNNM2,-465.56777777777774,1.0,1.0,1.0
MAPRE3,OSBP,-466.12888888888887,1.0,1.0,1.0
MAPRE3,EIF1AD,-466.23666666666657,1.0,1.0,1.0
MAPRE3,CNST,-466.3502222222222,1.0,1.0,1.0
MAPRE3,ASPDH,-466.9044444444445,1.0,1.0,1.0
MAPRE3,UCHL3,-467.2355555555555,1.0,1.0,1.0
MAPRE3,PNPT1,-467.3455555555555,1.0,1.0,1.0
MAPRE3,FETUB,-467.80111111111114,1.0,1.0,1.0
MAPRE3,CSN1S1,-468.2377777777778,1.0,1.0,1.0
MAPRE3,ATP6V1E1,-469.02111111111105,1.0,1.0,1.0
MAPRE3,CMSS1,-470.014,1.0,1.0,1.0
MAPRE3,ECM1,-470.34777777777776,1.0,1.0,1.0
MAPRE3,LILRA4,-470.7911111111111,1.0,1.0,1.0
MAPRE3,FOXRED1,-472.1266666666666,1.0,1.0,1.0
MAPRE3,PCYOX1,-472.57,1.0,1.0,1.0
MAPRE3,FANCG,-474.23444444444453,1.0,1.0,1.0
MAPRE3,DMBT1,-474.2377777777778,1.0,1.0,1.0
MAPRE3,P3H1,-477.34666666666664,1.0,1.0,1.0
MAPRE3,RPA2,-477.5711111111111,1.0,1.0,1.0
MAPRE3,ZNF362,-478.01666666666665,1.0,1.0,1.0
MAPRE3,ACADM,-478.67888888888893,1.0,1.0,1.0
MAPRE3,RANBP10,-478.90777777777777,1.0,1.0,1.0
MAPRE3,TEX264,-480.34666666666664,1.0,1.0,1.0
MAPRE3,MAZ,-480.686,1.0,1.0,1.0
MAPRE3,NAGS,-480.6922222222222,1.0,1.0,1.0
MAPRE3,INPP1,-481.46,1.0,1.0,1.0
MAPRE3,CAB39,-482.3444444444445,1.0,1.0,1.0
MAPRE3,NEPRO,-482.90666666666664,1.0,1.0,1.0
MAPRE3,GLRX2,-483.5711111111111,1.0,1.0,1.0
MAPRE3,HECW2,-485.3577777777778,1.0,1.0,1.0
MAPRE3,NDUFB11,-485.7944444444444,1.0,1.0,1.0
MAPRE3,SNX8,-486.12888888888887,1.0,1.0,1.0
MAPRE3,TTLL8,-486.7922222222222,1.0,1.0,1.0
MAPRE3,HMGB3,-487.0133333333333,1.0,1.0,1.0
MAPRE3,PCLAF,-488.90333333333336,1.0,1.0,1.0
MAPRE3,METTL15;METTL15P1,-489.90333333333336,1.0,1.0,1.0
