initial_positives,initial_negatives,fdr_hits,kl_divergence,wasserstein_distance,roc_auc,median_score_difference
1,100,18,0.18555697786141526,0.0033276145038167973,0.4762950876988521,0.0
1,200,18,0.18444485163057572,0.003219274809160308,0.4760334843540587,0.0
1,500,18,0.1688829102503394,0.003343454198473284,0.47676499402715455,0.0
1,1000,18,0.13624717068188016,0.0032216603053435143,0.4772748346541577,0.0
5,100,204,1.0469637862297057,0.040108721374045794,0.39321379144571994,-0.07039999999999998
5,200,203,0.9577906848045944,0.03769187022900762,0.3850233632946798,-0.07369999999999995
5,500,195,0.982349728436563,0.03789120229007632,0.3965451459705146,-0.07879999999999997
5,1000,106,0.8282615118527324,0.0303454961832061,0.3872820821921799,-0.045199999999999976
10,100,165,1.0735849677339093,0.07322885496183204,0.40847075126740867,-0.10525000000000001
10,200,222,1.2975195872527734,0.0709218320610687,0.4077997348639356,-0.10020000000000008
10,500,122,1.156471321668966,0.06957946564885495,0.39942230930598444,-0.12110000000000001
10,1000,129,0.9594370971767265,0.06042530534351145,0.39709402861138626,-0.10229999999999997
15,100,129,1.0881654130646365,0.09207696564885497,0.421663182506847,-0.14140000000000003
15,200,126,1.1015832225259807,0.09222837786259541,0.4230289974360469,-0.14395000000000005
15,500,173,1.218458054475267,0.08988385496183207,0.41218309320552415,-0.16290000000000002
15,1000,167,1.179551842771577,0.07636942748091605,0.40428577151681133,-0.12514999999999998
20,100,135,1.1980979692334872,0.09910282442748092,0.4214209544898316,-0.1430500000000001
20,200,135,1.2234460758075936,0.0977807251908397,0.42344766112114673,-0.14285000000000006
20,500,107,1.2653710214728566,0.09834631679389313,0.412458809218577,-0.17920000000000005
20,1000,145,1.2333502423957174,0.08617740458015268,0.40119926723384414,-0.13925000000000004
25,100,217,1.4245295859519114,0.10986099236641222,0.42408180248820004,-0.16070000000000007
25,200,201,1.397878768724301,0.11063965648854962,0.4270467557251908,-0.16445000000000007
25,500,157,1.4181385633597667,0.1070975572519084,0.4125457250451606,-0.18610000000000002
25,1000,123,1.3916023629371974,0.09416568702290076,0.39509028465707136,-0.14499999999999996
30,100,234,1.486280592830104,0.12222318702290078,0.4247934087465765,-0.17800000000000007
30,200,237,1.3805149047395329,0.12006498091603053,0.42729167880659635,-0.17544999999999994
30,500,204,1.5562686992705217,0.11670120229007634,0.40965459472058735,-0.1957
30,1000,156,1.5049533899945788,0.10257473282442747,0.39526843205524154,-0.15535
