Bait,Prey,log_fold_change,snr,mean_diff,median_diff,replicate_fold_change_sd,bait_cv,bait_control_sd_ratio,zero_or_neg_fc,composite_score,global_cv
PSMA4,P16401,0.8835945224357448,1.0796751619759903,194519517.90625,476232300.75,1.2426023543563711,0.6735131365181278,0.727175404763167,1,33.97307882856359,1.349522008761727
PSMA4,Q8TE73,8.880425800695528,2359.944490734419,31698872.8457025,19531064.77539,526.3238256641622,1.1168079558035686,2635.6047825070004,1,16.98346781069081,2.3768318324415736
PSMA4,P25789,7.901469354451443,2162.880682364623,26397837.96875,26398904.9375,129.77596943702687,0.5427689740851057,1173.94452903554,1,15.589945185959932,1.6386312958974374
PSMA4,O75923,7.035937613021245,844.6945230476009,26203042.75,16280423.72655,146.73446895069512,1.1181598878140706,944.5035331280653,1,8.56582382639684,2.310119750320054
PSMA4,P28072,7.840047875810851,907.885134656375,8350673.1772475,9504337.146485,151.94126866030476,0.6631109342525076,602.0285598359525,1,7.315363187237345,1.7251351227903184
PSMA4,O43242,3.351279371014403,566.3126746354095,747099.6933725,746851.078125,4.280055677931279,0.41938629065031074,237.50377196360068,1,3.603329109981115,1.1344562470924455
PSMA4,P20618,6.059251387049911,213.66458919857783,6240155.1894525,6414887.01172,46.16435627106031,0.6922937811387306,147.91866635173702,1,3.208447784995524,1.7087551692967378
PSMA4,Q14315,1.0245316222012493,11.374259935747315,23676564.5,23598608.0,0.463896411894092,0.22803861700954967,2.593770505254947,1,3.103436497155098,0.4757058359005481
PSMA4,P25786,5.502562751524288,301.57782040252425,2619240.9765625,2800174.246095,19.277129404079492,0.42521249438245723,128.23465726378205,1,3.0651679945321613,1.3747488714635436
PSMA4,P28066,5.636384262897255,264.42047840252184,2821141.63867,3219431.648435,25.732843606061312,0.5173293731074703,136.79248032875404,1,2.9486562872250017,1.485164285865366
PSMA4,Q8WXE1,5.260288745680926,230.54876178392175,3886335.20116,4263572.3242,7.4191151532989625,0.19357422398134813,44.62829765218335,1,2.8205547884310525,1.0793152632176908
PSMA4,A5LHX3,6.210615931282144,232.1339257815114,1623049.72046,299103.874025,110.35011199150183,1.4900167481972573,345.8834372392311,1,2.722204658549139,2.869662235009512
PSMA4,P25787,5.635198110043565,136.72104697005514,3391376.745135,4083181.609375,26.22200358502467,0.527596975417601,72.13361085732885,1,2.405263942788268,1.5748010875099712
PSMA4,P28070,4.828536445906032,212.0929266214164,1202157.07812,1261883.458985,16.19432164017925,0.5699393045789487,120.88009510472406,1,2.290126112861626,1.4950360238161677
PSMA4,Q6NSW5,4.252048637711554,202.362933748699,647545.63281,529124.748055,15.309861800086198,0.8034841524367453,162.59541030768665,1,2.029781229529703,1.4445513092954227
PSMA4,P28074,4.70763073725672,152.29612199984365,1038930.7520849999,1077004.959235,15.08794146220443,0.5774203640646093,87.93888221077786,1,1.948762862221985,1.434785315558487
PSMA4,P25788,4.55422598299411,126.8910976957202,1224384.0547,1457985.98633,10.532716734956233,0.44831364919679667,56.88701105855556,1,1.8173547475949205,1.3284147402015811
PSMA4,P30613,4.7876509298971675,126.59304405355991,832492.35839,693448.10937,20.721530278196415,0.7502317563489274,94.9741217818594,1,1.811325504570677,2.499427667825088
PSMA4,Q99436,5.05219920081063,96.18800187625176,1272597.46925,1445701.902345,16.002628841337305,0.48231188062324604,46.39261607832731,1,1.7916001863200886,1.4447440059938161
PSMA4,O95456,4.109121312785956,154.2797526327821,812671.0126925,799297.69531,4.377719114557753,0.2536759955244063,39.13706983838014,1,1.7845431819922974,1.1904709704601553
PSMA4,P34931,0.5550914981707752,34.31272485547685,10083431.25,18572743.0,0.7561439605227417,0.5146455860216668,17.658892391247093,1,1.7719635076208298,0.6490335601598438
PSMA4,Q9H9Q2,3.175459099856509,198.2637748884818,345888.80957,340628.06642,3.9389359909442803,0.4359844151189001,86.43991593402002,1,1.7172471509450662,1.0275568343832986
PSMA4,P61024,4.2797997544624495,139.92763072700083,79729.32128399999,40514.4594725,19.732553056323358,1.0158636049263081,142.14738737912833,1,1.6662632055020787,1.6210145248309864
PSMA4,P60900,4.327236933708473,103.4997040131309,1365391.0087899999,1536290.9375,9.87132052149367,0.491753381085885,50.896329389845455,1,1.6631671114952271,1.3459024461024758
PSMA4,Q6P4F7,3.194442505981241,159.54260560615336,323143.67383,32742.300785,12.851311000485572,1.4038635375860538,223.97604670195105,1,1.5198250988476392,2.0366288399484813
PSMA4,Q6ZN54,4.061644951452991,97.5623693421073,880028.8632925,876870.865235,7.054212193455155,0.42244659817661206,41.21489103862342,1,1.5049835686815056,1.319026247363936
PSMA4,O00370,5.260735719326525,52.47099064478331,280503.8266715,283779.492713,13.3713791680711,0.3487683499229082,18.300220826001432,1,1.5026735409032048,1.356672819335165
PSMA4,O43681,4.55778450711041,81.55265123510495,357365.38098225003,213490.09472,26.046451859285657,1.1059077575758838,90.18970965178305,1,1.4785032671807696,1.6341001603955665
