Bait,Prey
PSMA4,PSMA2
PSMA4,PSMA7
PSMA4,PSMA1
PSMA4,PSMA3
PSMA4,PSMB7
PSMA4,PSMA6
PSMA4,PSMA5
PSMA4,PSMB1
PSMA4,PSMB4
PSMA4,PSMB2
PSMA4,PSMD14
PSMA4,PSMC5
PSMA4,PSMB3
PSMA4,PSMB8
PSMA4,PSMD2
PSMA4,PSMB5
PSMA4,PARK2
PSMA4,PSMD4
PSMA4,PSMC1
PSMA4,PSMB6
PSMA4,PSMC4
PSMA4,PSMD11
PSMA4,PSMD13
PSMA4,PSMD3
PSMA4,PSMB9
PSMA4,PSMC2
PSMA4,PSMD1
PSMA4,PSME4
PSMA4,PSMD6
PSMA4,PSME1
PSMA4,VCP
PSMA4,PSMG2
PSMA4,PSMD12
PSMA4,PSMC3
PSMA4,PSMC6
PSMA4,UCHL5
PSMA4,PSMD7
PSMA4,POMP
PSMA4,UBE3A
PSMA4,U2AF2
PSMA4,PSMD5
PSMA4,PSME3
PSMA4,PSME2
PSMA4,PSMD8
PSMA4,NFKBIA
PSMA4,ADRM1
PSMA4,CCNF
PSMA4,PLK1
PSMA4,PSMG1
PSMA4,CAPZB
PSMA4,PSMG3
PSMA4,IKZF1
PSMA4,MYC
PSMA4,HERC3
PSMA4,PSMA8
PSMA4,PSMF1
PSMA4,YAP1
PSMA4,CHMP5
PSMA4,UCHL1
PSMA4,CUL1
PSMA4,NFKB1
PSMA4,USP14
PSMA4,BRD4
PSMA4,UBE2H
PSMA4,nsp6
PSMA4,RPA3
PSMA4,RPA1
PSMA4,B3GNT2
PSMA4,RNF130
PSMA4,RPA2
PSMA4,CSNK2A1
PSMA4,PRKCSH
PSMA4,TRAP1
PSMA4,CEBPA
PSMA4,MIDN
PSMA4,C9orf72
PSMA4,SQSTM1
PSMA4,KCNA3
PSMA4,SMC2
PSMA4,CDC123
PSMA4,PPIA
PSMA4,Park2
PSMA4,HCVgp1
PSMA4,USP9X
PSMA4,GRM2
PSMA4,UBE2O
PSMA4,EZH2
