Protein	BirA_1	BirA_2	BirA_3	BirA_4	PSMC2_1	PSMC2_2	PSMC2_3	PSMC2_4	PSMA4_1	PSMA4_2	PSMA4_3	PSMA4_4
O15131	151723.0938	175132.3906	168062.2031	131667.3281	80405.32813	84139.65625	75860.52344	96052.20313	92563.28125	150587.3906	156981.5	140688.4531
O15143	129274.6719	86517.6875	114257.5625	104153.0938	126468.2344	112626.5781	107804.2656	98150.4375	254444.625	82679.52344	275496.8125	170050.5313
O15144	183551.1563	169750.2344	173847.3281	151614.3906	398174.125	217153.375	365242.0938	316206.8125	247011.5	204854.5156	203210.625	226091.5781
O15145	222754.5469	149909.3906	155268	172951.625	141626.1094	151841.7031	165094.4375	166012.3906	263217.6875	97672.875	105450.2969	230040.4375
O15160	88419.39844	96612.10938	105575	103897.0313	114280.8594	101250.7813	123570.5625	114342.7188	57696.46094	99161.57813	70523.72656	77114.07031
O15164	45129.88672	54342.41797	77858.17188	51368.63672	36042.26953	34657.23828	31133.25977	47788.83594	68221.01563	174784.3438	127705.7578	87797.02344
O15182	43442.6875	252428.7969	32167.62109	35075.32031	39410.86719	46626.67188	43789.03125	34129.44531	66665.39844	33521.11719	38606.89063	67428.42969
O15212	129857.6484	146213.8125	159599.9063	175209.3594	694504.9375	694502.5	755860.8125	538662.4375	144095.8125	337951.4063	368529.5	279337.5938
O15213	101635.8906	85296.15625	149019.4375	259800.8125	26299.81055	19577.39453	24031.86914	36038.14453	122051.5156	50157.8125	34542.17969	85802
O15226	645669.625	809822.1875	869320.1875	944442.8125	269539.125	366671.9063	249678.375	349218.25	255519.5781	482760.2188	420286.8438	373455.0625
O15228	23381.33398	45790.72656	52084.42969	6847.146973	286644.0938	206921.2344	314681.25	278124.0625	205268.7031	209966.1563	31958.92188	294709.3438
O15230	75221.82813	29957.96484	26842.14063	61389.60547	27837.72266	311612.4688	36063.80078	52069.92188	99774.82031	24025.30859	24102.71289	100645.5781
O15231	23899.54688	20301.47266	12100.97266	14166.61426	83786.33594	72357.70313	85214.76563	58227.83203	50255.72656	31626.01367	30349.15625	23311.31445
O15234	171624.8281	167864.0156	158857.1406	171129.4844	75577.35156	87506.97656	138185.75	109768.8516	106988.0469	55557.35938	43790.67969	58197.625
O15235	536212.625	847068.5	575260.375	547524.25	1102450.875	859854.5	1247788.875	1027627.625	345795.125	493580.6875	431965.25	503802.7813
O15260	910776.75	1484896.5	1505812.375	1017511.688	829033.5625	699291.75	776250	921169.8125	372250.375	457968.5313	449801.2813	380524.6563
O15269	178527.3438	130290.3359	134723.2656	163662.3594	297055.0625	109156.8516	343382.6563	271700.8438	70103.03125	131711.1094	108175.5078	137261.5781
O15294	131828.0469	170341.9688	132147.9531	122704.1875	117425.1406	125995.4375	122387	162919.25	160206.8906	199281.25	200942.9375	159940.4688
O15315	42562.07031	51883.36719	45126.89063	47365.93359	26746.87109	36786.84766	31314.125	35535.63672	23549.10547	30958.16406	34274.12109	17010.38672
O15320	103731.6406	106769.5469	109135.6094	93597.25	58838.85156	83061.45313	66741.89844	89192.8125	66308.75	71201.35156	69451.73438	63369.11719
O15347	339868.3438	322402	544902.9375	208897.7188	189801.375	61456.62891	206237.25	152313.9063	115550.2109	175387.0156	199979.3438	144182.5469
O15350	12597.81348	16286.87891	13804.71289	3886.530518	17566.7168	4263.432617	20506.77734	16687.72461	18305.03906	21235.08203	22821.06641	19293.60742
O15355	243833.625	225565.7656	287528.1875	254722.0781	148296.5625	149759.0938	147980.1875	125366.6719	156365.5469	295059.7188	237958.9375	261386.7031
O15357	51357.48438	64816.32031	46768.58984	38069.42188	157891.3438	132481.5313	173527.5	137026.75	47662.9375	86023.21875	65217.24219	75842.50781
O15371	950856.125	1157357.125	1097650.5	943334.75	896225.5	964556.875	995683.1875	886994.125	345289.8125	745782.5625	735280	430265.4375
O15372	75171.52344	86868.79688	93975.375	58507.69922	198227.1094	232803.9844	247525.2969	187120.6406	61501.21484	190444.1719	170357.3125	96295.14063
O15379	193757.0313	203891.0469	203235.4375	168591.125	159580.4531	160738.75	160924.9219	156921.2344	123491.2969	198476.1406	192663.5781	90773.00781
O15381	135287.1719	126618.5469	136139.5469	180593.5469	48530.17188	81834.70313	64620.82813	70492.625	88238.90625	182152.8906	189929.7813	161626.8438
O15392	192328.8438	118376.8281	188659.4375	244071.875	37248.78906	21388.10156	87263.04688	28970.63672	110447.0547	87741.44531	63248.54688	121088.2891
O15397	28071.49609	19837.84766	24183.83203	27939.62695	34210.17578	64609.9375	60264.88281	64104	26854.67188	41189.375	53504.99219	19650.43359
O15409	238610.7344	306989.25	324694.875	309299.1875	124633.8203	133784.4063	108292.5625	124454.1719	61182.39453	96282.92188	107030.7969	83797.32031
O15417	149298.25	136379.1406	151558.5625	146592.4375	56700.09375	48239.82813	47116.36719	73190.96094	89362.0625	41212.25781	48371.54688	57047.28125
O15439	53992.39063	66581.6875	56656.94531	37878.33594	38055.22656	29888.50195	31416.14648	29279.07227	42244.19922	116295.9766	24208.13867	45087.26953
O15498	82935.26563	101673.8047	87285.26563	67842.09375	270435.0625	253214.6406	291433.375	177606.5	100582.0313	225166.1875	285867.5	167917.8438
O15504	217187.25	275222.75	285944.125	305537.1875	125297.8594	168745.9063	122598.4219	169513.9063	127864.3125	144148.375	123403.9531	117785.7734
O15511	61773.73828	49394.16406	54687.65625	51929.69531	75827.60156	75440.14063	87406.13281	65598.41406	87683.03906	31593.89844	37170.39453	395379.4688
O15514	34191.75391	13308.0166	18639.53125	21588.91211	24577.30469	14371.08594	18991.76563	10058.21582	9475.435547	28096.57227	22914.26758	3648.705566
O15516	148383.4375	249220.7969	268159.75	193528.5625	94676.80469	192646.3594	145814.5	78968.26563	69139.57813	88148.42188	96448.3125	52300.40234
O15525	80239.625	46945.91406	91712.02344	60768.67188	1	315.4088135	4297.13623	492.9812622	57721.77344	90580.82031	84568.85156	66067.15625
O15550	58887.80469	87512.48438	86145.90625	67876.54688	33221.4375	59177.79297	50227.03125	47707.78906	46583.47656	76160.39063	75340.91406	76503.85938
O43143	607589.8125	418026.0938	725139.75	1026642.875	202933.9844	206033.125	183129.1406	219931.7656	524582.5	346698.5313	390083.4688	292623.5625
O43148	114679.7578	93693.67969	146739.2031	136346.625	34326.81641	94530.32813	78302.64063	27091.33789	70236.11719	125326.2656	129780.0313	207555.1094
O43149	91507.20313	52432.96094	32664.3125	34640.95313	34825.35156	39746.47266	36239.13672	29978.47656	827892.375	37112.73438	32123.55469	1037053.938
O43156	12388.85938	11652.06055	6722.285645	8181.668457	36241.73047	22449.625	28747.13477	21478.33594	30407.62109	13080.75391	17507.83203	21377.48047
O43159	45611.74219	61761.64063	43462.41797	88364.28125	21318.73047	15381.86523	18618.09766	14684.49219	38778.10938	44894.125	31151.66016	61219.60156
O43166	151019.6094	101194.5469	85636.89844	116534.0703	74890.09375	60491.61328	67730.76563	70697.42188	173086.6563	96774.44531	81743.00781	167754.0313
O43167	67923.625	112300.7344	134644.5	91534.42969	28667.18359	28258.89453	31527.57031	42448.09766	33435.19141	75881.625	67783.57031	26770.59961
O43172	146358.4688	223169.0469	205657.125	149708.4531	101405.8906	133734.25	167102.75	112311.4453	149017.4688	274518.2813	242262.1563	168965.7969
O43175	421135.75	303045.0625	221993.3438	250076.8125	394739.1875	443548.5	355125	313061.625	390813.1875	222737	227367.5	428792.5625
O43181	128870.1328	185810.7344	160611.9688	128265.2031	128458.9609	116987.4375	146947.9375	95508.83594	83976.85938	146211.5625	127665.5313	103629.2578
O43237	122377.1406	168634.4219	103712.3828	91108.71875	222570.25	180210.9375	186378.2813	166237.1563	97576.71875	123829.2031	126559.1953	108328
O43242	79285.53906	83018.5	80272.33594	82054.75781	117967.3438	124518.875	150097.9531	147804.8281	476122.2813	1170282.5	1180878.375	485746.75
O43248	56001.76172	101000.1094	78635.25781	63553.94531	22214.95508	43476.34766	38285.63281	24555.92969	14962.53613	23656.58594	12186.55762	51648.9375
O43252	100665.1328	74836.13281	59163.88672	123855.9922	54408.875	93480.22656	61011.88672	49764.86328	100362.7266	97381.60156	98081.26563	93774.98438
O43264	45898.26563	52302.14063	59009.08594	64258.64844	116330.5938	102349.2031	114844.0781	135734	54803.9375	69824.17188	70307.875	74523.99219
O43272	115347.9141	196783.9219	204883.8438	143248.8594	16055.68359	17986.35547	13657.07813	8968.821289	43341.33203	133201.3281	123014.1094	89941.45313
O43290	73470.95313	70475.375	94941.66406	91740.46875	39760.58984	26499.01563	45133.71875	60495.42578	92755.9375	141214.5156	157258.8438	158299.6875
O43293	82625.58594	69974.50781	71996.39063	79310.28125	93510.13281	71421.52344	132371.3438	96458.83594	178480.1875	106271.9844	85288.47656	128000.7188
O43301	131934.6719	100244.25	105454.4141	118101.2109	142464.9219	124853.4609	94400.71875	107960.8516	128370.4219	119039.5781	95188.5625	102924.3516
O43303	107710.4531	68770.09375	76713.69531	111041.4688	428348.875	394173.625	486614.25	357127.1875	221197.1875	128039.1563	151355.9688	214076.5
O43309	8381.313477	23847.22656	5774.711914	4073.913086	3180.765137	3005.390625	3726.900879	7320.720703	5513.393555	2325.446045	5106.274414	2472.35376
O43310	11451.96484	13018.36035	12569.36523	10859.70898	29597.12695	22624.97852	26878.31055	87973.99219	88837.85156	31806.32227	33981.14063	28031.03906
O43314	63220.48438	76693.65625	71462.98438	64619	149296.6719	156854.8438	165395.7969	141353.0625	72807.44531	97457.67188	93140.21094	109546.3125
O43318	469576.75	757339.0625	519437	534990.125	451273.625	441068	323384.6563	480468.5	149514.6563	234946.9063	218180.8906	212108.2031
O43324	297588.625	283029.4063	279610.875	266750.9063	303135.2813	454158.5	343134.3125	354658.8438	131731.875	241967.9688	251390.5625	264929.5938
O43347	255583.8125	268130	254374.25	239140.6875	65062.85156	110548	79625.76563	70767.10938	58175.33984	111063.0156	103522.9375	58179.13281
O43353	67828.30469	117071.125	73139.88281	71293.32813	72325.15625	96735.3125	87801.02344	102587.6875	67714.65625	81862.17188	76414.79688	106494.4375
O43379	48958.94922	76655.09375	76871.78125	39958.9375	177258.5938	182058.3281	197894.4844	201458.5313	65365.80469	131575.9063	136562.8594	112787.1484
O43390	1379309.125	636107.25	1385166.25	2172329	345566.7188	268900.8125	218601.4063	333418.4688	1133468.625	554950.125	673002.125	1992326.125
O43395	167801.375	236250.6406	307263.0313	272444.9688	181460.0313	155071.9531	213996.3438	178640.9063	368100.9688	697128.75	837542.75	419157.1875
O43396	62954.17969	112012.9609	76678.66406	76284.97656	44379.07813	52680.55078	86140.74219	75302.51563	82383.53125	104209.375	75856.08594	96262.24219
O43399	84089.1875	155902.0469	165808.4063	147159.1875	248470.4531	233763.8906	313246	210328.125	154452	341879.1875	361677.4063	233474.875
O43426	30905.35547	40977.01563	41299.42969	39693.61328	178228.1875	218322.4063	208238.75	177419.1563	86473.21875	107807.9844	101599.1563	74677.96875
O43432	202219.1094	218275.5625	233819.1563	227133.3281	363581.4063	458187.8438	427653.1563	367704.7188	210397.1094	430632.5	416407.0938	196591.2813
O43447	176362.9531	172232.7344	172187.625	144829.1094	83050.74219	92366.98438	119202.6406	80847.83594	170697	296181.3438	390679.5938	180335.0625
O43463	135920.7344	129198.7031	167387.4219	198840.25	51323.23047	47784.92969	23232.93359	93057.58594	247441.3125	68180.57813	90989.20313	173392.2344
O43474	47825.79297	56160.27734	56548.81641	58064.66016	22283.85547	20049.26758	34140.10938	28333.57813	71277.15625	28308.98438	34091.37891	22810.68359
O43491	269818.9375	193580.0781	212858.4531	225691.8438	348474.625	385205.5938	363959.3438	347907.3125	312303.9063	358455.9063	324800.3125	328921.2188
O43502	73975.58594	71273.91406	80505.67188	59695.69531	532379.0625	635758.5	535736.625	688717.8125	40700.41797	65543.5	62126.36328	68088.05469
O43504	63169.90625	113037.2734	68729.36719	49849.46094	31381.5625	49760.44141	32084.12305	35217.59375	28914.91797	31590.92383	36665.92188	34817.27344
O43524	39800.43359	32888.20703	31169.64258	45948.78906	107905.7031	136420.9219	103242.2734	98169.0625	124204.0156	76255.4375	72761.5	55528.25391
O43572	81850.23438	129518.1484	109750.5703	84877.74219	100265.1484	126079.5625	114486.0078	97178.5625	238116.875	77845.54688	53115.41797	68779.375
O43583	32342.74805	52999.80078	33227.23828	52280.41406	81206.97656	70227.49219	61475.08984	55439.89453	104403.4375	62981.94531	62655.10547	45101.89844
O43592	159467.25	237244.8281	205556.2656	172363.4688	158549.1094	179508.2188	165096.5	242850.8906	81782.25	132074.2813	145757.2969	146515.5313
O43615	266892.2188	326115.1875	280679.6563	225913.7344	320214.9688	234646.7031	331833.5313	256986.6875	106170.6172	160545.3281	167534.0313	107223.8359
O43639	17718.50391	169052.2031	34720.91406	28803.52734	120308.9375	111192.125	123502.9766	117605.7656	392011.25	105073.4688	142611.5	414653.9063
O43660	76233.76563	72569.42188	97017.76563	94749.97656	63799.875	61201.59375	67189.65625	62813.85547	148891.7031	157776.6094	125974.4219	175922.9688
O43663	98406.1875	138999.8281	76736.57813	134814.1406	154499.1406	44686.21094	69784.01563	81941.10938	226569.5	148761.3438	135397.3125	177188.0313
O43670	111034.5313	59788.40625	137851	98076.73438	53265.625	56016.55469	62588.51563	52688.00391	168789.5313	183028.2188	200906.9688	202220.4063
O43681	16106.56934	21894.92773	16380.4502	9002.900391	6125054.5	7114352.5	3275631	19542.76758	10759.97461	1022619.188	21004.08398	438463.125
O43683	7314.894531	41376.54297	48117.68359	32531.89258	46411.50781	48147.21094	18973.17969	38110.69141	24408.98047	81417.38281	24651.7168	34689.96094
O43684	260646.7656	397547.5	320288.4063	287362.5625	548315.5625	383040.0938	670621	597272.875	296029.4063	358909.5313	406150.4688	481104.1563
O43707	1109467	216576.6094	380271.5938	463339.4375	489763.3438	366295.5	346816.375	304503.8125	1870702	215249.6719	191972.7188	1132495.5
O43719	115257.0625	153466.8281	131264.125	158417.2813	121456.6719	97910.48438	111622.0703	94295.85156	82573.98438	411266.4688	430429.75	286954.1875
O43747	47473.94922	36961.48047	32366.27344	49466.03906	157204.3906	33713.66406	183442.6094	171169	23194.72266	113614.3984	143630.8438	47484.84766
O43768	13935.16895	69907.82813	60941.66406	34950.83203	302116.1875	291886.8438	335257.1875	276714.1875	55218.47656	308874.3438	278614.625	139082.7813
O43772	244483.25	434693.1563	317027.625	252349.9063	225409.6875	160432.7188	154861.8594	333958.25	77245.78906	138225.3281	197784.875	43305.53906
O43776	113546.0156	171448.9531	149433.4063	207212.1563	182994.5313	216612.3438	203297.6875	166519.6094	93040.84375	135654.3125	145136.5625	86448.90625
O43791	560145.8125	391330.2813	581375.625	527654.3125	203423.7344	298155.125	319767.6563	417616.4063	95059.84375	248905.9375	243649.6875	166289.6875
O43795	616555.8125	282705.3125	339808.75	396933.5938	472552.875	444776.1875	443714.4375	446124.6875	711624.3125	665287	705237.0625	565133.125
O43808	36122.60156	43276.04297	32633.13281	25917.98438	11735.06348	10138.66797	6289.132324	8162.692871	17848.21094	11779.93164	14329.84766	20317.69531
O43809	347887.1563	662630.125	315900.6563	276153.4375	152764.125	330398.25	190404.4219	297160.4063	203817.5156	720115.9375	709526.5	295249.3125
O43815	37498.49219	55195.26953	71941.77344	59596.83203	91479.01563	106134.4375	93619.38281	102407.8125	123712.0625	127078.9922	69311.20313	75708.00781
O43818	1298960.875	836114.375	1315846.875	1868649	263807.25	104078.5625	148965.5938	109129.7109	784070.5	407860.8438	212474.5156	764462.125
O43822	71582.25781	72018.23438	75623.74219	89545.25781	120986.4922	115961.4844	115436.5703	95918.51563	87115.3125	104619.0391	112055.125	106084.2656
O43823	407781.6875	611847.25	592619.625	479011.625	253224.5781	340840.7813	296743.9375	334411.125	154790.6719	287535.8125	348012.3438	121963.9219
O43824	56103.10156	56204.74219	112121.4219	142503.875	37895.39844	32216.83203	39973.0625	47881.92969	28559.60547	25414.93359	26122.66797	18397.69922
O43826	29758.27734	87746.23438	81593.21875	55056.64453	14416.68262	15187.70117	10848.57813	13984.42188	15095.02832	17627.65039	23768.26367	13103.67773
O43837	218286.9688	276037.0313	253098.6875	201992.0156	135853.375	135977.5625	129277.9766	122597.1797	72338.26563	127238.2266	116377.4063	93648.21875
O43847	42863.65234	48627.64844	35595.96094	40404.01563	79599.72656	83957.51563	76729.90625	66900.74219	49497.15234	35683.16797	38890.16406	62535.21094
O43852	154984.9688	66997.83594	84648.6875	64461.49219	60247.9375	29938.96094	89446.57813	77677.75	203860.2188	88336.96875	38831.75781	144785.2813
O43865	124508.9922	114641.2266	127763.7109	133594.8438	168041.9531	163170.9375	186401.2656	180786.1563	117538.4297	147479.2031	187967.2969	232780.6094
O43895	13559.45801	4803.784668	13358.12598	9671.914063	9899.075195	12182.84766	29195.03711	39060.48438	28282.89258	70781.44531	123733.8594	30682.74219
O43896	137854.0625	160096.5313	252396.5156	141445.9063	121008.1719	168143.5625	115785.0625	148756.5625	129696.8438	166264.1563	97141.48438	144377.8438
O43903	193261.4375	217313.3281	290380.0625	192770.5469	364660.9688	432764.2813	386428.9375	357286.375	357963.3125	359308.2813	258560.1719	253222.5156
O43929	75341.99219	106425.0313	132060.3438	121936.7578	65241.75391	95211.67188	62582.57422	71097.57031	75316.16406	48012.52344	35597.71875	38501.57031
O43933	79083.6875	65758.50781	54692.15625	45778.52344	103938.3984	142756.7188	89236.875	123495.9844	93249.78125	91703.875	98953.8125	132742
O60216	162911.8125	212325.4531	184552.9063	220079.9688	198798.5469	196039.625	139961.0781	179463.5	90452.58594	126470.4766	220081.4375	118742.6797
