Bait	PreyGene	#Rep	AvgP	BFDR
MEPCE	ATXN2L	3	0.0031	0.5751
EIF4A2	AURKB	3	0.3316	0.2087
MEPCE	AURKB	3	0.6243	0.0647
EIF4A2	BABAM1	3	0.0000	0.7045
MEPCE	BABAM1	3	0.0000	0.7045
EIF4A2	BABAM2	3	0.0000	0.7045
MEPCE	BABAM2	3	0.0000	0.7045
EIF4A2	BAG2	3	0.0000	0.7045
MEPCE	BAG2	3	0.0000	0.7045
EIF4A2	BAG5	3	0.0000	0.7045
MEPCE	BAG5	3	0.0000	0.7045
EIF4A2	BAG6	3	0.0000	0.7045
MEPCE	BAG6	3	0.1161	0.3213
EIF4A2	BAIAP2L1	3	0.0974	0.3381
MEPCE	BAIAP2L1	3	0.1006	0.3329
EIF4A2	BCAP31	3	0.0000	0.7045
MEPCE	BCAP31	3	0.0001	0.6759
EIF4A2	BCKDK	3	0.0000	0.7045
MEPCE	BCKDK	3	0.1735	0.2937
EIF4A2	BCLAF1	3	0.4498	0.1087
MEPCE	BCLAF1	3	0.0000	0.7045
EIF4A2	BLOC1S2	3	0.0000	0.7045
MEPCE	BLOC1S2	3	0.0000	0.7045
EIF4A2	BOLA2	3	0.0000	0.7045
MEPCE	BOLA2	3	0.0000	0.7045
EIF4A2	BRCC3	3	0.0000	0.7045
MEPCE	BRCC3	3	0.0005	0.6342
EIF4A2	BRD2	3	0.0000	0.7045
MEPCE	BRD2	3	0.0002	0.6584
EIF4A2	BRD3	3	0.0000	0.7045
MEPCE	BRD3	3	0.0000	0.7045
EIF4A2	BRD9	3	0.0000	0.7045
MEPCE	BRD9	3	0.0003	0.6480
EIF4A2	BRI3BP	3	0.0001	0.6759
MEPCE	BRI3BP	3	0.9981	0.0000
EIF4A2	BSG	3	0.0000	0.7045
MEPCE	BSG	3	0.3422	0.1531
EIF4A2	BTF3	3	0.0000	0.7045
MEPCE	BTF3	3	0.0000	0.7045
EIF4A2	BTF3L4	3	0.0000	0.7045
MEPCE	BTF3L4	3	0.0000	0.7045
EIF4A2	BUB3	3	0.0000	0.7045
MEPCE	BUB3	3	0.0000	0.7045
EIF4A2	BUD31	3	0.0000	0.7045
MEPCE	BUD31	3	0.0000	0.7045
EIF4A2	BYSL	3	0.0019	0.5940
MEPCE	BYSL	3	0.9997	0.0000
EIF4A2	BZW1	3	0.0000	0.7045
MEPCE	BZW1	3	0.0000	0.7045
EIF4A2	BZW2	3	0.0000	0.7045
MEPCE	BZW2	3	0.0000	0.7045
EIF4A2	C11orf98	3	0.0000	0.7045
MEPCE	C11orf98	3	0.0003	0.6480
EIF4A2	C15orf40	3	0.0000	0.7045
MEPCE	C15orf40	3	0.0000	0.7045
EIF4A2	C19orf53	3	0.0000	0.7045
MEPCE	C19orf53	3	0.0624	0.3776
EIF4A2	C1QA	3	0.0000	0.7045
MEPCE	C1QA	3	0.0000	0.7045
EIF4A2	C1QB	3	0.0000	0.7045
MEPCE	C1QB	3	0.0000	0.7045
EIF4A2	C1QBP	3	0.0032	0.5722
MEPCE	C1QBP	3	1.0000	0.0000
EIF4A2	C1orf131	3	0.0001	0.6759
MEPCE	C1orf131	3	0.1249	0.3171
EIF4A2	C3	3	0.0000	0.7045
MEPCE	C3	3	0.0000	0.7045
EIF4A2	C4A	3	0.0000	0.7045
MEPCE	C4A	3	0.0000	0.7045
EIF4A2	C9orf78	3	0.0000	0.7045
MEPCE	C9orf78	3	0.0000	0.7045
EIF4A2	CACYBP	3	0.0000	0.7045
MEPCE	CACYBP	3	0.0000	0.7045
EIF4A2	CAD	3	0.0000	0.7045
MEPCE	CAD	3	0.0000	0.7045
EIF4A2	CALD1	3	0.0016	0.5997
MEPCE	CALD1	3	0.9536	0.0021
EIF4A2	CALM1	3	0.0000	0.7045
MEPCE	CALM1	3	0.9924	0.0002
EIF4A2	CALR	3	0.0000	0.7045
MEPCE	CALR	3	0.0000	0.7045
EIF4A2	CALU	3	0.0000	0.7045
MEPCE	CALU	3	0.0007	0.6261
EIF4A2	CAMK2D	3	0.0000	0.7045
MEPCE	CAMK2D	3	0.0000	0.7045
EIF4A2	CAMSAP3	3	0.0000	0.7045
MEPCE	CAMSAP3	3	0.0208	0.4681
EIF4A2	CAND1	3	0.0000	0.7045
MEPCE	CAND1	3	0.0000	0.7045
EIF4A2	CANX	3	0.6680	0.0399
MEPCE	CANX	3	0.2659	0.2575
EIF4A2	CAP1	3	0.0000	0.7045
MEPCE	CAP1	3	0.0000	0.7045
EIF4A2	CAPNS1	3	0.0000	0.7045
MEPCE	CAPNS1	3	0.0000	0.7045
EIF4A2	CAPRIN1	3	0.0005	0.6342
MEPCE	CAPRIN1	3	0.0001	0.6759
EIF4A2	CAPZA1	3	0.0000	0.7045
MEPCE	CAPZA1	3	0.0000	0.7045
EIF4A2	CAPZA2	3	0.0000	0.7045
MEPCE	CAPZA2	3	0.0000	0.7045
EIF4A2	CAPZB	3	0.0000	0.7045
MEPCE	CAPZB	3	0.0000	0.7045
EIF4A2	CARHSP1	3	0.0000	0.7045
MEPCE	CARHSP1	3	0.1491	0.3012
EIF4A2	CARM1	3	0.0000	0.7045
MEPCE	CARM1	3	0.0000	0.7045
EIF4A2	CBR1	3	0.0000	0.7045
MEPCE	CBR1	3	0.0000	0.7045
EIF4A2	CBX3	3	0.0027	0.5803
MEPCE	CBX3	3	0.2648	0.2585
EIF4A2	CBX4	3	0.2542	0.2605
EIF4A2	CBX5	3	0.0000	0.7045
MEPCE	CBX5	3	0.0000	0.7045
EIF4A2	CCAR1	3	0.0000	0.7045
MEPCE	CCAR1	3	0.6590	0.0549
EIF4A2	CCAR2	3	0.0000	0.7045
MEPCE	CCAR2	3	0.0000	0.7045
EIF4A2	CCDC124	3	0.0000	0.7045
MEPCE	CCDC124	3	0.0000	0.7045
EIF4A2	CCDC134	3	0.0000	0.7045
MEPCE	CCDC134	3	0.0000	0.7045
EIF4A2	CCDC22	3	0.0000	0.7045
MEPCE	CCDC22	3	0.0000	0.7045
EIF4A2	CCDC43	3	0.0000	0.7045
MEPCE	CCDC43	3	0.0000	0.7045
EIF4A2	CCDC50	3	0.0000	0.7045
MEPCE	CCDC50	3	0.0000	0.7045
EIF4A2	CCDC59	3	0.3870	0.1246
MEPCE	CCDC59	3	0.4721	0.1024
EIF4A2	CCDC61	3	0.0000	0.7045
MEPCE	CCDC61	3	0.0000	0.7045
EIF4A2	CCDC93	3	0.3563	0.1396
MEPCE	CCDC93	3	0.0362	0.4291
EIF4A2	CCNB1	3	0.0034	0.5657
MEPCE	CCNB1	3	0.0042	0.5560
EIF4A2	CCNT1	3	0.0075	0.5251
MEPCE	CCNT1	3	1.0000	0.0000
EIF4A2	CCNT2	3	0.1233	0.3182
MEPCE	CCNT2	3	0.0054	0.5424
EIF4A2	CCT2	3	0.0000	0.7045
MEPCE	CCT2	3	0.0245	0.4530
EIF4A2	CCT3	3	0.0000	0.7045
MEPCE	CCT3	3	0.0000	0.7045
EIF4A2	CCT4	3	0.0000	0.7045
MEPCE	CCT4	3	0.0000	0.7045
EIF4A2	CCT5	3	0.0000	0.7045
MEPCE	CCT5	3	0.0000	0.7045
EIF4A2	CCT6A	3	0.0000	0.7045
MEPCE	CCT6A	3	0.0000	0.7045
EIF4A2	CCT6B	3	0.3367	0.1675
MEPCE	CCT6B	3	0.3411	0.1571
EIF4A2	CCT7	3	0.0000	0.7045
MEPCE	CCT7	3	0.0000	0.7045
EIF4A2	CCT8	3	0.0000	0.7045
MEPCE	CCT8	3	0.0000	0.7045
EIF4A2	CD2AP	3	0.0000	0.7045
MEPCE	CD2AP	3	0.0000	0.7045
EIF4A2	CD2BP2	3	0.0000	0.7045
MEPCE	CD2BP2	3	0.0000	0.7045
EIF4A2	CDAN1	3	0.0034	0.5657
MEPCE	CDAN1	3	0.1366	0.3086
EIF4A2	CDC20B	3	1.0000	0.0000
EIF4A2	CDC5L	3	0.0002	0.6584
MEPCE	CDC5L	3	0.3920	0.1219
EIF4A2	CDC73	3	0.0000	0.7045
MEPCE	CDC73	3	0.0000	0.7045
EIF4A2	CDIPT	3	0.0000	0.7045
MEPCE	CDIPT	3	0.0032	0.5722
EIF4A2	CDK1	3	0.0000	0.7045
MEPCE	CDK1	3	0.0000	0.7045
EIF4A2	CDK11B	3	0.0000	0.7045
MEPCE	CDK11B	3	0.0000	0.7045
EIF4A2	CDK12	3	0.0000	0.7045
MEPCE	CDK12	3	0.0001	0.6759
EIF4A2	CDK4	3	0.0000	0.7045
MEPCE	CDK4	3	0.0000	0.7045
EIF4A2	CDK9	3	0.0040	0.5581
MEPCE	CDK9	3	1.0000	0.0000
EIF4A2	CFAP20	3	0.0000	0.7045
MEPCE	CFAP20	3	0.0000	0.7045
EIF4A2	CFL1	3	0.0000	0.7045
MEPCE	CFL1	3	0.0000	0.7045
EIF4A2	CGGBP1	3	0.0000	0.7045
MEPCE	CGGBP1	3	0.0002	0.6584
EIF4A2	CHCHD1	3	0.0000	0.7045
MEPCE	CHCHD1	3	0.0002	0.6584
EIF4A2	CHCHD2P9	3	0.0086	0.5141
MEPCE	CHCHD2P9	3	1.0000	0.0000
EIF4A2	CHD4	3	0.0000	0.7045
MEPCE	CHD4	3	0.0125	0.4987
EIF4A2	CHERP	3	1.0000	0.0000
MEPCE	CHERP	3	0.9015	0.0054
EIF4A2	CHID1	3	0.0000	0.7045
MEPCE	CHID1	3	0.0080	0.5209
EIF4A2	CHMP1A	3	0.0000	0.7045
MEPCE	CHMP1A	3	0.0000	0.7045
EIF4A2	CHMP2A	3	0.0000	0.7045
MEPCE	CHMP2A	3	0.0000	0.7045
EIF4A2	CHMP2B	3	0.0002	0.6584
MEPCE	CHMP2B	3	0.0000	0.7045
EIF4A2	CHUK	3	0.0000	0.7045
MEPCE	CHUK	3	0.0000	0.7045
EIF4A2	CIR1	3	0.0001	0.6759
MEPCE	CIR1	3	0.0000	0.7045
EIF4A2	CIRBP	3	0.0000	0.7045
MEPCE	CIRBP	3	0.0001	0.6759
EIF4A2	CISD2	3	0.0000	0.7045
MEPCE	CISD2	3	0.0000	0.7045
EIF4A2	CKAP2	3	0.0012	0.6085
MEPCE	CKAP2	3	0.0003	0.6480
EIF4A2	CKAP5	3	0.0000	0.7045
MEPCE	CKAP5	3	0.0000	0.7045
EIF4A2	CKB	3	0.0000	0.7045
MEPCE	CKB	3	0.0000	0.7045
EIF4A2	CLASP2	3	0.0000	0.7045
MEPCE	CLASP2	3	0.0000	0.7045
EIF4A2	CLCC1	3	0.0002	0.6584
MEPCE	CLCC1	3	0.2816	0.2483
EIF4A2	CLINT1	3	0.0000	0.7045
MEPCE	CLINT1	3	0.0061	0.5374
EIF4A2	CLIP1	3	0.0000	0.7045
MEPCE	CLIP1	3	0.0000	0.7045
EIF4A2	CLNS1A	3	0.0000	0.7045
MEPCE	CLNS1A	3	0.0000	0.7045
EIF4A2	CLPTM1L	3	0.0001	0.6759
MEPCE	CLPTM1L	3	0.0050	0.5479
EIF4A2	CLPX	3	0.0000	0.7045
MEPCE	CLPX	3	0.0000	0.7045
EIF4A2	CLSPN	3	0.0000	0.7045
MEPCE	CLSPN	3	0.0000	0.7045
EIF4A2	CLTC	3	0.0000	0.7045
MEPCE	CLTC	3	0.0000	0.7045
EIF4A2	CLUH	3	0.3160	0.2215
MEPCE	CLUH	3	0.0362	0.4291
EIF4A2	CMAS	3	0.0022	0.5891
MEPCE	CMAS	3	1.0000	0.0000
EIF4A2	CMBL	3	0.0000	0.7045
MEPCE	CMBL	3	0.0000	0.7045
EIF4A2	CMC1	3	0.0000	0.7045
MEPCE	CMC1	3	0.0000	0.7045
EIF4A2	CNBP	3	0.0000	0.7045
MEPCE	CNBP	3	0.0000	0.7045
EIF4A2	CNIH4	3	0.0000	0.7045
MEPCE	CNIH4	3	0.0014	0.6047
EIF4A2	CNN3	3	0.0000	0.7045
MEPCE	CNN3	3	0.0000	0.7045
EIF4A2	CNOT1	3	0.0000	0.7045
MEPCE	CNOT1	3	0.0000	0.7045
EIF4A2	CNOT9	3	0.0001	0.6759
MEPCE	CNOT9	3	0.0156	0.4852
EIF4A2	CNP	3	0.0077	0.5239
MEPCE	CNP	3	0.0037	0.5612
EIF4A2	COG2	3	0.0330	0.4388
MEPCE	COG2	3	0.0712	0.3651
EIF4A2	COG5	3	0.0000	0.7045
MEPCE	COG5	3	0.0000	0.7045
EIF4A2	COG7	3	0.0000	0.7045
MEPCE	COG7	3	0.0000	0.7045
EIF4A2	COIL	3	0.1785	0.2906
MEPCE	COIL	3	0.6857	0.0262
EIF4A2	COMMD3	3	0.0000	0.7045
MEPCE	COMMD3	3	0.0000	0.7045
EIF4A2	COPA	3	0.0000	0.7045
MEPCE	COPA	3	0.0000	0.7045
EIF4A2	COPB1	3	0.0000	0.7045
MEPCE	COPB1	3	0.0000	0.7045
EIF4A2	COPB2	3	0.0000	0.7045
MEPCE	COPB2	3	0.0000	0.7045
EIF4A2	COPE	3	0.0000	0.7045
MEPCE	COPE	3	0.0000	0.7045
EIF4A2	COPG1	3	0.0000	0.7045
MEPCE	COPG1	3	0.0001	0.6759
EIF4A2	COPG2	3	0.0000	0.7045
MEPCE	COPG2	3	0.0001	0.6759
EIF4A2	COPRS	3	0.0000	0.7045
MEPCE	COPRS	3	0.0000	0.7045
EIF4A2	COPS2	3	0.0000	0.7045
MEPCE	COPS2	3	0.0000	0.7045
EIF4A2	COPS3	3	0.0000	0.7045
MEPCE	COPS3	3	0.0000	0.7045
EIF4A2	COPS4	3	0.0000	0.7045
MEPCE	COPS4	3	0.0001	0.6759
EIF4A2	COPS5	3	0.3317	0.2065
MEPCE	COPS5	3	0.0000	0.7045
EIF4A2	COPS6	3	0.0000	0.7045
MEPCE	COPS6	3	0.0000	0.7045
EIF4A2	COPS7A	3	0.0000	0.7045
MEPCE	COPS7A	3	0.0001	0.6759
EIF4A2	COPS7B	3	0.0024	0.5859
MEPCE	COPS7B	3	0.3014	0.2361
EIF4A2	COPS8	3	0.0000	0.7045
MEPCE	COPS8	3	0.0000	0.7045
EIF4A2	COPZ1	3	0.0000	0.7045
MEPCE	COPZ1	3	0.0000	0.7045
EIF4A2	COQ8A	3	0.0193	0.4739
MEPCE	COQ8A	3	0.0007	0.6261
EIF4A2	CORO1C	3	0.9991	0.0000
MEPCE	CORO1C	3	1.0000	0.0000
EIF4A2	COX17	3	0.0000	0.7045
MEPCE	COX17	3	0.0988	0.3350
EIF4A2	COX4I1	3	0.0010	0.6157
MEPCE	COX4I1	3	0.0007	0.6261
EIF4A2	CPSF6	3	0.0000	0.7045
MEPCE	CPSF6	3	0.0000	0.7045
EIF4A2	CPSF7	3	0.0076	0.5245
MEPCE	CPSF7	3	0.0000	0.7045
EIF4A2	CRIPT	3	0.0000	0.7045
MEPCE	CRIPT	3	0.0000	0.7045
EIF4A2	CS	3	0.0000	0.7045
MEPCE	CS	3	0.0000	0.7045
EIF4A2	CSDE1	3	0.0000	0.7045
MEPCE	CSDE1	3	0.0001	0.6759
EIF4A2	CSE1L	3	0.0000	0.7045
MEPCE	CSE1L	3	0.0045	0.5528
EIF4A2	CSNK1A1	3	0.0101	0.5059
MEPCE	CSNK1A1	3	0.3426	0.1518
EIF4A2	CSNK1D	3	0.0000	0.7045
MEPCE	CSNK1D	3	0.0018	0.5962
EIF4A2	CSNK2A1	3	0.0000	0.7045
MEPCE	CSNK2A1	3	0.0028	0.5794
EIF4A2	CSNK2A2	3	0.0001	0.6759
MEPCE	CSNK2A2	3	0.0000	0.7045
EIF4A2	CSNK2B	3	0.0052	0.5447
MEPCE	CSNK2B	3	0.9742	0.0010
EIF4A2	CSRP1	3	0.0034	0.5657
MEPCE	CSRP1	3	0.2396	0.2676
EIF4A2	CSRP2	3	0.0000	0.7045
MEPCE	CSRP2	3	0.0149	0.4859
EIF4A2	CTR9	3	0.0000	0.7045
MEPCE	CTR9	3	0.0004	0.6406
EIF4A2	CTSZ	3	0.0018	0.5962
MEPCE	CTSZ	3	0.8163	0.0114
EIF4A2	CTTN	3	0.0000	0.7045
MEPCE	CTTN	3	0.0000	0.7045
EIF4A2	CUL1	3	0.0000	0.7045
MEPCE	CUL1	3	0.0000	0.7045
EIF4A2	CUL2	3	0.0000	0.7045
MEPCE	CUL2	3	0.0000	0.7045
EIF4A2	CUL4B	3	0.0000	0.7045
MEPCE	CUL4B	3	0.1156	0.3224
EIF4A2	CUSTOS	3	0.0000	0.7045
MEPCE	CUSTOS	3	0.0884	0.3483
EIF4A2	CWC22	3	0.0002	0.6584
MEPCE	CWC22	3	0.0014	0.6047
EIF4A2	CWC25	3	0.3417	0.1558
MEPCE	CWC25	3	0.0000	0.7045
EIF4A2	CWF19L2	3	0.0000	0.7045
MEPCE	CWF19L2	3	0.0002	0.6584
EIF4A2	CYB5R3	3	0.0000	0.7045
MEPCE	CYB5R3	3	0.0009	0.6193
EIF4A2	CYCS	3	0.0000	0.7045
MEPCE	CYCS	3	0.0000	0.7045
EIF4A2	CYFIP1	3	0.0000	0.7045
MEPCE	CYFIP1	3	0.0000	0.7045
EIF4A2	CYFIP2	3	0.6668	0.0430
MEPCE	CYFIP2	3	0.0013	0.6076
EIF4A2	DAP3	3	0.0066	0.5334
MEPCE	DAP3	3	0.0867	0.3523
EIF4A2	DARS1	3	0.0000	0.7045
MEPCE	DARS1	3	0.0000	0.7045
EIF4A2	DARS2	3	0.0000	0.7045
MEPCE	DARS2	3	0.0230	0.4576
EIF4A2	DCAF1	3	0.0000	0.7045
MEPCE	DCAF1	3	0.1576	0.2980
EIF4A2	DCD	3	0.0000	0.7045
MEPCE	DCD	3	0.0000	0.7045
EIF4A2	DCLK1	3	0.0000	0.7045
MEPCE	DCLK1	3	0.0072	0.5269
EIF4A2	DCTN1	3	0.0000	0.7045
MEPCE	DCTN1	3	0.0000	0.7045
EIF4A2	DCTN2	3	0.0000	0.7045
MEPCE	DCTN2	3	0.0000	0.7045
EIF4A2	DCTN3	3	0.0000	0.7045
MEPCE	DCTN3	3	0.0000	0.7045
EIF4A2	DCUN1D5	3	0.0000	0.7045
MEPCE	DCUN1D5	3	0.0000	0.7045
EIF4A2	DDB1	3	0.0000	0.7045
MEPCE	DDB1	3	0.0019	0.5940
EIF4A2	DDOST	3	0.0000	0.7045
MEPCE	DDOST	3	0.3223	0.2183
EIF4A2	DDX1	3	0.0000	0.7045
MEPCE	DDX1	3	0.0000	0.7045
EIF4A2	DDX17	3	0.0000	0.7045
MEPCE	DDX17	3	0.0000	0.7045
EIF4A2	DDX21	3	0.0063	0.5351
MEPCE	DDX21	3	1.0000	0.0000
EIF4A2	DDX23	3	0.0000	0.7045
MEPCE	DDX23	3	0.3019	0.2350
EIF4A2	DDX39A	3	1.0000	0.0000
MEPCE	DDX39A	3	0.0044	0.5539
EIF4A2	DDX3X	3	0.9443	0.0036
