Bait,Prey,log_fold_change,snr,mean_diff,median_diff,replicate_fold_change_sd,bait_cv,bait_control_sd_ratio,zero_or_neg_fc,composite_score,global_cv
EIF4A2,PDCD4,10.588740055121335,5223.375475975977,729764.5357055668,729512.6897888,87.2183880720064,0.05663431942147616,295.82231516472854,1,20.0528450020347,1.4145541534717798
EIF4A2,THSD1,11.325446806474229,68843.73400556893,113910.97743133333,122609.125,327.29345484873716,0.12753756444325226,8780.162162249364,1,14.741715157328837,1.430463902938437
EIF4A2,EIF4G1,5.643473072861648,1041.4953566534582,178969.72231399998,172800.352977,2.6248117275148806,0.05251018761779807,54.6891165809386,1,5.526673906377733,1.314240677956806
EIF4A2,PRKAR2B,8.926875670639493,344.14569217815836,24522.9490732,25360.71484,31.28947592307677,0.06428963403536389,22.12500060498079,1,2.681976199159646,1.3907617257440403
EIF4A2,AKAP5,8.146562896877985,200.37557442114095,29938.327187666666,30299.07031,23.51135332353176,0.08296938096357183,16.62503736994218,1,2.604647706479078,1.4140566357917197
EIF4A2,CDC20B,7.443638758250292,4670.073704128829,7685.855682333333,7849.323242,9.94648059141193,0.05713614320473214,266.8299999357587,1,2.537002213572117,1.4176719001873936
EIF4A2,PRKAR2A,7.362109250045015,185.65463367278528,28388.234777833335,28024.908585200003,7.5835077867378216,0.0460950667078416,8.557762723766933,1,2.3797511296485507,1.3725749043566635
EIF4A2,EIF4A1,4.644434680101252,278.98299110678096,50686.18331000001,48485.325684,1.6827817368117617,0.06728431138457011,18.771178444627406,1,2.269121919871547,1.2820583389960323
EIF4A2,HSPA1L,6.952611111739685,172.39268982415464,20735.111309033335,20600.141633299998,1.548052446792456,0.012498019915922004,2.1545672707816492,1,2.1100644776752113,1.1061492582628314
EIF4A2,EIF4G2,1.207792151184805,3.345343121708362,83256.71083866668,55307.79685000001,0.06129469330688068,0.026536466330536183,0.08877358511330476,1,1.9049991825778503,0.610191893285113
EIF4A2,PRKACA,4.79869748819969,132.7379101282275,32829.441286299996,32620.371091,1.4955034229980655,0.053732331243688924,7.13231735560493,1,1.8936786200875508,1.265188767563021
EIF4A2,EIF4G3,3.8417379342390703,26.617488762311748,27433.133727300003,27779.68457,1.2670636918156701,0.08837316221859932,2.3522716522435205,1,1.5427749544823335,1.1211737206100458
EIF4A2,DDX39A,3.8677712399687025,233.51769334744907,25529.288006000002,26702.383303,1.3008426945393008,0.08910660972676875,20.807969965406407,1,1.5424297961123643,1.1873301915564884
EIF4A2,RPL36AL,5.3573767874745695,1099.7557003897805,1775.993866,1594.369995,11.07120069510141,0.2700621485141588,297.00238728795756,1,1.4337428845734772,1.4895639268525038
EIF4A2,EIF3F,2.426998262234749,161.35317326189752,32632.603353,34268.483402,0.40706414346418063,0.07569450968264116,12.213549335797579,1,1.3745420114282163,0.808331117472178
EIF4A2,ATXN2,5.5464672132600805,33.04744666867787,2399.523071466667,2503.942627,3.665104263131194,0.07842118951574283,2.5916200782157914,1,1.3489252820346878,1.3774105833752723
EIF4A2,EIF3C,2.5117128367854065,180.6652009157165,30009.45687033334,30135.320318000002,0.21608529031690843,0.03789003976840946,6.845411647464184,1,1.3181676258678352,0.8080024775384276
EIF4A2,EIF3A,2.004068325253012,298.23944680375416,31439.928383333325,32914.43554,0.2206106041365082,0.054997479606739307,16.402417893514684,1,1.2674498605021935,0.6963702985854072
EIF4A2,IGKV2D-29,0.03894475676074669,133.34913478060972,63311.83333333349,39353.5,0.07633409020230565,0.07430178053128986,9.908078146506254,1,1.2408934314658056,0.05156913438152659
EIF4A2,EIF3E,2.561488048306927,65.04678261727929,25431.04459633333,24371.009275,0.4621204429365208,0.07828367054611744,5.0921009004960105,1,1.1938802026731479,0.8442021852007934
EIF4A2,EIF4E,3.9972527589017255,203.28451313094996,9642.935179433334,9381.4890124,0.9661420075789503,0.060499008444587346,12.298511476563169,1,1.1830749538399354,1.1854829491136727
EIF4A2,DHX9,1.2166742284721817,2.565956030478965,30699.486330000003,44726.687501,0.20481524603674697,0.08812694444841043,0.22612986455508347,1,1.176347253131881,0.45205004163598095
EIF4A2,DDX50,4.7976050696779335,19.665630701252912,2030.0310413,2152.243896,3.1753604628936336,0.11417477273590278,2.2453189160237437,1,1.168274210723954,0.8446786610671039
EIF4A2,SFPQ,1.7444781920051176,29.813328346616927,32139.43196666667,30824.42871,0.26772443724344064,0.07990041736705655,2.3820973779957906,1,1.1555486823300611,0.5915567948883376
EIF4A2,EIF3B,2.3935718971661597,144.3486168870592,23927.964677666667,24362.700192000004,0.3902844236094636,0.07427541849606009,10.721553928613769,1,1.1490037822260808,0.8159162269631869
EIF4A2,EIF3D,2.3198502312632705,120.69327167696761,23029.30354566667,22332.996581,0.25466773612009885,0.051007060059222606,6.156208957171158,1,1.0950477761572952,0.7578948949596845
EIF4A2,PABPC4,3.266843426067725,145.06657474742897,10589.056886333334,10519.687625999999,0.808531156999058,0.08400001218316548,12.18559404615412,1,1.0330060283589841,0.9839870541240997
EIF4A2,LSM14A,0.3703135439816827,60.715852842060904,42433.760433333344,34905.9688,0.0897423456889534,0.06942650327407514,4.215289356127606,1,1.013361885113974,0.11500248171407852
EIF4A2,CCT6B,4.168442002298268,24.540494349545778,2579.3907726333337,-39.35401919999998,24.721963638719714,1.3748557266825419,33.73963919209357,1,1.006639749095314,1.7739845317293903
EIF4A2,IGF2BP3,4.131162403669657,22.165806635262737,1237.17458868,1282.7797474400002,3.5855599809848084,0.20462252495318192,4.535623321331455,1,0.9976492865673424,0.833069822976412
EIF4A2,EIF3L,2.258206001535108,123.74844910883134,19083.370930333334,18859.270998,0.30147674786331974,0.06301834401884254,7.798422337738562,1,0.9954919489479455,0.7486113109379644
EIF4A2,EDRF1,3.88860973748249,19.60549110954135,3524.047210566667,3313.7398071000002,1.4950046759562692,0.10093799454117403,1.9789389545919207,1,0.9920981958263076,1.0675730176890763
EIF4A2,CANX,2.2017973792031125,131.90112836938846,31872.278971333333,5591.733398,4.709301174527276,1.0236473213420751,135.0202367373217,1,0.9777047252854971,1.3956588778600467
EIF4A2,EIF3H,2.444674976680387,49.13074517569208,15266.364749666667,14606.089114,0.3992204158306354,0.07333191777242992,3.6028517653220598,1,0.9342587375722128,0.7941592805923602
EIF4A2,SMC3,1.6998205177718329,9.119293643699175,21737.475585333334,19700.88867,0.20424692141989845,0.06287237888996107,0.5733516851754682,1,0.8931912171067392,0.4506581354191859
EIF4A2,EIF3G,1.2442319144478777,43.40146094157961,23302.63801333333,23187.759759999997,0.0833750242551701,0.03519546267526857,1.5275344986214918,1,0.8527226266880903,0.4771197498176022
EIF4A2,EIF3K,2.0776830536948965,94.01613579587801,13617.941001333333,13744.270510000002,0.10823361476111332,0.02564001478819422,2.4105751121351884,1,0.8277816165391444,0.6844863228256224
EIF4A2,PRKACB,2.6167223285387466,16.18944471487732,5397.610269933333,5794.55188,0.6046171274607971,0.09857555762125263,1.5958835403474732,1,0.7525539125068688,0.8779396981481749
EIF4A2,PABPC1,1.4566700229673772,4.904904610696696,17741.793619666663,13823.67383,0.03375754564435183,0.012299036068447794,0.06032559871925455,1,0.7228601091361072,0.4563967660116679
EIF4A2,PRSS3,0.9832894112486219,2.8944842397663537,16463.156903666666,23924.00879,0.07661072737553198,0.03875182634570803,0.11216655061981447,1,0.7172415515578909,0.380442669275566
EIF4A2,EIF3M,2.1295922169025823,24.112234758330686,7527.334797666668,7967.943358999999,0.5099184591084952,0.11652807990300204,2.809752418558701,1,0.6925940523570019,0.7333691046211405
EIF4A2,POLR3F,2.119180391465561,10.524284209695587,5776.722045933333,8197.670049,2.8611087528166492,0.6585647809181173,6.930922924878176,1,0.6707900185003051,1.2006612312148308
EIF4A2,EIF4E2,1.1227368038237164,12.441949924078495,16540.320310000003,16534.58496,0.16523914144956697,0.07588177286718618,0.9441172181638288,1,0.6654355523596496,0.3201227104038234
EIF4A2,FXR1,2.073335002213767,185.21082697345093,6237.509358666666,6080.836914,0.15772830976483154,0.03747784878569883,6.941303366785224,1,0.6649674010952121,0.606876961541547
EIF4A2,KRT78,2.407162241239988,377.3906573817609,1204.966034,0.0,39.78972353013676,1.4142135623730954,1067.4219719643686,1,0.6384373473114854,2.8284271247461894
EIF4A2,HNRNPL,2.4921980813908045,35.8174078562009,631.9048309333333,655.3318787,0.717479135934022,0.12752157579641527,4.567492290765643,1,0.6121405083867454,0.6465253508041335
EIF4A2,TAF15,1.6580782742046591,33.92856002392687,12553.018718333333,2637.3330080000005,2.5072773650585223,0.7944607765075802,26.95491014239298,1,0.582862258832004,1.0314142587441293
EIF4A2,EIF3I,1.0173295299956013,256.17369803148426,11432.907550000004,10263.662110000001,0.15375611324694413,0.07596050329765633,19.459083034093375,1,0.5428849338100428,0.39310789299385207
EIF4A2,DHX30,2.192081238605318,3.2312179855332066,372.6918131333334,526.7446899,0.9311634393716022,0.20377207149767573,0.6584319823726483,1,0.5348838271361727,0.7503114105718611
EIF4A2,PABPC3,2.0176848329924026,13.268114665905163,1867.2729694666664,1900.7738642,0.250215537493808,0.06179192006906845,0.8198622809028467,1,0.5297823571349005,0.6280431789587664
EIF4A2,IBTK,1.9465450899605694,7.884683230596519,2480.448811633334,2623.8051144,0.03759952546664391,0.009754725001698559,0.07691291663997323,1,0.5283340784846087,0.8783230740031926
EIF4A2,FOCAD,1.8709433153820099,36.24380433039539,2574.0984293666666,2532.5438231000003,0.1998704579685103,0.054643654509800264,1.9804939219509285,1,0.5150197680645369,0.5563083908769358
EIF4A2,CHERP,1.5685345067899878,179.07009446113213,4778.958333333334,4546.911620999999,0.32322521797929715,0.10897597554037926,19.514338234009738,1,0.5145503285772646,0.46965313240998274
EIF4A2,DHX15,1.2723331489003888,47.17562593394334,8252.300617333334,8124.934574000001,0.10051198807583514,0.04161110212783273,1.9630297886817505,1,0.5108024690881336,0.39435388784980885
EIF4A2,ELAVL1,1.7899754777984636,5.034702151663399,3318.5375469500004,3239.857422,1.0906869007932323,0.3154024356833451,1.5879573215748144,1,0.5091440887660604,0.5370208238266301
EIF4A2,ZC3H13,1.7975072907805167,22.28513300565271,2466.198039133333,3723.3946537,1.8930230882912056,0.5445697938571306,12.135810286967034,1,0.5089678346639174,0.7638994428883416
EIF4A2,ATXN2L,1.5383311681700567,34.34970662308912,5216.2639973333335,5374.436279,0.19616749706175354,0.06753745966791472,2.3198919256615844,1,0.5025771854627814,0.5334485318822894
EIF4A2,CBX4,1.9267606740651793,2.6884169027073916,911.8587239000001,1212.723877,0.3101304044444178,0.08157042600570294,0.21929531203477437,1,0.48860745826211527,1.1328870849495174
EIF4A2,IGF2BP1,1.5939923934146119,545.0758611864669,1417.352762933333,842.9235229999999,1.4177455894475772,0.4696347454088511,255.98656329681666,1,0.4884577929517385,0.5914686511569427
