Bait	PreyGene	#Rep	AvgP	BFDR
LMNA	CCDC66	3	0.0000	0.8712
ACTB	CCDC66	3	0.0056	0.8337
MAPRE3	CCDC66	3	0.0116	0.8099
KRT8	DENND3	3	0.2669	0.5439
ACTB	DENND3	3	0.0939	0.6946
MAPRE3	DENND3	3	0.0003	0.8647
KRT8	TMEM131L	3	0.0164	0.7940
LMNA	TMEM131L	3	0.0763	0.7112
KRT8	VWA8	3	0.7120	0.0480
LMNA	VWA8	3	0.0484	0.7392
ACTB	VWA8	3	0.3520	0.3590
MAPRE3	VWA8	3	0.0017	0.8526
KRT8	SBNO1	3	0.1804	0.6184
LMNA	SBNO1	3	0.3234	0.4787
ACTB	SBNO1	3	0.1878	0.6119
CTNNA1	SBNO1	3	0.0707	0.7166
MAPRE3	SBNO1	3	0.1454	0.6490
KRT8	GTPBP10	3	1.0000	0.0000
KRT8	WDR91	3	0.1131	0.6778
ACTB	WDR91	3	0.0243	0.7743
MAPRE3	WDR91	3	0.0004	0.8632
KRT8	CNOT1	3	0.0287	0.7663
LMNA	CNOT1	3	0.0007	0.8600
ACTB	CNOT1	3	0.0234	0.7764
CTNNA1	CNOT1	3	0.0003	0.8647
MAPRE3	CNOT1	3	0.0009	0.8582
LMNA	BDP1	3	0.0017	0.8526
KRT8	FAM83G	3	0.8932	0.0079
ACTB	FAM83G	3	0.0118	0.8094
MAPRE3	FAM83G	3	0.3437	0.3795
LMNA	PGP	3	0.0006	0.8612
CTNNA1	PGP	3	0.0624	0.7243
MAPRE3	PGP	3	0.0032	0.8442
KRT8	RIMOC1	3	0.0090	0.8199
ACTB	RIMOC1	3	0.0029	0.8459
KRT8	TUBAL3	3	0.3537	0.3553
LMNA	TUBAL3	3	0.0818	0.7060
ACTB	TUBAL3	3	0.2359	0.5731
CTNNA1	TUBAL3	3	0.0307	0.7626
MAPRE3	TUBAL3	3	0.0636	0.7230
ACTB	FBLL1	3	0.3333	0.4115
KRT8	SMCHD1	3	0.2715	0.5395
LMNA	SMCHD1	3	0.3372	0.4005
ACTB	SMCHD1	3	0.1948	0.6069
MAPRE3	SMCHD1	3	0.2801	0.5298
KRT8	ARHGAP42	3	0.0432	0.7455
LMNA	ARHGAP42	3	0.0010	0.8573
ACTB	ARHGAP42	3	0.7581	0.0320
CTNNA1	ARHGAP42	3	0.0004	0.8632
MAPRE3	ARHGAP42	3	0.0057	0.8332
KRT8	CCDC85C	3	0.0292	0.7655
ACTB	CCDC85C	3	0.0213	0.7808
CTNNA1	CCDC85C	3	0.0006	0.8612
MAPRE3	CCDC85C	3	0.0010	0.8573
CTNNA1	SAC3D1	3	0.3333	0.4115
KRT8	ZSWIM8	3	0.0500	0.7373
LMNA	ZSWIM8	3	0.0001	0.8682
ACTB	ZSWIM8	3	0.0081	0.8234
MAPRE3	ZSWIM8	3	0.0109	0.8127
KRT8	ARHGAP32	3	0.7889	0.0237
ACTB	ARHGAP32	3	0.0849	0.7024
CTNNA1	ARHGAP32	3	0.0377	0.7524
MAPRE3	ARHGAP32	3	0.0109	0.8127
LMNA	POM121C	3	0.9844	0.0007
ACTB	POM121C	3	0.0015	0.8537
ACTB	A2ML1	3	0.3333	0.4115
KRT8	DDX11L8	3	0.0011	0.8566
LMNA	DDX11L8	3	0.4080	0.2576
ACTB	DDX11L8	3	0.0009	0.8582
MAPRE3	DDX11L8	3	0.0022	0.8496
LMNA	PHF20L1	3	0.0073	0.8266
KRT8	SNRPG;SNRPGP15	3	0.0881	0.6998
LMNA	SNRPG;SNRPGP15	3	0.1990	0.6037
ACTB	SNRPG;SNRPGP15	3	0.1503	0.6452
CTNNA1	SNRPG;SNRPGP15	3	0.0174	0.7910
MAPRE3	SNRPG;SNRPGP15	3	0.0291	0.7657
LMNA	AHRR	3	0.0261	0.7709
KRT8	MYO9A	3	0.0109	0.8127
ACTB	MYO9A	3	0.0293	0.7654
MAPRE3	MYO9A	3	0.0004	0.8632
KRT8	IQCJ-SCHIP1;SCHIP1	3	0.2881	0.5230
ACTB	IQCJ-SCHIP1;SCHIP1	3	0.1921	0.6090
KRT8	GPR89A;GPR89B	3	0.0171	0.7919
LMNA	GPR89A;GPR89B	3	0.7761	0.0280
ACTB	GPR89A;GPR89B	3	0.0038	0.8415
KRT8	WASH2P;WASH3P	3	0.0745	0.7128
ACTB	WASH2P;WASH3P	3	0.6083	0.1564
KRT8	NACA	3	0.1393	0.6547
LMNA	NACA	3	0.0251	0.7726
ACTB	NACA	3	0.1337	0.6598
CTNNA1	NACA	3	0.0039	0.8410
MAPRE3	NACA	3	0.0180	0.7895
KRT8	AGPS	3	0.2904	0.5204
LMNA	AGPS	3	0.0741	0.7131
ACTB	AGPS	3	0.1605	0.6361
CTNNA1	AGPS	3	0.0169	0.7924
MAPRE3	AGPS	3	0.0575	0.7291
LMNA	UBXN8	3	1.0000	0.0000
KRT8	KIF2A	3	0.0298	0.7643
LMNA	KIF2A	3	0.0049	0.8367
ACTB	KIF2A	3	0.0070	0.8278
CTNNA1	KIF2A	3	0.0001	0.8682
MAPRE3	KIF2A	3	0.0122	0.8082
KRT8	DDX39A	3	0.4533	0.2164
LMNA	DDX39A	3	0.3191	0.4837
ACTB	DDX39A	3	0.0928	0.6958
CTNNA1	DDX39A	3	0.0230	0.7771
MAPRE3	DDX39A	3	0.0371	0.7530
KRT8	PDLIM1	3	0.2994	0.5099
LMNA	PDLIM1	3	0.1686	0.6290
ACTB	PDLIM1	3	0.3967	0.2714
CTNNA1	PDLIM1	3	0.1366	0.6569
MAPRE3	PDLIM1	3	0.1857	0.6141
KRT8	ACOT7	3	0.3307	0.4681
LMNA	ACOT7	3	0.5620	0.1670
ACTB	ACOT7	3	0.1058	0.6840
CTNNA1	ACOT7	3	0.0322	0.7603
MAPRE3	ACOT7	3	0.0372	0.7529
KRT8	MYO1C	3	0.3332	0.4624
LMNA	MYO1C	3	0.2500	0.5608
ACTB	MYO1C	3	0.3915	0.2797
CTNNA1	MYO1C	3	0.1231	0.6689
MAPRE3	MYO1C	3	0.2124	0.5929
KRT8	SNAP23	3	0.1976	0.6047
LMNA	SNAP23	3	0.0241	0.7748
ACTB	SNAP23	3	0.1917	0.6094
CTNNA1	SNAP23	3	0.0662	0.7204
MAPRE3	SNAP23	3	0.0113	0.8111
KRT8	AIP	3	0.2525	0.5581
LMNA	AIP	3	0.1509	0.6448
ACTB	AIP	3	0.1871	0.6124
CTNNA1	AIP	3	0.0185	0.7881
MAPRE3	AIP	3	0.0317	0.7612
KRT8	GTPBP1	3	0.2414	0.5685
LMNA	GTPBP1	3	0.0021	0.8502
ACTB	GTPBP1	3	0.0226	0.7778
MAPRE3	GTPBP1	3	0.0010	0.8573
KRT8	STXBP3	3	0.0202	0.7835
LMNA	STXBP3	3	0.0672	0.7196
ACTB	STXBP3	3	0.0192	0.7864
CTNNA1	STXBP3	3	0.0042	0.8397
MAPRE3	STXBP3	3	0.0005	0.8621
KRT8	AP4M1	3	0.3519	0.3599
LMNA	AP4M1	3	0.0024	0.8483
ACTB	AP4M1	3	0.0096	0.8174
MAPRE3	AP4M1	3	0.0009	0.8582
KRT8	SMAP	3	0.0043	0.8392
LMNA	SMAP	3	0.2657	0.5456
ACTB	SMAP	3	0.0046	0.8380
CTNNA1	SMAP	3	0.0002	0.8663
MAPRE3	SMAP	3	0.0012	0.8558
KRT8	AP3B1	3	0.3291	0.4712
LMNA	AP3B1	3	0.1183	0.6732
ACTB	AP3B1	3	0.3269	0.4742
CTNNA1	AP3B1	3	0.1538	0.6421
MAPRE3	AP3B1	3	0.2564	0.5543
KRT8	APBB1	3	0.0266	0.7700
LMNA	APBB1	3	0.0319	0.7608
ACTB	APBB1	3	0.0072	0.8270
CTNNA1	APBB1	3	0.0001	0.8682
MAPRE3	APBB1	3	0.0005	0.8621
KRT8	LGALS8	3	0.0454	0.7427
ACTB	LGALS8	3	0.0144	0.8004
KRT8	NDUFS8	3	0.1173	0.6743
LMNA	NDUFS8	3	0.0087	0.8211
ACTB	NDUFS8	3	0.0534	0.7335
KRT8	NFKBIE	3	0.0010	0.8573
ACTB	NFKBIE	3	0.0003	0.8647
KRT8	PSMD11	3	0.0058	0.8327
LMNA	PSMD11	3	0.0003	0.8647
ACTB	PSMD11	3	0.0118	0.8094
CTNNA1	PSMD11	3	0.0001	0.8682
MAPRE3	PSMD11	3	0.0000	0.8712
KRT8	PSMD12	3	0.2264	0.5810
LMNA	PSMD12	3	0.0675	0.7193
ACTB	PSMD12	3	0.1869	0.6126
CTNNA1	PSMD12	3	0.0222	0.7786
MAPRE3	PSMD12	3	0.0304	0.7632
KRT8	PSMD9	3	0.0272	0.7688
LMNA	PSMD9	3	0.0199	0.7843
ACTB	PSMD9	3	0.0001	0.8682
CTNNA1	PSMD9	3	0.0509	0.7363
MAPRE3	PSMD9	3	0.0334	0.7585
LMNA	ATOX1	3	0.0335	0.7584
ACTB	ATOX1	3	0.0078	0.8246
CTNNA1	ATOX1	3	0.0136	0.8031
MAPRE3	ATOX1	3	0.0108	0.8130
KRT8	MEN1	3	1.0000	0.0000
LMNA	MEN1	3	0.3333	0.4115
LMNA	CBX4	3	0.0435	0.7451
MAPRE3	CBX4	3	0.0283	0.7669
KRT8	PGRMC1	3	0.1185	0.6730
LMNA	PGRMC1	3	0.0894	0.6988
ACTB	PGRMC1	3	0.1467	0.6480
MAPRE3	PGRMC1	3	0.0198	0.7847
KRT8	SUPT5H	3	0.0140	0.8018
LMNA	SUPT5H	3	0.3781	0.3051
ACTB	SUPT5H	3	0.0054	0.8345
MAPRE3	SUPT5H	3	0.0005	0.8621
KRT8	TAF4	3	0.0007	0.8600
LMNA	TAF4	3	0.0011	0.8566
ACTB	TAF4	3	0.0000	0.8712
MAPRE3	TAF4	3	0.0000	0.8712
KRT8	DFFA	3	0.0052	0.8354
LMNA	DFFA	3	0.0042	0.8397
ACTB	DFFA	3	0.0073	0.8266
KRT8	HIP1	3	0.3333	0.4115
ACTB	HIP1	3	0.3333	0.4115
KRT8	CLIC1	3	0.1199	0.6719
LMNA	CLIC1	3	0.0589	0.7274
ACTB	CLIC1	3	0.0639	0.7227
CTNNA1	CLIC1	3	0.0066	0.8297
MAPRE3	CLIC1	3	0.0169	0.7924
KRT8	EIF3F	3	0.3163	0.4872
LMNA	EIF3F	3	0.1197	0.6721
ACTB	EIF3F	3	0.2593	0.5516
CTNNA1	EIF3F	3	0.0305	0.7631
MAPRE3	EIF3F	3	0.0847	0.7026
LMNA	CDC7	3	0.0975	0.6912
MAPRE3	CDC7	3	0.0194	0.7859
ACTB	DCTN6	3	0.0081	0.8234
KRT8	SLC33A1	3	0.0815	0.7063
LMNA	SLC33A1	3	0.5782	0.1627
ACTB	SLC33A1	3	0.0056	0.8337
KRT8	WASL	3	0.2934	0.5169
LMNA	WASL	3	0.0624	0.7243
ACTB	WASL	3	0.5376	0.1745
CTNNA1	WASL	3	0.1229	0.6691
MAPRE3	WASL	3	0.2551	0.5553
KRT8	PDE2A	3	0.0832	0.7041
LMNA	PDE2A	3	0.0001	0.8682
ACTB	PDE2A	3	0.0132	0.8047
CTNNA1	PDE2A	3	0.0012	0.8558
MAPRE3	PDE2A	3	0.0052	0.8354
KRT8	IPO5	3	0.3592	0.3459
LMNA	IPO5	3	0.2606	0.5504
ACTB	IPO5	3	0.2994	0.5099
CTNNA1	IPO5	3	0.0475	0.7403
MAPRE3	IPO5	3	0.1284	0.6644
KRT8	POLRMT	3	0.4474	0.2198
LMNA	POLRMT	3	0.1062	0.6836
ACTB	POLRMT	3	0.1961	0.6057
KRT8	EEF2K	3	0.2989	0.5108
LMNA	EEF2K	3	0.0005	0.8621
ACTB	EEF2K	3	0.0188	0.7873
MAPRE3	EEF2K	3	0.0041	0.8402
KRT8	IGF2BP3	3	0.3125	0.4928
LMNA	IGF2BP3	3	0.1595	0.6368
ACTB	IGF2BP3	3	0.2334	0.5754
CTNNA1	IGF2BP3	3	0.0213	0.7808
MAPRE3	IGF2BP3	3	0.1520	0.6438
KRT8	DNM1L	3	0.2751	0.5353
LMNA	DNM1L	3	0.1611	0.6354
ACTB	DNM1L	3	0.2679	0.5429
CTNNA1	DNM1L	3	0.0810	0.7068
MAPRE3	DNM1L	3	0.1774	0.6215
KRT8	PIK3C2A	3	0.3834	0.2947
LMNA	PIK3C2A	3	0.1536	0.6423
ACTB	PIK3C2A	3	0.2967	0.5132
CTNNA1	PIK3C2A	3	0.1623	0.6343
MAPRE3	PIK3C2A	3	0.2501	0.5606
KRT8	PLK4	3	0.1846	0.6148
ACTB	PLK4	3	0.2388	0.5708
MAPRE3	PLK4	3	0.0017	0.8526
ACTB	IFRD1	3	0.0042	0.8397
KRT8	PIK3R2	3	0.0083	0.8228
ACTB	PIK3R2	3	0.0137	0.8027
MAPRE3	PIK3R2	3	0.0018	0.8519
KRT8	TRAF5	3	0.2967	0.5132
ACTB	TRAF5	3	0.0189	0.7871
MAPRE3	TRAF5	3	0.0010	0.8573
KRT8	PLOD2	3	0.0098	0.8168
LMNA	PLOD2	3	0.0125	0.8071
ACTB	PLOD2	3	0.0120	0.8088
CTNNA1	PLOD2	3	0.0129	0.8057
MAPRE3	PLOD2	3	0.0049	0.8367
KRT8	EXOC5	3	0.3414	0.3885
LMNA	EXOC5	3	0.0006	0.8612
ACTB	EXOC5	3	0.3406	0.3910
KRT8	ELL2	3	0.0009	0.8582
LMNA	ELL2	3	0.1637	0.6327
ACTB	ELL2	3	0.0021	0.8502
MAPRE3	ELL2	3	0.0003	0.8647
KRT8	NDUFA4	3	0.1690	0.6288
LMNA	NDUFA4	3	0.0978	0.6907
ACTB	NDUFA4	3	0.1922	0.6089
CTNNA1	NDUFA4	3	0.0151	0.7980
MAPRE3	NDUFA4	3	0.0398	0.7496
KRT8	PSMD14	3	0.2907	0.5199
LMNA	PSMD14	3	0.1177	0.6737
ACTB	PSMD14	3	0.2547	0.5555
CTNNA1	PSMD14	3	0.0057	0.8332
MAPRE3	PSMD14	3	0.0725	0.7150
KRT8	BIN1	3	0.0090	0.8199
LMNA	BIN1	3	0.0165	0.7936
ACTB	BIN1	3	0.0089	0.8203
CTNNA1	BIN1	3	0.0188	0.7873
MAPRE3	BIN1	3	0.0022	0.8496
KRT8	KPNA3	3	0.3369	0.4011
LMNA	KPNA3	3	0.3828	0.2965
ACTB	KPNA3	3	0.2802	0.5297
CTNNA1	KPNA3	3	0.0930	0.6955
MAPRE3	KPNA3	3	0.2081	0.5969
LMNA	BCL9	3	0.0051	0.8359
KRT8	KRIT1	3	0.0643	0.7222
LMNA	KRIT1	3	0.0022	0.8496
ACTB	KRIT1	3	0.0200	0.7840
KRT8	PES1	3	0.0005	0.8621
LMNA	PES1	3	0.0056	0.8337
ACTB	PES1	3	0.0003	0.8647
CTNNA1	PES1	3	0.0000	0.8712
MAPRE3	PES1	3	0.0000	0.8712
KRT8	SDCBP	3	0.0920	0.6963
LMNA	SDCBP	3	0.0556	0.7309
ACTB	SDCBP	3	0.0456	0.7424
CTNNA1	SDCBP	3	0.0007	0.8600
MAPRE3	SDCBP	3	0.0046	0.8380
KRT8	PITPNM1	3	0.1639	0.6326
ACTB	PITPNM1	3	0.0520	0.7350
MAPRE3	PITPNM1	3	0.0042	0.8397
KRT8	MPHOSPH10	3	0.0017	0.8526
LMNA	MPHOSPH10	3	0.0024	0.8483
MAPRE3	MPHOSPH10	3	0.0000	0.8712
KRT8	NOP56	3	0.0970	0.6917
LMNA	NOP56	3	0.2248	0.5824
ACTB	NOP56	3	0.1331	0.6603
CTNNA1	NOP56	3	0.0078	0.8246
MAPRE3	NOP56	3	0.0550	0.7317
KRT8	DDX3X	3	0.3803	0.3005
LMNA	DDX3X	3	0.0964	0.6922
ACTB	DDX3X	3	0.2870	0.5242
CTNNA1	DDX3X	3	0.0660	0.7206
MAPRE3	DDX3X	3	0.1947	0.6071
ACTB	PODXL	3	0.0391	0.7503
KRT8	PIR	3	0.0018	0.8519
LMNA	KPNA4	3	0.4480	0.2187
ACTB	KPNA4	3	0.0080	0.8239
KRT8	NFIB	3	0.0060	0.8320
LMNA	NFIB	3	0.1445	0.6499
LMNA	E2F3	3	0.6473	0.1482
KRT8	PPP6C	3	0.0520	0.7350
LMNA	PPP6C	3	0.0096	0.8174
ACTB	PPP6C	3	0.0095	0.8177
KRT8	PIK3C2B	3	0.1992	0.6036
ACTB	PIK3C2B	3	0.0136	0.8031
KRT8	UBE2C	3	0.0051	0.8359
ACTB	UBE2C	3	0.0129	0.8057
KRT8	ACACB	3	0.0353	0.7559
LMNA	ACACB	3	0.0155	0.7966
ACTB	ACACB	3	0.0133	0.8044
CTNNA1	ACACB	3	0.0157	0.7961
MAPRE3	ACACB	3	0.0146	0.7997
KRT8	SCD	3	0.0737	0.7137
LMNA	SCD	3	0.9993	0.0000
KRT8	ARID1A	3	0.0000	0.8712
LMNA	ARID1A	3	0.0037	0.8419
ACTB	ARID1A	3	0.0009	0.8582
MAPRE3	ARID1A	3	0.0001	0.8682
LMNA	BHLHE40	3	0.0581	0.7282
KRT8	NCKAP5	3	0.4194	0.2428
ACTB	NCKAP5	3	0.0107	0.8132
MAPRE3	NCKAP5	3	0.8365	0.0153
KRT8	NEMP1	3	0.2189	0.5876
ACTB	NEMP1	3	0.0108	0.8130
KRT8	TXNDC9	3	0.2801	0.5298
LMNA	TXNDC9	3	0.3467	0.3709
ACTB	TXNDC9	3	0.3807	0.3000
CTNNA1	TXNDC9	3	0.1301	0.6631
MAPRE3	TXNDC9	3	0.2704	0.5405
KRT8	UBFD1	3	0.0710	0.7163
LMNA	UBFD1	3	0.0149	0.7987
ACTB	UBFD1	3	0.0153	0.7974
CTNNA1	UBFD1	3	0.0048	0.8371
MAPRE3	UBFD1	3	0.0012	0.8558
KRT8	CIT	3	0.0067	0.8294
LMNA	CIT	3	0.0011	0.8566
ACTB	CIT	3	0.0112	0.8115
MAPRE3	CIT	3	0.0006	0.8612
KRT8	CDC42EP2	3	0.2451	0.5658
LMNA	CDC42EP2	3	0.1860	0.6137
ACTB	CDC42EP2	3	0.0886	0.6993
CTNNA1	CDC42EP2	3	0.0354	0.7557
MAPRE3	CDC42EP2	3	0.2611	0.5499
KRT8	AP3D1	3	0.0100	0.8159
LMNA	AP3D1	3	0.0017	0.8526
ACTB	AP3D1	3	0.0051	0.8359
CTNNA1	AP3D1	3	0.0000	0.8712
MAPRE3	AP3D1	3	0.0004	0.8632
KRT8	CCS	3	0.0082	0.8230
LMNA	CCS	3	0.0366	0.7537
ACTB	CCS	3	0.0322	0.7603
CTNNA1	CCS	3	0.0112	0.8115
MAPRE3	CCS	3	0.0026	0.8473
LMNA	ZNF195	3	0.0248	0.7731
KRT8	ABLIM1	3	0.2308	0.5774
LMNA	ABLIM1	3	0.0515	0.7355
ACTB	ABLIM1	3	0.5239	0.1780
CTNNA1	ABLIM1	3	0.0957	0.6929
MAPRE3	ABLIM1	3	0.1198	0.6720
KRT8	DVL1	3	0.0977	0.6909
LMNA	DVL1	3	0.0008	0.8590
ACTB	DVL1	3	0.0136	0.8031
CTNNA1	DVL1	3	0.0002	0.8663
MAPRE3	DVL1	3	0.0016	0.8531
KRT8	DVL2	3	0.4243	0.2403
LMNA	DVL2	3	0.2240	0.5829
ACTB	DVL2	3	0.3714	0.3202
CTNNA1	DVL2	3	0.1776	0.6213
MAPRE3	DVL2	3	0.2957	0.5142
KRT8	CHD1	3	0.0004	0.8632
LMNA	CHD1	3	0.0134	0.8040
ACTB	CHD1	3	0.0002	0.8663
MAPRE3	CHD1	3	0.0000	0.8712
LMNA	CHD2	3	0.2227	0.5843
LMNA	GOSR2	3	0.1610	0.6355
ACTB	GOSR2	3	0.0397	0.7498
MAPRE3	GOSR2	3	0.0098	0.8168
KRT8	EI24	3	0.6667	0.0696
LMNA	EI24	3	1.0000	0.0000
ACTB	EI24	3	0.3333	0.4115
KRT8	KMT2D	3	0.0070	0.8278
LMNA	KMT2D	3	0.0114	0.8107
ACTB	KMT2D	3	0.0055	0.8342
MAPRE3	KMT2D	3	0.0000	0.8712
KRT8	RGPD8	3	0.0000	0.8712
KRT8	APAF1	3	0.3333	0.4115
KRT8	RIOK3	3	0.0011	0.8566
ACTB	RIOK3	3	0.0098	0.8168
MAPRE3	RIOK3	3	0.0003	0.8647
LMNA	IMPA2	3	0.0091	0.8194
MAPRE3	IMPA2	3	0.0006	0.8612
KRT8	ACOT8	3	0.0198	0.7847
LMNA	ACOT8	3	0.0013	0.8550
ACTB	ACOT8	3	0.0003	0.8647
KRT8	CDIPT	3	0.4439	0.2236
LMNA	CDIPT	3	0.1418	0.6527
ACTB	CDIPT	3	0.1439	0.6504
CTNNA1	CDIPT	3	0.0309	0.7623
MAPRE3	CDIPT	3	0.0813	0.7065
KRT8	PDCD5	3	0.1056	0.6843
LMNA	PDCD5	3	0.0113	0.8111
ACTB	PDCD5	3	0.0113	0.8111
MAPRE3	PDCD5	3	0.0018	0.8519
KRT8	PRMT5	3	0.4135	0.2503
LMNA	PRMT5	3	0.1951	0.6067
ACTB	PRMT5	3	0.1860	0.6137
MAPRE3	PRMT5	3	0.1743	0.6244
KRT8	NHERF1	3	0.3136	0.4912
LMNA	NHERF1	3	0.1294	0.6636
ACTB	NHERF1	3	0.3272	0.4735
CTNNA1	NHERF1	3	0.0919	0.6964
MAPRE3	NHERF1	3	0.2235	0.5833
KRT8	CHEK1	3	0.0128	0.8061
LMNA	CHEK1	3	0.0095	0.8177
ACTB	CHEK1	3	0.0050	0.8364
MAPRE3	CHEK1	3	0.0001	0.8682
KRT8	TCERG1	3	0.0405	0.7487
LMNA	TCERG1	3	0.1939	0.6079
ACTB	TCERG1	3	0.1225	0.6693
CTNNA1	TCERG1	3	0.0005	0.8621
MAPRE3	TCERG1	3	0.1183	0.6732
KRT8	NDC80	3	0.7888	0.0241
LMNA	NDC80	3	0.0043	0.8392
ACTB	NDC80	3	0.0195	0.7855
CTNNA1	NDC80	3	0.0005	0.8621
MAPRE3	NDC80	3	0.0207	0.7823
KRT8	TNPO2	3	1.0000	0.0000
ACTB	TNPO2	3	0.0150	0.7983
KRT8	UNC13B	3	0.1703	0.6280
LMNA	UNC13B	3	0.0040	0.8407
ACTB	UNC13B	3	0.0185	0.7881
CTNNA1	UNC13B	3	0.0016	0.8531
MAPRE3	UNC13B	3	0.0017	0.8526
KRT8	POLR3A	3	0.0952	0.6934
ACTB	POLR3A	3	0.0102	0.8152
MAPRE3	POLR3A	3	0.0049	0.8367
KRT8	PSMA7	3	0.0476	0.7402
LMNA	PSMA7	3	0.0048	0.8371
ACTB	PSMA7	3	0.0180	0.7895
CTNNA1	PSMA7	3	0.0022	0.8496
KRT8	SCAMP3	3	0.0136	0.8031
KRT8	BACH1	3	0.1393	0.6547
KRT8	MGST3	3	0.1254	0.6672
LMNA	MGST3	3	0.0718	0.7156
ACTB	MGST3	3	0.0889	0.6992
CTNNA1	MGST3	3	0.0103	0.8147
MAPRE3	MGST3	3	0.0140	0.8018
KRT8	TAX1BP3	3	0.0026	0.8473
LMNA	TAX1BP3	3	0.0006	0.8612
ACTB	TAX1BP3	3	0.0024	0.8483
MAPRE3	TAX1BP3	3	0.0001	0.8682
KRT8	GIPC1	3	0.0065	0.8300
LMNA	GIPC1	3	0.0010	0.8573
ACTB	GIPC1	3	0.0117	0.8097
CTNNA1	GIPC1	3	0.0000	0.8712
MAPRE3	GIPC1	3	0.0002	0.8663
KRT8	IKBKB	3	0.0877	0.7000
LMNA	IKBKB	3	0.0082	0.8230
ACTB	IKBKB	3	0.0269	0.7694
CTNNA1	IKBKB	3	0.0007	0.8600
MAPRE3	IKBKB	3	0.0032	0.8442
KRT8	TIMM23;TIMM23B	3	0.0488	0.7386
LMNA	TIMM23;TIMM23B	3	0.0056	0.8337
ACTB	TIMM23;TIMM23B	3	0.0050	0.8364
MAPRE3	TIMM23;TIMM23B	3	0.0002	0.8663
KRT8	HAT1	3	0.2332	0.5755
LMNA	HAT1	3	0.2824	0.5276
ACTB	HAT1	3	0.1977	0.6046
CTNNA1	HAT1	3	0.0374	0.7527
MAPRE3	HAT1	3	0.0969	0.6918
KRT8	CASK	3	0.0111	0.8119
LMNA	CASK	3	0.0247	0.7735
ACTB	CASK	3	0.2308	0.5774
CTNNA1	CASK	3	0.0427	0.7460
MAPRE3	CASK	3	0.0130	0.8054
KRT8	PLD2	3	0.0509	0.7363
ACTB	PLD2	3	0.0042	0.8397
KRT8	MYL12A;MYL12B	3	0.0935	0.6951
LMNA	MYL12A;MYL12B	3	0.0265	0.7702
ACTB	MYL12A;MYL12B	3	0.1399	0.6542
CTNNA1	MYL12A;MYL12B	3	0.0053	0.8350
MAPRE3	MYL12A;MYL12B	3	0.0096	0.8174
KRT8	HGS	3	0.0510	0.7362
ACTB	HGS	3	0.0006	0.8612
KRT8	AURKA	3	0.3169	0.4862
LMNA	AURKA	3	0.1477	0.6470
ACTB	AURKA	3	0.2029	0.6009
