Protein	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	HEK293_1	HEK293_2	HEK293_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
PHLDB1	0	0	0	154355.81	79242.05	189614.55	0	0	0	0	0	0	0	0	30142.174
USP48	82899.57	55047.53	65129.227	0	13950.443	0	0	13642.814	15785.789	0	0	21633.61	27138.82	16121.432	112591.81
N4BP2	1196858.4	963568.1	1245396.9	12912.546	0	8447.097	0	0	0	0	0	0	2785390.5	2925755.2	2719113.8
CASZ1	496338.2	625846.44	476778.62	0	0	0	0	0	0	0	0	0	0	0	0
SHLD2	44611.086	13086.434	0	0	0	0	0	0	0	0	0	0	0	0	0
AACS	0	0	0	0	0	0	0	0	0	0	0	0	0	29083.154	6248.155
LUZP1	148499.22	216146.2	289098.66	188578.14	163112.88	127128.66	0	0	0	0	0	0	118606.414	55592.46	99331.94
ALYREF	87863.97	63767.23	68366.83	0	0	0	0	0	4641.4883	0	0	0	0	0	0
KBTBD6	25036.889	43412.11	14334.459	16432.736	16809.322	0	0	0	0	0	0	0	15216.549	11796.898	0
SLC25A42	0	0	0	0	0	0	0	0	0	0	21943.14	0	0	0	0
IFTAP	64270.24	64687.406	47732	0	0	0	0	0	0	0	0	0	38219.062	32306.797	33347.926
IQGAP3	0	0	0	224972.23	171859.42	27265.727	0	0	0	0	0	0	0	0	0
ZC3H18	0	90961.78	10179.834	0	0	0	0	0	0	0	0	20920.209	0	0	0
PACS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAND1	1124895.8	1229712.1	1081378.8	1155819.4	1004375.8	1210082.8	0	28604.102	36101.953	135259.05	169265.84	325913.28	1493109.1	1343964.1	1470875.5
GLCCI1	0	0	10093.041	0	0	0	0	0	0	0	0	0	0	0	0
HOOK3	40684.55	108956.484	90011.74	30329.125	53930.992	12152.554	0	0	0	0	0	0	75949.88	12931.079	65541.516
RTTN	24401.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF25	0	0	0	271624.56	194914.77	248604.72	0	0	0	0	0	0	205649.17	111751.37	222957.25
COMMD7	0	0	0	0	0	0	0	2838.299	0	0	0	0	0	0	0
THOC6	0	48182.664	0	23719.12	10911.008	0	4623.0557	0	0	0	0	0	28017.074	0	37891.695
METTL16	0	0	12991.029	0	21920.469	0	0	0	0	0	0	0	0	0	43160.293
PARG	46026.066	35801.81	50538.703	127839.67	95814.6	134764.84	9151.826	87168.98	12774.525	18563.246	21156.115	39939.8	93848.14	108621.14	96821.016
PPFIBP1	164540.53	221296.2	160706.56	2193311.8	1966913.5	2596976.2	0	0	0	0	0	0	560467.4	453528.3	556269.06
ZC3HC1	339339.88	254256.55	247231.45	60734.094	104631.55	60541.81	42965.543	49409.21	72160.25	0	19103.281	98753.25	329345.53	197432.62	224392.64
SBF2	0	0	0	72741.3	102583.62	92061.7	0	0	0	0	0	0	0	0	0
CHD1L	0	11374.248	0	0	0	0	0	0	0	0	0	0	0	22980.234	22345.117
GPBP1	42740.76	116401.875	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC25	55789.24	32967.21	66864.12	47582.453	52628.83	18667.979	13775.033	17944.445	16792.863	0	0	51819.7	74650.89	77895.12	90744.97
CDR2L	278512.78	231614.97	178466.88	0	0	0	0	0	0	0	0	0	54563.61	47795.812	152971
RALGAPB	137174.62	116891.21	79684.37	111589.91	156376.45	111231.2	0	0	0	17379.535	0	22340.848	907000.44	590065.75	563490.75
LSR	0	0	0	591197.56	491508.5	652495.94	0	0	0	0	0	0	167266.03	177192.62	229917.14
ERICH1	41310.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARM1	0	0	59267.27	23375.979	91448.086	27063.428	119416.34	120396.1	64406.35	21379.957	38183.703	95172.58	122245.41	193550.9	194596.53
NIT1	0	0	0	0	18597.82	0	0	11060.408	6154.4414	0	0	20004.277	99783.914	36758.07	32063.477
HEATR5A	24780.332	37414.227	31577.3	0	0	0	0	0	0	0	0	0	255475.16	196434.62	191739.28
FAM131B	0	0	0	0	0	0	0	0	0	0	0	0	7080.2124	9593.62	9485.051
NCAPG2	2634822	2770869.5	2371984.8	143188.86	160541.56	150484.47	0	0	0	0	17635.521	31150.133	335455.12	190977.75	191429.67
SFR1	0	26384.523	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKLE2	25345.781	33265.57	15589.357	501775.7	554680.5	700266.1	0	0	0	0	0	0	295192.03	292137.8	243727.6
DGKH	42837.5	45532.35	106267.734	0	8289.728	0	0	0	0	0	0	0	34715.785	53527.03	64382.16
DDX42	348082.44	683981.2	562094.06	52422.016	20579.04	21243.906	0	0	0	0	34869.727	8812.949	47286.004	28202.068	33198.188
SPATS2	42384.93	25915.758	15028.72	0	11882.171	5160.9316	0	0	0	0	0	0	25348.771	10392.093	16478.549
VRK2	0	0	0	125714.76	80345.06	154159.56	0	0	0	0	0	0	29473.875	125229.54	96495.62
DZIP3	67340.21	94386.57	78161.29	0	2006.898	0	0	0	0	0	0	0	0	0	0
ZNF354C	58359.367	98716.58	138623.69	0	0	0	0	0	0	0	0	0	0	0	0
CACUL1	40341.41	31940.545	25234.055	0	13685.738	0	0	4165.2144	0	0	0	0	24357.334	33357.992	41249.176
DNAAF5	36736.613	0	68947.71	0	16590.668	34416.195	0	0	0	0	0	0	118012.91	48981.594	115588.9
PTRH1	0	11217.897	0	0	0	0	0	0	0	0	0	0	0	0	0
STX12	0	0	0	51403.152	71526.95	43114.383	0	0	0	0	0	0	330182.06	401652.2	414996.5
KIF18B	5586.2446	0	41133.363	0	0	0	0	0	0	0	0	0	0	0	0
ZGRF1	170390.84	113565.96	59402.2	0	0	0	0	0	0	0	0	0	0	0	0
ERO1B	0	0	0	0	0	0	0	0	0	0	0	4388.6465	0	0	0
PALB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZIP1	0	20330.473	18699.467	793951.3	798346.94	811065	0	0	0	0	0	0	21747.914	0	15402.45
PDSS2	0	0	0	0	0	0	0	0	0	0	32568.336	33648.25	0	0	0
ANKRD13B	286452.88	299323.78	261027.22	97432.664	125777.52	161881.61	0	0	0	0	0	0	379306.9	497726.25	447588.12
TDRP	40624.703	52121.75	78791.336	34736.117	58114.26	59205.766	0	0	0	0	0	0	96432.37	57517.867	79283.97
HOMER1	44792.656	43585.406	0	93598.11	92704.47	132516.12	0	0	0	0	0	0	0	0	0
DOLPP1	44346.723	0	0	14155.405	13697.937	16631.26	0	0	0	0	0	0	20982.982	16688.615	0
PPARGC1B	49595.484	0	68494.64	0	0	0	0	0	0	0	0	0	0	0	0
GATAD2A	86647.42	101447.41	68686.8	0	0	0	20553.516	34969.406	28123.002	0	0	29137.053	25945.293	43374	29770.44
CPNE8	0	0	0	329300.56	193683.47	396081.72	0	0	0	0	0	0	51994.96	66151.3	0
GPSM1	271978.9	174591.03	89858.34	101964.43	114123.22	155942.31	0	0	0	0	0	0	189687.66	100354.45	115763.29
RAB11FIP4	0	0	0	0	0	0	0	0	0	0	0	0	505736.5	496615.62	486216.88
C2CD5	27149.455	14416.16	9676.451	14251.612	0	67640.125	0	0	0	0	0	0	12449.4375	11341.211	0
MIB1	210277.5	165739.53	107859.266	124716.7	171207.39	204823.12	0	0	0	0	0	0	193867.72	81112.85	160407.36
PRAG1	28156.055	14486.659	39248.81	204589.52	166056.89	383306.5	0	0	0	0	0	0	18170.477	132655.2	34329.777
MED12L	5851.4277	32402.926	0	0	0	0	0	0	0	2696.949	0	0	0	0	0
HRNR	26723.383	2821.6533	30398.684	0	0	0	9547.91	39095.72	8126.451	63196.973	364538.25	0	35971.855	0	13811.975
IRF2BP1	0	0	18048.14	0	0	0	0	0	0	0	0	0	0	0	0
ERC1	57489.13	42879.24	44516.953	41484.42	24917.887	44449.1	0	0	0	0	0	0	111311.016	58674.46	120749.67
CBWD2	0	0	67981.83	3623.087	0	3977.892	0	0	0	0	0	0	45258.36	0	0
RIOX2	0	0	0	0	0	0	5340.635	6275.823	0	0	0	0	17165.62	0	0
RBM45	0	0	24382.027	9917.571	0	0	0	0	0	0	0	0	0	0	13610.137
CRLF3	27228.195	27375.074	20350.57	0	0	0	0	0	0	0	14810.869	10563.578	22663.293	0	17239.65
PLD3	0	19637.855	0	145630.73	183383.55	160261.97	180306.25	258458.36	174622.1	123369.32	134770.45	147408.8	208899.5	359640.4	202681.66
ERI1	66842.1	0	82171.95	52707.316	0	0	0	0	0	23221.715	0	40317.43	0	0	0
VRK3	22547.012	0	0	0	0	0	6101.9707	0	5551.013	0	0	0	0	0	0
NUDCD3	143220.12	127840.625	145912.28	22624.498	35894.47	43200.145	0	0	0	0	0	0	49237.93	41510.883	43742.992
AHNAK2	307571.03	191752.11	263218	832139.8	725322.4	922775.25	0	31348.297	0	0	0	0	139251.7	156575.81	247714.4
TIAM2	0	0	56629.457	0	64827.59	131222.2	0	0	0	0	0	0	0	0	0
FMNL3	0	0	14401.77	78952.54	67117.01	63996.066	0	0	0	0	0	0	0	0	0
FOXP4	179664.7	212950.78	140432.23	0	0	0	0	0	0	0	0	0	0	0	0
MAP4K3	0	0	0	41639.34	54285.75	71189.88	0	0	0	0	0	0	17888.36	25371.934	0
CCDC50	78610.2	62969.508	61625.38	58046.977	74823.94	54682.12	15083.184	13108.096	28097.943	15030.695	19188.072	22156.885	111140.555	67966.64	162330.28
MCAT	0	0	0	0	0	0	0	0	0	10244.535	14564.126	22193.154	0	0	0
GID4	18480.518	0	0	14332.823	20578.75	0	0	12166.007	0	0	15360.475	0	66518.53	21160.512	31328.086
ARID3B	0	19366.541	15003.975	0	0	0	0	0	0	0	0	0	0	0	0
CEP97	227647.86	279108.8	209093.23	0	0	0	0	0	0	0	0	0	92707.164	128200.266	188338.97
MAPKAPK5	0	0	0	0	0	0	0	0	0	0	0	0	7844.127	0	7407.7393
FAM219A	0	0	0	0	0	0	0	0	0	0	0	0	99944.44	69551.09	0
WDR75	950979.8	1454682.9	1012459.9	1090252.2	1044544.25	1143061	9766.881	11261.644	20737.576	51891.617	70981.91	113804.28	1040072.25	927978.06	937320.56
WDFY1	0	0	0	13697.305	0	0	0	0	0	6732.165	0	8921.186	0	30865.395	38734.38
TEX2	45203.46	0	43207.367	20432.275	24447.375	23200.008	0	0	0	0	0	0	207993.33	146882.05	163907.73
MAP7D3	870661.8	904082.56	1029806.1	5922456.5	695115.1	822032.3	0	0	0	0	16670.197	18370.588	374270.78	469999.62	422316.7
DENND6A	162424.02	15296.63	0	60005.617	0	41287.32	0	0	0	0	0	0	1179915	972638.5	1132087.9
MGA	3958216.5	3795666	3710069.2	0	20410.932	0	0	0	0	0	0	0	94685.64	107980.14	45490.71
GCC2	197033.88	191985.62	162524.72	16204.193	34704.125	0	0	0	0	0	0	0	157230.98	190038.05	134594.86
CCDC28A	34961.91	72824.305	57239.65	0	0	17984.3	0	0	0	0	0	0	45818.656	22262.787	46236
ZC3H7A	24585.883	0	13396.342	0	0	0	0	0	0	0	0	0	0	0	6327.2383
PHF6	11412.148	129861.31	4790.3613	0	25533.629	26103.502	0	30055.648	19264.607	0	0	0	21241.643	0	43276.934
LRRC8A	0	1456844	0	0	1119180.4	961030.4	2045277.6	1623337.9	0	0	0	0	2220856.5	1813591.6	0
LMTK2	142619.17	170648.7	385975.16	811740.2	872023.3	925656.7	0	0	0	0	20301.236	0	5484896	5978865.5	5748810
UBR1	30308.924	15029.214	86688.945	8512.822	0	0	5468.195	9391.993	0	0	0	0	53818.062	0	12079.322
ARHGAP12	0	0	0	45525.86	0	43794.15	0	0	0	0	0	0	0	0	0
CHERP	524338.9	467289.97	374757.62	0	0	0	10443.983	10898.646	0	0	13800.1045	9017.182	0	30116.898	10950.396
CDAN1	0	0	3744.7864	0	0	0	0	0	0	0	0	0	2958.7175	0	2809.7935
ANKHD1	2344207.5	3009619	2836307.8	502879.56	474805.3	638049.5	0	0	0	0	0	8484.827	1051584.6	1243966	961215
BBS7	138258.33	211158.95	157240.95	89232.52	24786.582	71474.66	0	0	0	0	0	0	31008.193	162843.42	59896.785
SUGP1	94731.445	64950.945	67994.73	0	0	0	0	0	0	0	0	16623.668	0	128595.95	0
SUGP2	774476.94	1016614.94	767512.25	0	13648.263	0	0	0	0	0	0	0	47822.71	33176.74	40094.824
UEVLD	17619.656	28801.05	0	0	0	0	0	0	0	0	0	0	26641.71	0	15577.764
CCAR1	27774.113	34804.133	65594.91	0	0	0	0	0	0	0	0	0	0	0	0
DHX40	200660.56	114002.945	151675.33	14409.159	15511.435	25462.596	0	0	0	0	5921.368	0	61795.31	31584.305	19013.027
SKA3	388020.3	414777.66	473998.53	65877.26	50850.703	91932.18	0	0	0	0	0	0	193644.36	226642.44	143076.52
DNAJC10	0	36884.375	26922.664	157911.14	178211.88	223506.56	0	0	0	0	0	0	67032.66	52648.816	37984.062
NELFCD	0	0	0	46967.31	51691.965	45391.547	0	0	0	0	0	0	0	53390.57	67842.484
RHOT2	80273.45	30831.021	134275.94	63827.703	37135.625	79352.14	41311.816	53404.656	32323.133	9917.7295	37634.926	33300.203	226695.94	141961.42	159398.73
BAP18	0	0	31639.219	0	0	0	0	0	0	0	0	0	0	0	0
MRPL41	0	0	0	0	0	0	0	0	0	21151.56	99482.19	152346.92	0	0	10953.089
GPALPP1	42541.086	86732.07	73534.945	0	0	0	0	0	0	0	25348.77	22933.893	27644.908	0	0
PARP9	32988.055	0	19923.12	12524.316	0	15416.14	0	0	0	0	0	0	11444.16	0	0
PALM2	31076.992	0	0	66294.63	78888.44	66112.984	0	0	0	0	0	0	32246.209	50180.65	42993.938
FAM126B	0	0	0	59930.777	45603.613	49318.477	0	0	0	0	0	0	0	0	0
RBM12B	38615.33	129532.75	84043.836	0	29759.918	0	0	0	0	0	0	0	19476.463	11947.75	13312.46
RPAP2	19721.594	18378.031	32417.494	10118.629	0	0	0	0	0	0	0	0	0	4063.3772	0
PNPLA6	136761.22	0	0	10701.472	11624.638	11887.668	0	0	0	0	0	0	31975.082	32684.695	28837.523
SMC5	10416.43	31689.055	12755.783	27679.678	23472.988	27526.14	0	0	0	0	0	0	58822.336	46750.766	113549.47
PLPP6	4987.4634	3475.7554	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX37	165932.55	210626.36	169147.06	54385.594	78222.17	68868.66	0	0	0	0	0	0	141284.9	100910.05	159443.8
AMOTL1	0	19900.662	23955.219	37701.23	76782.85	106005.98	0	0	0	0	0	0	0	35027.383	0
RAVER1	431612.94	668213.94	518465.1	32825.195	28371.438	42032.375	0	0	0	0	3165.8066	0	122121.82	58537.594	46583.555
FTSJ3	511032.03	628832.75	330280.3	190521.55	164419.03	148578.77	67643.97	90862.875	78514.61	101004.43	117811.125	177080.52	242451.66	247322.56	279867.2
SLX4	0	43842.36	94539.58	0	0	0	0	0	0	0	0	0	0	0	0
MB21D2	0	0	0	0	0	0	0	0	0	0	0	0	36382.336	31868.322	37281.938
SRRM1	666049.25	791004.6	716016.6	311053.62	273706.84	256091.66	0	6117.0635	45821.875	147836.05	312156.97	232885.42	916874.56	402348.94	670405
SMAP1	53461.96	67887.8	57372.36	199743.95	226885.22	216280.75	153515.78	0	218491.94	37003.33	66984.07	190017.88	160759.34	97292.13	54972.668
SUPV3L1	13409.691	0	0	0	0	0	0	0	0	639337.94	1321501.4	1344863.5	0	0	0
FANCM	15374.518	39300.77	75151.26	0	0	0	0	0	0	0	0	0	0	0	0
ZZZ3	27592.14	0	25602.959	0	0	0	0	0	0	0	0	0	0	0	0
EXOC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68088.3
C1orf174	0	0	0	0	0	0	0	0	0	0	0	0	14133.747	0	10969.914
THNSL1	0	0	19909.777	23384.363	0	0	0	0	0	605669	1444053.8	1211678.9	14079.252	0	18619.865
PM20D2	78289.21	58328.17	40177.71	95782.766	126251.91	48595.734	95028.87	151859.86	117316.99	16601.908	32842.17	65801.92	263084.28	197837	254843.16
HACE1	0	0	0	0	0	0	0	0	0	0	0	0	84633.78	101464.96	96833.47
MICU2	29800.016	55715.777	0	3048.9885	2999.0696	0	0	0	0	18184.72	32052.873	47769.73	0	25027.05	29855.418
RNF168	226895.89	285451.47	262527.97	76852.28	78724.8	60338.383	0	0	0	0	6574.614	7658.418	27277.088	6435.4883	9130.018
ANKRD13A	66019.305	0	0	0	0	0	0	6939.174	0	0	0	0	0	0	13673.226
ZBED8	13444.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHACTR4	85919.016	95866.125	30561.422	1391601.2	1473011.9	1778556.5	0	0	0	0	0	0	172731.53	110212.266	122334.625
RASEF	0	0	40282.285	0	0	0	0	0	0	0	0	0	1006553.8	1057704	978198.25
TRMT2A	28844.52	21062.473	42638.54	0	19639.13	0	0	0	0	0	0	0	46492.33	0	39587.61
ALDH16A1	0	0	0	0	11060.849	0	0	23720.123	0	0	16325.442	0	0	0	0
KIAA0319L	0	0	0	0	0	0	0	0	0	0	0	0	277084.62	185065.5	187240.11
RTKN2	0	0	0	97726.91	44343.055	153907.86	0	0	0	0	0	0	0	0	0
DCP1B	927285.8	931830.56	868833.3	92040.41	126916.88	129733.125	0	0	0	0	0	0	133205.81	120282.05	135189.53
SCYL3	24134.53	14076.886	0	0	0	0	0	0	0	0	0	0	57254.562	31696.562	28511
XRN1	925929.75	1115695.5	1033972.44	754278.1	684027	749627.8	39260.9	37900.938	34700.23	14048.313	32545.197	57212.023	787141	838395.1	750824.9
UNC5B	0	10083.766	0	118768.61	134825.4	150369.7	0	0	0	0	0	0	0	46635.92	49880.96
MCOLN2	0	0	0	7554.5884	0	0	0	0	0	0	0	0	79726.29	120109.625	68819.266
PELP1	0	44322.79	57252.242	58198.336	70364.71	46207.887	0	0	0	0	0	14966.306	8116.9756	28820.64	24830.703
ABI1	0	0	0	15475.012	25917.736	37086.203	0	15550.1875	15330.085	0	0	0	33335.48	0	0
WDFY3	242557	160001.33	350877.12	0	0	0	0	0	0	0	0	0	146749.97	98036.98	69783.5
ASPM	616387.8	794770.4	686045.9	79808.19	62454.508	101476.95	0	0	0	0	0	0	114869.33	104879.49	94726.234
RDH10	46242.277	0	0	0	16288.646	0	0	0	0	0	0	0	0	75580.49	62349.22
FAM185A	0	0	0	0	0	0	0	0	0	0	0	15722.351	0	0	0
VKORC1L1	14683.334	0	0	12721.033	15494.467	15833.825	0	0	0	0	0	0	17973.547	12483.376	15321.147
RBFA	0	0	0	0	0	0	0	0	0	0	0	50349.605	0	0	0
SPAG16	0	0	37262.96	23479.805	0	0	0	0	0	0	0	0	0	0	0
CLYBL	0	0	153446.48	0	0	0	0	0	0	3739.6245	0	0	0	0	0
SPART	968631.6	927091.56	865202.8	264615.22	327487.7	359491.16	0	10345.954	2273.0884	4378.721	31148.412	7922.5176	673027.7	760001.6	738422.4
SPICE1	728992.7	715270.94	909397.9	50658.67	7507.411	47562.707	0	0	0	0	0	0	219400.31	195780.36	173639.19
TTC5	0	0	0	0	0	11240.6045	0	0	0	0	0	0	0	0	0
PUSL1	11560.546	13879.717	0	0	0	0	0	0	0	0	0	0	0	0	7776.1
CYP4X1	0	0	15411.888	0	0	0	0	0	0	0	0	0	16574.762	0	0
RPTOR	77646.94	77816.734	91961.56	48650.926	56296.94	52963.04	0	0	0	0	0	4134.17	82937.14	73780.484	46327.727
FAM177A1	0	0	0	0	0	0	0	0	0	0	0	0	0	54175.844	16014.012
ZFP82	0	0	9938.953	0	0	0	0	0	0	0	0	0	0	0	0
CCAR2	104723.44	261838.44	214131.64	94418.22	112816.14	87357.69	0	21356.875	19414.42	0	20333.174	0	95948.39	87544.94	14731.687
NDUFAF2	0	0	0	0	0	0	0	0	0	109011.85	299672.16	223031.52	0	0	0
VPS52	0	0	0	50472.32	58101.1	137808.9	0	0	0	0	0	0	146745.23	311369.38	98493.68
NUP93	292896.47	421749.5	325257.1	391264.78	178444.06	278110.4	0	0	0	0	64738.29	33834.73	706917.8	1147024	903808.44
ZNF687	46417.39	4731.206	0	0	0	0	0	0	0	0	0	0	0	0	0
CMTR1	280419	190914.7	285417.88	140871.06	29590.61	120004.555	0	3197.2686	0	0	0	12552.016	231187.62	123698.25	120843.53
LRRC47	109599.49	74400.59	100167.03	37692.883	57079.89	53235.07	3438.2134	5544.8296	5245.421	0	0	21440.18	105487.28	39736.562	87530.66
DOCK4	62546.008	11745.463	10899.278	20521.547	38088.188	55836.49	0	0	0	0	0	0	0	21646	0
KRT78	0	0	75551.42	0	0	0	0	236987	147876.77	251464.6	580110.75	0	0	0	0
ARHGEF28	210562.06	264579.6	209247.52	0	24218.283	7060.981	0	0	0	0	0	0	80138.2	40768.086	88968.22
INTS1	375653.44	447109.12	377597.2	0	0	0	0	0	0	0	0	0	0	0	0
ARMC10	0	0	0	0	0	0	0	0	0	0	0	0	136344.2	99022.625	93662.28
GHDC	0	38013.02	0	0	9188.719	22664.615	48894.15	38434.566	77835.4	0	0	32648.508	39839.34	30322.303	80547.78
ABHD12	57000.355	0	14553.933	33806.938	26176.76	19623.879	6474.754	0	0	0	8467.935	8660.316	30214.377	23043.545	46765.094
TMEM256	0	0	0	0	0	0	0	0	0	0	0	0	0	14308.355	0
PIAS4	0	0	32367.775	0	0	0	0	0	0	0	0	5639.1924	0	0	0
RUSC2	0	22884.71	0	0	0	0	0	0	0	0	0	0	0	42483.41	0
CBARP	93997.61	0	0	1254426.1	1063356.9	1130807.4	0	0	0	0	0	0	773047.8	776075.06	846133.9
ASCC3	880643.1	957662.7	855554.75	158471.22	126626.41	238823.25	0	0	0	0	14151.351	5352.565	504202.8	777472.6	482919.2
MICALL1	69967.89	30430.184	26694.889	0	0	0	0	0	0	0	0	0	616630.75	441271.38	693667
HROB	14376.227	28155.154	25737.562	0	0	0	0	0	0	0	0	0	0	0	0
VPS8	0	0	0	0	0	15385.162	0	0	0	0	0	0	2105943	2403328	1826338.8
PALS1	47486.77	14613.702	13759.624	118002.36	176981.08	139147.42	0	0	0	0	0	0	50639.746	0	0
STAG2	0	0	52700.617	23150.697	41791.38	51710.516	0	0	0	0	0	0	25552.74	9105.211	0
FNBP4	59063.836	79326.28	18180.684	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	0	0	0	0	0	0	0	0	0	100793.125	61687.582	128179.055	0	0	0
ZCCHC7	26493.781	25455.592	0	0	0	0	0	0	0	0	0	0	0	0	0
FGFRL1	0	0	0	66297.2	633539.1	483763.84	0	0	0	0	0	0	35014.316	42068.832	39688.55
GUF1	0	0	0	0	0	139374.69	0	0	0	120252.69	245711.52	338929.6	0	0	262612.3
D2HGDH	0	0	0	0	0	2659.6177	0	0	0	0	15757.153	16953.111	37429.21	0	19627.75
NIN	369877.22	408702.78	392917.5	210739.22	0	0	0	0	0	0	0	0	49392.41	46648.49	105604.945
MINK1	0	0	70694.625	132246.44	73331.695	133341.52	0	0	0	0	0	0	0	0	0
TMEM151A	0	0	0	183731.19	235625.12	227378.9	0	0	0	0	0	0	0	0	0
TTC30B	47244.258	26745.7	0	0	0	0	0	0	0	0	0	0	0	0	0
ZADH2	0	0	0	0	0	0	0	0	0	0	11564.223	0	0	0	0
CHCHD4	20936.908	0	0	0	0	0	0	0	0	0	0	0	0	18105.441	17894.791
MARVELD2	0	0	0	157574.62	152435.89	175019.25	0	0	0	0	0	0	54634.355	93675.05	167637.28
CBR4	0	0	0	0	0	0	0	0	0	16113.194	19556.783	19345.889	0	0	0
AFAP1L2	0	0	0	0	0	0	0	0	0	0	0	0	12600.455	0	0
OGFOD1	29139.824	0	31055.059	0	0	0	0	0	0	0	0	0	0	0	0
OXR1	11071.203	0	0	74200.96	52820.387	33080.832	0	0	0	0	0	0	202558.33	278469	314075.66
MPND	29356.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRBD1	0	0	0	0	0	0	0	0	0	0	0	0	16331.873	0	0
TAB3	18620.633	32265.695	42474.098	0	0	0	0	0	0	0	0	0	32032.453	0	46680.97
NKAP	140787.94	215093.8	100590.22	230327.73	198766.4	131933.42	0	0	0	185609	223433.53	325918.1	279665.66	209256.97	299094.12
MACO1	55725.72	124111.7	151949.4	700760.56	701972.4	793480	0	0	0	0	0	0	311553.25	331563.2	340913.72
NOPCHAP1	0	96320.73	0	0	0	0	0	0	0	0	0	0	124326.484	31590.111	90045.84
MINDY1	0	0	0	0	0	17253.48	0	0	0	0	0	0	27435.398	133409.56	75784.96
CISD2	99257.086	115202.305	42325.92	101240.1	120878.21	96376.9	14795.329	41535.32	30038.668	38575.777	80369.734	104117.82	150946.62	214013.23	155603
ATPAF2	0	0	0	0	0	0	0	0	0	92290.555	184877.67	140254.89	0	0	0
MRPL50	0	0	0	0	0	0	0	0	0	14324.794	90071.8	61226.758	0	0	0
ZC3H8	89709.09	86681.61	76691.82	0	0	0	0	0	0	0	0	0	0	0	0
CAMKK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF10	81559.734	15276.712	0	0	0	0	0	0	0	0	0	0	0	0	0
RFLNB	0	0	0	0	17048.06	21563.148	0	0	0	5203.577	0	0	0	0	0
MSL3	0	0	19480.787	0	0	0	0	0	0	0	0	0	0	0	0
LZTR1	0	0	0	11574.538	16734.434	16036.208	0	0	0	0	0	0	569402	831138	595647.3
ZBTB2	17565.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPSF7	12595.535	0	17128.516	9544.355	0	0	0	0	0	0	0	0	0	0	0
ARFGAP2	59835.656	88825.87	181414.44	198690.61	163563.84	227645.16	0	0	0	0	0	0	86424.34	132018.88	227015.83
EID2	59223.51	54174.062	86306.82	52640.336	31880.148	65739.55	0	0	0	0	0	0	0	0	0
KRTCAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6689.0146
C1orf52	155101.28	183031.12	194505.52	7510.7	0	0	0	0	0	0	0	0	0	8938.465	46214.02
ACBD7	0	0	0	0	0	0	13916.904	19623.406	13945.595	10846.045	0	0	0	0	0
METTL25	0	0	0	6448.0015	0	9839.523	0	0	0	0	0	0	11560.029	16849.574	8671.016
EEF1AKNMT	0	0	0	43749.29	16949.363	24558.81	0	0	0	0	0	6036.7266	17872.908	0	32660.316
ARFGAP1	232045.66	388502.38	241719.88	209045.27	229295.12	220618.84	51167.28	69006.484	45208.234	86103.57	112568.31	65349.15	408970.94	434132.47	432719.5
GPR161	0	0	0	0	0	0	0	0	0	0	0	0	31931.842	29373.459	29489.936
ZNF655	29629.527	32228.268	23438.006	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2A	0	0	0	15407.875	0	0	0	0	0	0	0	0	0	0	0
PAF1	130148.88	143942.11	226961.61	36458.285	0	18333.992	0	0	0	0	0	25271.66	37517.57	27778.566	31545.475
UBR7	39122.53	21847.406	48160.082	0	0	0	7305.993	0	0	0	0	0	0	33852.375	75303.91
DDX51	0	0	0	0	0	20989.793	0	0	0	6036.71	8141.5273	27298.535	18814.996	0	7426.9175
CEP112	33202.484	38110.42	36664.008	0	0	0	0	0	0	0	0	0	47103.984	0	27949.64
FAM241A	0	0	0	42477.36	33969.06	0	8314.502	12907.147	14411.959	0	0	17951.16	0	31577.94	0
C2orf69	0	16394.982	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL14EP	0	40305.047	40461.227	0	0	0	0	0	0	0	0	0	0	0	0
ENAH	71080.46	139718.22	89111.63	197514.61	177493.4	199540.83	0	0	0	0	0	16870.422	90954.02	65787.234	127889.67
DCBLD1	0	0	0	500466	445992.03	489869.9	0	0	0	0	0	0	59286.906	61493.344	79306.45
MRPL43	0	0	0	0	0	0	0	0	0	0	22159.982	0	0	0	0
C12orf29	46731.27	61690.72	37385.484	11843.384	9129.584	0	34943.7	56345.9	44569.74	0	0	0	75042.32	36833.867	10797.495
