Bait	PreyGene	#Rep	#Pep	#Frag	AvgP	BFDR
LMNA	DPYSL5	3	1	13	0.3330	0.2865
ACTB	DQX1	3	1	13	0.3328	0.2902
ACTB	DR1	3	1	13	0.9554	0.0248
CTNNA1	DR1	3	1	13	0.6008	0.1469
KRT8	DR1	3	1	13	0.9427	0.0282
LMNA	DR1	3	1	13	0.9606	0.0231
MAPRE3	DR1	3	1	13	0.8997	0.0385
LMNA	DRAP1	3	1	13	0.3324	0.2946
ACTB	DRG1	3	9	13|13|13|13|13|13|13|13|13	0.9646	0.0216
CTNNA1	DRG1	3	9	13|13|13|13|13|13|13|13|13	0.7926	0.0718
KRT8	DRG1	3	9	13|13|13|13|13|13|13|13|13	0.9742	0.0157
LMNA	DRG1	3	9	13|13|13|13|13|13|13|13|13	0.9455	0.0275
MAPRE3	DRG1	3	9	13|13|13|13|13|13|13|13|13	0.9466	0.0272
ACTB	DRG2	3	9	13|26|13|13|13|13|13|13|13	0.9753	0.0148
CTNNA1	DRG2	3	9	13|26|13|13|13|13|13|13|13	0.6653	0.1138
KRT8	DRG2	3	9	13|26|13|13|13|13|13|13|13	0.9803	0.0104
LMNA	DRG2	3	9	13|26|13|13|13|13|13|13|13	0.5028	0.1830
MAPRE3	DRG2	3	9	13|26|13|13|13|13|13|13|13	0.8559	0.0521
ACTB	DROSHA	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.3167	0.3245
CTNNA1	DROSHA	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.1294	0.4209
KRT8	DROSHA	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.7490	0.0865
LMNA	DROSHA	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.8202	0.0629
MAPRE3	DROSHA	3	18	13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13	0.2378	0.3526
ACTB	DSC1	3	11	13|13|26|13|13|13|13|13|26|13|26	0.3777	0.2413
CTNNA1	DSC1	3	11	13|13|26|13|13|13|13|13|26|13|26	0.1907	0.3797
KRT8	DSC1	3	11	13|13|26|13|13|13|13|13|26|13|26	0.1523	0.4137
LMNA	DSC1	3	11	13|13|26|13|13|13|13|13|26|13|26	0.4245	0.2231
MAPRE3	DSC1	3	11	13|13|26|13|13|13|13|13|26|13|26	0.0915	0.4555
LMNA	DSC2	3	1	13	0.3321	0.2963
ACTB	DSC3	3	6	13|13|13|13|13|13	0.3307	0.3012
LMNA	DSC3	3	6	13|13|13|13|13|13	0.3327	0.2916
LMNA	DSCC1	3	1	13	0.2846	0.3394
ACTB	DSG1	3	21	13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13	0.4618	0.2035
CTNNA1	DSG1	3	21	13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13	0.2496	0.3488
KRT8	DSG1	3	21	13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13	0.2805	0.3405
LMNA	DSG1	3	21	13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13	0.6267	0.1385
MAPRE3	DSG1	3	21	13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13	0.2418	0.3514
ACTB	DSG2	3	28	26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|25|13|13|26|25|13	0.9709	0.0182
CTNNA1	DSG2	3	28	26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|25|13|13|26|25|13	0.9211	0.0331
KRT8	DSG2	3	28	26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|25|13|13|26|25|13	0.9451	0.0275
LMNA	DSG2	3	28	26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|25|13|13|26|25|13	0.1657	0.4009
MAPRE3	DSG2	3	28	26|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|26|25|13|13|26|25|13	0.4791	0.1967
ACTB	DSG4	3	3	13|13|13	0.1111	0.4265
KRT8	DSN1	3	8	13|13|26|13|13|13|13|13	0.0833	0.4584
LMNA	DSN1	3	8	13|13|26|13|13|13|13|13	0.8938	0.0400
ACTB	DSP	3	74	13|26|13|13|13|13|26|13|12|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|11|13|13	0.6414	0.1304
CTNNA1	DSP	3	74	13|26|13|13|13|13|26|13|12|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|11|13|13	0.2928	0.3374
KRT8	DSP	3	74	13|26|13|13|13|13|26|13|12|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|11|13|13	0.9911	0.0035
LMNA	DSP	3	74	13|26|13|13|13|13|26|13|12|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|11|13|13	0.5879	0.1503
MAPRE3	DSP	3	74	13|26|13|13|13|13|26|13|12|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|13|13|13|13|13|13|13|13|13|11|13|13	0.3850	0.2390
ACTB	DST	3	277	13|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|26|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|12|13|13|26|26|26|13|13|26|26|13|13|13|26|13|13|13|13|26|13|13|26|13|13|26|26|26|13|26|26|13|13|13|13|26|13|13|13|13|10|26|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|26|13|13|25|13|26|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|26|13|11|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|12|13|13|13|13|13|13|13|13|26|26|26|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|26|13|13|13|25|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9623	0.0225
CTNNA1	DST	3	277	13|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|26|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|12|13|13|26|26|26|13|13|26|26|13|13|13|26|13|13|13|13|26|13|13|26|13|13|26|26|26|13|26|26|13|13|13|13|26|13|13|13|13|10|26|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|26|13|13|25|13|26|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|26|13|11|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|12|13|13|13|13|13|13|13|13|26|26|26|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|26|13|13|13|25|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.2788	0.3411
KRT8	DST	3	277	13|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|26|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|12|13|13|26|26|26|13|13|26|26|13|13|13|26|13|13|13|13|26|13|13|26|13|13|26|26|26|13|26|26|13|13|13|13|26|13|13|13|13|10|26|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|26|13|13|25|13|26|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|26|13|11|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|12|13|13|13|13|13|13|13|13|26|26|26|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|26|13|13|13|25|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9080	0.0365
LMNA	DST	3	277	13|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|26|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|12|13|13|26|26|26|13|13|26|26|13|13|13|26|13|13|13|13|26|13|13|26|13|13|26|26|26|13|26|26|13|13|13|13|26|13|13|13|13|10|26|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|26|13|13|25|13|26|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|26|13|11|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|12|13|13|13|13|13|13|13|13|26|26|26|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|26|13|13|13|25|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.1048	0.4470
MAPRE3	DST	3	277	13|13|13|26|13|13|13|13|26|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|26|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|12|13|13|26|26|26|13|13|26|26|13|13|13|26|13|13|13|13|26|13|13|26|13|13|26|26|26|13|26|26|13|13|13|13|26|13|13|13|13|10|26|13|13|13|26|26|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|26|13|13|25|13|26|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|26|13|11|13|13|13|13|13|13|13|13|13|13|13|13|26|25|13|13|13|13|13|13|26|26|13|13|13|13|13|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|26|12|13|13|13|13|13|13|13|13|26|26|26|13|13|13|13|12|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|26|13|13|13|25|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13	0.9905	0.0038
ACTB	DSTN	3	4	13|13|26|13	0.9097	0.0360
CTNNA1	DSTN	3	4	13|13|26|13	0.7866	0.0736
KRT8	DSTN	3	4	13|13|26|13	0.9299	0.0311
LMNA	DSTN	3	4	13|13|26|13	0.8869	0.0421
MAPRE3	DSTN	3	4	13|13|26|13	0.7159	0.0985
ACTB	DTL	3	9	12|13|13|13|13|11|13|13|13	0.4233	0.2240
KRT8	DTL	3	9	12|13|13|13|13|11|13|13|13	0.3877	0.2379
LMNA	DTL	3	9	12|13|13|13|13|11|13|13|13	0.9608	0.0230
MAPRE3	DTL	3	9	12|13|13|13|13|11|13|13|13	0.1221	0.4237
ACTB	DTWD2	3	1	13	1.0000	0.0000
KRT8	DTWD2	3	1	13	0.3333	0.2523
LMNA	DTX2	3	1	13	0.6627	0.1151
ACTB	DTX3L	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.6518	0.1218
KRT8	DTX3L	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.8912	0.0408
LMNA	DTX3L	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.0455	0.4759
MAPRE3	DTX3L	3	13	13|13|13|13|13|13|13|13|13|13|13|13|13	0.8345	0.0585
KRT8	DTX4	3	1	13	0.3333	0.2523
ACTB	DTYMK	3	3	13|13|13	0.1090	0.4400
LMNA	DTYMK	3	3	13|13|13	0.3314	0.2994
KRT8	DUOX2	3	3	13|13|13	0.0992	0.4520
MAPRE3	DUOX2	3	3	13|13|13	0.1732	0.3850
LMNA	DUS1L	3	5	13|13|13|13|13	0.5548	0.1595
ACTB	DUS2	3	8	13|13|13|13|13|13|13|13	0.2424	0.3512
CTNNA1	DUS2	3	8	13|13|13|13|13|13|13|13	0.0776	0.4633
KRT8	DUS2	3	8	13|13|13|13|13|13|13|13	0.4899	0.1898
LMNA	DUS2	3	8	13|13|13|13|13|13|13|13	0.5575	0.1584
ACTB	DUS3L	3	3	13|13|13	0.1074	0.4430
CTNNA1	DUS3L	3	3	13|13|13	0.1047	0.4472
KRT8	DUS3L	3	3	13|13|13	0.1085	0.4410
LMNA	DUS3L	3	3	13|13|13	0.4229	0.2242
KRT8	DUSP12	3	2	13|26	0.3125	0.3281
KRT8	DUSP16	3	1	13	0.3330	0.2865
ACTB	DUSP3	3	2	13|13	0.6421	0.1299
KRT8	DUSP3	3	2	13|13	0.3306	0.3013
LMNA	DUSP3	3	2	13|13	0.1666	0.3904
MAPRE3	DUSP3	3	2	13|13	0.1666	0.3904
LMNA	DUSP4	3	1	13	0.3331	0.2825
ACTB	DUT	3	6	13|13|26|26|13|13	0.8200	0.0630
CTNNA1	DUT	3	6	13|13|26|26|13|13	0.8019	0.0693
KRT8	DUT	3	6	13|13|26|26|13|13	0.9064	0.0368
LMNA	DUT	3	6	13|13|26|26|13|13	0.8628	0.0500
MAPRE3	DUT	3	6	13|13|26|26|13|13	0.6795	0.1080
ACTB	DVL1	3	11	26|13|13|13|13|13|26|13|13|12|13	0.9723	0.0173
CTNNA1	DVL1	3	11	26|13|13|13|13|13|26|13|13|12|13	0.4990	0.1853
KRT8	DVL1	3	11	26|13|13|13|13|13|26|13|13|12|13	0.9810	0.0099
LMNA	DVL1	3	11	26|13|13|13|13|13|26|13|13|12|13	0.5549	0.1594
MAPRE3	DVL1	3	11	26|13|13|13|13|13|26|13|13|12|13	0.7686	0.0789
ACTB	DVL2	3	15	13|13|26|13|13|13|13|13|13|13|13|26|26|39|26	0.9756	0.0144
CTNNA1	DVL2	3	15	13|13|26|13|13|13|13|13|13|13|13|26|26|39|26	0.8277	0.0607
KRT8	DVL2	3	15	13|13|26|13|13|13|13|13|13|13|13|26|26|39|26	0.9787	0.0117
LMNA	DVL2	3	15	13|13|26|13|13|13|13|13|13|13|13|26|26|39|26	0.8260	0.0613
MAPRE3	DVL2	3	15	13|13|26|13|13|13|13|13|13|13|13|26|26|39|26	0.9511	0.0261
ACTB	DVL3	3	9	13|13|26|13|26|13|13|13|26	0.9577	0.0240
CTNNA1	DVL3	3	9	13|13|26|13|26|13|13|13|26	0.4420	0.2107
KRT8	DVL3	3	9	13|13|26|13|26|13|13|13|26	0.9724	0.0172
LMNA	DVL3	3	9	13|13|26|13|26|13|13|13|26	0.3410	0.2509
MAPRE3	DVL3	3	9	13|13|26|13|26|13|13|13|26	0.9153	0.0347
KRT8	DYM	3	1	13	0.6580	0.1174
ACTB	DYNC1H1	3	170	13|13|26|12|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|25|13|13|13|13|13|26|13|13|26|26|13|13|13|26|13|26|13|13|26|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|10|26|26|13|26|13|13|12|13|12|26|26|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|12|13|13|13	0.9679	0.0198
CTNNA1	DYNC1H1	3	170	13|13|26|12|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|25|13|13|13|13|13|26|13|13|26|26|13|13|13|26|13|26|13|13|26|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|10|26|26|13|26|13|13|12|13|12|26|26|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|12|13|13|13	0.4696	0.2007
KRT8	DYNC1H1	3	170	13|13|26|12|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|25|13|13|13|13|13|26|13|13|26|26|13|13|13|26|13|26|13|13|26|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|10|26|26|13|26|13|13|12|13|12|26|26|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|12|13|13|13	0.9836	0.0080
LMNA	DYNC1H1	3	170	13|13|26|12|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|25|13|13|13|13|13|26|13|13|26|26|13|13|13|26|13|26|13|13|26|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|10|26|26|13|26|13|13|12|13|12|26|26|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|12|13|13|13	0.9531	0.0255
MAPRE3	DYNC1H1	3	170	13|13|26|12|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|25|13|13|13|13|13|26|13|13|26|26|13|13|13|26|13|26|13|13|26|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|12|13|13|10|26|26|13|26|13|13|12|13|12|26|26|13|13|13|26|13|26|13|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|26|13|13|13|26|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|13|13|13|13|13|13|13|26|13|13|13|13|13|13|13|13|26|13|12|13|13|13	0.9188	0.0337
ACTB	DYNC1I2	3	4	13|13|13|26	0.2152	0.3666
KRT8	DYNC1I2	3	4	13|13|13|26	0.5356	0.1707
MAPRE3	DYNC1I2	3	4	13|13|13|26	0.1032	0.4491
ACTB	DYNC1LI1	3	15	26|13|13|26|13|13|13|13|26|13|13|13|13|26|13	0.9711	0.0180
CTNNA1	DYNC1LI1	3	15	26|13|13|26|13|13|13|13|26|13|13|13|13|26|13	0.2446	0.3501
KRT8	DYNC1LI1	3	15	26|13|13|26|13|13|13|13|26|13|13|13|13|26|13	0.9667	0.0205
LMNA	DYNC1LI1	3	15	26|13|13|26|13|13|13|13|26|13|13|13|13|26|13	0.3054	0.3323
MAPRE3	DYNC1LI1	3	15	26|13|13|26|13|13|13|13|26|13|13|13|13|26|13	0.8732	0.0464
ACTB	DYNC1LI2	3	12	13|26|13|26|13|26|13|13|13|13|13|26	0.9733	0.0164
CTNNA1	DYNC1LI2	3	12	13|26|13|26|13|26|13|13|13|13|13|26	0.3552	0.2482
KRT8	DYNC1LI2	3	12	13|26|13|26|13|26|13|13|13|13|13|26	0.9722	0.0173
LMNA	DYNC1LI2	3	12	13|26|13|26|13|26|13|13|13|13|13|26	0.0531	0.4728
MAPRE3	DYNC1LI2	3	12	13|26|13|26|13|26|13|13|13|13|13|26	0.8768	0.0452
ACTB	DYNC2H1	3	31	13|13|13|13|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.5508	0.1617
CTNNA1	DYNC2H1	3	31	13|13|13|13|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.0166	0.4849
KRT8	DYNC2H1	3	31	13|13|13|13|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.6144	0.1431
LMNA	DYNC2H1	3	31	13|13|13|13|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.0203	0.4843
MAPRE3	DYNC2H1	3	31	13|13|13|13|13|13|13|13|13|13|13|13|13|10|13|13|13|13|13|13|13|13|13|12|13|13|13|13|13|13|13	0.1183	0.4249
ACTB	DYNC2I1	3	4	13|13|13|13	0.2175	0.3638
KRT8	DYNC2I1	3	4	13|13|13|13	0.2185	0.3623
MAPRE3	DYNC2I1	3	4	13|13|13|13	0.3249	0.3127
ACTB	DYNC2I2	3	4	13|13|13|13	0.5297	0.1731
KRT8	DYNC2I2	3	4	13|13|13|13	0.6463	0.1266
LMNA	DYNC2I2	3	4	13|13|13|13	0.1111	0.4265
MAPRE3	DYNC2I2	3	4	13|13|13|13	0.1859	0.3813
CTNNA1	DYNC2LI1	3	4	13|13|13|13	0.1106	0.4366
KRT8	DYNC2LI1	3	4	13|13|13|13	0.1111	0.4265
ACTB	DYNLL1;DYNLL2	3	4	26|13|13|13	0.8139	0.0653
CTNNA1	DYNLL1;DYNLL2	3	4	26|13|13|13	0.3648	0.2455
KRT8	DYNLL1;DYNLL2	3	4	26|13|13|13	0.9109	0.0357
LMNA	DYNLL1;DYNLL2	3	4	26|13|13|13	0.7188	0.0975
MAPRE3	DYNLL1;DYNLL2	3	4	26|13|13|13	0.7458	0.0878
ACTB	DYNLRB1;DYNLRB2	3	1	13	0.8955	0.0395
KRT8	DYNLRB1;DYNLRB2	3	1	13	0.3204	0.3197
MAPRE3	DYNLRB1;DYNLRB2	3	1	13	0.2673	0.3440
CTNNA1	DYNLT5	3	1	13	0.3332	0.2754
ACTB	DYRK1A	3	6	13|13|13|13|13|13	0.1111	0.4265
KRT8	DYRK1A	3	6	13|13|13|13|13|13	0.2222	0.3566
MAPRE3	DYRK1A	3	6	13|13|13|13|13|13	0.9677	0.0199
ACTB	DYRK2	3	1	13	0.3332	0.2754
CTNNA1	DYSF	3	2	10|13	0.1661	0.3998
MAPRE3	DYSF	3	2	10|13	0.1665	0.3953
KRT8	DYTN	3	3	13|13|13	0.1111	0.4265
KRT8	DZIP3	3	1	13	0.9918	0.0031
LMNA	E2F3	3	3	13|13|13	0.3292	0.3040
KRT8	E2F4	3	4	13|13|13|13	0.3292	0.3040
LMNA	E2F6	3	4	13|13|13|13	0.8335	0.0588
MAPRE3	E2F6	3	4	13|13|13|13	0.0964	0.4533
ACTB	E2F7	3	2	13|13	0.1665	0.3953
LMNA	E2F7	3	2	13|13	0.1645	0.4028
LMNA	E2F8	3	3	13|13|13	0.6660	0.1130
LMNA	EAPP	3	1	13	0.6665	0.1116
ACTB	EARS2	3	4	13|13|13|13	0.1111	0.4265
