Positives,Negatives,Mean AUC,Std AUC,Mean AUC@Top300,Std AUC@Top300
5,100,0.37844084149536256,0.0014775374984635483,0.6020545532394876,0.03719648374659247
5,200,0.3798242254745165,0.001488625556623751,0.6000485029277819,0.03732408238823931
5,500,0.3812108606711026,0.0014653894738197407,0.6008864822937225,0.037424902904345414
5,1000,0.38020892383476496,0.0014958825281852176,0.6003835223120033,0.03754198250120007
10,100,0.3863962049679692,0.0016221385049053267,0.6235503824527273,0.037652567016589054
10,200,0.3902985792376203,0.0016312015531252078,0.6251016861232224,0.037101633009113406
10,500,0.38927019609187347,0.001631869317224964,0.6217334028933277,0.03730243035497434
10,1000,0.3908764793436019,0.0016135039257812822,0.6222786537223866,0.03715838677545747
15,100,0.3867874200360618,0.0014204153027017477,0.6124536407507452,0.03526975641341321
15,200,0.3879126384271103,0.0015289045259043322,0.6189678088276408,0.03531598183217902
15,500,0.3850893293774405,0.0016529660434145004,0.6023630744575114,0.03605830179033712
15,1000,0.38564345534020567,0.0018627673187736524,0.6090311797153488,0.03514697394834941
20,100,0.3850490284667572,0.0011733439607566685,0.617729034012348,0.03543809829983557
20,200,0.38506670390683534,0.0013602249707873252,0.6097558226866338,0.0338899280150696
20,500,0.3853216222395977,0.0012590277092682208,0.5826373205120037,0.033057663772304145
20,1000,0.3854077193328802,0.001262485163306303,0.5969622667441342,0.036467449597226205
25,100,0.38156205090994666,0.001661111811328539,0.567394395517165,0.03390852889378938
25,200,0.38350170240252757,0.001434874297963021,0.6135739658754104,0.03175419327286064
25,500,0.3832399965879658,0.001333270679076297,0.585553017012391,0.030748397602562188
25,1000,0.38278490833781365,0.001525053329237201,0.5863608403529557,0.037469906908476444
30,100,0.3776308183529576,0.0013410185825497535,0.5601380476665919,0.029085147032039144
30,200,0.3785237530193688,0.0012228253874199363,0.5654162722656463,0.03400743202482766
30,500,0.37999284870920136,0.0013511375003820163,0.5684604169914479,0.03604715937640947
30,1000,0.3821415607512091,0.0013022968693213518,0.5744636366922947,0.03444643127304616
