Positives,Negatives,Mean AUC,Std AUC,Mean AUC@Top300,Std AUC@Top300
5,100,0.3050210559380729,0.0024879599403629404,0.593489854348527,0.04050443004845553
5,200,0.30777233544518984,0.0026446471955313194,0.5883647422388006,0.04156671211871994
5,500,0.30639092692289543,0.0026646029571051506,0.5917145259880925,0.04012211815759261
5,1000,0.30464345353636024,0.002618634928666358,0.5913094384905151,0.03988584026278939
10,100,0.3329493939434362,0.0029338951381661232,0.6411816933547655,0.0363783765199981
10,200,0.33286040160524233,0.003032886663967334,0.6405625429878721,0.03573317064764018
10,500,0.3314921166543028,0.0029686463087403286,0.6438589192203606,0.035089827484668774
10,1000,0.3324229957938241,0.0030502600635691863,0.647079195933104,0.034635698808906816
15,100,0.33494268728303994,0.0026369685545739965,0.6406673091249715,0.03490299681899476
15,200,0.3329485547355294,0.002906107157342693,0.6523548188090506,0.03288709490136267
15,500,0.3342654617527734,0.0032528277687942373,0.6668176030425044,0.032321600097631
15,1000,0.3327323352043222,0.002955040804526151,0.6508605406739117,0.03023979980905822
20,100,0.3389125564442701,0.002723086416917629,0.6456930876693896,0.03073118621424085
20,200,0.3337506066151035,0.0018528167384345175,0.6425479907226788,0.02948496184243427
20,500,0.33723507436376365,0.0021856437980836306,0.6479443989953617,0.03075835244152963
20,1000,0.33665661934083024,0.0030962071796557843,0.6635645876910337,0.03135583252494282
25,100,0.3340041098807175,0.0015793325396275847,0.5869310010945928,0.033843277641720945
25,200,0.337379384967419,0.0017451512205054812,0.6228728201401055,0.031070203552055625
25,500,0.33600220733099834,0.0018400234666316533,0.6376572837215674,0.030762029647761677
25,1000,0.34382793692332186,0.0035680306938035526,0.6936427575841612,0.02896320500120449
30,100,0.33991283048849696,0.0020501304720180885,0.5898189261702926,0.03408309529254321
30,200,0.3330196508094825,0.001495364373603864,0.5834298651800637,0.038785751972905416
30,500,0.3330174658378774,0.001358496978618237,0.605794845936299,0.03641226201215779
30,1000,0.34301545873657724,0.0025012346046005595,0.6154740679886272,0.032022743673708526
