Bait,Prey,log_fold_change,snr,mean_diff,median_diff,replicate_fold_change_sd,bait_cv,bait_control_sd_ratio,zero_or_neg_fc,composite_score,global_cv
EGFR,RHBDD3,15.92122203460787,27751.112486624956,7433213.543983333,10700000.0,43985.43635734349,0.7088323090644678,19670.885143002153,1,22.062406200624697,2.548995752163604
EGFR,RAN,1.8647134069436762,3.7329367793879755,27154944.923333336,28567195.53,0.23583021303236706,0.06475390547710719,0.2417222353645059,1,13.075363143836459,0.8340729502729769
EGFR,AHNAK,2.6506952165040887,6.278863677295544,24578112.790166665,25236013.3705,0.6353838762531512,0.10118080069089633,0.6353004542977488,1,11.743405024471615,1.2543389415297832
EGFR,AFDN,3.165151783014946,8.946312562881069,16319160.583333334,16075836.75,0.5143027128631263,0.057334188743852314,0.5129295730417203,1,7.723529990316667,1.3211016599361567
EGFR,ERBIN,3.810838334575867,13.585699402164137,13157201.5,13249711.6,0.9374647113680097,0.0668003273721336,0.9075291676439641,1,6.377632954417415,1.4012267548559771
EGFR,IRS4,3.2577210491011526,10.308350613942773,12804918.945333334,12992957.33,0.6081356661529653,0.06358126665261471,0.65541798913374,1,6.203525027346913,1.1371873628274431
EGFR,USP6NL,13.815664111714092,6448.286204060711,1727099.6439833334,1636321.9,1282.6506755031585,0.08895678668868474,573.6188203622173,1,5.519110758520047,1.9892393732511675
EGFR,ZC3HAV1,2.702698068936223,6.8756969327206,10692780.665000001,10887577.05,0.32135668082532265,0.049362234654009775,0.33939976540280953,1,5.191033267692539,1.022094016156175
EGFR,SCYL2,1.3828626256579657,2.605215208571764,10933333.333333332,10600000.0,0.19996154955265827,0.0766769851668088,0.19976004790400187,1,5.0960920526686255,1.0355913829095902
EGFR,SPTBN1,4.21907225331964,18.598610846811425,10030834.2,10259797.2,0.6253056814043358,0.033575717773683365,0.6244617087751066,1,4.9864734112539875,1.3775399040271956
EGFR,LRSAM1,2.5377115041954497,5.630578089664512,9491923.35,9278994.4,0.6722327769110273,0.11576923111476671,0.6518476961721126,1,4.524659589344877,0.7559990370340026
