Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
PSMA6	3837.02	4207.11	4758.29	8229.8	7817.95	8166.28	6670.54	6715.66	6176.92
S100A10	0	0	0	221.34	271.738	0	0	0	0
CDC42	0	531.476	0	936.255	875.298	827.529	783.936	873.982	572.994
DSTN	0	297.647	524.551	946.906	1589.62	732.731	1157.94	937.692	1059.55
RAB8A	245.173	351.791	0	0	0	696.323	0	1399.81	825.793
SRP54	811.255	924.354	983.604	1368.36	1012.41	1307.64	1238.09	1312.78	1403.49
RAB2A	793.638	854.774	455.705	245.873	492.698	181.978	604.443	0	670.434
RAB10	1172.42	1294.01	1432.64	1294.36	1110.99	1237.54	1431.36	1166.75	887.572
UBE2D2;UBE2D3	0	0	0	0	0	0	572.316	0	408.61
UBE2M	893.574	1235.81	997.074	788.866	808.47	940.388	1274.47	1333.15	1295.16
UBE2N	1174.05	1325.26	1521.1	1052.37	1414.59	1630.35	1340.69	1686.02	1491.53
RAB14	531.969	0	0	768.392	916.491	680.404	708.245	556.044	0
ACTR3	644.851	310.75	573.43	359.705	614.341	410.789	1086.1	902.772	923.357
ACTR2	2428.26	1066.02	2264.52	1281.5	1574.24	3792.28	1609.7	1649.86	2379.55
ACTR1A	4135.11	3281.96	4076.41	4454.13	5107.17	5167.13	4601.29	4481.28	5226.03
COPS2	1361.63	1388.54	1580.49	2432.09	2417.93	2797.99	2890.54	2771.42	2825.64
ARF1;ARF3	4217.4	4227.75	4940.41	5721.05	4701.95	4748.42	4660.02	4609.42	5270.53
POLR2F	0	401.927	469.736	823.861	926.749	994.505	503.63	0	0
ABCE1	1652.87	1501.19	1480.02	2079.9	2340.46	2436.34	1744.98	1914.51	1654.5
RAP1B	338.162	413.419	467.059	610.107	0	782.927	302.129	0	508.996
RPS3A	6528.35	7322.62	5216.36	23843.3	24282	24993.7	6336.32	6210.3	5941.38
RPL26	6559.68	6605.43	7425.79	20039.4	20172.6	20354.9	5827.65	6087.88	5839.83
PSME3	1271.46	1297.97	1733.33	31712.5	31884	33337	5808.39	6095.9	5336.81
RPL15	690.586	1251.84	1196.44	6355.09	6376.03	6117.53	754.231	1215.19	1126.89
MAGOH;MAGOHB	0	0	1087.91	0	0	0	0	0	0
RPL27	2906.1	3131.48	3133.53	9314.21	9511.34	8878.59	2544.65	2503.22	2271.57
RPL37A	550.919	706.833	877.32	1173.55	775.395	940.547	483.937	508.767	578.937
HSPE1	0	1963.9	318.899	302.928	369.803	514.984	267.12	2148.83	2104.55
SEC61A1	3026.66	3454.49	3916.81	5593.07	5512.88	5963.7	3431.63	4070.08	4185.49
VBP1	0	0	413.876	525.51	632.97	498.877	820.928	777.747	697.653
COPZ1	4400.33	4590.07	4660.06	5765.23	5527.8	5298.27	6231.67	5752.59	5592.64
RPL37	696.185	574.167	726.856	1119.39	1185.79	0	0	285.16	389.693
DCAF7	662.731	495.765	836.646	1158.68	1207.89	946.12	1604.09	1369.23	1262.23
AP1S1	0	0	0	0	0	0	0	0	294.559
HNRNPK	12193.5	16007.4	15187.5	13357.5	14628.6	15009.6	18419.7	17392.2	16615.1
YWHAG	480.188	0	434.934	35660.3	1131.26	1097.55	789.315	666.127	749.674
RPS7	18079.9	19609	20061.4	31800.9	35554.7	34858.7	20445.3	19102.8	20663.3
PPP1CA	1220.13	957.666	933.127	1088.51	1534.56	1230.33	1196.24	1027.98	1187.88
PPP1CB	761.27	656.24	955.958	1527.05	1383.13	1427.36	808.46	642.572	1327.16
PSMC1	2913.75	2925.19	3080.81	4710.17	4437.97	5237.3	5365.66	4903.59	5506.64
PSMC5	4753.03	6337.98	4820.2	6325.01	6739.19	6723.28	7224.46	8294.83	7240.92
RPS8	3619.44	3225.36	3209.74	8059.78	8586.7	9010.66	2918.12	3006.32	2752.02
RPS15A	17618.6	17124.2	19260.6	37900.6	37611.5	39130.4	15767.7	15445.5	16105.1
RPS16	55477.4	68881.1	75143.6	94529.8	106082	105935	69185.5	70552.4	70049.1
YWHAE	7417.56	9315.37	8670.07	13595.6	13128.3	11804.1	9538.08	9514.67	9268.74
RPS14	15808.8	17242.8	18636.4	37153.5	36383.8	37077.7	20826	20825.5	20604.2
RPS23	15375.7	15424.8	16049.3	17711.4	19735.4	19564.3	12733.6	11562	12097.5
RPS18	101619	106908	119658	155921	155753	165356	106523	108740	114036
RPS29	69418.8	70495.2	70206.5	89463	94700.1	96862	76622.6	79225.3	80723
RPS13	17022.4	17852.7	19893.8	47961.4	47348.2	46781	15397.7	16467	15334.8
RPS11	15473.9	16175.1	17235.7	36476.7	35796.7	37262.8	13495.1	15340.6	14452.4
SNRPE	2724.54	3920.86	3210.84	4357.54	4320.7	4587.53	3798.89	3622.21	4006.58
SNRPF	0	342.694	170.331	225.813	0	325.312	344.974	222.614	324.591
LSM3	1584.67	1768.94	1589.43	17709.7	17667	18526.6	1810.17	1741.4	2046.21
LSM6	0	722.3	0	8853.1	9301.17	9405.14	835.22	888.098	814.022
SNRPD1	2057.12	2141.91	2549.24	5185.92	5617.51	5398.73	3561.74	3698.02	4200.89
SNRPD2	2487.65	2917.87	2787.33	5764.27	5363.88	5190.07	4584.71	4462.37	4565.86
SNRPD3	109768	141478	133274	163319	159015	151479	141577	142327	139749
ARF6	316.98	591.144	338.511	1335.39	1264.17	1614.6	1348.98	1152.37	657.707
PSMC6	2125.41	2794.46	1373.53	3679.69	3653.2	3852.43	1700.05	3841.03	4167.65
RPL7A	2380.82	1458.12	1881.49	5419.68	5268.11	5395.17	1473.42	1303.62	1461.77
POLR2G	375.073	0	459.45	1012.99	0	729.318	718.216	479.792	798.463
ETF1	1004.89	530.654	731.919	705.82	165.356	871.584	978.71	887.853	1003.81
RPS4X	22134	27323.9	24082.6	39103.8	41718.7	40387.3	22732.6	24667.2	25767.8
PPP2CA;PPP2CB	2296.39	2317.51	2452.59	2416.15	2642.85	2524.53	3115.84	3166.29	3525.73
RPL23A	9173.96	9636.69	11320.1	16727.3	16034.6	16321.1	9534.59	10699.5	10337.5
RPS6	7233.96	8377.91	9264.01	16227.7	16562.9	16473.7	6705.06	7472.76	7910.54
H4C1	7711.15	6676.03	8055.81	11296.9	12384	10889.9	13100.4	13082.1	11280.8
RAB1A	0	538.865	0	0	0	0	0	0	481.82
RAN	8582.64	8236.75	8919.02	8582.78	9521.72	9345.41	7626.14	8134.18	8618.38
RPL23	61222.6	66424.2	70092.7	88356.3	91449.8	90948	80880.4	74150.8	78084.6
RAP1A	1929.54	2011.09	2126.34	3733.87	4139.68	3745.7	2305.83	2317.32	2352.86
RPS15	4796.65	5425	4258.58	10741.3	9264.83	10456.9	4709.75	5845.56	5881.37
RPS24	15836.3	13161.5	14254	17574.1	16961.9	17450.5	13223.2	13418.7	13034.2
RPS25	466503	472130	565333	417986	431264	650234	366175	534708	525168
RPS26	14451.6	14846.4	15925.3	32670.7	33677.9	35233.4	16743	17468.9	18115.5
RPS28	34315.8	42049.9	43353.4	57093.7	53789.6	52916.8	58782.3	56512.9	54265.4
FAU	241999	251536	261865	297231	302370	285263	264400	262413	258152
POLR2L	1739.92	1706.05	1880.23	2401.19	2488.18	2708.42	2445.92	2258.6	2347.3
GNB1;GNB2	1513.53	1829.89	1882.37	3537.75	4557.97	3435.03	2321.14	2639.9	2587.57
RPL30	803.395	717.003	1149.04	2281.57	2500.74	2168.4	559.973	801.518	687.239
RPL39;RPL39P5	9199.56	8909.5	9287.53	11734.3	11543.8	10399.2	8507.31	7137.68	6676.06
RPL31	9202.27	10873	10898.1	31565.3	30120.2	32214.1	9264.75	11246	11236.8
RPL10A	0	1084	0	3145.55	3979.12	3995.13	0	1108.64	317.319
RPL32	1412.36	548.234	1688.16	3596.08	3331.95	4513.16	0	0	0
RPL11	12501.8	11731.3	14492.6	32842.3	33202.2	34443.7	13583.2	15112.3	13995.3
RPL8	1883.97	2424.43	2259.57	7442.23	8561.3	8333.65	1759	1857.31	2302.85
PPIA	6984.26	7537.18	8723.44	6669.89	7612.17	7707.44	8927.99	9451.14	8641.26
RPS27A;UBA52;UBB;UBC	864.626	903.783	1167.87	2095.82	1671.49	1237.23	1984.54	1745.53	1549
GRB2	0	321.247	466.797	0	354.674	267.545	0	600.74	0
TRA2B	1135.61	1411.29	1476.84	2615.69	1684.63	2084.35	1727.58	1150.04	1743.18
RAC1	1879.08	2218.65	2642.59	3275.45	3136.3	3078.74	0	2408.95	2269.37
AP2B1	1167.73	1016.37	1063.07	1633.07	2035.74	2117.87	1441.02	1749.22	1599.83
VAMP2;VAMP3	0	0	0	0	0	0	285.936	0	0
GNAS	3466.38	598.831	3112.05	1290.16	6937.04	7077.11	913.519	4304.54	4007.62
PPP2R2A	924.217	1012.72	1240.3	1263.87	958.514	1221.84	1680.51	1842.34	1903.13
DYNLL1;DYNLL2	0	0	774.284	722.008	802.221	761.356	737.776	866.844	717.683
RPL38	208098	197378	243236	208066	277088	288250	211860	276106	212742
SKP1	5050.09	3769.7	4459.72	5205.46	5077.2	5567.73	8959.85	9228.01	8698.04
RPS21	506.457	695.064	458.923	523.315	600.834	663.605	634.557	745.394	678.171
EIF5A	7254.04	6735.36	6305.44	6219.7	6377.65	6681.19	7054.02	7330.48	7054.34
RACK1	1986.44	1582.07	2113.43	2017.98	1509.56	1472.38	2149.85	4148.57	1670.59
SUPT4H1	0	0	304.184	0	0	0	614.128	624.774	431.716
UBE2I	1561.12	1657.55	1129.77	1176.67	1081.86	1625.72	851.182	1089.4	1104.68
YBX1	2302.9	1993.03	2586.88	4667.72	4773.86	4875.36	1100.7	1270.11	1263.65
SEC11A	0	368.545	0	346.008	0	1021.57	0	0	0
CSNK2B	3575.86	4024.36	4108.7	5587.11	5289.19	6078.05	3666.18	4304.02	3888.32
TPM4	8708.91	9694.82	9928.4	20351.6	18329.8	18647.6	11508.7	10386.3	10826.8
UBE2L3	1245.56	459.098	1003.49	1429.91	1525.22	1642.62	1539.23	1666.03	1939.46
TUBA1B	0	0	0	995.242	350.37	0	0	0	0
TUBB4B	18526	20456.3	23317.4	34314.5	35583.1	36299.7	32623.9	30996	31729.1
CSNK2A1	2473.48	3384.82	3713.59	4832.4	4172.27	5094.77	3812.63	4263.2	3654.72
PAFAH1B2	419.574	519.085	0	0	0	0	0	0	480.595
NOMO1;NOMO2;NOMO3	583.143	0	658.448	945.812	1052.11	1057.07	961.09	1010.77	1183.39
HBA1	0	0	0	830.705	1242.38	949.981	0	0	0
NOP14	2004.13	2208.36	2513.07	1049.84	2507.15	2551.26	1763.4	1712.87	1603.6
IGBP1	0	0	0	0	674.802	0	257.425	772.19	469.19
EIF4G2	149780	154118	158161	243.385	519.597	286.169	508.43	470.141	349.33
RPP38	0	0	0	1638.81	1498.33	1634.03	517.034	0	0
RPP30	657.539	359.727	776.783	1007.32	1177.71	1162.96	923.278	1131.1	1171.99
GTF2I	60620.4	84356.9	82538.3	89843.5	81271	83202.5	76212.2	75937.5	76925.7
PIP4K2B	922.712	794.411	545.882	742.227	786.516	850.957	571.577	864.95	722.465
CCT2	32332.8	33568.6	37151.2	42161.2	45547.7	44878.3	36083.9	39688.1	39908.2
GSTO1	861.295	428.635	861.893	315.04	0	0	758.897	694.089	525.623
PRKDC	2168.27	2016.75	2864.68	4226.35	3360.53	4070.48	3765.87	3638.42	3446.74
BLOC1S1	0	0	0	0	0	0	0	955.662	0
DCD	1073.02	1483.05	1622.37	1711.24	1897.16	2249.04	1976.07	2140.46	2337.21
MRPS22	0	0	0	404.156	659.95	689.808	0	432.369	0
MRPS10	0	0	0	1074.77	0	441.474	0	0	0
MRPS35	0	0	0	611.96	450.666	306.054	0	1312.03	0
MRPS11	281.091	297.667	512.867	1332.42	677.306	1577.74	0	510.922	514.084
MRPS15	0	0	0	731.713	1243.5	351.77	0	0	0
MRPS21	0	476.692	0	942.609	842.097	1015.25	636.861	505.622	665.985
MRPS34	816.769	989.018	825.106	1685.29	1864.06	1929.65	859.657	687.235	971.555
MRPS6	0	313.846	465.537	2250.34	1666.76	1978.9	1523.23	1168.81	813.113
MRPS9	0	0	0	343.817	687.193	742.963	0	0	0
SARNP	3225.98	3196.63	3458.25	4472.18	4539.44	4144.51	3713.29	3968.81	3608.29
COG7	1020.12	1296.53	1065.81	1217.85	2105.9	1858.37	2459.24	1392.06	1933.47
RPL24	4164.87	4367.2	5305.06	7670.71	9549.1	9503.25	3898.44	4493.12	3740.72
RPL36A	3381.09	3637.82	6385.18	5008.44	10307.9	0	4210.23	5709.38	5986.26
ARF5	2981.09	3012.74	3563.71	3350.11	3162.38	3228.3	3218.97	3172.31	3271.11
ERH	3772.31	4065.37	3472.05	2167.73	3350.55	0	1730.33	1985.68	2372.6
RPL19	4274.7	2750.12	5394.92	9683.67	10222.8	9642.64	2806.64	2465.55	2225.32
SERF2	6439.53	6541.92	6562.89	7990.47	10987.3	0	9656.89	10984.7	11134.8
SRSF3	40717.9	41354.1	47697.6	42047.4	41857	44387.2	32665	36115.8	37115.3
H3-3A	3972.94	3978.25	4495.07	7487.33	7259.86	7471.52	6797.94	6779.39	7516.12
XIAP	0	0	0	0	0	0	153.243	0	408.706
FAM3A	0	0	0	0	0	0	0	0	331.43
RBM10	4072.04	4025.15	4660.25	7768.69	7982.53	8474.36	6367.99	6761.58	6570.41
RBM3	11109.1	11370	12683.2	16794.2	16383.6	17489.6	18666.6	17468.1	18818.8
CYCS	3095.54	2436.48	3086.52	2861.89	3361.47	3307.18	3245.94	3486.78	3371.28
MPP1	0	0	0	679.245	464.699	466.938	432.202	0	0
TFAM	1610.98	1756.31	1953.04	2322.82	1404.27	2293.99	2100.58	1391.73	2246.86
SLC25A3	1004.15	1232.49	1510.77	2179.67	2411.16	2198.57	1519.89	1514.48	1378.8
HDLBP	0	732.609	639.178	995.071	0	822.948	917.993	885.974	776.978
GTF2B	866.674	1353.77	1698.63	1768.55	1794.76	1633.4	2078.3	2285.72	1918.98
CDK5	0	0	185.293	0	441.88	585.971	0	488.224	324.976
CDK16	0	0	0	0	0	1024.54	0	0	0
PURA	1032.69	917.29	1124.47	800.209	948.419	745.497	0	0	0
CDC42EP1	1097.11	938.12	1157.98	1196.82	1143.84	457.761	0	815.129	542.035
CLTC	1649.1	1892.5	2235.59	1859.98	1740.11	1888.17	3205	2268.39	2323.82
NFKB2	0	0	0	0	0	0	0	0	522.609
FKBP3	7234.98	6606.35	7288.91	9188.74	10157.6	10187.5	10251.2	10462.3	9515.82
REEP5	0	431.822	0	531.401	0	625.365	1132.31	737.062	491.553
HNRNPU	8817.28	9636.15	9884.91	16539	17520.9	17496.4	8760.02	8326.88	8897.04
U2AF1	38614.1	36230.7	41432.5	50659.4	53072	53301.4	42799.9	44552	46900.9
SPTBN1	676.297	0	294.645	1813	1968.83	1676.04	1027.05	295.411	513.076
SET	14633.1	15665.7	16414.9	5908.96	5336.82	5596.02	7851.12	6939.89	6887.33
SRSF2	40976.5	46203.6	47113.3	63118	62893.5	65026.7	54620.9	53187.5	55666.3
AMPD2	1736.18	1018.6	851.911	1318.94	1449.19	1248.82	1298.25	1172.8	1367
HMGCS1;HMGCS2	0	0	265.042	0	0	0	0	0	329.593
SLC7A5	462.242	0	0	0	0	0	0	0	0
OTUD4	431.709	0	896.865	1010.49	1576.51	1373.64	918.536	1045.91	1100.46
PFKP	2533.1	2584.7	3236.66	2926.86	2164.08	3054.05	4167.18	3971.6	4056.45
EWSR1	92961.3	91335.4	99838.5	135494	121150	131874	114019	115064	119582
KIF23	0	0	336.461	226.747	0	320.335	244.316	197.082	0
RPL18A	1105.43	0	1079.53	2932.1	3512.92	3718.38	0	482.179	0
FKBP4	561.839	687.433	632.836	0	473.896	732.384	1187.52	1349.02	1283.81
PLOD1	0	0	0	0	727.024	932.404	0	857.094	686.01
RPL6	1593.12	1385.49	1504.88	8147.39	8653.59	7790.58	1044.52	1162.82	1263.87
AKAP12	532.902	848.519	921.941	1247.18	1203.87	1525.47	1228.35	1013.47	1372.21
MLLT1	0	0	373.747	666.138	726.945	2101.61	456.347	0	0
PTS	13173.4	14488.3	15155.2	15492.7	16259	16296.7	18780.8	18436.6	18615.7
RELA	0	0	0	208.339	537.926	0	394.122	422.537	0
EIF4G1	183552	189355	199875	3411.12	3500.07	3691.16	3808.7	3659.01	3733.04
NOTCH2	569.623	373.273	351.757	698.609	795.832	793.989	547.589	648.398	527.37
TLE3	621.883	403.376	677.589	1096.49	1469.82	1516.34	1235.59	1433.93	1162.46
GLO1	2351.76	2559.57	2685.59	2135.05	2151.83	2101.16	2568.65	2704.38	3112.92
SSBP1	951.146	686.866	385.069	662.89	641.022	1167.67	1876.74	1136.16	1919.8
YWHAH	0	0	0	433.014	654.418	410.839	622.433	527.479	187.277
CSTF1	480.462	0	493.586	909.489	986.613	816.27	796.304	867.928	869.236
SRSF11	8278.23	11374.3	11050.2	12454.5	12972.3	13216.3	10417.2	9744.19	10109.7
EEF1A2	83865.7	85562.8	96492.4	126774	125408	127804	118509	128866	124070
CALD1	0	0	0	2142.38	2264.16	2286.67	878.535	473.542	646.925
PPAT	0	238.578	0	1647.33	1744.77	1022.64	1648.46	2058.12	1681.72
GFPT1	0	0	483.986	0	499.341	0	708.331	788.845	939.969
PSME1	961.45	1124.05	1156.21	1029.79	1203.17	1065.33	1877.85	1943.14	1936.54
APLP2	821.883	464.837	0	528.293	1423.32	1737.57	962.027	772.371	824.891
RING1	0	0	0	510.585	0	616.737	442.005	0	0
FMR1	2139.8	2060.73	2294.73	0	0	0	0	0	0
PRDX1	11143.3	11712.5	11904.6	16721.3	18525	16101.4	33427.2	33552.1	30226.2
CDK18	0	0	0	0	776.332	361.518	415.411	0	522.033
RPL18	2198.2	1821.65	2388.24	7791.42	8201.18	8844.47	1875.43	1926.14	1863.47
C1QBP	22940.6	32403.4	35326.5	432060	430599	422343	53780.6	55376.8	60730.4
TJP1	0	0	0	0	1406.15	401.2	524.206	0	0
KHDRBS1	12840.7	14125.2	14895.5	23072	33243	24339.6	16396.7	16990.5	20911.9
BAX	0	0	0	303.461	470.473	619.412	419.005	458.433	305.695
KLC1	1600.6	1930.36	1596.9	2580.69	2940.89	2299.56	2276.86	2599.04	2300.58
SRSF1	7292.66	7572.93	8874.35	8937.11	9282.16	9315.35	7619.45	8158.31	7982.28
SRSF4	1127.33	2282.6	2533.32	3103.58	390.61	2522.09	2460.36	1100.06	2030.41
DHX9	3793.87	4498.72	4691.65	13612.8	13238	13936.9	2515.33	2588.7	2853.72
LGALS3BP	0	0	0	1284.94	0	0	0	0	0
SSRP1	2963.1	1269.55	1511.99	1308	1347.89	1490.7	2948.39	3328.2	2916.91
VAC14	715.65	311.924	355.593	278.118	346.895	349.127	1815.36	553.201	1073.38
NSUN2	0	269.474	0	754.482	0	0	683.926	701.999	711.001
RBBP4	1288.02	1515.35	1564.29	1432.75	1520.6	1841.3	1521.57	1558.96	1403.65
NCBP1	690.221	806.487	730.069	1325.78	1386.06	1031.29	807.54	333.185	561.172
EP300	0	659.647	745.343	893.075	0	1106.75	725.22	888.808	892.974
AHNAK	474.157	514.163	531.646	426.217	568.652	0	0	0	435.2
ELP6	0	0	0	0	0	0	394.801	0	0
HSPA14	0	0	0	0	0	0	783.371	0	687.236
GALNT2	0	0	0	0	0	313.821	0	0	0
AP1B1	979.87	823.389	1095.82	1207.7	1450.02	1292.98	1563.99	1925.02	1554.11
CPSF1	0	0	0	362.051	0	0	0	0	0
PMPCA	401.668	0	0	82.5126	563.48	0	154.481	205.144	82.0998
KIF1A	792.044	0	0	801.787	684.589	576.506	999.582	757.438	857.987
WASHC5	393.448	482.256	628.777	977.267	843.419	881.02	2549.24	671.07	1026.42
NUP160	352.901	723.158	787.409	1083.88	1017.37	716.659	847.589	418.769	828.061
GTF3C1	0	269.963	462.875	475.058	360.167	533.354	0	381.354	0
ASPH	0	0	109.113	0	0	0	0	0	0
CDC20	898.44	669.172	1119.28	873.07	541.765	0	1120.84	1621.76	1099.05
SFSWAP	1226.89	1360.98	1361.11	2183.94	1792.13	1980.92	1838.55	1987.81	1434.75
SF3A3	1652.56	1717.78	1568.92	2457.06	2249.44	2218.7	2599.42	2490.14	2142.86
IFRD2	0	853.385	839.508	846.228	997.501	701.806	1091.68	1015.08	1464.55
AIMP1	1436.12	633.462	1025.27	1273.55	1126.29	1349.39	1053.13	1037.07	1169.73
ILF2	3352.19	3344.12	4091.85	4950.95	5302.41	5443.66	2805.17	2805.46	2322.03
ILF3	2399.05	2364.04	2846.23	4200.71	4157.69	4684.91	2002.31	2176.77	1942.56
TRAP1	997.237	911.894	994.018	17705	1193.39	938.445	1447.78	1307.02	1310.48
TRAF2	840.013	727.363	885.732	1152.78	1131.96	1112.99	809.533	568.68	814.757
PTP4A2	0	0	0	0	276.587	387.323	0	0	0
BNIP1	0	0	0	0	0	210.361	0	0	0
CSTF3	0	0	158.633	0	787.736	1144.6	1039.41	1262.59	1202.22
ECH1	1202.26	1014.44	1066.14	918.838	1556.79	2755.15	1164.86	1237.44	1376.47
MLLT11	857.213	935.963	973.19	799.13	0	710.746	0	731.224	759.202
STRN3	755.115	640.547	866.755	1084.78	863.541	1237.21	832.946	1031.39	805.645
CDC16	495.399	0	0	825.403	635.133	974.163	532.653	756.2	0
FLII	861.886	1122.03	1123.93	1520.68	1670	1474.72	1468.01	1772.42	1547.16
ACACA	1541.71	1271.09	1357.1	1904.69	2018.63	2109.1	2181.46	2021.01	1869.91
GPS1	2369.17	1738.91	2371.72	3426.29	3082.66	2762.92	2548.89	2740.07	2786.2
IK	371.828	390.972	0	447.205	454.069	467.316	927.997	0	0
PPFIA1	0	0	0	464.542	871.22	938.011	614.553	0	0
EIF2B5	1502.27	1290.04	1216.74	2916.89	2574.21	2863.31	1494.32	1993.77	2126.21
TARDBP	642.228	780.211	859.387	822.141	520.953	571.836	659.395	717.087	619.689
HNRNPA0	10605.9	10568	12453.7	6980.82	11958.9	3187.28	9295.9	8923.87	8539.66
AIMP2	668.986	716.943	1471.86	694.399	545.94	525.649	496.013	663.563	813.012
PRDX4	0	0	0	0	0	0	694.831	559.412	648.35
CBX3	0	490.153	392.618	425.045	477.737	707.19	466.273	429.27	358.56
STX5	0	0	0	0	205.358	284.484	215.985	0	0
PSMD2	3680.48	3295.57	3825.13	4675.92	4405.34	5134.51	4951.79	5237.28	5066.23
SRSF9	559.51	1005.2	625.9	1069.54	758.404	1004.45	524.638	748.493	322.876
SRSF5	1515.08	1281.2	1361.73	2034.95	1673.48	1810	1533.7	1175.33	1426.38
SRSF6	9579.89	10042.3	12925.6	14629.5	13979.6	14806.9	11111.8	11153.9	10909.2
MAD2L1	1244.02	1460.75	1204.56	1813.76	2127.3	1928.32	2099.03	2054.56	1752.61
TRIM28	8234.54	8097.32	8314.47	11435.5	10667.6	11080.7	11171.8	11794.4	13419.2
G3BP1	10345.5	11585.1	15066.4	14358.3	14069.4	14123.8	12098.3	11633.3	12228.9
PTK7	0	0	0	555.292	639.402	698.309	0	0	0
PABPC4	12652.4	13304.8	14972.3	2654.92	2830.44	3254.52	1340.7	1403.17	1388.74
IFIT5	0	0	0	1462.2	1766.57	1645.59	0	0	0
MTA1	860.188	536.389	481.894	907.631	866.415	1034.28	104.254	652.821	703.845
EIF3I	22992.6	21755.9	25997.6	9482.94	10809	11148.9	11500.1	11692.4	11753.2
PPP2R5C	0	485.54	0	0	0	458.011	0	1087.09	451.094
AP3B2	0	0	0	0	0	0	0	0	243.117
PDCL	0	0	0	0	492.622	696.406	958.118	877.375	562.313
TARBP1	0	0	0	632.588	519.835	436.53	0	0	339.691
UBE2V1;UBE2V2	315.712	0	0	0	0	0	310.027	0	418.626
SNTB2	0	0	493.895	361.879	0	434.043	695.127	736.673	568.69
PPIG	3490.32	2957.9	3604.41	4186.85	3999.89	3902.99	3290.21	3086.5	3370.29
TCOF1	5983.92	5562.5	5902.42	5266.53	5222.43	5150.29	4292.29	3521.5	3868.93
SF3B2	1818.39	1349.49	1754.03	1832.82	2069.08	2019.81	1579.91	1842.1	2158.88
PDAP1	28437.7	31943.5	30749.1	35074	35666.3	33457.8	46658.5	44667.2	42093
MYO9B	0	0	0	770.134	452.666	0	0	0	0
ROCK1	2243.35	1929.33	2177.9	3159.97	2492.45	3495.93	2863.99	2673.51	3079.96
SQSTM1	0	0	0	0	0	0	0	153.145	0
TUBB3	113968	112349	119337	162529	189274	191681	148515	149121	152715
PRPF4B	844.319	0	807.409	591.826	1287.89	918.282	954.492	336.358	0
HDAC1	996.752	975.439	1215.69	1667.65	1464.9	1314.58	1220.91	1397.23	1246.39
CAMK2G	0	0	392.54	0	397.106	499.573	0	0	0
CAMK2D	1496.74	1218	1118.61	2497.31	1502.89	2812.64	1559.52	1624.33	1447.51
DCTN2	5616.62	4140.12	6112.77	6374.8	6379.48	6615.39	7964.16	7342.65	8139.02
SNW1	661.145	740.863	892.831	1337.07	1006.3	1034.82	718.577	1329.51	565.831
IQGAP2	0	0	0	389.082	302.311	809.063	0	0	0
STIM1	0	0	0	118.712	969.282	1123.36	0	0	0
TRA2A	0	486.354	418.935	0	690.534	0	0	0	0
KRR1	955.787	1238.36	1082.87	1827.79	1561.09	1441.22	1193.82	1099.6	799.091
MTMR1	0	0	0	0	477.784	518.845	359.87	487.09	405.575
MTMR3	0	0	0	0	0	238.025	0	0	0
CUL1	0	0	0	303.653	0	0	1153.63	981.209	852.17
CUL2	681.525	855.365	806.748	1165.74	981.656	1054.3	1154.22	1060.75	1276.61
CUL3	0	0	0	305.6	0	398.125	423.981	520.301	647.002
CUL4A	0	0	0	577.777	0	0	0	0	0
CUL4B	1299.3	1272.21	1725.81	2099.92	2689.58	2459.67	1991.78	2139.17	1872.43
FHL1	2129.95	1968.65	2245.31	1809.06	2231.71	2199.45	2046.72	2902.49	2517.56
MOGS	476.736	0	811.304	1216.66	996.814	994.939	753.652	692.4	773.611
PMAIP1	5696.57	5906.75	6487.48	10110.6	9797.25	9798.57	4832.01	5227.71	4872.07
SPTAN1	309.049	459.737	431.69	1573.04	1693.79	4059.18	686.615	809.527	827.733
DDX39B	335.458	411.08	0	335.133	0	0	0	469.454	0
TUBB2A	4097.35	10335	6273.4	14874.7	6040.95	5761.08	6389.23	12223	6434.77
BYSL	575.332	701.453	525.771	2618.26	2505.48	2532.22	1225.4	1065.38	1107.06
CKAP5	1375.13	1298.37	1344.62	1622.24	1656.9	2092.79	2194.99	1842.63	2152.78
CIRBP	16582	16250.6	18465.4	30465.8	31868.3	33130.8	28615.2	30220.7	30120.5
COX17	2922.92	2928.09	3258.06	4236.46	4014.27	4206.18	2825.3	2813.35	3391.18
HNRNPD	2473.98	3156.64	2620.38	3296.14	3795.29	3648.73	2367.19	2485.71	2407.97
SEPTIN6	0	0	0	0	0	0	0	984.451	238.2
MORC3	0	0	0	199.425	0	0	930.029	485.195	0
EIF3A	39641.1	40841.2	45048.6	9356.03	9733.98	9960.96	7455.71	7611.37	7963.3
UBAP2L	10768.7	10392.9	12632.4	15751.6	16200.4	15502.1	20331.3	19195.4	19688.8
SCRIB	545.595	0	0	1562.26	990.573	730.689	0	485.027	0
TTLL12	0	0	0	0	0	0	0	539.445	729.256
POLA2	0	0	0	472.635	480.599	0	430.342	0	0
DOCK1	123.939	0	0	595.112	620.767	0	0	546.153	1263.69
DPYSL3	603.472	260.323	550.217	467.67	720.752	607.111	999.382	724.893	715.628
MRPL58	1205.27	1395.72	1305.01	1627.89	1221.13	1359.24	1479.4	1238.17	1371.85
ZMYM3;ZMYM4	0	0	125.446	0	0	0	0	0	0
DCTN1	2154.48	2008.76	2216.42	2369.06	2683.49	2760.29	2406.05	2507.34	2644.24
