Bait	PreyGene	#Rep	AvgP	BFDR
PSMC2	O14979	4	0.0001	0.7672
PSMA4	O14979	4	0.0032	0.6801
PSMC2	O14980	4	0.0004	0.7432
PSMA4	O14980	4	0.0006	0.7348
PSMC2	O14981	4	0.0025	0.6915
PSMA4	O14981	4	0.0044	0.6669
PSMC2	O15013	4	1.0000	0.0000
PSMA4	O15013	4	0.8249	0.0342
PSMC2	O15014	4	0.0000	0.7837
PSMA4	O15014	4	0.0000	0.7837
PSMC2	O15020	4	0.0041	0.6698
PSMA4	O15020	4	0.1403	0.4409
PSMC2	O15021	4	0.9774	0.0028
PSMA4	O15021	4	0.7565	0.0552
PSMC2	O15027	4	0.0002	0.7567
PSMA4	O15027	4	0.0006	0.7348
PSMC2	O15042	4	0.0005	0.7390
PSMA4	O15042	4	0.2044	0.3963
PSMC2	O15047	4	0.0001	0.7672
PSMA4	O15047	4	0.2075	0.3943
PSMC2	O15056	4	0.9931	0.0008
PSMA4	O15056	4	0.4146	0.2564
PSMC2	O15063	4	0.8871	0.0172
PSMA4	O15063	4	0.1881	0.4061
PSMC2	O15066	4	0.0526	0.5251
PSMA4	O15066	4	0.0452	0.5376
PSMC2	O15067	4	0.0088	0.6328
PSMA4	O15067	4	0.0001	0.7672
PSMC2	O15068	4	1.0000	0.0000
PSMA4	O15068	4	0.4830	0.2117
PSMC2	O15075	4	0.0005	0.7390
PSMA4	O15075	4	0.0001	0.7672
PSMC2	O15078	4	0.2842	0.3282
PSMA4	O15078	4	0.3197	0.3072
PSMC2	O15084	4	1.0000	0.0000
PSMA4	O15084	4	0.9959	0.0004
PSMC2	O15085	4	0.0646	0.5094
PSMA4	O15085	4	0.0705	0.5026
PSMC2	O15090	4	0.0001	0.7672
PSMA4	O15090	4	0.0807	0.4905
PSMC2	O15091	4	0.0007	0.7307
PSMA4	O15091	4	0.0001	0.7672
PSMC2	O15111	4	0.0052	0.6594
PSMA4	O15111	4	0.0001	0.7672
PSMC2	O15126	4	0.0001	0.7672
PSMA4	O15126	4	0.0000	0.7837
PSMC2	O15131	4	0.0000	0.7837
PSMA4	O15131	4	0.0003	0.7494
PSMC2	O15143	4	0.0019	0.7019
PSMA4	O15143	4	0.5189	0.1682
PSMC2	O15144	4	0.6016	0.1223
PSMA4	O15144	4	0.0090	0.6319
PSMC2	O15145	4	0.0003	0.7494
PSMA4	O15145	4	0.0117	0.6169
PSMC2	O15160	4	0.0021	0.6979
PSMA4	O15160	4	0.0002	0.7567
PSMC2	O15164	4	0.0023	0.6950
PSMA4	O15164	4	0.5075	0.1794
PSMC2	O15182	4	0.0002	0.7567
PSMA4	O15182	4	0.0029	0.6855
PSMC2	O15212	4	1.0000	0.0000
PSMA4	O15212	4	0.6215	0.1136
PSMC2	O15213	4	0.0000	0.7837
PSMA4	O15213	4	0.0038	0.6730
PSMC2	O15226	4	0.0000	0.7837
PSMA4	O15226	4	0.0000	0.7837
PSMC2	O15228	4	0.7584	0.0543
PSMA4	O15228	4	0.5219	0.1662
PSMC2	O15230	4	0.2633	0.3435
PSMA4	O15230	4	0.0891	0.4788
PSMC2	O15231	4	0.9971	0.0003
PSMA4	O15231	4	0.3110	0.3117
PSMC2	O15234	4	0.0000	0.7837
PSMA4	O15234	4	0.0000	0.7837
PSMC2	O15235	4	0.3389	0.2952
PSMA4	O15235	4	0.0005	0.7390
PSMC2	O15260	4	0.0000	0.7837
PSMA4	O15260	4	0.0000	0.7837
PSMC2	O15269	4	0.5503	0.1462
PSMA4	O15269	4	0.0019	0.7019
PSMC2	O15294	4	0.0007	0.7307
PSMA4	O15294	4	0.0114	0.6183
PSMC2	O15315	4	0.0000	0.7837
PSMA4	O15315	4	0.0000	0.7837
PSMC2	O15320	4	0.0001	0.7672
PSMA4	O15320	4	0.0000	0.7837
PSMC2	O15347	4	0.0000	0.7837
PSMA4	O15347	4	0.0000	0.7837
PSMC2	O15350	4	0.0634	0.5113
PSMA4	O15350	4	0.1180	0.4571
PSMC2	O15355	4	0.0000	0.7837
PSMA4	O15355	4	0.0008	0.7275
PSMC2	O15357	4	0.9992	0.0001
PSMA4	O15357	4	0.0789	0.4933
PSMC2	O15371	4	0.0003	0.7494
PSMA4	O15371	4	0.0000	0.7837
PSMC2	O15372	4	0.9975	0.0003
PSMA4	O15372	4	0.4895	0.2062
PSMC2	O15379	4	0.0001	0.7672
PSMA4	O15379	4	0.0003	0.7494
PSMC2	O15381	4	0.0001	0.7672
PSMA4	O15381	4	0.0096	0.6285
PSMC2	O15392	4	0.0002	0.7567
PSMA4	O15392	4	0.0016	0.7071
PSMC2	O15397	4	0.7520	0.0606
PSMA4	O15397	4	0.2743	0.3340
PSMC2	O15409	4	0.0000	0.7837
PSMA4	O15409	4	0.0000	0.7837
PSMC2	O15417	4	0.0000	0.7837
PSMA4	O15417	4	0.0000	0.7837
PSMC2	O15439	4	0.0002	0.7567
PSMA4	O15439	4	0.2130	0.3905
PSMC2	O15498	4	0.9741	0.0031
PSMA4	O15498	4	0.6890	0.0884
PSMC2	O15504	4	0.0000	0.7837
PSMA4	O15504	4	0.0000	0.7837
PSMC2	O15511	4	0.0734	0.4987
PSMA4	O15511	4	0.2973	0.3209
PSMC2	O15514	4	0.0098	0.6272
PSMA4	O15514	4	0.0132	0.6099
PSMC2	O15516	4	0.0001	0.7672
PSMA4	O15516	4	0.0000	0.7837
PSMC2	O15525	4	0.0032	0.6801
PSMA4	O15525	4	0.0107	0.6218
PSMC2	O15550	4	0.0000	0.7837
PSMA4	O15550	4	0.0005	0.7390
PSMC2	O43143	4	0.0000	0.7837
PSMA4	O43143	4	0.0000	0.7837
PSMC2	O43148	4	0.0016	0.7071
PSMA4	O43148	4	0.0818	0.4881
PSMC2	O43149	4	0.0232	0.5804
PSMA4	O43149	4	0.5115	0.1744
PSMC2	O43156	4	0.8363	0.0305
PSMA4	O43156	4	0.4393	0.2408
PSMC2	O43159	4	0.0000	0.7837
PSMA4	O43159	4	0.0024	0.6931
PSMC2	O43166	4	0.0000	0.7837
PSMA4	O43166	4	0.0175	0.5947
PSMC2	O43167	4	0.0000	0.7837
PSMA4	O43167	4	0.0000	0.7837
PSMC2	O43172	4	0.0001	0.7672
PSMA4	O43172	4	0.0132	0.6099
PSMC2	O43175	4	0.0095	0.6290
PSMA4	O43175	4	0.0065	0.6496
PSMC2	O43181	4	0.0002	0.7567
PSMA4	O43181	4	0.0002	0.7567
PSMC2	O43237	4	0.0728	0.4994
PSMA4	O43237	4	0.0007	0.7307
PSMC2	O43242	4	0.2978	0.3205
PSMA4	O43242	4	1.0000	0.0000
PSMC2	O43248	4	0.0001	0.7672
PSMA4	O43248	4	0.0002	0.7567
PSMC2	O43252	4	0.0004	0.7432
PSMA4	O43252	4	0.0021	0.6979
PSMC2	O43264	4	0.8123	0.0379
PSMA4	O43264	4	0.0049	0.6619
PSMC2	O43272	4	0.0002	0.7567
PSMA4	O43272	4	0.0092	0.6306
PSMC2	O43290	4	0.0015	0.7097
PSMA4	O43290	4	0.4296	0.2470
PSMC2	O43293	4	0.0618	0.5131
PSMA4	O43293	4	0.2897	0.3244
PSMC2	O43301	4	0.0014	0.7115
PSMA4	O43301	4	0.0007	0.7307
PSMC2	O43303	4	1.0000	0.0000
PSMA4	O43303	4	0.5247	0.1645
PSMC2	O43309	4	0.0003	0.7494
PSMA4	O43309	4	0.0000	0.7837
PSMC2	O43310	4	0.8976	0.0148
PSMA4	O43310	4	0.9962	0.0004
PSMC2	O43314	4	0.9348	0.0095
PSMA4	O43314	4	0.0245	0.5765
PSMC2	O43318	4	0.0002	0.7567
PSMA4	O43318	4	0.0000	0.7837
PSMC2	O43324	4	0.0234	0.5798
PSMA4	O43324	4	0.0002	0.7567
PSMC2	O43347	4	0.0000	0.7837
PSMA4	O43347	4	0.0000	0.7837
PSMC2	O43353	4	0.0023	0.6950
PSMA4	O43353	4	0.0021	0.6979
PSMC2	O43379	4	0.9677	0.0041
PSMA4	O43379	4	0.2802	0.3306
PSMC2	O43390	4	0.0003	0.7494
PSMA4	O43390	4	0.0217	0.5841
PSMC2	O43395	4	0.0039	0.6718
PSMA4	O43395	4	0.5588	0.1413
PSMC2	O43396	4	0.0004	0.7432
PSMA4	O43396	4	0.0024	0.6931
PSMC2	O43399	4	0.2041	0.3965
PSMA4	O43399	4	0.4355	0.2429
PSMC2	O43426	4	1.0000	0.0000
PSMA4	O43426	4	0.9227	0.0108
PSMC2	O43432	4	0.4441	0.2370
PSMA4	O43432	4	0.3059	0.3148
PSMC2	O43447	4	0.0007	0.7307
PSMA4	O43447	4	0.3554	0.2864
PSMC2	O43463	4	0.0009	0.7244
PSMA4	O43463	4	0.0434	0.5397
PSMC2	O43474	4	0.0000	0.7837
PSMA4	O43474	4	0.0016	0.7071
PSMC2	O43491	4	0.1003	0.4699
PSMA4	O43491	4	0.0344	0.5550
PSMC2	O43502	4	1.0000	0.0000
PSMA4	O43502	4	0.0110	0.6204
PSMC2	O43504	4	0.0000	0.7837
PSMA4	O43504	4	0.0000	0.7837
PSMC2	O43524	4	0.9996	0.0000
PSMA4	O43524	4	0.6440	0.1037
PSMC2	O43572	4	0.0035	0.6763
PSMA4	O43572	4	0.2459	0.3664
PSMC2	O43583	4	0.0929	0.4758
PSMA4	O43583	4	0.2379	0.3735
PSMC2	O43592	4	0.0013	0.7138
PSMA4	O43592	4	0.0000	0.7837
PSMC2	O43615	4	0.0028	0.6871
PSMA4	O43615	4	0.0000	0.7837
PSMC2	O43639	4	0.2396	0.3721
PSMA4	O43639	4	0.4875	0.2079
PSMC2	O43660	4	0.0004	0.7432
PSMA4	O43660	4	0.4538	0.2310
PSMC2	O43663	4	0.0082	0.6371
PSMA4	O43663	4	0.1421	0.4390
PSMC2	O43670	4	0.0021	0.6979
PSMA4	O43670	4	0.1829	0.4094
PSMC2	O43681	4	0.7534	0.0581
PSMA4	O43681	4	0.5061	0.1818
PSMC2	O43683	4	0.0513	0.5276
PSMA4	O43683	4	0.0871	0.4817
PSMC2	O43684	4	0.4404	0.2393
PSMA4	O43684	4	0.0135	0.6088
PSMC2	O43707	4	0.0224	0.5824
PSMA4	O43707	4	0.1585	0.4253
PSMC2	O43719	4	0.0041	0.6698
PSMA4	O43719	4	0.7196	0.0768
PSMC2	O43747	4	0.7518	0.0610
PSMA4	O43747	4	0.5047	0.1843
PSMC2	O43768	4	0.8536	0.0248
PSMA4	O43768	4	0.5119	0.1738
PSMC2	O43772	4	0.0040	0.6709
PSMA4	O43772	4	0.0007	0.7307
PSMC2	O43776	4	0.0047	0.6639
PSMA4	O43776	4	0.0002	0.7567
PSMC2	O43791	4	0.0001	0.7672
PSMA4	O43791	4	0.0000	0.7837
PSMC2	O43795	4	0.0025	0.6915
PSMA4	O43795	4	0.0594	0.5159
PSMC2	O43808	4	0.0000	0.7837
PSMA4	O43808	4	0.0000	0.7837
PSMC2	O43809	4	0.0024	0.6931
PSMA4	O43809	4	0.0675	0.5067
PSMC2	O43815	4	0.1496	0.4325
PSMA4	O43815	4	0.3727	0.2758
PSMC2	O43818	4	0.0001	0.7672
PSMA4	O43818	4	0.0032	0.6801
PSMC2	O43822	4	0.0335	0.5570
PSMA4	O43822	4	0.0114	0.6183
PSMC2	O43823	4	0.0000	0.7837
PSMA4	O43823	4	0.0000	0.7837
PSMC2	O43824	4	0.0000	0.7837
PSMA4	O43824	4	0.0000	0.7837
PSMC2	O43826	4	0.0000	0.7837
PSMA4	O43826	4	0.0000	0.7837
PSMC2	O43837	4	0.0000	0.7837
PSMA4	O43837	4	0.0000	0.7837
PSMC2	O43847	4	0.4725	0.2192
PSMA4	O43847	4	0.0091	0.6314
PSMC2	O43852	4	0.0064	0.6505
PSMA4	O43852	4	0.1019	0.4676
PSMC2	O43865	4	0.0164	0.5988
PSMA4	O43865	4	0.1282	0.4498
PSMC2	O43895	4	0.3212	0.3062
PSMA4	O43895	4	0.7265	0.0736
PSMC2	O43896	4	0.0003	0.7494
PSMA4	O43896	4	0.0003	0.7494
PSMC2	O43903	4	0.2911	0.3238
PSMA4	O43903	4	0.0497	0.5300
PSMC2	O43929	4	0.0001	0.7672
PSMA4	O43929	4	0.0000	0.7837
PSMC2	O43933	4	0.4400	0.2400
PSMA4	O43933	4	0.2497	0.3629
PSMC2	O60216	4	0.0004	0.7432
PSMA4	O60216	4	0.0004	0.7432
PSMC2	O60231	4	0.0199	0.5885
PSMA4	O60231	4	0.6823	0.0911
PSMC2	O60232	4	0.8682	0.0207
PSMA4	O60232	4	0.6777	0.0920
PSMC2	O60237	4	0.0037	0.6739
PSMA4	O60237	4	0.0137	0.6080
PSMC2	O60244	4	0.0013	0.7138
PSMA4	O60244	4	0.0037	0.6739
PSMC2	O60256	4	0.0007	0.7307
PSMA4	O60256	4	0.0002	0.7567
PSMC2	O60264	4	0.0000	0.7837
PSMA4	O60264	4	0.0009	0.7244
PSMC2	O60271	4	1.0000	0.0000
PSMA4	O60271	4	0.7345	0.0697
