Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
IFI16	184	207	199	189	220	218	211	199	232	14	19	17	161	185	179	241	318	228	205	232	201	167	149	200
KYNU	2	1	2	0	0	0	0	0	1	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0
H2AC20	2	2	3	8	1	4	4	3	3	2	6	3	4	3	3	5	4	2	4	4	4	4	4	5
NDUFA9	1	1	4	0	0	0	0	4	4	0	0	0	4	3	6	0	2	2	0	0	0	0	0	0
CYP51A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TXNRD1	0	0	1	0	0	0	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
TPD52L1	4	4	2	0	1	0	6	2	3	0	0	0	2	3	2	1	4	1	1	1	1	0	0	0
IMMT	0	0	0	2	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0
ZNF827	0	0	0	0	0	0	3	3	6	0	0	0	0	0	0	7	7	6	0	0	0	0	0	0
GEN1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CPEB4	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0
KNOP1	0	0	2	0	0	0	26	15	21	0	0	0	1	0	0	12	21	11	2	3	3	0	0	0
HNRNPUL2	3	2	5	5	3	2	7	11	14	4	5	5	4	5	5	5	5	2	3	2	3	5	3	2
CSPP1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	12	0	0	0	0	0	0	0	0	0
INF2	25	25	24	0	0	1	10	14	17	0	0	0	5	8	8	0	1	0	0	1	0	0	0	0
PDS5A	3	3	1	0	0	0	32	16	28	0	0	0	0	1	1	17	27	16	0	0	0	0	0	0
KIAA0753	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	0	0	0	0	1	0	0	0	0
RFX7	0	0	0	0	0	0	7	5	8	0	0	0	0	0	0	5	2	5	0	0	0	0	0	0
QSER1	3	2	3	0	0	0	37	36	40	0	0	0	2	3	4	46	51	40	4	5	1	0	0	0
CLEC16A	3	3	2	0	0	0	3	5	5	0	0	0	3	4	10	0	0	0	2	3	5	0	0	0
KIAA1109	0	0	0	0	0	0	0	1	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
KIF7	1	1	1	0	0	0	1	4	2	0	0	1	4	10	11	0	0	0	0	3	2	0	0	0
ARHGAP31	2	2	1	0	0	0	5	1	5	0	0	0	7	6	7	1	0	0	0	0	0	0	0	0
AAK1	20	19	21	4	10	7	17	19	15	0	0	0	22	18	21	0	1	0	6	8	13	0	0	0
KIZ	1	0	0	0	0	0	0	0	1	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
WASHC4	2	1	2	0	0	0	3	1	1	0	0	0	7	11	10	0	0	0	0	0	0	0	0	0
SHROOM1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
ERCC6L	39	34	41	7	7	6	44	35	39	0	0	0	42	34	40	1	1	0	17	14	12	0	0	0
TSR1	0	0	0	0	0	0	15	10	8	0	0	0	0	0	0	16	19	13	0	0	0	0	0	0
IAH1	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	1	1	0	0	0	0	0	1	3
QRICH1	7	2	6	0	0	0	14	9	9	1	0	0	1	1	2	15	14	7	2	1	2	0	0	0
SMU1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ATG2A	3	2	1	0	1	0	7	3	3	0	1	1	8	5	9	0	0	0	0	1	1	0	0	1
CWF19L2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	15	12	0	0	0	0	0	0
CTU2	7	7	7	0	0	0	3	6	3	0	1	0	6	7	4	0	0	1	1	5	2	0	0	0
LRRFIP1	15	16	23	6	6	3	13	13	18	1	2	1	10	7	9	0	1	0	11	9	9	0	1	0
POLR1F	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EDRF1	6	2	3	0	0	0	9	12	13	0	0	0	4	10	12	0	0	0	0	1	3	0	0	0
FAM161A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	0	0	0
MAP7D1	5	1	2	0	0	0	3	4	6	0	0	0	3	7	6	1	2	0	23	32	22	0	0	0
CHD9	0	0	0	0	0	0	5	2	2	0	1	0	0	0	0	4	3	4	0	0	0	0	1	0
LSM12	1	1	1	1	1	1	1	2	2	2	1	3	2	1	2	1	2	1	1	2	1	2	3	1
GON4L	0	0	0	0	0	0	6	5	3	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0
CCDC88A	42	36	56	18	25	21	60	63	56	0	0	0	66	66	78	2	0	1	45	39	36	0	0	1
RABL6	4	7	4	1	0	2	8	8	6	0	1	0	3	3	5	0	3	0	3	2	2	0	0	1
VMA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0
TIMM50	2	2	1	0	1	0	2	1	3	0	1	0	3	2	3	2	1	0	0	0	0	0	0	1
PARP14	4	2	3	0	1	0	4	1	4	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0
GLYR1	0	0	0	0	0	0	4	4	6	0	0	0	0	0	0	6	6	4	0	0	0	0	0	0
CCDC14	0	0	0	0	0	0	0	0	0	0	0	0	17	19	17	0	0	0	0	0	0	0	0	0
ZBED5	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	4	6	7	0	0	0	0	0	0
C5orf22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C2CD3	1	1	2	0	0	1	7	3	2	0	0	0	11	15	15	0	0	2	1	2	3	0	0	0
RIC1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LARP7	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	1	5	2	0	0	0	0	0	0
NADK2	3	0	0	4	2	4	0	0	1	5	5	4	1	2	3	1	3	1	3	2	2	6	5	7
CCDC152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
TBC1D10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPRN	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANO6	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASDH	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ARID4B	0	0	0	0	0	0	11	7	6	0	0	0	0	0	0	6	10	2	0	1	0	0	0	0
GRIPAP1	15	20	25	0	0	0	34	27	28	0	0	0	19	21	24	0	0	0	3	3	1	0	0	0
CBWD6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FLYWCH1	0	0	0	0	0	0	4	5	5	5	4	0	0	0	0	3	4	0	0	0	0	1	1	1
FAM98B	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0
EPC2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
ARHGAP29	17	17	22	7	8	7	9	13	15	0	0	0	17	22	25	0	1	0	9	7	11	0	0	0
PDCD4	1	1	2	0	0	0	9	9	8	0	2	0	1	3	3	14	14	16	1	0	0	0	0	0
FNDC3B	0	0	0	0	0	0	2	1	3	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0
GPAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CEP55	6	6	8	1	0	1	10	5	6	0	0	0	6	8	7	0	0	0	4	4	6	0	0	0
NCBP3	0	0	0	0	0	0	5	6	7	0	0	0	0	0	0	6	13	8	0	1	0	0	0	0
IFI44L	3	0	1	0	1	0	1	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
HSD17B12	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	0	1	0	2	0	0	0	0	0
GLE1	0	3	3	0	0	0	4	2	7	0	0	0	2	3	5	0	0	0	2	0	0	0	0	0
AGK	0	0	0	0	0	0	0	0	2	0	0	0	2	3	1	0	2	0	0	0	0	0	0	0
PYCR3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CDCA8	0	0	1	0	0	0	2	8	8	0	0	0	0	0	1	8	10	7	4	7	10	0	0	0
SOWAHC	12	7	13	0	0	0	9	4	6	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0
ASPRV1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
COBLL1	32	30	30	0	0	0	12	7	15	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
WDR81	1	2	3	0	0	0	1	2	4	0	0	0	9	11	22	0	0	0	1	0	0	0	0	0
SGO2	3	0	0	0	1	0	10	12	14	0	0	0	1	0	1	17	24	13	6	12	7	0	0	0
ACTBL2	21	23	25	2	1	2	1	2	2	2	1	0	1	0	0	1	0	0	1	0	0	2	0	0
CCDC93	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESCO2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
PAN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TMEM97	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
ODF2	0	0	0	0	0	0	2	1	2	0	0	0	4	1	3	0	0	0	3	1	3	0	0	0
C19orf54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF326	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
FLG2	13	0	12	0	9	0	0	3	0	1	2	0	1	4	0	4	20	2	1	0	0	9	42	1
DNAJC21	12	13	13	3	5	5	16	18	14	0	0	0	10	12	15	2	3	2	11	9	9	3	2	2
ESCO1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
HERC4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0
BCORL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0
ARMCX4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP6R3	29	28	27	19	19	20	33	32	31	0	0	0	33	25	37	15	16	10	19	15	20	2	1	2
RABL3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	7	3	0	0	0	0	0	0
SH3D19	7	7	9	0	0	2	2	2	2	0	0	0	4	2	5	0	0	0	1	1	3	0	0	0
ZNF311	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
MIA3	0	0	1	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
PITRM1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
WDR44	3	6	7	0	0	0	5	2	5	0	0	0	3	2	3	0	0	0	1	1	1	0	0	0
DOCK11	0	1	3	0	0	0	2	2	2	0	0	0	1	2	5	0	0	0	0	1	0	0	0	0
PRRC2B	13	7	14	0	3	0	39	45	44	0	0	0	30	32	36	13	24	11	45	37	33	0	0	0
RRP12	0	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TOR1AIP1	0	1	1	0	0	0	1	3	1	0	0	0	1	1	1	79	91	74	1	0	0	0	0	0
CEP78	0	0	1	0	0	0	0	3	3	0	0	0	2	2	5	0	0	0	0	0	0	0	0	0
AARS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCID2	0	0	0	0	0	0	2	0	3	0	0	0	0	3	4	2	4	0	0	0	0	0	0	0
SAMD9	1	1	1	0	0	0	2	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SPECC1	28	26	28	3	0	2	13	11	11	0	0	0	8	12	16	0	0	0	25	28	23	0	0	0
PPP4R3B	1	0	0	0	0	0	11	6	9	0	0	0	0	0	0	12	10	10	0	0	0	0	0	0
WIPI1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
SAMD4B	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
DNTTIP2	2	2	3	0	0	0	25	24	27	0	0	0	0	0	1	18	22	20	7	7	6	1	0	0
RABGAP1L	3	4	3	0	0	0	3	2	3	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
RBM48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM201	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	15	22	14	0	0	0	0	0	0
SNAP47	0	0	1	0	0	0	0	1	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0
NUP188	6	9	11	1	0	0	10	10	12	0	0	0	61	53	50	11	18	8	6	1	1	0	0	0
HP1BP3	3	7	6	3	1	2	11	14	14	0	0	0	5	6	8	21	32	24	3	3	4	1	0	1
ZMYM1	1	0	0	1	0	0	8	8	8	0	0	0	0	2	4	10	7	6	1	0	1	0	0	0
CEP170	63	55	65	44	32	30	86	67	82	1	0	0	92	95	102	7	17	9	147	152	130	3	0	2
PPP1R15B	10	10	13	1	1	7	12	11	15	0	0	0	8	8	14	1	7	1	2	2	3	0	0	0
ODR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
SNAPC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NOL9	1	1	2	0	0	0	5	10	9	0	0	0	4	4	3	5	6	3	1	3	0	0	0	0
NHSL1	1	1	5	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
C6orf141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CEP85L	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0
SZT2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CC2D1B	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
FNBP1L	7	7	10	0	0	0	6	3	7	0	0	0	7	12	11	0	0	0	9	4	2	0	0	0
FAM83B	0	0	0	0	0	0	0	0	0	0	0	0	2	3	8	0	0	0	0	0	0	0	0	0
FKBP15	27	33	26	1	0	0	24	30	26	0	0	0	17	23	22	0	0	0	3	10	10	0	0	0
ODAD2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
GPATCH4	7	3	2	2	5	2	24	20	20	0	0	0	3	1	1	18	36	14	11	5	7	3	3	2
LRIF1	0	1	0	0	0	0	6	6	7	0	0	0	0	0	0	11	7	8	7	5	3	0	1	1
UBR4	18	20	26	0	1	2	31	28	35	0	0	0	37	60	58	7	15	13	11	12	11	0	0	0
STXBP5	1	0	0	0	0	0	1	1	0	0	0	0	2	2	4	1	0	1	0	0	0	0	0	0
KIAA1217	24	26	33	65	78	75	24	17	22	0	0	0	32	30	53	2	0	0	74	75	50	0	0	0
ARHGAP21	22	16	21	36	43	35	14	15	12	0	0	0	15	18	26	0	0	0	7	5	6	0	0	1
BEND3	4	2	4	0	0	0	17	28	18	0	0	0	1	3	5	34	36	27	1	2	3	0	0	0
CAMSAP1	21	22	26	4	5	3	37	26	31	0	0	0	30	29	36	0	0	0	57	66	65	0	0	0
UBAP2	31	22	23	15	20	19	38	39	46	7	14	7	31	32	40	5	6	5	35	26	24	6	12	11
C9orf64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
KPRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
KIF24	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	0	0	7	4	4	0	0	0
TSTD2	10	6	10	4	12	6	9	8	7	0	0	0	7	10	7	3	2	4	12	9	8	0	0	1
FAM102B	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HENMT1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
RBM26	0	0	0	0	0	0	3	4	3	0	0	0	0	0	1	2	4	5	2	0	0	0	0	0
ATAD3B	0	0	0	2	0	1	0	0	0	3	2	1	1	0	1	0	1	0	0	1	0	1	0	1
WLS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0
CCDC18	10	8	8	1	0	1	15	12	10	0	0	0	29	29	34	1	0	0	5	4	4	1	0	0
INTS11	0	0	0	0	0	0	6	8	10	0	0	0	0	0	1	9	7	6	0	0	0	0	1	0
DCAF8	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUT4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
CEP162	0	0	0	0	0	0	1	1	2	0	0	0	1	2	0	0	0	0	6	8	3	0	0	0
RC3H1	1	0	0	0	0	0	1	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0
SH3PXD2A	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	2	6	0	0	0
H3-2	3	5	5	2	3	3	2	1	6	2	5	2	3	3	3	2	3	1	4	3	3	2	3	4
IFFO2	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	0	0	0	0	0	0	0	0	0
NT5DC1	0	0	1	1	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	1
AHDC1	1	0	0	0	0	0	11	14	11	0	0	0	1	0	1	31	36	23	0	0	0	0	0	0
VPS13D	1	0	2	0	0	0	5	1	4	0	0	1	10	4	7	0	1	0	0	0	0	0	1	0
PRR14L	0	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN9	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	4	1	0	0	0	0	0	0
CROCC	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LYRM7	1	0	1	2	3	0	0	0	1	1	4	0	3	2	5	3	3	1	0	0	0	2	1	2
RIF1	12	6	12	0	1	0	67	70	65	1	0	0	2	3	3	118	117	100	10	6	6	1	1	1
STRIP1	2	4	3	0	0	0	4	4	4	0	0	0	3	4	4	0	1	1	0	0	0	0	0	0
CEP350	39	39	53	51	47	32	58	50	64	0	1	0	64	61	71	14	10	14	78	85	73	5	1	9
CDC42BPA	6	5	6	0	1	0	9	6	7	0	0	0	4	3	5	0	0	0	0	0	0	0	0	0
RPRD2	14	21	11	2	0	1	78	60	69	0	0	0	11	12	10	67	94	66	18	14	9	1	1	3
RNF220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
PRPF38B	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0
RNF20	0	0	0	0	0	0	3	16	9	0	0	0	0	0	0	11	16	8	0	0	0	0	0	0
PDE4DIP	7	5	11	0	0	0	14	15	12	0	0	0	18	24	22	0	0	0	50	55	48	0	0	0
ZNF318	0	1	0	0	0	2	8	11	12	0	0	0	0	0	0	19	21	22	1	1	0	0	0	0
ARHGEF16	2	1	3	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	1	0
CDKAL1	1	1	0	0	0	0	2	0	1	0	0	0	1	0	0	3	4	2	0	0	0	0	0	0
MYSM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
FOCAD	1	0	0	1	1	2	1	3	3	1	2	0	2	1	6	0	1	1	0	2	0	1	0	1
TAF3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TASOR2	5	4	8	0	0	0	47	50	45	0	1	4	6	6	16	49	59	42	1	1	2	2	0	2
RSBN1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
DAB2IP	3	0	2	0	1	0	2	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
ECPAS	0	0	1	0	0	0	0	4	4	0	0	0	3	1	3	2	0	0	0	0	0	0	0	0
TUT7	3	0	3	0	0	0	4	2	5	0	0	0	2	0	3	0	0	0	7	11	6	0	0	0
DENND4C	28	29	28	3	5	6	45	24	39	0	0	0	43	42	40	0	0	0	9	7	6	0	0	0
CARMIL1	9	11	11	0	0	0	12	9	7	0	0	0	15	15	13	0	3	1	9	9	10	0	0	0
ZMYM4	1	1	1	0	0	0	22	17	20	0	0	0	3	1	3	15	22	15	3	1	1	0	1	0
RRAGB	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OBI1	2	1	2	0	2	1	4	3	5	0	0	0	1	2	3	6	13	8	0	0	1	0	0	0
FHIP2A	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
FBXW9	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0
RNF213	18	6	13	2	0	0	37	37	39	0	0	0	43	44	60	10	8	5	1	3	2	0	0	1
KANK2	39	32	38	17	26	22	31	40	35	0	0	0	33	32	51	1	1	0	15	18	16	5	1	5
WASHC2A	72	80	89	22	23	18	89	75	67	0	1	0	57	57	63	0	1	4	34	34	30	0	0	1
STEAP3	3	1	1	2	1	3	2	6	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ICE2	2	1	1	0	0	0	26	18	24	0	0	0	5	1	8	8	14	7	0	0	1	0	0	0
LARP1B	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CEP135	0	0	0	0	0	0	0	0	0	0	0	0	6	5	6	0	0	0	0	0	1	0	0	0
TBC1D9B	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0
MAP1S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0
PPP2R2D	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARL6IP4	1	0	2	0	0	0	4	2	6	1	3	1	0	0	1	4	3	3	0	0	0	0	1	0
ARID2	0	2	1	0	0	0	11	16	22	0	1	0	0	0	0	4	11	7	0	0	0	0	1	0
RPGRIP1L	1	1	0	0	0	0	0	0	3	0	0	0	2	2	4	0	0	0	1	1	0	0	0	0
TNS3	44	41	47	21	13	18	51	50	49	0	1	0	52	47	57	5	9	5	14	14	14	0	3	5
HAUS3	0	0	0	0	0	0	1	0	2	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0
FMN1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZFYVE26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CRYBG3	34	30	26	8	12	11	30	36	42	1	2	0	39	40	52	0	0	1	18	20	10	4	0	1
INTS3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ARHGAP17	14	14	23	3	2	5	12	16	13	0	0	0	11	7	17	1	0	2	9	6	7	0	0	1
CDCA2	1	2	3	2	0	1	23	28	28	0	0	0	1	3	0	27	51	36	5	3	5	0	0	0
CWF19L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
VIRMA	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SPECC1L	36	40	36	0	0	0	9	10	21	0	0	0	13	15	18	1	0	0	19	25	15	0	0	0
WWC2	3	6	7	0	0	0	7	9	5	0	0	0	17	15	20	0	0	0	3	6	2	0	0	0
UHRF1BP1	1	1	1	0	0	0	3	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
ATL3	1	0	0	0	0	0	0	1	1	0	0	0	0	5	4	0	1	0	0	0	0	0	0	0
POLR2M	0	0	0	1	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TTLL5	0	0	0	0	0	0	1	0	0	0	0	0	3	4	4	0	0	0	13	3	2	0	0	0
VASN	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CIAPIN1	5	4	7	0	1	0	8	6	3	0	1	1	3	4	7	3	6	2	0	4	2	0	1	0
SMYD5	0	0	0	1	4	0	0	0	0	2	4	2	0	0	1	0	0	0	0	0	0	2	1	1
RALGAPA1	9	3	9	0	0	0	14	16	26	0	0	0	3	6	5	0	0	0	1	1	1	0	0	0
THOC7	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ELP2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LAMTOR1	5	5	7	0	0	0	12	7	12	0	0	0	3	2	2	0	0	0	0	0	1	0	0	0
TWF2	34	26	30	4	4	3	26	28	26	3	1	2	33	29	34	4	15	11	6	9	11	1	2	3
PHETA2	0	0	2	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
KIAA0930	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0
PPP4R3A	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	5	5	3	0	0	0	0	0	0
IQCE	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0
SPOPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
ZNF770	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
TTBK2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	11	13	0	0	0
KRT80	4	1	15	1	0	1	5	6	6	2	0	0	21	23	19	4	8	5	4	1	4	1	16	0
NIPBL	7	3	7	0	1	0	47	46	44	0	0	0	9	10	11	38	41	27	2	2	3	0	0	0
PDE12	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIN54	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	5	13	4	0	0	0	0	0	0
PRR5L	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TET2	0	0	0	0	0	0	7	2	3	0	0	0	0	0	2	4	5	1	0	0	0	0	0	0
ZNF280D	0	0	0	0	0	0	8	7	6	0	0	0	0	0	0	7	9	6	1	1	0	0	0	0
ZSCAN25	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HMBOX1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
