Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
KRT8	P68032	ACTC1	17|11|11	39	13.00	3	11|17|14|18|22|16|15|18|12	0.00	0.00	0.00	0.00	0.00	-42.12	0.82	0.74	
KRT8	P68104	EEF1A1	30|37|36	103	34.33	3	26|37|34|25|25|27|27|20|21	0.00	0.00	0.00	0.00	0.00	-52.76	1.28	0.74	
KRT8	P68366	TUBA4A	56|74|74	204	68.00	3	52|55|53|42|47|51|36|35|38	0.00	0.00	0.00	0.00	0.00	-80.61	1.50	0.74	
KRT8	P68371	TUBB4B	21|26|25	72	24.00	3	23|21|20|15|20|22|18|20|19	0.00	0.00	0.00	0.00	0.00	-40.70	1.21	0.74	
KRT8	P68871	HBB	1|0|0	1	0.33	3	0|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
KRT8	P78312	FAM193A	6|10|8	24	8.00	3	15|11|7|0|0|0|0|0|0	0.09	0.20	0.09	0.20	0.09	-4.86	2.18	0.54	
KRT8	P78314	SH3BP2	2|2|0	4	1.33	3	0|0|0|0|0|0|0|0|0	0.62	0.93	0.62	0.93	0.62	-1.89	13.33	0.14	
KRT8	P78318	IGBP1	28|27|29	84	28.00	3	26|25|29|0|1|1|0|1|4	0.05	0.07	0.05	0.07	0.05	-3.65	2.90	0.57	
KRT8	P78344	EIF4G2	87|109|100	296	98.67	3	99|84|95|2|3|5|15|14|23	0.00	0.00	0.00	0.00	0.00	-27.68	2.61	0.72	
KRT8	P78346	RPP30	6|3|12	21	7.00	3	2|2|7|0|1|0|0|1|1	0.54	0.94	0.54	0.94	0.54	-2.17	4.50	0.19	
KRT8	P78347	GTF2I	17|18|16	51	17.00	3	85|89|83|0|1|3|13|6|7	0.00	0.00	0.00	0.00	0.00	-93.09	0.53	0.75	
KRT8	P78371	CCT2	14|20|16	50	16.67	3	16|13|20|9|21|12|16|9|12	0.00	0.00	0.00	0.00	0.00	-31.23	1.17	0.73	
KRT8	P78406	RAE1	1|1|3	5	1.67	3	0|2|4|4|8|6|4|5|6	0.00	0.00	0.00	0.00	0.00	-16.41	0.38	0.75	
KRT8	P78524	DENND2B	20|13|14	47	15.67	3	20|22|17|0|0|0|0|0|0	0.07	0.20	0.07	0.20	0.07	-6.15	2.39	0.55	
KRT8	P78527	PRKDC	305|336|325	966	322.00	3	209|211|209|39|74|48|64|47|62	0.00	0.00	0.00	0.00	0.00	-46.42	3.01	0.74	
KRT8	P82094	TMF1	19|17|23	59	19.67	3	32|35|37|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-16.72	1.70	0.70	
KRT8	P82673	MRPS35	4|5|3	12	4.00	3	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	4.49	40.00	0.00	
KRT8	P82675	MRPS5	1|2|1	4	1.33	3	0|0|0|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	0.61	13.33	0.35	
KRT8	P82933	MRPS9	13|14|17	44	14.67	3	1|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	20.18	132.00	0.00	
KRT8	P83731	RPL24	2|2|4	8	2.67	3	3|4|3|1|3|5|6|3|3	0.00	0.00	0.00	0.00	0.00	-10.82	0.77	0.69	
KRT8	P84085	ARF5	1|2|3	6	2.00	3	0|3|2|1|0|0|1|0|0	0.23	0.47	0.23	0.47	0.23	-2.59	2.57	0.43	
KRT8	P84090	ERH	1|0|1	2	0.67	3	1|0|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	2.00	0.75	
KRT8	P84098	RPL19	3|5|4	12	4.00	3	4|3|3|3|3|3|2|2|6	0.00	0.00	0.00	0.00	0.00	-8.46	1.24	0.66	
KRT8	P84103	SRSF3	2|1|2	5	1.67	3	2|4|3|2|3|1|4|4|3	0.00	0.00	0.00	0.00	0.00	-10.56	0.58	0.75	
KRT8	P85037	FOXK1	1|0|1	2	0.67	3	3|2|5|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-5.02	0.60	0.75	
KRT8	P86790	CCZ1B	11|9|11	31	10.33	3	7|5|8|0|0|0|0|0|0	0.74	0.78	0.74	0.78	0.74	0.66	4.65	0.08	
KRT8	P98082	DAB2	13|22|32	67	22.33	3	35|23|33|0|0|0|0|1|0	0.04	0.11	0.04	0.11	0.04	-17.29	2.18	0.58	
KRT8	P98170	XIAP	8|21|18	47	15.67	3	9|7|15|4|1|5|2|3|1	0.46	0.83	0.46	0.83	0.46	-7.92	3.00	0.24	
KRT8	P98174	FGD1	1|0|1	2	0.67	3	2|1|3|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.05	1.00	0.75	
KRT8	P98175	RBM10	1|1|0	2	0.67	3	22|16|14|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-24.58	0.12	0.75	
KRT8	Q00013	MPP1	1|0|0	1	0.33	3	0|0|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.38	1.50	0.75	
KRT8	Q00325	SLC25A3	8|8|7	23	7.67	3	5|7|10|7|4|5|4|3|7	0.00	0.00	0.00	0.00	0.00	-11.67	1.33	0.70	
KRT8	Q00341	HDLBP	50|59|52	161	53.67	3	83|74|81|1|3|4|5|3|8	0.00	0.00	0.00	0.00	0.00	-35.02	1.84	0.73	
KRT8	Q00610	CLTC	50|61|62	173	57.67	3	45|51|63|11|23|22|12|9|17	0.00	0.00	0.00	0.00	0.00	-32.58	2.05	0.73	
KRT8	Q00688	FKBP3	1|1|2	4	1.33	3	2|3|4|1|3|2|1|2|2	0.00	0.00	0.00	0.00	0.00	-7.92	0.60	0.75	
KRT8	Q00765	REEP5	1|0|0	1	0.33	3	0|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.33	1.50	0.75	
KRT8	Q00796	SORD	1|1|1	3	1.00	3	1|1|5|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.13	1.29	0.75	
KRT8	Q00839	HNRNPU	42|46|40	128	42.67	3	38|38|44|19|23|17|16|17|16	0.00	0.00	0.00	0.00	0.00	-34.61	1.68	0.73	
KRT8	Q01082	SPTBN1	95|80|82	257	85.67	3	96|92|116|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-23.24	2.53	0.71	
KRT8	Q01518	CAP1	7|6|9	22	7.33	3	9|12|10|6|6|8|2|8|7	0.00	0.00	0.00	0.00	0.00	-19.52	0.97	0.72	
KRT8	Q01650	SLC7A5	8|3|4	15	5.00	3	5|4|5|4|3|5|9|7|7	0.00	0.00	0.00	0.00	0.00	-16.65	0.92	0.69	
KRT8	Q01780	EXOSC10	10|9|11	30	10.00	3	66|67|70|4|3|7|6|8|12	0.00	0.00	0.00	0.00	0.00	-89.13	0.37	0.75	
KRT8	Q01804	OTUD4	3|2|8	13	4.33	3	9|6|5|0|0|0|0|0|0	0.19	0.56	0.19	0.56	0.19	-5.70	1.95	0.46	
KRT8	Q01813	PFKP	14|15|25	54	18.00	3	11|14|16|14|13|14|8|8|13	0.00	0.00	0.00	0.00	0.00	-24.62	1.46	0.70	
KRT8	Q01850	CDR2	15|13|18	46	15.33	3	11|11|12|0|0|0|0|0|0	0.67	0.81	0.67	0.81	0.67	0.03	4.06	0.11	
KRT8	Q01968	OCRL	19|19|20	58	19.33	3	27|19|16|0|1|2|0|0|0	0.05	0.06	0.05	0.06	0.05	-3.29	2.68	0.57	
KRT8	Q01995	TAGLN	32|32|29	93	31.00	3	25|20|25|0|0|0|0|1|5	0.52	0.60	0.52	0.60	0.52	-0.59	3.67	0.20	
KRT8	Q02224	CENPE	8|2|10	20	6.67	3	2|4|8|0|0|0|0|0|0	0.54	0.84	0.54	0.84	0.54	-3.24	4.29	0.19	
KRT8	Q02241	KIF23	35|35|32	102	34.00	3	40|52|42|3|1|4|9|9|11	0.00	0.00	0.00	0.00	0.00	-23.57	1.79	0.73	
KRT8	Q02543	RPL18A	4|6|4	14	4.67	3	4|4|3|3|2|2|3|5|4	0.00	0.01	0.00	0.01	0.00	-7.39	1.40	0.65	
KRT8	Q02790	FKBP4	13|16|10	39	13.00	3	1|9|13|4|6|2|5|3|6	0.11	0.28	0.11	0.28	0.11	-6.47	2.39	0.52	
KRT8	Q02878	RPL6	17|23|27	67	22.33	3	15|19|22|20|16|16|12|17|16	0.00	0.00	0.00	0.00	0.00	-36.71	1.31	0.73	
KRT8	Q02880	TOP2B	5|16|8	29	9.67	3	17|20|24|0|1|2|0|1|3	0.00	0.00	0.00	0.00	0.00	-20.01	1.28	0.67	
KRT8	Q02952	AKAP12	17|9|22	48	16.00	3	65|53|68|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-63.04	0.77	0.74	
KRT8	Q02978	SLC25A11	20|15|16	51	17.00	3	6|10|9|1|0|0|0|0|0	0.87	0.92	0.87	0.92	0.87	1.58	5.88	0.04	
KRT8	Q03001	DST	137|114|140	391	130.33	3	194|189|196|0|1|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-75.35	2.02	0.74	
KRT8	Q03164	KMT2A	1|0|2	3	1.00	3	18|16|13|0|1|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-22.61	0.19	0.75	
KRT8	Q03169	TNFAIP2	1|3|2	6	2.00	3	0|1|3|0|0|0|0|0|0	0.40	0.70	0.40	0.70	0.40	-1.08	4.50	0.27	
KRT8	Q03701	CEBPZ	1|1|3	5	1.67	3	22|16|23|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-26.10	0.24	0.75	
KRT8	Q04206	RELA	2|3|4	9	3.00	3	2|3|1|0|1|0|0|0|0	0.47	0.70	0.47	0.70	0.47	-1.21	3.86	0.23	
KRT8	Q04323	UBXN1	1|0|1	2	0.67	3	0|0|2|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	2.00	0.75	
KRT8	Q04446	GBE1	2|4|10	16	5.33	3	4|10|12|4|15|4|2|7|5	0.00	0.00	0.00	0.00	0.00	-24.61	0.76	0.71	
KRT8	Q04637	EIF4G1	75|75|89	239	79.67	3	110|98|102|2|11|12|16|14|19	0.00	0.00	0.00	0.00	0.00	-50.10	1.87	0.74	
KRT8	Q04695	KRT17	431|436|397	1264	421.33	3	78|108|120|51|55|56|53|67|45	1.00	1.00	1.00	1.00	1.00	17.09	5.99	0.00	
KRT8	Q04721	NOTCH2	8|7|9	24	8.00	3	15|14|13|0|0|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-6.83	1.71	0.64	
KRT8	Q04760	GLO1	2|2|4	8	2.67	3	4|2|4|0|0|0|0|0|0	0.24	0.49	0.24	0.49	0.24	-1.98	2.40	0.41	
KRT8	Q04917	YWHAH	1|1|1	3	1.00	3	0|0|1|2|2|3|3|2|2	0.00	0.00	0.00	0.00	0.00	-5.92	0.60	0.75	
KRT8	Q05209	PTPN12	20|17|17	54	18.00	3	22|25|23|0|0|0|0|1|1	0.01	0.01	0.01	0.01	0.01	-6.56	2.25	0.64	
KRT8	Q05397	PTK2	1|1|2	4	1.33	3	0|0|0|0|0|0|0|0|0	0.31	0.93	0.31	0.93	0.31	0.61	13.33	0.35	
KRT8	Q05519	SRSF11	1|0|0	1	0.33	3	1|1|1|0|1|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.53	0.60	0.75	
KRT8	Q05639	EEF1A2	3|2|8	13	4.33	3	1|1|3|3|1|2|4|2|2	0.29	0.86	0.29	0.86	0.29	-5.99	2.05	0.38	
KRT8	Q05682	CALD1	40|39|54	133	44.33	3	45|49|47|4|4|5|7|4|9	0.00	0.00	0.00	0.00	0.00	-18.09	2.29	0.69	
KRT8	Q06124	PTPN11	3|3|4	10	3.33	3	3|5|8|3|13|1|1|3|4	0.00	0.00	0.00	0.00	0.00	-12.87	0.73	0.75	
KRT8	Q06203	PPAT	1|2|3	6	2.00	3	1|1|3|0|0|0|0|0|0	0.34	0.62	0.34	0.62	0.34	-1.65	3.60	0.30	
KRT8	Q06210	GFPT1	2|4|5	11	3.67	3	3|3|6|0|0|0|0|0|0	0.33	0.54	0.33	0.54	0.33	-2.62	2.75	0.32	
KRT8	Q06265	EXOSC9	2|1|1	4	1.33	3	5|2|3|0|0|0|0|0|0	0.04	0.13	0.04	0.13	0.04	-3.51	1.20	0.58	
KRT8	Q06323	PSME1	1|0|0	1	0.33	3	1|2|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	1.00	0.75	
KRT8	Q06830	PRDX1	58|48|45	151	50.33	3	27|40|39|105|97|89|88|93|87	0.00	0.00	0.00	0.00	0.00	-201.47	0.68	0.75	
KRT8	Q07020	RPL18	2|4|5	11	3.67	3	3|3|4|6|5|7|3|4|4	0.00	0.00	0.00	0.00	0.00	-14.23	0.85	0.70	
KRT8	Q07021	C1QBP	3|3|2	8	2.67	3	2|2|1|4|7|5|2|2|8	0.00	0.00	0.00	0.00	0.00	-11.55	0.73	0.75	
KRT8	Q07065	CKAP4	13|18|14	45	15.00	3	8|20|18|0|0|0|0|0|0	0.25	0.52	0.25	0.52	0.25	-2.50	2.93	0.41	
KRT8	Q07157	TJP1	165|162|182	509	169.67	3	188|151|183|0|0|1|13|5|10	0.00	0.00	0.00	0.00	0.00	-32.44	2.77	0.73	
KRT8	Q07666	KHDRBS1	4|3|5	12	4.00	3	5|6|7|0|2|3|6|5|3	0.00	0.00	0.00	0.00	0.00	-11.60	0.97	0.69	
KRT8	Q07864	POLE	1|2|6	9	3.00	3	17|9|23|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-19.92	0.55	0.70	
KRT8	Q07866	KLC1	26|18|20	64	21.33	3	29|22|27|0|0|0|0|0|0	0.03	0.10	0.03	0.10	0.03	-7.41	2.46	0.59	
KRT8	Q07960	ARHGAP1	6|9|9	24	8.00	3	7|7|10|0|0|0|0|0|0	0.37	0.49	0.37	0.49	0.37	-2.08	3.00	0.29	
KRT8	Q08209	PPP3CA	4|3|3	10	3.33	3	6|3|3|0|0|0|0|0|1	0.20	0.31	0.20	0.31	0.20	-1.81	2.31	0.46	
KRT8	Q08211	DHX9	46|52|43	141	47.00	3	54|48|47|28|27|35|30|22|26	0.00	0.00	0.00	0.00	0.00	-63.15	1.33	0.74	
KRT8	Q08257	CRYZ	1|0|0	1	0.33	3	0|0|0|0|0|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
KRT8	Q08378	GOLGA3	112|102|112	326	108.67	3	101|90|96|1|2|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-8.43	3.37	0.64	
KRT8	Q08379	GOLGA2	38|34|35	107	35.67	3	42|42|48|4|1|3|1|2|4	0.00	0.00	0.00	0.00	0.00	-14.28	2.18	0.71	
KRT8	Q08499	PDE4D	1|0|2	3	1.00	3	0|1|1|1|1|0|0|0|0	0.15	0.44	0.15	0.44	0.15	-3.13	2.25	0.48	
KRT8	Q08752	PPID	2|6|1	9	3.00	3	2|5|2|0|0|0|0|0|0	0.31	0.77	0.31	0.77	0.31	-3.08	3.00	0.34	
KRT8	Q08945	SSRP1	4|6|7	17	5.67	3	7|11|11|0|1|0|2|2|0	0.01	0.01	0.01	0.01	0.01	-8.17	1.50	0.64	
KRT8	Q08AD1	CAMSAP2	37|34|41	112	37.33	3	24|24|26|0|0|0|0|0|0	0.83	0.88	0.83	0.88	0.83	1.13	4.54	0.05	
KRT8	Q08J23	NSUN2	8|10|14	32	10.67	3	18|19|32|15|20|16|16|13|17	0.00	0.00	0.00	0.00	0.00	-57.91	0.58	0.75	
KRT8	Q09028	RBBP4	2|2|1	5	1.67	3	2|1|1|2|1|0|0|0|1	0.10	0.16	0.10	0.16	0.10	-3.12	1.88	0.52	
KRT8	Q09666	AHNAK	1503|1531|1485	4519	1506.33	3	1977|1985|1902|135|106|147|718|678|698	0.00	0.00	0.00	0.00	0.00	-inf	1.62	0.75	
KRT8	Q0PNE2	ELP6	7|9|10	26	8.67	3	8|12|14|0|0|0|0|0|0	0.09	0.17	0.09	0.17	0.09	-4.13	2.29	0.53	
KRT8	Q0ZGT2	NEXN	1|0|2	3	1.00	3	8|4|5|0|0|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-8.48	0.53	0.65	
KRT8	Q10570	CPSF1	1|0|1	2	0.67	3	1|1|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.13	1.50	0.75	
KRT8	Q12768	WASHC5	6|9|13	28	9.33	3	0|8|8|0|0|1|0|0|0	0.69	0.88	0.69	0.88	0.69	-0.16	4.94	0.10	
KRT8	Q12769	NUP160	64|67|59	190	63.33	3	25|30|31|0|0|2|0|0|1	0.95	0.96	0.95	0.96	0.95	2.69	6.40	0.01	
KRT8	Q12789	GTF3C1	35|28|32	95	31.67	3	49|44|50|2|3|3|2|3|7	0.00	0.00	0.00	0.00	0.00	-24.92	1.75	0.72	
KRT8	Q12792	TWF1	4|9|9	22	7.33	3	8|7|10|0|0|0|0|0|0	0.30	0.45	0.30	0.45	0.30	-4.58	2.64	0.38	
KRT8	Q12797	ASPH	1|2|2	5	1.67	3	3|3|5|1|3|2|1|1|2	0.00	0.00	0.00	0.00	0.00	-8.36	0.71	0.75	
KRT8	Q12800	TFCP2	4|2|3	9	3.00	3	3|3|3|0|0|0|0|0|0	0.35	0.54	0.35	0.54	0.35	-1.73	3.00	0.30	
KRT8	Q12802	AKAP13	85|86|101	272	90.67	3	124|124|147|0|1|4|10|10|14	0.00	0.00	0.00	0.00	0.00	-56.32	1.88	0.74	
KRT8	Q12815	TROAP	2|1|1	4	1.33	3	0|0|1|0|0|0|0|0|0	0.31	0.92	0.31	0.92	0.31	0.47	12.00	0.36	
KRT8	Q12830	BPTF	5|5|2	12	4.00	3	45|33|34|1|0|0|0|0|3	0.00	0.00	0.00	0.00	0.00	-48.54	0.31	0.75	
KRT8	Q12834	CDC20	3|3|4	10	3.33	3	3|5|4|0|0|0|0|0|0	0.25	0.37	0.25	0.37	0.25	-1.45	2.50	0.41	
KRT8	Q12849	GRSF1	16|16|22	54	18.00	3	0|2|5|0|1|0|0|0|0	1.00	1.00	1.00	1.00	1.00	5.29	20.25	0.00	
KRT8	Q12874	SF3A3	18|15|16	49	16.33	3	11|10|10|0|0|1|0|2|0	0.76	0.83	0.76	0.83	0.76	0.80	4.32	0.07	
KRT8	Q12888	TP53BP1	13|13|13	39	13.00	3	68|71|79|11|4|2|10|13|12	0.00	0.00	0.00	0.00	0.00	-92.10	0.43	0.75	
KRT8	Q12894	IFRD2	1|2|2	5	1.67	3	2|1|2|0|0|0|0|0|0	0.25	0.37	0.25	0.37	0.25	-1.84	3.00	0.41	
KRT8	Q12906	ILF3	4|3|7	14	4.67	3	20|17|19|2|4|2|6|4|4	0.00	0.00	0.00	0.00	0.00	-28.74	0.54	0.75	
KRT8	Q12923	PTPN13	8|10|11	29	9.67	3	6|8|5|0|0|0|0|0|0	0.72	0.80	0.72	0.80	0.72	0.41	4.58	0.09	
KRT8	Q12931	TRAP1	15|24|28	67	22.33	3	6|11|12|1|4|2|4|1|5	0.73	0.99	0.73	0.99	0.73	-1.16	4.37	0.09	
KRT8	Q12962	TAF10	1|0|1	2	0.67	3	0|2|1|0|7|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.80	0.60	0.75	
KRT8	Q12965	MYO1E	33|32|44	109	36.33	3	31|29|24|0|0|0|0|0|0	0.53	0.87	0.53	0.87	0.53	-0.74	3.89	0.19	
KRT8	Q12986	NFX1	1|0|0	1	0.33	3	3|2|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.46	0.43	0.75	
KRT8	Q13033	STRN3	1|2|3	6	2.00	3	7|1|7|0|0|0|0|0|0	0.04	0.10	0.04	0.10	0.04	-5.49	1.20	0.58	
KRT8	Q13042	CDC16	6|5|7	18	6.00	3	2|4|2|0|0|0|0|0|0	0.82	0.90	0.82	0.90	0.82	1.00	6.75	0.05	
KRT8	Q13043	STK4	2|1|1	4	1.33	3	1|1|1|0|0|0|0|0|0	0.20	0.59	0.20	0.59	0.20	-1.12	4.00	0.45	
KRT8	Q13045	FLII	13|16|12	41	13.67	3	6|12|10|0|0|0|0|0|0	0.73	0.82	0.73	0.82	0.73	0.60	4.39	0.09	
KRT8	Q13085	ACACA	619|625|672	1916	638.67	3	565|573|589|1212|1352|1199|1151|1036|1189	0.00	0.00	0.00	0.00	0.00	-inf	0.65	0.75	
KRT8	Q13107	USP4	6|3|5	14	4.67	3	3|5|6|0|0|0|0|0|0	0.38	0.58	0.38	0.58	0.38	-2.05	3.00	0.28	
KRT8	Q13123	IK	4|6|8	18	6.00	3	49|45|47|0|0|0|0|0|3	0.00	0.00	0.00	0.00	0.00	-55.92	0.38	0.75	
KRT8	Q13131	PRKAA1	3|7|7	17	5.67	3	2|5|5|0|0|0|0|0|0	0.56	0.74	0.56	0.74	0.56	-1.40	4.25	0.18	
KRT8	Q13136	PPFIA1	22|24|27	73	24.33	3	7|6|12|0|1|2|1|0|1	0.96	0.98	0.96	0.98	0.96	2.84	7.30	0.01	
KRT8	Q13144	EIF2B5	1|0|0	1	0.33	3	2|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.13	0.75	0.75	
KRT8	Q13148	TARDBP	3|5|6	14	4.67	3	17|15|13|7|5|6|6|9|7	0.00	0.00	0.00	0.00	0.00	-32.48	0.49	0.75	
KRT8	Q13151	HNRNPA0	3|2|6	11	3.67	3	8|5|4|4|3|3|2|2|2	0.00	0.00	0.00	0.00	0.00	-11.74	1.00	0.67	
KRT8	Q13155	AIMP2	1|2|4	7	2.33	3	2|3|4|3|2|4|1|1|1	0.01	0.02	0.01	0.02	0.01	-8.36	1.00	0.63	
KRT8	Q13162	PRDX4	2|0|1	3	1.00	3	2|2|3|0|0|1|1|0|0	0.04	0.11	0.04	0.11	0.04	-4.92	1.00	0.58	
KRT8	Q13177	PAK2	70|77|75	222	74.00	3	69|77|101|1|0|2|1|2|4	0.00	0.00	0.00	0.00	0.00	-17.78	2.59	0.71	
KRT8	Q13185	CBX3	9|3|6	18	6.00	3	4|9|10|5|10|5|4|8|10	0.00	0.00	0.00	0.00	0.00	-23.65	0.83	0.71	
KRT8	Q13188	STK3	2|4|4	10	3.33	3	2|4|2|0|0|0|0|0|0	0.47	0.59	0.47	0.59	0.47	-1.33	3.75	0.23	
KRT8	Q13190	STX5	2|4|3	9	3.00	3	4|4|8|0|0|0|0|0|1	0.06	0.13	0.06	0.13	0.06	-4.56	1.59	0.56	
KRT8	Q13191	CBLB	8|13|13	34	11.33	3	13|4|14|0|0|0|0|0|0	0.45	0.63	0.45	0.63	0.45	-2.25	3.29	0.24	
KRT8	Q13200	PSMD2	6|8|17	31	10.33	3	6|4|5|0|0|0|0|0|0	0.75	0.98	0.75	0.98	0.75	0.13	6.20	0.08	
KRT8	Q13247	SRSF6	1|0|0	1	0.33	3	0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
KRT8	Q13263	TRIM28	7|3|5	15	5.00	3	51|34|35|2|5|2|7|13|5	0.00	0.00	0.00	0.00	0.00	-63.77	0.29	0.75	
KRT8	Q13283	G3BP1	15|14|12	41	13.67	3	18|16|28|0|0|0|0|2|2	0.00	0.00	0.00	0.00	0.00	-9.39	1.86	0.67	
KRT8	Q13310	PABPC4	2|2|1	5	1.67	3	6|4|3|0|0|0|0|0|0	0.03	0.05	0.03	0.05	0.03	-4.75	1.15	0.59	
KRT8	Q13325	IFIT5	3|2|5	10	3.33	3	5|8|3|0|0|0|0|0|0	0.14	0.33	0.14	0.33	0.14	-4.07	1.88	0.49	
KRT8	Q13347	EIF3I	1|1|2	4	1.33	3	0|0|1|0|0|0|0|0|0	0.31	0.92	0.31	0.92	0.31	0.47	12.00	0.36	
KRT8	Q13356	PPIL2	1|0|3	4	1.33	3	11|7|5|0|0|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-10.91	0.52	0.66	
KRT8	Q13371	PDCL	1|1|0	2	0.67	3	2|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.38	3.00	0.75	
KRT8	Q13404	UBE2V1	4|3|5	12	4.00	3	2|2|2|2|2|1|3|0|4	0.09	0.19	0.09	0.19	0.09	-4.15	2.00	0.54	
KRT8	Q13409	DYNC1I2	1|0|0	1	0.33	3	1|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	3.00	0.75	
KRT8	Q13416	ORC2	3|3|3	9	3.00	3	12|18|18|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.11	0.56	0.75	
KRT8	Q13418	ILK	3|4|2	9	3.00	3	2|2|3|0|0|0|0|0|0	0.46	0.67	0.46	0.67	0.46	-1.11	3.86	0.23	
KRT8	Q13428	TCOF1	4|2|3	9	3.00	3	31|25|31|2|1|2|4|5|7	0.00	0.00	0.00	0.00	0.00	-44.95	0.25	0.75	
KRT8	Q13435	SF3B2	11|11|12	34	11.33	3	57|55|63|2|1|2|7|1|6	0.00	0.00	0.00	0.00	0.00	-62.49	0.53	0.75	
KRT8	Q13439	GOLGA4	38|34|36	108	36.00	3	46|55|50|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.29	2.15	0.71	
KRT8	Q13442	PDAP1	6|4|11	21	7.00	3	6|6|6|0|0|0|0|0|0	0.43	0.82	0.43	0.82	0.43	-2.25	3.50	0.25	
KRT8	Q13459	MYO9B	18|20|16	54	18.00	3	21|19|16|0|0|0|1|0|0	0.14	0.27	0.14	0.27	0.14	-3.28	2.84	0.49	
KRT8	Q13470	TNK1	12|10|9	31	10.33	3	12|10|14|0|0|0|0|0|0	0.15	0.30	0.15	0.30	0.15	-2.91	2.58	0.48	
KRT8	Q13492	PICALM	9|10|18	37	12.33	3	11|11|9|0|0|0|0|0|0	0.43	0.84	0.43	0.84	0.43	-1.59	3.58	0.25	
KRT8	Q13501	SQSTM1	13|16|15	44	14.67	3	16|9|12|0|0|0|0|2|1	0.42	0.56	0.42	0.56	0.42	-1.19	3.30	0.26	
KRT8	Q13506	NAB1	3|7|6	16	5.33	3	10|7|9|0|1|0|2|0|3	0.01	0.02	0.01	0.02	0.01	-9.09	1.50	0.62	
KRT8	Q13509	TUBB3	2|3|4	9	3.00	3	1|5|3|0|1|3|0|0|0	0.15	0.28	0.15	0.28	0.15	-3.28	2.08	0.49	
KRT8	Q13535	ATR	1|5|3	9	3.00	3	4|2|4|0|0|0|0|0|0	0.31	0.63	0.31	0.63	0.31	-3.55	2.70	0.36	
KRT8	Q13546	RIPK1	2|1|3	6	2.00	3	2|0|0|0|0|0|0|0|0	0.53	0.88	0.53	0.88	0.53	-0.33	9.00	0.19	
KRT8	Q13547	HDAC1	1|0|1	2	0.67	3	2|0|1|0|0|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.13	1.50	0.75	
KRT8	Q13555	CAMK2G	12|10|5	27	9.00	3	4|10|7|0|0|0|0|0|0	0.54	0.80	0.54	0.80	0.54	-2.07	3.86	0.19	
KRT8	Q13557	CAMK2D	18|15|18	51	17.00	3	15|17|19|0|2|4|2|3|3	0.01	0.02	0.01	0.02	0.01	-6.46	2.35	0.62	
KRT8	Q13561	DCTN2	10|7|10	27	9.00	3	9|7|9|0|0|0|0|0|0	0.44	0.57	0.44	0.57	0.44	-1.53	3.24	0.25	
KRT8	Q13573	SNW1	9|15|15	39	13.00	3	30|26|37|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-23.38	1.26	0.71	
