Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
ACTB	A0AVT1	UBA6	1|4|2	7	2.33	3	5|4|7|9|10|10|8|7|12	0.00	0.00	0.00	0.00	0.00	-31.98	0.29	0.75	
ACTB	A0JNW5	UHRF1BP1L	31|32|35	98	32.67	3	40|47|48|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.14	2.18	0.70	
ACTB	A0MZ66	SHTN1	46|57|44	147	49.00	3	38|40|40|0|0|0|3|0|4	0.29	0.73	0.29	0.73	0.29	-2.99	3.53	0.38	
ACTB	A1KXE4	FAM168B	1|1|1	3	1.00	3	0|1|2|2|2|1|0|2|1	0.00	0.00	0.00	0.00	0.00	-4.32	0.82	0.75	
ACTB	A1L020	MEX3A	1|0|1	2	0.67	3	0|1|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	6.00	0.75	
ACTB	A1L390	PLEKHG3	24|21|22	67	22.33	3	9|9|8|0|0|0|0|0|0	0.94	0.96	0.94	0.96	0.94	2.63	7.73	0.02	
ACTB	A1X283	SH3PXD2B	16|15|16	47	15.67	3	11|10|11|0|1|0|1|1|0	0.71	0.73	0.71	0.73	0.71	0.66	4.03	0.10	
ACTB	A2RRP1	NBAS	1|0|2	3	1.00	3	4|4|3|0|0|0|0|0|0	0.03	0.09	0.03	0.09	0.03	-5.58	0.82	0.59	
ACTB	A3KN83	SBNO1	5|4|7	16	5.33	3	60|55|47|0|0|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-65.27	0.29	0.75	
ACTB	A5A3E0	POTEF	1|3|0	4	1.33	3	0|0|0|0|0|0|0|1|0	0.33	0.99	0.33	0.99	0.33	-1.93	12.00	0.33	
ACTB	A5YKK6	CNOT1	37|39|63	139	46.33	3	37|61|49|0|0|0|0|0|0	0.17	0.50	0.17	0.50	0.17	-11.86	2.84	0.47	
ACTB	A6NDU8	C5orf51	1|0|1	2	0.67	3	0|1|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	2.00	0.75	
ACTB	A6NHG4	DDTL	4|4|2	10	3.33	3	4|2|3|0|0|0|0|0|0	0.41	0.54	0.41	0.54	0.41	-1.67	3.33	0.26	
ACTB	A6NHL2	TUBAL3	2|1|1	4	1.33	3	1|3|1|2|1|1|1|1|1	0.01	0.04	0.01	0.04	0.01	-4.72	1.00	0.62	
ACTB	A6NHR9	SMCHD1	4|1|5	10	3.33	3	27|22|18|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-28.33	0.45	0.75	
ACTB	A6NI28	ARHGAP42	9|6|9	24	8.00	3	1|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.33	72.00	0.00	
ACTB	A8CG34	POM121C	2|2|4	8	2.67	3	10|15|14|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-13.24	0.62	0.75	
ACTB	B2RTY4	MYO9A	3|2|4	9	3.00	3	2|1|1|0|0|0|0|0|0	0.72	0.94	0.72	0.94	0.72	-0.22	6.75	0.09	
ACTB	E9PAV3	NACA	7|4|6	17	5.67	3	5|8|6|0|0|6|0|1|1	0.04	0.09	0.04	0.09	0.04	-5.68	1.89	0.58	
ACTB	O00148	DDX39A	10|7|15	32	10.67	3	11|12|12|7|9|12|8|9|8	0.00	0.00	0.00	0.00	0.00	-26.02	1.09	0.71	
ACTB	O00151	PDLIM1	29|32|41	102	34.00	3	13|11|15|0|0|0|0|0|1	0.95	0.98	0.95	0.98	0.95	2.53	7.65	0.01	
ACTB	O00154	ACOT7	2|1|5	8	2.67	3	3|3|2|0|2|1|0|0|0	0.25	0.68	0.25	0.68	0.25	-4.28	2.18	0.41	
ACTB	O00159	MYO1C	39|23|23	85	28.33	3	14|16|19|0|3|0|1|0|0	0.77	0.95	0.77	0.95	0.77	0.75	4.81	0.07	
ACTB	O00161	SNAP23	4|5|4	13	4.33	3	8|5|7|0|4|2|2|2|2	0.00	0.00	0.00	0.00	0.00	-7.92	1.22	0.67	
ACTB	O00170	AIP	5|2|5	12	4.00	3	3|2|6|1|1|0|2|0|1	0.20	0.29	0.20	0.29	0.20	-4.56	2.25	0.46	
ACTB	O00178	GTPBP1	1|1|2	4	1.33	3	2|3|2|0|0|0|0|0|0	0.08	0.25	0.08	0.25	0.08	-2.48	1.71	0.54	
ACTB	O00193	SMAP	3|4|7	14	4.67	3	11|12|12|3|2|3|3|2|2	0.00	0.00	0.00	0.00	0.00	-16.58	0.84	0.70	
ACTB	O00203	AP3B1	16|15|19	50	16.67	3	34|32|26|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-14.85	1.63	0.70	
ACTB	O00213	APBB1	15|12|13	40	13.33	3	16|17|18|0|0|0|0|0|0	0.04	0.08	0.04	0.08	0.04	-4.67	2.35	0.58	
ACTB	O00231	PSMD11	1|1|2	4	1.33	3	1|1|2|0|0|0|0|0|0	0.15	0.44	0.15	0.44	0.15	-1.55	3.00	0.48	
ACTB	O00232	PSMD12	2|4|8	14	4.67	3	0|4|5|1|3|1|1|0|5	0.23	0.65	0.23	0.65	0.23	-6.20	2.10	0.43	
ACTB	O00264	PGRMC1	3|3|4	10	3.33	3	1|2|8|0|0|0|0|0|0	0.37	0.49	0.37	0.49	0.37	-0.82	2.73	0.29	
ACTB	O00268	TAF4	1|0|0	1	0.33	3	5|2|6|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.49	0.23	0.75	
ACTB	O00273	DFFA	2|2|1	5	1.67	3	2|1|4|0|0|0|0|0|0	0.19	0.28	0.19	0.28	0.19	-2.31	2.14	0.46	
ACTB	O00299	CLIC1	4|2|4	10	3.33	3	2|3|3|3|4|4|4|3|5	0.00	0.00	0.00	0.00	0.00	-10.82	0.97	0.68	
ACTB	O00303	EIF3F	13|15|15	43	14.33	3	12|18|14|6|5|7|7|6|11	0.00	0.00	0.00	0.00	0.00	-16.20	1.50	0.71	
ACTB	O00401	WASL	33|40|43	116	38.67	3	10|7|11|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.09	12.43	0.00	
ACTB	O00408	PDE2A	9|10|8	27	9.00	3	12|6|9|0|0|0|0|0|0	0.35	0.48	0.35	0.48	0.35	-1.27	3.00	0.30	
ACTB	O00410	IPO5	10|11|16	37	12.33	3	12|13|23|0|0|0|1|0|1	0.06	0.16	0.06	0.16	0.06	-6.21	2.22	0.56	
ACTB	O00418	EEF2K	5|2|6	13	4.33	3	5|4|4|0|0|0|0|0|0	0.38	0.62	0.38	0.62	0.38	-3.06	3.00	0.28	
ACTB	O00425	IGF2BP3	13|12|12	37	12.33	3	11|8|11|1|0|0|0|0|0	0.56	0.63	0.56	0.63	0.56	0.10	3.58	0.18	
ACTB	O00429	DNM1L	21|16|28	65	21.67	3	33|32|33|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-16.15	1.97	0.67	
ACTB	O00443	PIK3C2A	33|20|28	81	27.00	3	35|28|34|0|0|0|0|0|0	0.02	0.07	0.02	0.07	0.02	-11.33	2.51	0.60	
ACTB	O00469	PLOD2	2|0|4	6	2.00	3	0|6|4|4|9|4|0|2|5	0.00	0.00	0.00	0.00	0.00	-16.68	0.53	0.69	
ACTB	O00471	EXOC5	1|0|1	2	0.67	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	6.67	0.75	
ACTB	O00483	NDUFA4	1|1|1	3	1.00	3	0|1|1|0|2|0|1|1|2	0.00	0.00	0.00	0.00	0.00	-3.12	1.12	0.75	
ACTB	O00499	BIN1	1|1|1	3	1.00	3	4|7|5|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.02	0.56	0.75	
ACTB	O00505	KPNA3	8|10|9	27	9.00	3	10|10|10|0|0|1|0|0|0	0.17	0.28	0.17	0.28	0.17	-2.40	2.61	0.47	
ACTB	O00541	PES1	1|1|1	3	1.00	3	3|4|3|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.59	0.90	0.75	
ACTB	O00571	DDX3X	59|52|55	166	55.33	3	47|46|53|16|23|16|19|21|18	0.00	0.00	0.00	0.00	0.00	-32.59	1.92	0.73	
ACTB	O00750	PIK3C2B	1|0|0	1	0.33	3	0|1|0|1|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.33	1.50	0.75	
ACTB	O00763	ACACB	15|19|16	50	16.67	3	18|20|16|72|101|67|67|54|76	0.00	0.00	0.00	0.00	0.00	-189.49	0.31	0.75	
ACTB	O14530	TXNDC9	2|1|3	6	2.00	3	1|1|2|0|0|0|0|0|0	0.41	0.78	0.41	0.78	0.41	-1.55	4.50	0.26	
ACTB	O14562	UBFD1	2|4|1	7	2.33	3	0|1|2|4|11|3|4|3|2	0.00	0.00	0.00	0.00	0.00	-11.92	0.70	0.68	
ACTB	O14617	AP3D1	15|14|13	42	14.00	3	16|18|26|0|0|0|0|0|0	0.00	0.01	0.00	0.01	0.00	-6.42	2.10	0.64	
ACTB	O14639	ABLIM1	46|49|43	138	46.00	3	24|18|21|0|0|0|0|0|0	0.94	0.95	0.94	0.95	0.94	2.53	6.57	0.02	
ACTB	O14640	DVL1	5|7|4	16	5.33	3	7|5|6|0|0|0|0|0|0	0.28	0.52	0.28	0.52	0.28	-2.24	2.67	0.39	
ACTB	O14641	DVL2	46|39|34	119	39.67	3	33|40|45|0|0|1|0|0|1	0.07	0.20	0.07	0.20	0.07	-7.07	2.97	0.55	
ACTB	O14646	CHD1	1|0|0	1	0.33	3	17|13|17|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-22.08	0.06	0.75	
ACTB	O14735	CDIPT	2|0|0	2	0.67	3	0|1|1|0|0|0|0|0|0	0.24	0.73	0.24	0.73	0.24	-2.33	3.00	0.41	
ACTB	O14737	PDCD5	1|1|1	3	1.00	3	2|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.55	2.25	0.75	
ACTB	O14777	NDC80	1|1|1	3	1.00	3	1|3|4|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.71	1.12	0.75	
ACTB	O14828	SCAMP3	1|1|1	3	1.00	3	0|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.72	4.50	0.75	
ACTB	O14880	MGST3	3|2|0	5	1.67	3	0|4|3|0|2|1|0|1|4	0.02	0.05	0.02	0.05	0.02	-7.77	1.00	0.60	
ACTB	O14929	HAT1	6|8|8	22	7.33	3	10|11|15|1|2|3|6|3|2	0.00	0.00	0.00	0.00	0.00	-12.88	1.25	0.70	
ACTB	O14950	MYL12B	8|7|9	24	8.00	3	6|12|10|7|10|7|6|11|12	0.00	0.00	0.00	0.00	0.00	-23.11	0.89	0.75	
ACTB	O14965	AURKA	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
ACTB	O14972	VPS26C	2|0|0	2	0.67	3	1|2|0|0|0|0|0|0|0	0.20	0.59	0.20	0.59	0.20	-2.76	2.00	0.45	
ACTB	O14974	PPP1R12A	53|58|55	166	55.33	3	51|34|46|0|0|0|0|1|0	0.45	0.62	0.45	0.62	0.45	-0.83	3.77	0.24	
ACTB	O14976	GAK	6|11|7	24	8.00	3	15|14|12|0|0|0|0|0|0	0.02	0.06	0.02	0.06	0.02	-7.73	1.76	0.60	
ACTB	O14979	HNRNPDL	2|2|5	9	3.00	3	5|3|4|3|4|5|7|5|6	0.00	0.00	0.00	0.00	0.00	-15.56	0.64	0.70	
ACTB	O14980	XPO1	13|18|14	45	15.00	3	18|17|30|2|2|5|3|3|5	0.00	0.00	0.00	0.00	0.00	-15.12	1.59	0.70	
ACTB	O15013	ARHGEF10	7|4|8	19	6.33	3	11|13|18|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-11.14	1.36	0.66	
ACTB	O15018	PDZD2	3|2|1	6	2.00	3	0|0|0|1|0|0|0|0|0	0.64	0.99	0.64	0.99	0.64	0.47	18.00	0.14	
ACTB	O15020	SPTBN2	23|17|29	69	23.00	3	7|5|9|0|0|0|0|0|0	0.96	0.99	0.96	0.99	0.96	2.46	9.86	0.01	
ACTB	O15027	SEC16A	54|45|60	159	53.00	3	65|77|68|0|1|0|3|1|3	0.00	0.00	0.00	0.00	0.00	-25.84	2.19	0.72	
ACTB	O15042	U2SURP	9|8|6	23	7.67	3	30|26|36|0|0|1|1|2|1	0.00	0.00	0.00	0.00	0.00	-30.31	0.71	0.75	
ACTB	O15056	SYNJ2	81|74|75	230	76.67	3	82|82|74|3|2|10|10|8|7	0.00	0.00	0.00	0.00	0.00	-20.52	2.48	0.72	
ACTB	O15061	SYNM	66|48|45	159	53.00	3	70|61|69|0|0|3|0|0|0	0.00	0.00	0.00	0.00	0.00	-21.34	2.35	0.69	
ACTB	O15067	PFAS	14|17|18	49	16.33	3	12|17|17|20|34|20|20|32|24	0.00	0.00	0.00	0.00	0.00	-58.88	0.75	0.75	
ACTB	O15084	ANKRD28	20|15|20	55	18.33	3	19|26|28|0|0|0|0|0|0	0.01	0.01	0.01	0.01	0.01	-8.57	2.26	0.63	
ACTB	O15085	ARHGEF11	18|17|22	57	19.00	3	2|3|4|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.61	19.00	0.00	
ACTB	O15143	ARPC1B	4|3|5	12	4.00	3	2|1|4|0|0|0|0|0|0	0.64	0.78	0.64	0.78	0.64	-0.04	5.14	0.14	
ACTB	O15144	ARPC2	4|4|4	12	4.00	3	2|0|1|0|0|0|0|0|0	0.94	0.94	0.94	0.94	0.94	2.74	12.00	0.02	
ACTB	O15155	BET1	4|2|1	7	2.33	3	1|2|6|3|2|2|1|3|3	0.00	0.01	0.00	0.01	0.00	-9.25	0.91	0.65	
ACTB	O15173	PGRMC2	1|1|6	8	2.67	3	1|3|1|2|2|1|2|2|1	0.23	0.70	0.23	0.70	0.23	-5.92	1.60	0.43	
ACTB	O15212	PFDN6	3|3|3	9	3.00	3	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.49	30.00	0.00	
ACTB	O15226	NKRF	1|3|0	4	1.33	3	12|5|9|0|0|0|0|1|1	0.00	0.00	0.00	0.00	0.00	-13.11	0.43	0.75	
ACTB	O15231	ZNF185	30|25|22	77	25.67	3	10|6|9|0|0|0|0|0|0	0.97	0.98	0.97	0.98	0.97	2.86	9.24	0.01	
ACTB	O15260	SURF4	6|6|6	18	6.00	3	4|10|8|1|2|3|3|2|4	0.00	0.00	0.00	0.00	0.00	-7.04	1.46	0.67	
ACTB	O15294	OGT	3|7|12	22	7.33	3	6|14|12|0|0|0|0|0|0	0.17	0.49	0.17	0.49	0.17	-8.77	2.06	0.47	
ACTB	O15355	PPM1G	2|0|1	3	1.00	3	3|2|3|3|2|2|1|0|2	0.00	0.00	0.00	0.00	0.00	-9.12	0.50	0.75	
ACTB	O15357	INPPL1	34|30|32	96	32.00	3	30|23|35|1|3|1|1|2|5	0.02	0.05	0.02	0.05	0.02	-5.11	2.85	0.60	
ACTB	O15371	EIF3D	6|6|6	18	6.00	3	10|12|11|7|8|5|9|3|6	0.00	0.00	0.00	0.00	0.00	-20.72	0.76	0.75	
ACTB	O15372	EIF3H	7|3|8	18	6.00	3	10|6|10|0|3|3|1|0|2	0.01	0.02	0.01	0.02	0.01	-10.41	1.54	0.62	
ACTB	O15397	IPO8	10|8|9	27	9.00	3	20|14|15|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-8.06	1.65	0.66	
ACTB	O15427	SLC16A3	4|1|4	9	3.00	3	0|0|1|2|4|1|0|0|2	0.32	0.49	0.32	0.49	0.32	-3.79	2.70	0.33	
ACTB	O15511	ARPC5	3|3|4	10	3.33	3	2|4|3|0|0|0|0|1|0	0.34	0.48	0.34	0.48	0.34	-0.98	3.00	0.30	
ACTB	O15550	KDM6A	1|0|0	1	0.33	3	4|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.31	0.75	0.75	
ACTB	O43143	DHX15	18|24|28	70	23.33	3	24|38|39|44|46|31|36|44|37	0.00	0.00	0.00	0.00	0.00	-113.80	0.62	0.75	
ACTB	O43148	RNMT	2|2|4	8	2.67	3	4|3|7|2|4|2|0|0|3	0.00	0.01	0.00	0.01	0.00	-8.28	0.96	0.66	
ACTB	O43150	ASAP2	1|1|1	3	1.00	3	1|1|1|0|0|0|1|1|0	0.00	0.00	0.00	0.00	0.00	-1.92	1.80	0.75	
ACTB	O43156	TTI1	2|1|1	4	1.33	3	1|1|2|0|0|0|0|0|0	0.15	0.44	0.15	0.44	0.15	-1.55	3.00	0.48	
ACTB	O43166	SIPA1L1	88|90|87	265	88.33	3	42|39|46|0|0|0|0|0|0	0.95	0.95	0.95	0.95	0.95	2.92	6.26	0.01	
ACTB	O43169	CYB5B	3|5|1	9	3.00	3	2|4|2|0|0|0|0|0|0	0.38	0.73	0.38	0.73	0.38	-2.77	3.38	0.28	
ACTB	O43175	PHGDH	8|10|9	27	9.00	3	4|5|5|4|6|9|4|5|6	0.00	0.00	0.00	0.00	0.00	-8.71	1.69	0.66	
ACTB	O43237	DYNC1LI2	12|13|18	43	14.33	3	14|14|14|0|0|0|0|0|0	0.31	0.66	0.31	0.66	0.31	-2.25	3.07	0.36	
ACTB	O43242	PSMD3	5|4|6	15	5.00	3	4|3|6|0|0|0|0|0|0	0.48	0.62	0.48	0.62	0.48	-0.76	3.46	0.22	
ACTB	O43252	PAPSS1	2|0|2	4	1.33	3	4|1|4|0|0|0|0|0|0	0.12	0.17	0.12	0.17	0.12	-4.48	1.33	0.51	
ACTB	O43290	SART1	15|15|13	43	14.33	3	66|65|65|0|0|2|4|2|8	0.00	0.00	0.00	0.00	0.00	-66.28	0.61	0.75	
ACTB	O43294	TGFB1I1	5|4|4	13	4.33	3	3|3|3|0|0|0|0|0|0	0.59	0.68	0.59	0.68	0.59	0.16	4.33	0.16	
ACTB	O43303	CCP110	1|5|5	11	3.67	3	3|4|4|0|0|0|0|0|0	0.39	0.59	0.39	0.59	0.39	-3.98	3.00	0.27	
ACTB	O43310	CTIF	1|1|0	2	0.67	3	2|2|6|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-4.93	0.60	0.75	
ACTB	O43314	PPIP5K2	1|5|3	9	3.00	3	8|1|9|0|0|0|0|0|0	0.10	0.25	0.10	0.25	0.10	-6.17	1.50	0.53	
ACTB	O43318	MAP3K7	1|0|1	2	0.67	3	0|2|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.76	2.00	0.75	
ACTB	O43324	EEF1E1	1|1|1	3	1.00	3	0|0|1|0|0|0|3|0|3	0.00	0.00	0.00	0.00	0.00	-2.39	1.29	0.75	
ACTB	O43390	HNRNPR	7|6|13	26	8.67	3	14|17|17|13|11|11|7|7|9	0.00	0.00	0.00	0.00	0.00	-35.59	0.74	0.73	
ACTB	O43395	PRPF3	13|7|11	31	10.33	3	74|61|55|2|0|1|3|1|3	0.00	0.00	0.00	0.00	0.00	-74.13	0.47	0.75	
ACTB	O43396	TXNL1	3|3|3	9	3.00	3	3|3|3|0|0|3|0|0|0	0.15	0.15	0.15	0.15	0.15	-1.71	2.25	0.48	
ACTB	O43399	TPD52L2	10|12|10	32	10.67	3	12|12|11|0|0|0|1|0|1	0.13	0.25	0.13	0.25	0.13	-2.47	2.59	0.50	
ACTB	O43426	SYNJ1	1|1|0	2	0.67	3	1|1|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.73	2.00	0.75	
ACTB	O43432	EIF4G3	21|16|24	61	20.33	3	16|23|25|0|0|0|0|0|0	0.17	0.37	0.17	0.37	0.17	-5.07	2.86	0.47	
ACTB	O43491	EPB41L2	28|30|36	94	31.33	3	29|22|38|0|0|0|0|0|2	0.16	0.40	0.16	0.40	0.16	-3.91	3.10	0.48	
ACTB	O43504	LAMTOR5	2|0|0	2	0.67	3	0|0|2|3|4|6|3|3|3	0.00	0.00	0.00	0.00	0.00	-12.05	0.25	0.75	
ACTB	O43524	FOXO3	1|0|0	1	0.33	3	4|1|9|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-6.84	0.21	0.75	
ACTB	O43572	AKAP10	3|0|0	3	1.00	3	3|1|1|0|0|0|0|0|0	0.21	0.62	0.21	0.62	0.21	-3.62	1.80	0.44	
ACTB	O43592	XPOT	4|1|3	8	2.67	3	3|2|2|0|0|0|0|0|0	0.38	0.67	0.38	0.67	0.38	-2.48	3.43	0.28	
ACTB	O43615	TIMM44	1|0|1	2	0.67	3	0|0|1|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-2.33	3.00	0.75	
ACTB	O43683	BUB1	11|5|10	26	8.67	3	16|11|12|0|0|0|0|0|0	0.05	0.10	0.05	0.10	0.05	-8.36	2.00	0.57	
ACTB	O43684	BUB3	10|15|11	36	12.00	3	8|11|11|10|16|9|18|12|12	0.00	0.00	0.00	0.00	0.00	-28.92	1.01	0.73	
ACTB	O43707	ACTN4	131|138|146	415	138.33	3	45|44|40|6|4|9|10|8|9	0.99	1.00	0.99	1.00	0.99	4.98	7.11	0.00	
ACTB	O43719	HTATSF1	1|1|0	2	0.67	3	12|13|8|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-15.57	0.18	0.75	
ACTB	O43768	ENSA	1|1|2	4	1.33	3	1|1|2|0|0|0|0|0|0	0.15	0.44	0.15	0.44	0.15	-1.55	3.00	0.48	
ACTB	O43776	NARS1	4|1|1	6	2.00	3	2|1|3|0|0|0|0|0|0	0.24	0.73	0.24	0.73	0.24	-2.06	3.00	0.42	
ACTB	O43795	MYO1B	20|22|24	66	22.00	3	18|13|14|0|0|1|0|0|0	0.76	0.83	0.76	0.83	0.76	0.75	4.30	0.07	
ACTB	O43813	LANCL1	2|4|3	9	3.00	3	0|2|3|5|7|3|6|4|4	0.00	0.00	0.00	0.00	0.00	-12.11	0.79	0.69	
ACTB	O43815	STRN	11|13|10	34	11.33	3	18|14|18|0|0|0|0|0|0	0.01	0.03	0.01	0.03	0.01	-6.21	2.04	0.62	
ACTB	O43823	AKAP8	3|1|3	7	2.33	3	16|21|10|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-18.98	0.45	0.75	
ACTB	O43865	AHCYL1	11|8|11	30	10.00	3	6|6|8|0|0|0|0|0|0	0.70	0.78	0.70	0.78	0.70	0.23	4.50	0.10	
ACTB	O43896	KIF1C	5|6|6	17	5.67	3	7|5|4|0|0|0|0|0|0	0.43	0.48	0.43	0.48	0.43	-0.74	3.19	0.25	
ACTB	O60237	PPP1R12B	1|1|5	7	2.33	3	0|0|1|0|0|0|0|0|0	0.33	1.00	0.33	1.00	0.33	0.47	21.00	0.31	
ACTB	O60264	SMARCA5	14|12|13	39	13.00	3	33|49|39|0|0|0|2|5|3	0.00	0.00	0.00	0.00	0.00	-33.98	0.89	0.75	
ACTB	O60271	SPAG9	53|47|54	154	51.33	3	55|49|54|0|0|4|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.13	2.85	0.65	
ACTB	O60292	SIPA1L3	13|11|10	34	11.33	3	5|4|2|0|0|0|0|0|0	0.95	0.97	0.95	0.97	0.95	2.45	9.27	0.01	
ACTB	O60306	AQR	2|0|1	3	1.00	3	4|9|13|0|0|0|0|1|0	0.00	0.00	0.00	0.00	0.00	-12.51	0.33	0.75	
ACTB	O60333	KIF1B	7|2|4	13	4.33	3	3|5|6|0|0|0|0|0|0	0.33	0.68	0.33	0.68	0.33	-3.38	2.79	0.33	
ACTB	O60437	PPL	89|81|78	248	82.67	3	100|83|95|0|0|1|1|0|2	0.00	0.00	0.00	0.00	0.00	-18.84	2.64	0.71	
ACTB	O60443	GSDME	11|8|12	31	10.33	3	18|12|10|0|0|0|0|0|0	0.08	0.15	0.08	0.15	0.08	-5.01	2.33	0.54	
ACTB	O60447	EVI5	1|0|0	1	0.33	3	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.89	3.33	0.75	
ACTB	O60488	ACSL4	2|1|3	6	2.00	3	2|2|1|1|7|6|4|6|3	0.00	0.00	0.00	0.00	0.00	-13.16	0.56	0.75	
ACTB	O60493	SNX3	2|3|3	8	2.67	3	2|2|2|0|0|0|0|0|3	0.26	0.32	0.26	0.32	0.26	-1.96	2.67	0.41	
ACTB	O60502	OGA	5|9|9	23	7.67	3	10|10|15|0|0|0|0|0|0	0.05	0.07	0.05	0.07	0.05	-6.85	1.97	0.57	
ACTB	O60506	SYNCRIP	5|7|11	23	7.67	3	17|15|20|4|12|6|6|5|6	0.00	0.00	0.00	0.00	0.00	-30.48	0.76	0.73	
ACTB	O60563	CCNT1	2|2|0	4	1.33	3	14|13|17|1|0|2|2|1|1	0.00	0.00	0.00	0.00	0.00	-24.31	0.24	0.75	
ACTB	O60566	BUB1B	55|45|49	149	49.67	3	64|51|56|0|0|1|5|3|7	0.00	0.00	0.00	0.00	0.00	-16.89	2.39	0.70	
ACTB	O60573	EIF4E2	1|1|0	2	0.67	3	0|0|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-1.93	6.00	0.75	
ACTB	O60610	DIAPH1	51|63|62	176	58.67	3	41|34|48|1|0|2|0|0|0	0.69	0.86	0.69	0.86	0.69	-0.62	4.19	0.11	
ACTB	O60645	EXOC3	2|0|0	2	0.67	3	0|0|1|0|0|0|0|0|0	0.31	0.92	0.31	0.92	0.31	-1.93	6.00	0.36	
ACTB	O60664	PLIN3	24|16|26	66	22.00	3	25|23|22|0|0|0|0|0|0	0.16	0.32	0.16	0.32	0.16	-6.78	2.83	0.47	
ACTB	O60678	PRMT3	5|2|5	12	4.00	3	0|0|6|5|10|6|5|6|7	0.00	0.00	0.00	0.00	0.00	-16.59	0.80	0.75	
ACTB	O60684	KPNA6	4|2|2	8	2.67	3	2|6|7|1|1|1|1|0|1	0.01	0.04	0.01	0.04	0.01	-6.02	1.20	0.62	
ACTB	O60701	UGDH	3|1|3	7	2.33	3	3|5|4|2|1|1|0|0|0	0.03	0.04	0.03	0.04	0.03	-6.24	1.31	0.59	
ACTB	O60716	CTNND1	13|12|11	36	12.00	3	24|16|22|0|0|2|0|1|0	0.00	0.00	0.00	0.00	0.00	-10.16	1.66	0.69	
ACTB	O60749	SNX2	2|3|4	9	3.00	3	1|1|0|0|0|0|0|0|0	0.88	0.99	0.88	0.99	0.88	0.99	13.50	0.03	
ACTB	O60763	USO1	12|14|8	34	11.33	3	18|18|18|0|0|0|0|0|0	0.01	0.02	0.01	0.02	0.01	-9.86	1.89	0.63	
ACTB	O60814	H2BC12	14|10|16	40	13.33	3	9|10|11|15|16|26|12|18|14	0.00	0.00	0.00	0.00	0.00	-38.63	0.92	0.74	
ACTB	O60826	CCDC22	6|13|5	24	8.00	3	6|2|5|0|0|0|0|0|0	0.69	0.94	0.69	0.94	0.69	-0.01	5.54	0.10	
ACTB	O60828	PQBP1	1|0|0	1	0.33	3	0|3|2|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.67	0.60	0.75	
ACTB	O60831	PRAF2	1|0|0	1	0.33	3	1|0|2|0|0|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-3.13	0.75	0.75	
ACTB	O60841	EIF5B	5|7|10	22	7.33	3	7|11|12|0|0|0|1|1|1	0.07	0.19	0.07	0.19	0.07	-6.26	2.00	0.55	
ACTB	O60869	EDF1	4|2|2	8	2.67	3	2|3|1|0|0|0|0|0|0	0.46	0.73	0.46	0.73	0.46	-0.75	4.00	0.24	
