Bait	PreyGene	predicted_probability	FDR	background_flag_protein
LMNA	ZNF609	0.7703	0.136908893	
LMNA	ZNF622	0.4867	0.467219546	
LMNA	ZNF623	0.933	0.003937008	
LMNA	ZNF629	0.7722	0.136908893	
LMNA	ZNF638	0.7536	0.14268218	
LMNA	ZNF639	0.6844	0.160118577	
LMNA	ZNF644	0.5919	0.227404892	
LMNA	ZNF646	0	1	
LMNA	ZNF687	0.5558	0.312359248	
LMNA	ZNF770	0.5253	0.365557441	
LMNA	ZNF777	0.6911	0.160118577	
LMNA	ZNF8	0.7531	0.142968615	
LMNA	ZNF827	0.6283	0.199336598	
LMNA	ZNF830	0.6848	0.160118577	
LMNA	ZNFX1	0.0096	1	
LMNA	ZNG1C;ZNG1E;ZNG1F	0	1	
LMNA	ZNHIT6	0.5932	0.226080095	
LMNA	ZRANB2	0.7025	0.160118577	
LMNA	ZSCAN20	0.7636	0.136908893	
LMNA	ZSCAN25	0.5713	0.260285866	
LMNA	ZSCAN31	0.7692	0.136908893	
LMNA	ZSWIM8	0.6734	0.163317916	
LMNA	ZW10	0	1	
LMNA	ZWILCH	0.0098	1	
LMNA	ZWINT	0.5459	0.340859888	likely background
LMNA	ZYX	0.0001	1	
LMNA	ZZEF1	0	1	
LMNA	ZZZ3	0.7226	0.158189916	
MAPRE3	0	0.5592	0.296127787	likely background
MAPRE3	A2M	0	1	
MAPRE3	A2ML1	0	1	
MAPRE3	AAAS	0.0097	1	
MAPRE3	AAGAB	0.0033	1	
MAPRE3	AAK1	0.4596	0.532425783	
MAPRE3	AAR2	0	1	
MAPRE3	AARS1	0.4943	0.444572423	
MAPRE3	AARS2	0	1	
MAPRE3	AARSD1	0	1	
MAPRE3	AASDH	0.0042	1	
MAPRE3	AASDHPPT	0	1	
MAPRE3	AATF	0.0001	1	
MAPRE3	ABCB7	0.0098	1	
MAPRE3	ABCC1	0.0562	1	
MAPRE3	ABCC3	0	1	
MAPRE3	ABCD1	0.0002	1	
MAPRE3	ABCD3	0.0002	1	
MAPRE3	ABCE1	0.3966	0.589071185	
MAPRE3	ABCF1	0.5892	0.232278466	likely background
MAPRE3	ABCF2	0.5709	0.261079894	
MAPRE3	ABCF3	0.4418	0.550668777	
MAPRE3	ABHD12	0.3618	0.627638093	likely background
MAPRE3	ABI1	0.4644	0.525006421	
MAPRE3	ABI2	0	1	
MAPRE3	ABL1	0.558	0.303182972	
MAPRE3	ABL2	0.5079	0.384524092	
MAPRE3	ABLIM1	0.5482	0.334450659	
MAPRE3	ABLIM3	0.4223	0.564038012	
MAPRE3	ABR	0.406	0.582025388	
MAPRE3	ABRAXAS1	0	1	
MAPRE3	ABRAXAS2	0.0076	1	
MAPRE3	ABTB2	0.0568	1	
MAPRE3	ACAA2	0	1	
MAPRE3	ACACA	0.762	0.137020182	likely background
MAPRE3	ACACB	0.913	0.007591442	likely background
MAPRE3	ACAD9	0.6844	0.160118577	
MAPRE3	ACADM	0	1	
MAPRE3	ACADVL	0.048	1	
MAPRE3	ACAP2	0	1	
MAPRE3	ACAT1	0.0662	1	
MAPRE3	ACBD3	0.0064	1	
MAPRE3	ACBD6	0.5352	0.350064452	likely background
MAPRE3	ACIN1	0.0001	1	
MAPRE3	ACLY	0.4915	0.453637904	likely background
MAPRE3	ACO1	0.382	0.601606737	
MAPRE3	ACO2	0	1	
MAPRE3	ACOT2	0.7278	0.157894737	
MAPRE3	ACOT7	0.5384	0.350064452	likely background
MAPRE3	ACOT8	0	1	
MAPRE3	ACOT9	0.5059	0.391717776	
MAPRE3	ACP1	0.0013	1	likely background
MAPRE3	ACSL3	0.619	0.207729179	
MAPRE3	ACSL4	0.0488	1	likely background
MAPRE3	ACTA1	0.0429	1	
MAPRE3	ACTB;ACTG1	0.5206	0.37162405	
MAPRE3	ACTBL2	0.01	1	
MAPRE3	ACTL6A	0.0097	1	likely background
MAPRE3	ACTMAP	0	1	
MAPRE3	ACTN1	0.0462	1	
MAPRE3	ACTN4	0.0429	1	
MAPRE3	ACTR10	0	1	
MAPRE3	ACTR2	0.002	1	likely background
MAPRE3	ACTR3	0.5487	0.333290646	likely background
MAPRE3	ACY1	0	1	
MAPRE3	ACYP2	0.4706	0.502100667	likely background
MAPRE3	ADA	0.4752	0.490947488	likely background
MAPRE3	ADAM12	0	1	
MAPRE3	ADAM17	0	1	
MAPRE3	ADAR	0.7137	0.158316961	
MAPRE3	ADD1	0.5056	0.391717776	
MAPRE3	ADD3	0.0076	1	
MAPRE3	ADI1	0.0003	1	likely background
MAPRE3	ADNP	0.5465	0.339031441	
MAPRE3	ADNP2	0	1	
MAPRE3	ADPGK	0.0014	1	
MAPRE3	ADRM1	0.4918	0.452938809	likely background
MAPRE3	ADSL	0.4083	0.579881189	
MAPRE3	ADSS2	0.4632	0.526564138	likely background
MAPRE3	AFAP1	0.0001	1	
MAPRE3	AFAP1L1	0	1	
MAPRE3	AFDN	0.6807	0.160118577	
MAPRE3	AFF1	0.0058	1	
MAPRE3	AFF4	0.0002	1	
MAPRE3	AFG2A	0.017	1	
MAPRE3	AFG2B	0.0486	1	
MAPRE3	AFG3L2	0	1	
MAPRE3	AFTPH	0.0096	1	
MAPRE3	AGAP1	0.5118	0.380093476	
MAPRE3	AGAP3	0.4647	0.524723799	likely background
MAPRE3	AGFG1	0.9202	0.005192878	likely background
MAPRE3	AGFG2	0.0083	1	
MAPRE3	AGGF1	0	1	
MAPRE3	AGK	0.6319	0.195833199	
MAPRE3	AGL	0.5937	0.225895725	
MAPRE3	AGO1	0.4083	0.579881189	
MAPRE3	AGO2	0.5078	0.3848891	
MAPRE3	AGO3	0.4984	0.421820709	
MAPRE3	AGPS	0.4882	0.463041189	
MAPRE3	AGTPBP1	0.5647	0.277585465	
MAPRE3	AHCTF1	0.6717	0.163317916	
MAPRE3	AHCY	0.5477	0.336251745	likely background
MAPRE3	AHCYL1	0.491	0.455386939	
MAPRE3	AHDC1	0.0097	1	
MAPRE3	AHI1	0.0429	1	
MAPRE3	AHNAK	0.9917	0	likely background
MAPRE3	AHNAK2	0.9589	0.001113586	likely background
MAPRE3	AHR	0.0063	1	
MAPRE3	AHRR	0.3813	0.602467413	
MAPRE3	AHSA1	0.3645	0.623219319	
MAPRE3	AIMP1	0.0001	1	
MAPRE3	AIMP2	0	1	likely background
MAPRE3	AIP	0.3819	0.601828154	likely background
MAPRE3	AJUBA	0.3841	0.601195825	
MAPRE3	AK1	0.6166	0.209527178	likely background
MAPRE3	AK2	0.5366	0.350064452	likely background
MAPRE3	AK6	0	1	
MAPRE3	AKAP1	0.0464	1	
MAPRE3	AKAP10	0.0001	1	
MAPRE3	AKAP11	0.0035	1	
MAPRE3	AKAP12	0.512	0.380093476	
MAPRE3	AKAP13	0.7616	0.137717487	likely background
MAPRE3	AKAP17A	0	1	
MAPRE3	AKAP8	0.0002	1	
MAPRE3	AKAP8L	0.5014	0.40223604	
MAPRE3	AKAP9	0.976	0	likely background
MAPRE3	AKR1A1	0.0002	1	likely background
MAPRE3	AKR1C2	0.5062	0.391717776	likely background
MAPRE3	AKR1C3	0.5223	0.369552915	
MAPRE3	AKT1	0	1	
MAPRE3	AKT1S1	0.0042	1	
MAPRE3	AKT2	0.0004	1	
MAPRE3	ALAS1	0	1	
MAPRE3	ALB	0.0428	1	
MAPRE3	ALDH16A1	0	1	
MAPRE3	ALDH18A1	0.5776	0.249939367	
MAPRE3	ALDH1A3	0	1	
MAPRE3	ALDH1B1	0.5365	0.350064452	
MAPRE3	ALDH2	0	1	
MAPRE3	ALDH3A1	0	1	
MAPRE3	ALDH3A2	0.5599	0.292994388	
MAPRE3	ALDH3B1	0.0468	1	
MAPRE3	ALDH7A1	0.0097	1	
MAPRE3	ALDOA	0.6153	0.210435495	likely background
MAPRE3	ALG1	0.6135	0.211498559	
MAPRE3	ALKBH3	0	1	likely background
MAPRE3	ALMS1	0.7236	0.158189916	
MAPRE3	ALOX12B	0	1	
MAPRE3	ALPK2	0	1	
MAPRE3	ALYREF	0.4057	0.58222879	likely background
MAPRE3	AMER1	0.6807	0.160118577	
MAPRE3	AMOT	0	1	
MAPRE3	AMOTL1	0.0097	1	
MAPRE3	AMOTL2	0	1	
MAPRE3	AMPD2	0.502	0.401488065	
MAPRE3	ANAPC1	0.685	0.160118577	likely background
MAPRE3	ANAPC16	0.506	0.391717776	likely background
MAPRE3	ANAPC2	0	1	
MAPRE3	ANAPC4	0	1	
MAPRE3	ANAPC5	0.4953	0.441289625	
MAPRE3	ANAPC7	0.72	0.158189916	
MAPRE3	ANGEL2	0	1	
MAPRE3	ANK3	0	1	
MAPRE3	ANKFY1	0.0014	1	
MAPRE3	ANKHD1	0.7344	0.155884165	likely background
MAPRE3	ANKLE2	0.4731	0.496493506	
MAPRE3	ANKRD11	0.0001	1	
MAPRE3	ANKRD12	0	1	
MAPRE3	ANKRD17	0.5374	0.350064452	
MAPRE3	ANKRD20A12P	0	1	
MAPRE3	ANKRD26	0.046	1	
MAPRE3	ANKRD27	0.0002	1	
MAPRE3	ANKRD28	0.7399	0.151870504	
MAPRE3	ANKRD40	0.0014	1	
MAPRE3	ANKRD50	0.6515	0.178738649	
MAPRE3	ANKRD52	0.0107	1	
MAPRE3	ANKS1A	0.0002	1	
MAPRE3	ANKS6	0.043	1	
MAPRE3	ANKZF1	0.0002	1	
MAPRE3	ANLN	0.5537	0.319340672	likely background
MAPRE3	ANO10	0	1	
MAPRE3	ANO6	0.0002	1	
MAPRE3	ANP32B	0.0423	1	
MAPRE3	ANTXR1	0.0513	1	
MAPRE3	ANXA1	0.2913	0.858697045	likely background
MAPRE3	ANXA10	0.397	0.588794582	likely background
MAPRE3	ANXA11	0	1	
MAPRE3	ANXA2	0.6408	0.188634145	likely background
MAPRE3	ANXA3	0.0045	1	likely background
MAPRE3	ANXA5	0.4415	0.550668777	likely background
MAPRE3	ANXA6	0.4956	0.440459058	
MAPRE3	ANXA7	0.0485	1	
MAPRE3	ANXA8;ANXA8L1	0	1	
MAPRE3	AP1B1	0.0429	1	
MAPRE3	AP1G1	0	1	
MAPRE3	AP1M1	0.5054	0.391717776	
MAPRE3	AP1S1	0	1	
MAPRE3	AP2A1	0.4564	0.536145902	
MAPRE3	AP2A2	0.704	0.160118577	
MAPRE3	AP2B1	0.5351	0.350064452	
MAPRE3	AP2S1	0.4315	0.556645252	
MAPRE3	AP3B1	0.5506	0.32977715	
MAPRE3	AP3D1	0.5001	0.406603149	likely background
MAPRE3	AP3M1	0.5278	0.360707517	
MAPRE3	AP3S1	0.5426	0.349895828	likely background
MAPRE3	AP4B1	0.0161	1	
MAPRE3	AP4E1	0.578	0.249590509	
MAPRE3	AP4M1	0.0429	1	
MAPRE3	AP5B1	0.0429	1	
MAPRE3	AP5Z1	0	1	
MAPRE3	APBB1	0.5139	0.380093476	likely background
MAPRE3	APBB2	0.0564	1	
MAPRE3	APC	0.7946	0.128478497	likely background
MAPRE3	APEH	0.0002	1	
MAPRE3	APEX2	0.5634	0.281284967	likely background
MAPRE3	API5	0.4418	0.550668777	
MAPRE3	APOBEC4	0.5237	0.367832904	
MAPRE3	APOOL	0	1	
MAPRE3	APP	0	1	
MAPRE3	APPL1	0	1	
MAPRE3	APPL2	0	1	
MAPRE3	AQR	0.6715	0.163317916	
MAPRE3	AR	0.0002	1	
MAPRE3	ARAF	0.5443	0.344511063	
MAPRE3	ARAP1	0.453	0.540111456	
MAPRE3	ARAP2	0.6802	0.160118577	
MAPRE3	ARAP3	0.6185	0.207928778	
MAPRE3	ARB2A	0	1	
MAPRE3	ARCN1	0.4964	0.437023889	
MAPRE3	ARF1;ARF3	0.2897	0.864114138	likely background
MAPRE3	ARF4	0.6426	0.186834791	likely background
MAPRE3	ARF5	0.5559	0.311830856	likely background
MAPRE3	ARF6	0.0009	1	likely background
MAPRE3	ARFGAP1	0.5211	0.371078961	likely background
MAPRE3	ARFGAP2	0.5009	0.404662238	likely background
MAPRE3	ARFGAP3	0.7896	0.132444598	
MAPRE3	ARFGEF1	0.6801	0.160118577	
MAPRE3	ARFGEF2	0.0567	1	
MAPRE3	ARFIP1	0.0075	1	
MAPRE3	ARFIP2	0.3618	0.627694913	
MAPRE3	ARG1	0.0429	1	
MAPRE3	ARHGAP1	0.6844	0.160118577	
MAPRE3	ARHGAP11A	0.6726	0.163317916	
MAPRE3	ARHGAP12	0.417	0.570165108	
MAPRE3	ARHGAP17	0.4603	0.531695417	
MAPRE3	ARHGAP18	0.0429	1	
MAPRE3	ARHGAP19	0	1	
MAPRE3	ARHGAP21	0.6028	0.219252336	
MAPRE3	ARHGAP23	0.7192	0.158189916	
MAPRE3	ARHGAP29	0.7277	0.157894737	
MAPRE3	ARHGAP31	0.384	0.601195825	
MAPRE3	ARHGAP32	0.5313	0.353369904	
MAPRE3	ARHGAP35	0.5834	0.241005127	
MAPRE3	ARHGAP39	0	1	
MAPRE3	ARHGAP42	0.6334	0.194716053	
MAPRE3	ARHGAP45	0	1	
MAPRE3	ARHGAP5	0.0002	1	
MAPRE3	ARHGEF1	0.0569	1	
MAPRE3	ARHGEF10	0.0481	1	
MAPRE3	ARHGEF10L	0	1	
MAPRE3	ARHGEF11	0.5053	0.391717776	
MAPRE3	ARHGEF12	0.0621	1	
MAPRE3	ARHGEF16	0.0097	1	
MAPRE3	ARHGEF17	0.6806	0.160118577	
MAPRE3	ARHGEF18	0.8023	0.114266396	
MAPRE3	ARHGEF2	0.9592	0.001113586	
MAPRE3	ARHGEF28	0.7645	0.136908893	
MAPRE3	ARHGEF40	0.495	0.442716968	
MAPRE3	ARHGEF5	0.7154	0.158189916	
MAPRE3	ARHGEF7	0.5102	0.381664082	
MAPRE3	ARID1A	0.0002	1	
MAPRE3	ARID1B	0.0002	1	
MAPRE3	ARID2	0.0002	1	
MAPRE3	ARID4A	0	1	
MAPRE3	ARID4B	0	1	
MAPRE3	ARID5B	0.0462	1	
MAPRE3	ARL1	0.5495	0.331810142	
MAPRE3	ARL15	0.0112	1	likely background
MAPRE3	ARL2	0.6253	0.202222706	likely background
MAPRE3	ARL2BP	0.5432	0.348061348	likely background
MAPRE3	ARL3	0.0011	1	likely background
MAPRE3	ARL6IP4	0.0015	1	
MAPRE3	ARL6IP5	0.0001	1	
MAPRE3	ARMC6	0	1	
MAPRE3	ARMC8	0	1	
MAPRE3	ARMC9	0.685	0.160118577	
MAPRE3	ARMCX3	0.0002	1	
MAPRE3	ARMCX5	0.6727	0.163317916	
MAPRE3	ARNT	0.0098	1	
MAPRE3	ARPC1A	0.0561	1	likely background
MAPRE3	ARPC1B	0.0548	1	
MAPRE3	ARPC2	0.0569	1	
MAPRE3	ARPC3	0.0004	1	likely background
MAPRE3	ARPC4	0.5004	0.405949136	
MAPRE3	ARPC5	0.4673	0.514502851	likely background
MAPRE3	ARPIN	0.0083	1	likely background
MAPRE3	ASAP1	0.704	0.160118577	
MAPRE3	ASAP2	0.661	0.169875425	
MAPRE3	ASCC1	0.5233	0.368012354	
MAPRE3	ASCC2	0.57	0.263921602	
MAPRE3	ASCC3	0.7704	0.136908893	likely background
MAPRE3	ASF1B	0	1	
MAPRE3	ASH1L	0.5577	0.304567242	
MAPRE3	ASH2L	0	1	
MAPRE3	ASL	0	1	
MAPRE3	ASMTL	0.0754	1	
MAPRE3	ASNS	0.0448	1	
MAPRE3	ASNSD1	0	1	
MAPRE3	ASPH	0.0568	1	
MAPRE3	ASPM	0.9287	0.003937008	
MAPRE3	ASRGL1	0.685	0.160118577	
MAPRE3	ASTE1	0.0567	1	
MAPRE3	ASXL1	0	1	
MAPRE3	ASXL2	0	1	
MAPRE3	ATAD1	0.0486	1	
MAPRE3	ATAD2	0.6032	0.219123399	
MAPRE3	ATAD2B	0	1	
MAPRE3	ATAD3A	0.5375	0.350064452	likely background
MAPRE3	ATAD3B	0	1	
MAPRE3	ATAD5	0.0429	1	
MAPRE3	ATF2	0	1	
MAPRE3	ATF6	0.0076	1	
MAPRE3	ATF6B	0	1	
MAPRE3	ATF7	0	1	
MAPRE3	ATF7IP	0.0001	1	
MAPRE3	ATG13	0	1	
MAPRE3	ATG2A	0.0494	1	
MAPRE3	ATG2B	0.468	0.512848154	
MAPRE3	ATG3	0.0485	1	likely background
MAPRE3	ATG4C	0	1	
MAPRE3	ATG7	0.4376	0.554158331	
MAPRE3	ATG9A	0.0098	1	
MAPRE3	ATIC	0.6884	0.160118577	
MAPRE3	ATL3	0.0002	1	
MAPRE3	ATM	0.0033	1	
MAPRE3	ATN1	0	1	
MAPRE3	ATP13A1	0.6679	0.164876156	
MAPRE3	ATP1A1	0.5352	0.350064452	likely background
MAPRE3	ATP2A2	0.5755	0.251509754	
MAPRE3	ATP2B1	0.0098	1	
MAPRE3	ATP2C1	0	1	
MAPRE3	ATP5F1A	0.4953	0.441289625	likely background
MAPRE3	ATP5F1B	0.0001	1	
MAPRE3	ATP5F1C	0.5277	0.360941141	likely background
MAPRE3	ATP5MF	0.0011	1	likely background
MAPRE3	ATP5MK	0.6014	0.220665592	likely background
MAPRE3	ATP5PD	0.6862	0.160118577	
MAPRE3	ATP5PO	0.0259	1	likely background
MAPRE3	ATP6AP1	0	1	
MAPRE3	ATP6V0D1	0.0074	1	
MAPRE3	ATP6V1A	0.5345	0.350064452	likely background
MAPRE3	ATP6V1C1	0.0001	1	
MAPRE3	ATP6V1E1	0	1	
MAPRE3	ATP6V1G1	0.0102	1	likely background
MAPRE3	ATP6V1H	0.011	1	
MAPRE3	ATP7A	0	1	
MAPRE3	ATP9A	0	1	likely background
MAPRE3	ATR	0.0056	1	
MAPRE3	ATRIP	0.0001	1	
MAPRE3	ATRX	0.0047	1	
MAPRE3	ATXN1	0	1	
MAPRE3	ATXN10	0.4784	0.482962539	likely background
MAPRE3	ATXN2	0.5808	0.245783024	
MAPRE3	ATXN2L	0.7277	0.157894737	likely background
MAPRE3	ATXN3	0	1	
MAPRE3	ATXN7L3B	0.7079	0.160118577	
MAPRE3	AUNIP	0	1	
MAPRE3	AUP1	0	1	
MAPRE3	AURKA	0.7414	0.150958525	
MAPRE3	AURKB	0.6521	0.17824	
MAPRE3	AVEN	0.4956	0.440459058	
MAPRE3	AVL9	0	1	
MAPRE3	AXIN1	0	1	
MAPRE3	AXL	0.0076	1	
MAPRE3	AZGP1	0.5111	0.380093476	
MAPRE3	AZI2	0.0001	1	
MAPRE3	B4GALT1	0	1	
MAPRE3	BABAM2	0	1	
MAPRE3	BACC1	0	1	
MAPRE3	BACH1	0	1	
MAPRE3	BAG1	0.5593	0.295865812	
MAPRE3	BAG2	0.0001	1	
MAPRE3	BAG3	0.2668	1	
MAPRE3	BAG5	0	1	
MAPRE3	BAG6	0	1	
MAPRE3	BAIAP2	0	1	
MAPRE3	BAIAP2L1	0.0001	1	
MAPRE3	BANP	0	1	
MAPRE3	BAP1	0.0002	1	
MAPRE3	BARD1	0.6844	0.160118577	
MAPRE3	BASP1	0	1	
MAPRE3	BAX	0.0001	1	
MAPRE3	BAZ1A	0.0001	1	
MAPRE3	BAZ1B	0.0106	1	
MAPRE3	BAZ2A	0	1	
MAPRE3	BAZ2B	0.0001	1	
MAPRE3	BBS2	0	1	
MAPRE3	BBS7	0.6848	0.160118577	
MAPRE3	BBX	0.0001	1	
MAPRE3	BCAP31	0.0001	1	
MAPRE3	BCAR1	0.506	0.391717776	
MAPRE3	BCAR3	0.4931	0.448081485	
MAPRE3	BCAS2	0.0001	1	
MAPRE3	BCAS3	0.6984	0.160118577	
MAPRE3	BCAT1	0.4314	0.556712185	likely background
MAPRE3	BCCIP	0.5235	0.367865806	
MAPRE3	BCL10	0.6715	0.163317916	
MAPRE3	BCL3	0.3838	0.601195825	
MAPRE3	BCL7C	0.0055	1	likely background
MAPRE3	BCL9	0	1	
MAPRE3	BCL9L	0.0485	1	
MAPRE3	BCLAF1	0.0002	1	
MAPRE3	BCOR	0.0001	1	
MAPRE3	BCORL1	0.0001	1	
MAPRE3	BCR	0.6165	0.209540084	likely background
MAPRE3	BCS1L	0	1	
MAPRE3	BDP1	0.5612	0.286954087	
MAPRE3	BEGAIN	0.6388	0.190347632	likely background
MAPRE3	BEND3	0.6848	0.160118577	
MAPRE3	BET1	0.0001	1	likely background
MAPRE3	BHLHE40	0	1	
MAPRE3	BICC1	0.5505	0.32991472	
MAPRE3	BICD1	0.5337	0.351030724	
MAPRE3	BICD2	0.0058	1	
MAPRE3	BID	0	1	
MAPRE3	BIN1	0.5163	0.380093476	
MAPRE3	BIRC6	0.4373	0.554158331	
MAPRE3	BLM	0.6844	0.160118577	
MAPRE3	BLMH	0	1	
MAPRE3	BLTP1	0	1	
MAPRE3	BLTP2	0.5185	0.375977773	
MAPRE3	BLTP3A	0.4305	0.556880369	
MAPRE3	BLTP3B	0.5034	0.399414013	
MAPRE3	BLVRA	0.0002	1	likely background
MAPRE3	BMP2K	0.0429	1	
MAPRE3	BMS1	0.0001	1	
MAPRE3	BNC2	0	1	
MAPRE3	BNIP2	0.0062	1	
MAPRE3	BOD1L1	0.0096	1	
MAPRE3	BOLA2	0.0112	1	likely background
MAPRE3	BOP1	0.0113	1	
MAPRE3	BORA	0.0066	1	
MAPRE3	BORCS5	0	1	
MAPRE3	BORCS6	0	1	
MAPRE3	BPIFA1	0	1	
MAPRE3	BPIFB1	0	1	
MAPRE3	BPIFB4	0	1	
MAPRE3	BPNT1	0.0056	1	likely background
MAPRE3	BPTF	0.0568	1	
MAPRE3	BRAF	0	1	
MAPRE3	BRAP	0.0108	1	
MAPRE3	BRAT1	0.0036	1	
MAPRE3	BRCA1	0.6781	0.160305043	
MAPRE3	BRCA2	0.6807	0.160118577	
MAPRE3	BRCC3	0.0096	1	
MAPRE3	BRD4	0.0103	1	
MAPRE3	BRD7	0	1	
MAPRE3	BRD8	0	1	
MAPRE3	BRD9	0	1	
MAPRE3	BRF1	0	1	
MAPRE3	BRIP1	0.0142	1	
MAPRE3	BRIX1	0.0178	1	
MAPRE3	BRWD1	0	1	
MAPRE3	BTAF1	0.0001	1	
MAPRE3	BTBD1	0.45	0.542352968	likely background
MAPRE3	BTBD10	0.0566	1	
MAPRE3	BUB1	0.7929	0.128478497	
MAPRE3	BUB1B	0.8863	0.014729951	likely background
MAPRE3	BUB3	0.0461	1	likely background
MAPRE3	BUD13	0.0001	1	
MAPRE3	BUD31	0.0002	1	
MAPRE3	BYSL	0.0448	1	
MAPRE3	BZW2	0.7938	0.128478497	
MAPRE3	C11orf54	0.6234	0.203923259	
MAPRE3	C12orf57	0.0001	1	likely background
MAPRE3	C15orf39	0	1	
MAPRE3	C19orf25	0	1	
MAPRE3	C1QBP	0.0099	1	likely background
MAPRE3	C1orf198	0.5843	0.240094482	
MAPRE3	C1orf43	0.673	0.163317916	
MAPRE3	C1orf52	0	1	
MAPRE3	C2CD2	0	1	
MAPRE3	C2CD3	0.8552	0.028723841	
MAPRE3	C2CD5	0	1	
MAPRE3	C2orf49	0	1	
MAPRE3	C3	0.5603	0.290735586	
MAPRE3	C3orf38	0	1	
MAPRE3	C5orf22	0	1	
MAPRE3	C5orf34	0	1	
MAPRE3	C8orf33	0.0085	1	likely background
MAPRE3	C9orf72	0.0076	1	
MAPRE3	C9orf78	0	1	
MAPRE3	CAAP1	0	1	
MAPRE3	CAB39	0	1	
MAPRE3	CABIN1	0	1	
MAPRE3	CACTIN	0	1	
MAPRE3	CACUL1	0.0002	1	
MAPRE3	CACYBP	0.6489	0.181369806	likely background
MAPRE3	CAD	0.7286	0.157894737	
MAPRE3	CALCOCO1	0.5594	0.295490905	
MAPRE3	CALD1	0.6848	0.160118577	
MAPRE3	CALML5	0.7943	0.128478497	
MAPRE3	CALR	0.0429	1	likely background
MAPRE3	CAMK1D	0	1	
MAPRE3	CAMK2D	0.5232	0.36804382	likely background
MAPRE3	CAMK2G	0.0001	1	likely background
MAPRE3	CAMK4	0	1	
MAPRE3	CAMKK1	0	1	
MAPRE3	CAMLG	0	1	
MAPRE3	CAMSAP1	0.7723	0.136908893	likely background
MAPRE3	CAMSAP2	0.9267	0.004535147	likely background
MAPRE3	CAND1	0.6173	0.208833556	
MAPRE3	CANX	0.0002	1	likely background
MAPRE3	CAP1	0.0448	1	
MAPRE3	CAP2	0.0001	1	
MAPRE3	CAPN1	0.5592	0.296097859	
MAPRE3	CAPN15	0.0065	1	
MAPRE3	CAPN2	0.0109	1	
MAPRE3	CAPN7	0.4307	0.556865646	
MAPRE3	CAPNS1	0.503	0.400073695	likely background
MAPRE3	CAPRIN1	0.5892	0.232298553	likely background
MAPRE3	CAPZA1	0.6715	0.163317916	likely background
MAPRE3	CAPZA2	0.3743	0.608136033	likely background
MAPRE3	CAPZB	0.3191	0.763822057	likely background
MAPRE3	CARD10	0	1	
MAPRE3	CARD11	0	1	
MAPRE3	CARD6	0.9292	0.003937008	
MAPRE3	CARHSP1	0.0001	1	likely background
MAPRE3	CARM1	0.5514	0.327352412	
MAPRE3	CARMIL1	0.5001	0.406561431	
MAPRE3	CARS1	0.0004	1	
MAPRE3	CARS2	0	1	
MAPRE3	CASK	0.6996	0.160118577	
MAPRE3	CASKIN2	0	1	
MAPRE3	CASP14	0	1	
MAPRE3	CASP4	0	1	
MAPRE3	CASP8	0.0004	1	
MAPRE3	CASP8AP2	0	1	
MAPRE3	CAST	0.2944	0.846116059	
MAPRE3	CAT	0	1	
MAPRE3	CAV1	0	1	
MAPRE3	CAVIN1	0.0107	1	
MAPRE3	CAVIN3	0	1	
MAPRE3	CBL	0.7047	0.160118577	
MAPRE3	CBLB	0.5699	0.264180297	likely background
MAPRE3	CBR1	0.6234	0.203923259	
MAPRE3	CBS	0.6227	0.204982491	likely background
MAPRE3	CBX2	0	1	
MAPRE3	CBX3	0.5035	0.399168982	likely background
MAPRE3	CBX4	0.58	0.246914968	
MAPRE3	CBX5	0.0084	1	
MAPRE3	CBX8	0	1	
MAPRE3	CC2D1A	0.7275	0.157904798	likely background
MAPRE3	CC2D1B	0.559	0.296487055	
MAPRE3	CC2D2A	0.0568	1	
MAPRE3	CCAR1	0.0001	1	
MAPRE3	CCAR2	0.0033	1	
MAPRE3	CCDC102A	0.5021	0.401313546	likely background
MAPRE3	CCDC124	0.5364	0.350064452	
MAPRE3	CCDC138	0.5363	0.350064452	
MAPRE3	CCDC14	0.5594	0.295490905	
MAPRE3	CCDC174	0.0487	1	
MAPRE3	CCDC18	0.721	0.158189916	
MAPRE3	CCDC186	0.0105	1	
MAPRE3	CCDC22	0.5788	0.248402538	
MAPRE3	CCDC34	0.5393	0.350064452	likely background
MAPRE3	CCDC43	0.0061	1	
MAPRE3	CCDC47	0	1	
MAPRE3	CCDC50	0.3911	0.594157876	
MAPRE3	CCDC57	0	1	
MAPRE3	CCDC6	0.0075	1	
MAPRE3	CCDC66	0.6027	0.219252336	
MAPRE3	CCDC77	0.6005	0.221480917	
MAPRE3	CCDC85C	0.393	0.592579331	
MAPRE3	CCDC88A	0.6016	0.220416159	
MAPRE3	CCDC88C	0.717	0.158189916	
MAPRE3	CCDC93	0	1	
MAPRE3	CCDC97	0	1	
MAPRE3	CCHCR1	0.0489	1	
MAPRE3	CCNA2	0.6786	0.160130719	
MAPRE3	CCNB1	0.8021	0.114478114	likely background
MAPRE3	CCNB2	0.605	0.218779829	
MAPRE3	CCNE2	0	1	
MAPRE3	CCNK	0	1	
MAPRE3	CCNT1	0.0429	1	
MAPRE3	CCP110	0.7179	0.158189916	
MAPRE3	CCSER2	0.8028	0.113811904	
MAPRE3	CCT2	0.0074	1	
MAPRE3	CCT3	0.3838	0.601195825	likely background
MAPRE3	CCT4	0.3642	0.623762484	likely background
MAPRE3	CCT5	0.4708	0.501795068	likely background
MAPRE3	CCT6A	0.5146	0.380093476	likely background
MAPRE3	CCT7	0.7041	0.160118577	
